agegrp,indig_status,legal_status,sex,state,quarter,quart,year,Average_nightly_pop
10 to 17,Indigenous,Unsentenced,Total,NSW,Dec qtr 2010,Dec,2010,72
10 to 17,Indigenous,Unsentenced,Total,NSW,Mar qtr 2011,Mar,2011,91
10 to 17,Indigenous,Unsentenced,Total,NSW,Jun qtr 2011,Jun,2011,87
10 to 17,Indigenous,Unsentenced,Total,NSW,Sep qtr 2011,Sep,2011,80
10 to 17,Indigenous,Unsentenced,Total,NSW,Dec qtr 2011,Dec,2011,73
10 to 17,Indigenous,Unsentenced,Total,NSW,Mar qtr 2012,Mar,2012,89
10 to 17,Indigenous,Unsentenced,Total,NSW,Jun qtr 2012,Jun,2012,98
10 to 17,Indigenous,Unsentenced,Total,NSW,Sep qtr 2012,Sep,2012,80
10 to 17,Indigenous,Unsentenced,Total,NSW,Dec qtr 2012,Dec,2012,74
10 to 17,Indigenous,Unsentenced,Total,NSW,Mar qtr 2013,Mar,2013,82
10 to 17,Indigenous,Unsentenced,Total,NSW,Jun qtr 2013,Jun,2013,73
10 to 17,Indigenous,Unsentenced,Total,Vic,Jun qtr 2009,Jun,2009,6
10 to 17,Indigenous,Unsentenced,Total,Vic,Sep qtr 2009,Sep,2009,6
10 to 17,Indigenous,Unsentenced,Total,Vic,Dec qtr 2009,Dec,2009,9
10 to 17,Indigenous,Unsentenced,Total,Vic,Mar qtr 2010,Mar,2010,11
10 to 17,Indigenous,Unsentenced,Total,Vic,Jun qtr 2010,Jun,2010,6
10 to 17,Indigenous,Unsentenced,Total,Vic,Sep qtr 2010,Sep,2010,5
10 to 17,Indigenous,Unsentenced,Total,Vic,Dec qtr 2010,Dec,2010,8
10 to 17,Indigenous,Unsentenced,Total,Vic,Mar qtr 2011,Mar,2011,6
10 to 17,Indigenous,Unsentenced,Total,Vic,Jun qtr 2011,Jun,2011,4
10 to 17,Indigenous,Unsentenced,Total,Vic,Sep qtr 2011,Sep,2011,4
10 to 17,Indigenous,Unsentenced,Total,Vic,Dec qtr 2011,Dec,2011,4
10 to 17,Indigenous,Unsentenced,Total,Vic,Mar qtr 2012,Mar,2012,8
10 to 17,Indigenous,Unsentenced,Total,Vic,Jun qtr 2012,Jun,2012,7
10 to 17,Indigenous,Unsentenced,Total,Vic,Sep qtr 2012,Sep,2012,3
10 to 17,Indigenous,Unsentenced,Total,Vic,Dec qtr 2012,Dec,2012,3
10 to 17,Indigenous,Unsentenced,Total,Vic,Mar qtr 2013,Mar,2013,5
10 to 17,Indigenous,Unsentenced,Total,Vic,Jun qtr 2013,Jun,2013,4
10 to 17,Indigenous,Unsentenced,Total,Qld,Jun qtr 2009,Jun,2009,46
10 to 17,Indigenous,Unsentenced,Total,Qld,Sep qtr 2009,Sep,2009,42
10 to 17,Indigenous,Unsentenced,Total,Qld,Dec qtr 2009,Dec,2009,46
10 to 17,Indigenous,Unsentenced,Total,Qld,Mar qtr 2010,Mar,2010,59
10 to 17,Indigenous,Unsentenced,Total,Qld,Jun qtr 2010,Jun,2010,55
10 to 17,Indigenous,Unsentenced,Total,Qld,Sep qtr 2010,Sep,2010,49
10 to 17,Indigenous,Unsentenced,Total,Qld,Dec qtr 2010,Dec,2010,48
10 to 17,Indigenous,Unsentenced,Total,Qld,Mar qtr 2011,Mar,2011,47
10 to 17,Indigenous,Unsentenced,Total,Qld,Jun qtr 2011,Jun,2011,42
10 to 17,Indigenous,Unsentenced,Total,Qld,Sep qtr 2011,Sep,2011,40
10 to 17,Indigenous,Unsentenced,Total,Qld,Dec qtr 2011,Dec,2011,48
10 to 17,Indigenous,Unsentenced,Total,Qld,Mar qtr 2012,Mar,2012,60
10 to 17,Indigenous,Unsentenced,Total,Qld,Jun qtr 2012,Jun,2012,74
10 to 17,Indigenous,Unsentenced,Total,Qld,Sep qtr 2012,Sep,2012,72
10 to 17,Indigenous,Unsentenced,Total,Qld,Dec qtr 2012,Dec,2012,79
10 to 17,Indigenous,Unsentenced,Total,Qld,Mar qtr 2013,Mar,2013,93
10 to 17,Indigenous,Unsentenced,Total,Qld,Jun qtr 2013,Jun,2013,90
10 to 17,Indigenous,Unsentenced,Total,WA,Jun qtr 2009,Jun,2009,51
10 to 17,Indigenous,Unsentenced,Total,WA,Sep qtr 2009,Sep,2009,53
10 to 17,Indigenous,Unsentenced,Total,WA,Dec qtr 2009,Dec,2009,58
10 to 17,Indigenous,Unsentenced,Total,WA,Mar qtr 2010,Mar,2010,69
10 to 17,Indigenous,Unsentenced,Total,WA,Jun qtr 2010,Jun,2010,54
10 to 17,Indigenous,Unsentenced,Total,WA,Sep qtr 2010,Sep,2010,57
10 to 17,Indigenous,Unsentenced,Total,WA,Dec qtr 2010,Dec,2010,57
10 to 17,Indigenous,Unsentenced,Total,WA,Mar qtr 2011,Mar,2011,64
10 to 17,Indigenous,Unsentenced,Total,WA,Jun qtr 2011,Jun,2011,60
10 to 17,Indigenous,Unsentenced,Total,WA,Sep qtr 2011,Sep,2011,50
10 to 17,Indigenous,Unsentenced,Total,WA,Dec qtr 2011,Dec,2011,60
10 to 17,Indigenous,Unsentenced,Total,WA,Mar qtr 2012,Mar,2012,54
10 to 17,Indigenous,Unsentenced,Total,WA,Jun qtr 2012,Jun,2012,61
10 to 17,Indigenous,Unsentenced,Total,WA,Sep qtr 2012,Sep,2012,44
10 to 17,Indigenous,Unsentenced,Total,WA,Dec qtr 2012,Dec,2012,57
10 to 17,Indigenous,Unsentenced,Total,WA,Mar qtr 2013,Mar,2013,62
10 to 17,Indigenous,Unsentenced,Total,WA,Jun qtr 2013,Jun,2013,54
10 to 17,Indigenous,Unsentenced,Total,SA,Jun qtr 2009,Jun,2009,10
10 to 17,Indigenous,Unsentenced,Total,SA,Sep qtr 2009,Sep,2009,12
10 to 17,Indigenous,Unsentenced,Total,SA,Dec qtr 2009,Dec,2009,10
10 to 17,Indigenous,Unsentenced,Total,SA,Mar qtr 2010,Mar,2010,14
10 to 17,Indigenous,Unsentenced,Total,SA,Jun qtr 2010,Jun,2010,12
10 to 17,Indigenous,Unsentenced,Total,SA,Sep qtr 2010,Sep,2010,12
10 to 17,Indigenous,Unsentenced,Total,SA,Dec qtr 2010,Dec,2010,8
10 to 17,Indigenous,Unsentenced,Total,SA,Mar qtr 2011,Mar,2011,14
10 to 17,Indigenous,Unsentenced,Total,SA,Jun qtr 2011,Jun,2011,12
10 to 17,Indigenous,Unsentenced,Total,SA,Sep qtr 2011,Sep,2011,15
10 to 17,Indigenous,Unsentenced,Total,SA,Dec qtr 2011,Dec,2011,14
10 to 17,Indigenous,Unsentenced,Total,SA,Mar qtr 2012,Mar,2012,20
10 to 17,Indigenous,Unsentenced,Total,SA,Jun qtr 2012,Jun,2012,19
10 to 17,Indigenous,Unsentenced,Total,SA,Sep qtr 2012,Sep,2012,14
10 to 17,Indigenous,Unsentenced,Total,SA,Dec qtr 2012,Dec,2012,10
10 to 17,Indigenous,Unsentenced,Total,SA,Mar qtr 2013,Mar,2013,16
10 to 17,Indigenous,Unsentenced,Total,SA,Jun qtr 2013,Jun,2013,14
10 to 17,Indigenous,Unsentenced,Total,Tas,Jun qtr 2009,Jun,2009,7
10 to 17,Indigenous,Unsentenced,Total,Tas,Sep qtr 2009,Sep,2009,8
10 to 17,Indigenous,Unsentenced,Total,Tas,Dec qtr 2009,Dec,2009,5
10 to 17,Indigenous,Unsentenced,Total,Tas,Mar qtr 2010,Mar,2010,6
10 to 17,Indigenous,Unsentenced,Total,Tas,Jun qtr 2010,Jun,2010,6
10 to 17,Indigenous,Unsentenced,Total,Tas,Sep qtr 2010,Sep,2010,4
10 to 17,Indigenous,Unsentenced,Total,Tas,Dec qtr 2010,Dec,2010,2
10 to 17,Indigenous,Unsentenced,Total,Tas,Mar qtr 2011,Mar,2011,2
10 to 17,Indigenous,Unsentenced,Total,Tas,Jun qtr 2011,Jun,2011,2
10 to 17,Indigenous,Unsentenced,Total,Tas,Sep qtr 2011,Sep,2011,2
10 to 17,Indigenous,Unsentenced,Total,Tas,Dec qtr 2011,Dec,2011,0
10 to 17,Indigenous,Unsentenced,Total,Tas,Mar qtr 2012,Mar,2012,0
10 to 17,Indigenous,Unsentenced,Total,Tas,Jun qtr 2012,Jun,2012,1
10 to 17,Indigenous,Unsentenced,Total,Tas,Sep qtr 2012,Sep,2012,1
10 to 17,Indigenous,Unsentenced,Total,Tas,Dec qtr 2012,Dec,2012,0
10 to 17,Indigenous,Unsentenced,Total,Tas,Mar qtr 2013,Mar,2013,0
10 to 17,Indigenous,Unsentenced,Total,Tas,Jun qtr 2013,Jun,2013,1
10 to 17,Indigenous,Unsentenced,Total,ACT,Jun qtr 2009,Jun,2009,1
10 to 17,Indigenous,Unsentenced,Total,ACT,Sep qtr 2009,Sep,2009,3
10 to 17,Indigenous,Unsentenced,Total,ACT,Dec qtr 2009,Dec,2009,3
10 to 17,Indigenous,Unsentenced,Total,ACT,Mar qtr 2010,Mar,2010,5
10 to 17,Indigenous,Unsentenced,Total,ACT,Jun qtr 2010,Jun,2010,5
10 to 17,Indigenous,Unsentenced,Total,ACT,Sep qtr 2010,Sep,2010,5
10 to 17,Indigenous,Unsentenced,Total,ACT,Dec qtr 2010,Dec,2010,6
10 to 17,Indigenous,Unsentenced,Total,ACT,Mar qtr 2011,Mar,2011,8
10 to 17,Indigenous,Unsentenced,Total,ACT,Jun qtr 2011,Jun,2011,5
10 to 17,Indigenous,Unsentenced,Total,ACT,Sep qtr 2011,Sep,2011,4
10 to 17,Indigenous,Unsentenced,Total,ACT,Dec qtr 2011,Dec,2011,4
10 to 17,Indigenous,Unsentenced,Total,ACT,Mar qtr 2012,Mar,2012,4
10 to 17,Indigenous,Unsentenced,Total,ACT,Jun qtr 2012,Jun,2012,5
10 to 17,Indigenous,Unsentenced,Total,ACT,Sep qtr 2012,Sep,2012,0
10 to 17,Indigenous,Unsentenced,Total,ACT,Dec qtr 2012,Dec,2012,2
10 to 17,Indigenous,Unsentenced,Total,ACT,Mar qtr 2013,Mar,2013,3
10 to 17,Indigenous,Unsentenced,Total,ACT,Jun qtr 2013,Jun,2013,2
10 to 17,Indigenous,Unsentenced,Total,NT,Jun qtr 2009,Jun,2009,16
10 to 17,Indigenous,Unsentenced,Total,NT,Sep qtr 2009,Sep,2009,14
10 to 17,Indigenous,Unsentenced,Total,NT,Dec qtr 2009,Dec,2009,8
10 to 17,Indigenous,Unsentenced,Total,NT,Mar qtr 2010,Mar,2010,12
10 to 17,Indigenous,Unsentenced,Total,NT,Jun qtr 2010,Jun,2010,17
10 to 17,Indigenous,Unsentenced,Total,NT,Sep qtr 2010,Sep,2010,20
10 to 17,Indigenous,Unsentenced,Total,NT,Dec qtr 2010,Dec,2010,25
10 to 17,Indigenous,Unsentenced,Total,NT,Mar qtr 2011,Mar,2011,26
10 to 17,Indigenous,Unsentenced,Total,NT,Jun qtr 2011,Jun,2011,13
10 to 17,Indigenous,Unsentenced,Total,NT,Sep qtr 2011,Sep,2011,18
10 to 17,Indigenous,Unsentenced,Total,NT,Dec qtr 2011,Dec,2011,24
10 to 17,Indigenous,Unsentenced,Total,NT,Mar qtr 2012,Mar,2012,21
10 to 17,Indigenous,Unsentenced,Total,NT,Jun qtr 2012,Jun,2012,25
10 to 17,Indigenous,Unsentenced,Total,NT,Sep qtr 2012,Sep,2012,22
10 to 17,Indigenous,Unsentenced,Total,NT,Dec qtr 2012,Dec,2012,20
10 to 17,Indigenous,Unsentenced,Total,NT,Mar qtr 2013,Mar,2013,37
10 to 17,Indigenous,Unsentenced,Total,NT,Jun qtr 2013,Jun,2013,25
10 to 17,Indigenous,Unsentenced,Total,Aust,Jun qtr 2009,Jun,2009,233
10 to 17,Indigenous,Unsentenced,Total,Aust,Sep qtr 2009,Sep,2009,222
10 to 17,Indigenous,Unsentenced,Total,Aust,Dec qtr 2009,Dec,2009,241
10 to 17,Indigenous,Unsentenced,Total,Aust,Mar qtr 2010,Mar,2010,273
10 to 17,Indigenous,Unsentenced,Total,Aust,Jun qtr 2010,Jun,2010,247
10 to 17,Indigenous,Unsentenced,Total,Aust,Sep qtr 2010,Sep,2010,241
10 to 17,Indigenous,Unsentenced,Total,Aust,Dec qtr 2010,Dec,2010,226
10 to 17,Indigenous,Unsentenced,Total,Aust,Mar qtr 2011,Mar,2011,258
10 to 17,Indigenous,Unsentenced,Total,Aust,Jun qtr 2011,Jun,2011,226
10 to 17,Indigenous,Unsentenced,Total,Aust,Sep qtr 2011,Sep,2011,213
10 to 17,Indigenous,Unsentenced,Total,Aust,Dec qtr 2011,Dec,2011,227
10 to 17,Indigenous,Unsentenced,Total,Aust,Mar qtr 2012,Mar,2012,256
10 to 17,Indigenous,Unsentenced,Total,Aust,Jun qtr 2012,Jun,2012,289
10 to 17,Indigenous,Unsentenced,Total,Aust,Sep qtr 2012,Sep,2012,236
10 to 17,Indigenous,Unsentenced,Total,Aust,Dec qtr 2012,Dec,2012,246
10 to 17,Indigenous,Unsentenced,Total,Aust,Mar qtr 2013,Mar,2013,299
10 to 17,Indigenous,Unsentenced,Total,Aust,Jun qtr 2013,Jun,2013,262
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Jun qtr 2009,Jun,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Sep qtr 2009,Sep,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Dec qtr 2009,Dec,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Mar qtr 2010,Mar,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Jun qtr 2010,Jun,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Sep qtr 2010,Sep,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Dec qtr 2010,Dec,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Mar qtr 2011,Mar,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Jun qtr 2011,Jun,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Sep qtr 2011,Sep,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Dec qtr 2011,Dec,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Mar qtr 2012,Mar,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Jun qtr 2012,Jun,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Sep qtr 2012,Sep,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Dec qtr 2012,Dec,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Mar qtr 2013,Mar,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,NSW,Jun qtr 2013,Jun,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Jun qtr 2009,Jun,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Sep qtr 2009,Sep,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Dec qtr 2009,Dec,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Mar qtr 2010,Mar,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Jun qtr 2010,Jun,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Sep qtr 2010,Sep,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Dec qtr 2010,Dec,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Mar qtr 2011,Mar,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Jun qtr 2011,Jun,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Sep qtr 2011,Sep,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Dec qtr 2011,Dec,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Mar qtr 2012,Mar,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Jun qtr 2012,Jun,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Sep qtr 2012,Sep,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Dec qtr 2012,Dec,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Mar qtr 2013,Mar,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,Vic,Jun qtr 2013,Jun,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Jun qtr 2009,Jun,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Sep qtr 2009,Sep,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Dec qtr 2009,Dec,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Mar qtr 2010,Mar,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Jun qtr 2010,Jun,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Sep qtr 2010,Sep,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Dec qtr 2010,Dec,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Mar qtr 2011,Mar,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Jun qtr 2011,Jun,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Sep qtr 2011,Sep,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Dec qtr 2011,Dec,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Mar qtr 2012,Mar,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Jun qtr 2012,Jun,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Sep qtr 2012,Sep,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Dec qtr 2012,Dec,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Mar qtr 2013,Mar,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,Qld,Jun qtr 2013,Jun,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Jun qtr 2009,Jun,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Sep qtr 2009,Sep,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Dec qtr 2009,Dec,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Mar qtr 2010,Mar,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Jun qtr 2010,Jun,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Sep qtr 2010,Sep,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Dec qtr 2010,Dec,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Mar qtr 2011,Mar,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Jun qtr 2011,Jun,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Sep qtr 2011,Sep,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Dec qtr 2011,Dec,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Mar qtr 2012,Mar,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Jun qtr 2012,Jun,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Sep qtr 2012,Sep,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Dec qtr 2012,Dec,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Mar qtr 2013,Mar,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,WA,Jun qtr 2013,Jun,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Jun qtr 2009,Jun,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Sep qtr 2009,Sep,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Dec qtr 2009,Dec,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Mar qtr 2010,Mar,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Jun qtr 2010,Jun,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Sep qtr 2010,Sep,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Dec qtr 2010,Dec,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Mar qtr 2011,Mar,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Jun qtr 2011,Jun,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Sep qtr 2011,Sep,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Dec qtr 2011,Dec,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Mar qtr 2012,Mar,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Jun qtr 2012,Jun,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Sep qtr 2012,Sep,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Dec qtr 2012,Dec,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Mar qtr 2013,Mar,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,SA,Jun qtr 2013,Jun,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Jun qtr 2009,Jun,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Sep qtr 2009,Sep,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Dec qtr 2009,Dec,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Mar qtr 2010,Mar,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Jun qtr 2010,Jun,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Sep qtr 2010,Sep,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Dec qtr 2010,Dec,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Mar qtr 2011,Mar,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Jun qtr 2011,Jun,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Sep qtr 2011,Sep,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Dec qtr 2011,Dec,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Mar qtr 2012,Mar,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Jun qtr 2012,Jun,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Sep qtr 2012,Sep,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Dec qtr 2012,Dec,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Mar qtr 2013,Mar,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,Tas,Jun qtr 2013,Jun,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Jun qtr 2009,Jun,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Sep qtr 2009,Sep,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Dec qtr 2009,Dec,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Mar qtr 2010,Mar,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Jun qtr 2010,Jun,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Sep qtr 2010,Sep,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Dec qtr 2010,Dec,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Mar qtr 2011,Mar,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Jun qtr 2011,Jun,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Sep qtr 2011,Sep,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Dec qtr 2011,Dec,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Mar qtr 2012,Mar,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Jun qtr 2012,Jun,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Sep qtr 2012,Sep,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Dec qtr 2012,Dec,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Mar qtr 2013,Mar,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,ACT,Jun qtr 2013,Jun,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Jun qtr 2009,Jun,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Sep qtr 2009,Sep,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Dec qtr 2009,Dec,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Mar qtr 2010,Mar,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Jun qtr 2010,Jun,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Sep qtr 2010,Sep,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Dec qtr 2010,Dec,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Mar qtr 2011,Mar,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Jun qtr 2011,Jun,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Sep qtr 2011,Sep,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Dec qtr 2011,Dec,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Mar qtr 2012,Mar,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Jun qtr 2012,Jun,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Sep qtr 2012,Sep,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Dec qtr 2012,Dec,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Mar qtr 2013,Mar,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,NT,Jun qtr 2013,Jun,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Jun qtr 2009,Jun,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Sep qtr 2009,Sep,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Dec qtr 2009,Dec,2009,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Mar qtr 2010,Mar,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Jun qtr 2010,Jun,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Sep qtr 2010,Sep,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Dec qtr 2010,Dec,2010,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Mar qtr 2011,Mar,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Jun qtr 2011,Jun,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Sep qtr 2011,Sep,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Dec qtr 2011,Dec,2011,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Mar qtr 2012,Mar,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Jun qtr 2012,Jun,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Sep qtr 2012,Sep,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Dec qtr 2012,Dec,2012,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Mar qtr 2013,Mar,2013,0
10 to 17,Indigenous,Unsentenced,Unknow,Aust,Jun qtr 2013,Jun,2013,0
10 to 17,Indigenous,Sentenced,Male,NSW,Jun qtr 2009,Jun,2009,78
10 to 17,Indigenous,Sentenced,Male,NSW,Sep qtr 2009,Sep,2009,77
10 to 17,Indigenous,Sentenced,Male,NSW,Dec qtr 2009,Dec,2009,83
10 to 17,Indigenous,Sentenced,Male,NSW,Mar qtr 2010,Mar,2010,76
10 to 17,Indigenous,Sentenced,Male,NSW,Jun qtr 2010,Jun,2010,78
