agegrp,indig_status,legal_status,sex,state,quarter,quart,year,Average_nightly_pop
Total,Unknown,Sentenced,Total,NSW,Dec qtr 2009,Dec,2009,4
Total,Unknown,Sentenced,Total,NSW,Mar qtr 2010,Mar,2010,4
Total,Unknown,Sentenced,Total,NSW,Jun qtr 2010,Jun,2010,5
Total,Unknown,Sentenced,Total,NSW,Sep qtr 2010,Sep,2010,8
Total,Unknown,Sentenced,Total,NSW,Dec qtr 2010,Dec,2010,8
Total,Unknown,Sentenced,Total,NSW,Mar qtr 2011,Mar,2011,4
Total,Unknown,Sentenced,Total,NSW,Jun qtr 2011,Jun,2011,5
Total,Unknown,Sentenced,Total,NSW,Sep qtr 2011,Sep,2011,4
Total,Unknown,Sentenced,Total,NSW,Dec qtr 2011,Dec,2011,3
Total,Unknown,Sentenced,Total,NSW,Mar qtr 2012,Mar,2012,1
Total,Unknown,Sentenced,Total,NSW,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Total,NSW,Sep qtr 2012,Sep,2012,1
Total,Unknown,Sentenced,Total,NSW,Dec qtr 2012,Dec,2012,2
Total,Unknown,Sentenced,Total,NSW,Mar qtr 2013,Mar,2013,2
Total,Unknown,Sentenced,Total,NSW,Jun qtr 2013,Jun,2013,2
Total,Unknown,Sentenced,Total,Vic,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Total,Vic,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Total,Vic,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Total,Vic,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Total,Vic,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Total,Vic,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Total,Vic,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Total,Vic,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Total,Vic,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Total,Vic,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Total,Vic,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Total,Vic,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Total,Vic,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Total,Vic,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Total,Vic,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Total,Vic,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Total,Vic,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Total,Qld,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Total,Qld,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Total,Qld,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Total,Qld,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Total,Qld,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Total,Qld,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Total,Qld,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Total,Qld,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Total,Qld,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Total,Qld,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Total,Qld,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Total,Qld,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Total,Qld,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Total,Qld,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Total,Qld,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Total,Qld,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Total,Qld,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Total,WA,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Total,WA,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Total,WA,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Total,WA,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Total,WA,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Total,WA,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Total,WA,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Total,WA,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Total,WA,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Total,WA,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Total,WA,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Total,WA,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Total,WA,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Total,WA,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Total,WA,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Total,WA,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Total,WA,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Total,SA,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Total,SA,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Total,SA,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Total,SA,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Total,SA,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Total,SA,Sep qtr 2010,Sep,2010,1
Total,Unknown,Sentenced,Total,SA,Dec qtr 2010,Dec,2010,1
Total,Unknown,Sentenced,Total,SA,Mar qtr 2011,Mar,2011,2
Total,Unknown,Sentenced,Total,SA,Jun qtr 2011,Jun,2011,3
Total,Unknown,Sentenced,Total,SA,Sep qtr 2011,Sep,2011,1
Total,Unknown,Sentenced,Total,SA,Dec qtr 2011,Dec,2011,1
Total,Unknown,Sentenced,Total,SA,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Total,SA,Jun qtr 2012,Jun,2012,1
Total,Unknown,Sentenced,Total,SA,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Total,SA,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Total,SA,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Total,SA,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Total,Tas,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Total,Tas,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Total,Tas,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Total,Tas,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Total,Tas,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Total,Tas,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Total,Tas,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Total,Tas,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Total,Tas,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Total,Tas,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Total,Tas,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Total,Tas,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Total,Tas,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Total,Tas,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Total,Tas,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Total,Tas,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Total,Tas,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Total,ACT,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Total,ACT,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Total,ACT,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Total,ACT,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Total,ACT,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Total,ACT,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Total,ACT,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Total,ACT,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Total,ACT,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Total,ACT,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Total,ACT,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Total,ACT,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Total,ACT,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Total,ACT,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Total,ACT,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Total,ACT,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Total,ACT,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Total,NT,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Total,NT,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Total,NT,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Total,NT,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Total,NT,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Total,NT,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Total,NT,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Total,NT,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Total,NT,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Total,NT,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Total,NT,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Total,NT,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Total,NT,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Total,NT,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Total,NT,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Total,NT,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Total,NT,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Total,Aust,Jun qtr 2009,Jun,2009,4
Total,Unknown,Sentenced,Total,Aust,Sep qtr 2009,Sep,2009,4
Total,Unknown,Sentenced,Total,Aust,Dec qtr 2009,Dec,2009,4
Total,Unknown,Sentenced,Total,Aust,Mar qtr 2010,Mar,2010,4
Total,Unknown,Sentenced,Total,Aust,Jun qtr 2010,Jun,2010,5
Total,Unknown,Sentenced,Total,Aust,Sep qtr 2010,Sep,2010,8
Total,Unknown,Sentenced,Total,Aust,Dec qtr 2010,Dec,2010,9
Total,Unknown,Sentenced,Total,Aust,Mar qtr 2011,Mar,2011,6
Total,Unknown,Sentenced,Total,Aust,Jun qtr 2011,Jun,2011,8
Total,Unknown,Sentenced,Total,Aust,Sep qtr 2011,Sep,2011,5
Total,Unknown,Sentenced,Total,Aust,Dec qtr 2011,Dec,2011,4
Total,Unknown,Sentenced,Total,Aust,Mar qtr 2012,Mar,2012,1
Total,Unknown,Sentenced,Total,Aust,Jun qtr 2012,Jun,2012,1
Total,Unknown,Sentenced,Total,Aust,Sep qtr 2012,Sep,2012,1
Total,Unknown,Sentenced,Total,Aust,Dec qtr 2012,Dec,2012,2
Total,Unknown,Sentenced,Total,Aust,Mar qtr 2013,Mar,2013,2
Total,Unknown,Sentenced,Total,Aust,Jun qtr 2013,Jun,2013,2
Total,Unknown,Sentenced,Unknow,NSW,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Unknow,NSW,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Unknow,NSW,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Unknow,NSW,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Unknow,NSW,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Unknow,NSW,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Unknow,NSW,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Unknow,NSW,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Unknow,NSW,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Unknow,NSW,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Unknow,NSW,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Unknow,NSW,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Unknow,NSW,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Unknow,NSW,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Unknow,NSW,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Unknow,NSW,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Unknow,NSW,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Unknow,Vic,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Unknow,Vic,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Unknow,Vic,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Unknow,Vic,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Unknow,Vic,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Unknow,Vic,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Unknow,Vic,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Unknow,Vic,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Unknow,Vic,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Unknow,Vic,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Unknow,Vic,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Unknow,Vic,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Unknow,Vic,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Unknow,Vic,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Unknow,Vic,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Unknow,Vic,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Unknow,Vic,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Unknow,Qld,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Unknow,Qld,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Unknow,Qld,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Unknow,Qld,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Unknow,Qld,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Unknow,Qld,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Unknow,Qld,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Unknow,Qld,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Unknow,Qld,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Unknow,Qld,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Unknow,Qld,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Unknow,Qld,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Unknow,Qld,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Unknow,Qld,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Unknow,Qld,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Unknow,Qld,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Unknow,Qld,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Unknow,WA,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Unknow,WA,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Unknow,WA,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Unknow,WA,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Unknow,WA,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Unknow,WA,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Unknow,WA,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Unknow,WA,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Unknow,WA,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Unknow,WA,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Unknow,WA,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Unknow,WA,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Unknow,WA,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Unknow,WA,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Unknow,WA,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Unknow,WA,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Unknow,WA,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Unknow,SA,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Unknow,SA,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Unknow,SA,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Unknow,SA,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Unknow,SA,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Unknow,SA,Sep qtr 2010,Sep,2010,1
Total,Unknown,Sentenced,Unknow,SA,Dec qtr 2010,Dec,2010,1
Total,Unknown,Sentenced,Unknow,SA,Mar qtr 2011,Mar,2011,2
Total,Unknown,Sentenced,Unknow,SA,Jun qtr 2011,Jun,2011,2
Total,Unknown,Sentenced,Unknow,SA,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Unknow,SA,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Unknow,SA,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Unknow,SA,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Unknow,SA,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Unknow,SA,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Unknow,SA,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Unknow,SA,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Unknow,Tas,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Unknow,Tas,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Unknow,Tas,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Unknow,Tas,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Unknow,Tas,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Unknow,Tas,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Unknow,Tas,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Unknow,Tas,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Unknow,Tas,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Unknow,Tas,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Unknow,Tas,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Unknow,Tas,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Unknow,Tas,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Unknow,Tas,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Unknow,Tas,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Unknow,Tas,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Unknow,Tas,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Unknow,ACT,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Unknow,ACT,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Unknow,ACT,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Unknow,ACT,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Unknow,ACT,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Unknow,ACT,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Unknow,ACT,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Unknow,ACT,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Unknow,ACT,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Unknow,ACT,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Unknow,ACT,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Unknow,ACT,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Unknow,ACT,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Unknow,ACT,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Unknow,ACT,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Unknow,ACT,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Unknow,ACT,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Unknow,NT,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Unknow,NT,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Unknow,NT,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Unknow,NT,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Unknow,NT,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Unknow,NT,Sep qtr 2010,Sep,2010,0
Total,Unknown,Sentenced,Unknow,NT,Dec qtr 2010,Dec,2010,0
Total,Unknown,Sentenced,Unknow,NT,Mar qtr 2011,Mar,2011,0
Total,Unknown,Sentenced,Unknow,NT,Jun qtr 2011,Jun,2011,0
Total,Unknown,Sentenced,Unknow,NT,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Unknow,NT,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Unknow,NT,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Unknow,NT,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Unknow,NT,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Unknow,NT,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Unknow,NT,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Unknow,NT,Jun qtr 2013,Jun,2013,0
Total,Unknown,Sentenced,Unknow,Aust,Jun qtr 2009,Jun,2009,0
Total,Unknown,Sentenced,Unknow,Aust,Sep qtr 2009,Sep,2009,0
Total,Unknown,Sentenced,Unknow,Aust,Dec qtr 2009,Dec,2009,0
Total,Unknown,Sentenced,Unknow,Aust,Mar qtr 2010,Mar,2010,0
Total,Unknown,Sentenced,Unknow,Aust,Jun qtr 2010,Jun,2010,0
Total,Unknown,Sentenced,Unknow,Aust,Sep qtr 2010,Sep,2010,1
Total,Unknown,Sentenced,Unknow,Aust,Dec qtr 2010,Dec,2010,1
Total,Unknown,Sentenced,Unknow,Aust,Mar qtr 2011,Mar,2011,2
Total,Unknown,Sentenced,Unknow,Aust,Jun qtr 2011,Jun,2011,2
Total,Unknown,Sentenced,Unknow,Aust,Sep qtr 2011,Sep,2011,0
Total,Unknown,Sentenced,Unknow,Aust,Dec qtr 2011,Dec,2011,0
Total,Unknown,Sentenced,Unknow,Aust,Mar qtr 2012,Mar,2012,0
Total,Unknown,Sentenced,Unknow,Aust,Jun qtr 2012,Jun,2012,0
Total,Unknown,Sentenced,Unknow,Aust,Sep qtr 2012,Sep,2012,0
Total,Unknown,Sentenced,Unknow,Aust,Dec qtr 2012,Dec,2012,0
Total,Unknown,Sentenced,Unknow,Aust,Mar qtr 2013,Mar,2013,0
Total,Unknown,Sentenced,Unknow,Aust,Jun qtr 2013,Jun,2013,0
Total,Unknown,Total,Male,NSW,Jun qtr 2009,Jun,2009,7
Total,Unknown,Total,Male,NSW,Sep qtr 2009,Sep,2009,7
Total,Unknown,Total,Male,NSW,Dec qtr 2009,Dec,2009,6
Total,Unknown,Total,Male,NSW,Mar qtr 2010,Mar,2010,5
Total,Unknown,Total,Male,NSW,Jun qtr 2010,Jun,2010,6
Total,Unknown,Total,Male,NSW,Sep qtr 2010,Sep,2010,8
Total,Unknown,Total,Male,NSW,Dec qtr 2010,Dec,2010,10
Total,Unknown,Total,Male,NSW,Mar qtr 2011,Mar,2011,6
Total,Unknown,Total,Male,NSW,Jun qtr 2011,Jun,2011,8
Total,Unknown,Total,Male,NSW,Sep qtr 2011,Sep,2011,9
Total,Unknown,Total,Male,NSW,Dec qtr 2011,Dec,2011,9
Total,Unknown,Total,Male,NSW,Mar qtr 2012,Mar,2012,4
Total,Unknown,Total,Male,NSW,Jun qtr 2012,Jun,2012,3
Total,Unknown,Total,Male,NSW,Sep qtr 2012,Sep,2012,4
Total,Unknown,Total,Male,NSW,Dec qtr 2012,Dec,2012,4
Total,Unknown,Total,Male,NSW,Mar qtr 2013,Mar,2013,5
Total,Unknown,Total,Male,NSW,Jun qtr 2013,Jun,2013,5
Total,Unknown,Total,Male,Vic,Jun qtr 2009,Jun,2009,0
Total,Unknown,Total,Male,Vic,Sep qtr 2009,Sep,2009,0
Total,Unknown,Total,Male,Vic,Dec qtr 2009,Dec,2009,0
Total,Unknown,Total,Male,Vic,Mar qtr 2010,Mar,2010,0
Total,Unknown,Total,Male,Vic,Jun qtr 2010,Jun,2010,0
Total,Unknown,Total,Male,Vic,Sep qtr 2010,Sep,2010,0
Total,Unknown,Total,Male,Vic,Dec qtr 2010,Dec,2010,0
Total,Unknown,Total,Male,Vic,Mar qtr 2011,Mar,2011,0
Total,Unknown,Total,Male,Vic,Jun qtr 2011,Jun,2011,0
Total,Unknown,Total,Male,Vic,Sep qtr 2011,Sep,2011,0
Total,Unknown,Total,Male,Vic,Dec qtr 2011,Dec,2011,0
Total,Unknown,Total,Male,Vic,Mar qtr 2012,Mar,2012,0
Total,Unknown,Total,Male,Vic,Jun qtr 2012,Jun,2012,0
Total,Unknown,Total,Male,Vic,Sep qtr 2012,Sep,2012,0
Total,Unknown,Total,Male,Vic,Dec qtr 2012,Dec,2012,0
Total,Unknown,Total,Male,Vic,Mar qtr 2013,Mar,2013,0
Total,Unknown,Total,Male,Vic,Jun qtr 2013,Jun,2013,0
Total,Unknown,Total,Male,Qld,Jun qtr 2009,Jun,2009,0
Total,Unknown,Total,Male,Qld,Sep qtr 2009,Sep,2009,0
Total,Unknown,Total,Male,Qld,Dec qtr 2009,Dec,2009,0
Total,Unknown,Total,Male,Qld,Mar qtr 2010,Mar,2010,0
Total,Unknown,Total,Male,Qld,Jun qtr 2010,Jun,2010,1
Total,Unknown,Total,Male,Qld,Sep qtr 2010,Sep,2010,1
Total,Unknown,Total,Male,Qld,Dec qtr 2010,Dec,2010,1
Total,Unknown,Total,Male,Qld,Mar qtr 2011,Mar,2011,1
Total,Unknown,Total,Male,Qld,Jun qtr 2011,Jun,2011,1
