region_id,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_S_h_FH_CF_no_ch,C11_S_h_FH_CF_w_ch,C11_S_h_FH_One_PFam,C11_S_h_FH_oth_fa,C11_S_h_FH_Tot,C11_S_h_LP_H,C11_S_h_GH,C11_S_h_OH,C11_S_h_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,0,0,0,0,0,0,28,75,34,12,149,33,0,3,185,22,93,46,21,182,25,4,10,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,4,0,0,10,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,25,96,49,21
LGA33960,3,0,9,17,0,0,26,225,74,206,24,529,1194,82,122,1927,45,30,33,0,108,266,13,45,432,3,3,0,0,6,3,3,3,15,3,7,3,0,13,15,0,3,31,51,40,36,0,127,284,16,51,478,7,0,3,3,13,41,0,7,61,11807,16870,6859,558,36094,9612,1506,2016,49228,12947,19425,7703,637,40712,8715,1741,1809,52977,372,179,209,27,787,883,64,71,1805,247,185,206,21,659,473,77,74,1283,619,364,415,48,1446,1356,141,145,3088,217,70,170,23,480,1052,77,71,1680,12,7,11,0,30,35,3,7,75,20,3,6,0,29,23,3,33,88,10,5,3,0,18,14,0,0,32,259,85,190,23,557,1124,83,111,1875,42,16,31,0,89,250,9,42,390,0,6,0,0,6,3,0,14,23,9,10,5,0,24,15,0,0,39,51,32,36,0,119,268,9,56,452,17,15,4,0,36,13,4,14,67,13893,19921,8348,708
LGA33980,0,0,0,0,0,0,0,59,20,8,0,87,98,16,55,256,74,33,12,3,122,133,6,370,631,9,3,0,0,12,7,4,15,38,3,6,3,0,12,0,0,3,15,86,42,15,3,146,140,10,388,684,0,3,0,0,3,3,0,3,9,1626,2622,360,42,4650,1140,191,1024,7005,1553,2826,379,32,4790,901,180,655,6526,61,28,6,3,98,91,16,62,267,40,15,5,0,60,34,15,21,130,101,43,11,3,158,125,31,83,397,43,14,6,3,66,96,16,52,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,0,0,0,0,0,3,0,3,6,43,14,6,3,66,102,16,62,246,75,22,9,3,109,109,9,413,640,7,6,5,0,18,12,0,24,54,0,7,4,0,11,5,0,3,19,82,35,18,3,138,126,9,440,713,8,0,0,0,8,4,0,22,34,1787,2918,414,41
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,43,67,46,15,171,25,0,7,203,25,62,41,11,139,16,0,7,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,9,0,48,18,8,16,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,9,0,48,18,8,16,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,40,86,50,11
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43,28,5,96,13,3,5,117,13,29,22,11,75,7,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,15,9,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,15,9,0,3,27,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,17,0,0,0,0,0,0,0,3,3,23,29,27,11
LGA34580,0,0,3,0,0,0,3,24,15,26,4,69,137,6,5,217,30,10,7,0,47,75,9,70,201,8,8,4,0,20,9,4,10,43,7,0,0,0,7,3,0,0,10,45,18,11,0,74,87,13,80,254,0,0,0,0,0,3,0,0,3,3246,3531,1142,109,8028,2022,316,556,10922,3662,3672,1295,106,8735,2022,441,581,11779,20,20,15,0,55,81,3,9,148,0,4,3,0,7,5,3,3,18,20,24,18,0,62,86,6,12,166,46,22,52,3,123,199,33,9,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,6,46,22,55,3,126,199,36,9,370,27,14,15,0,56,87,18,56,217,8,0,0,0,8,3,3,6,20,0,0,0,0,0,3,0,0,3,35,14,15,0,64,93,21,62,240,3,3,0,0,6,0,0,0,6,3766,3735,1383,109
LGA34590,12,0,58,46,0,3,107,519,263,473,56,1311,1725,183,169,3388,111,39,35,4,189,391,16,87,683,0,4,0,0,4,22,0,0,26,12,4,3,0,19,7,3,0,29,123,47,38,4,212,420,19,87,738,3,3,3,0,9,0,0,0,9,20266,31927,12540,893,65626,14510,2549,3691,86376,20812,32953,11819,952,66536,11178,2500,2796,83010,537,354,401,43,1335,1361,108,122,2926,923,797,1046,111,2877,1733,361,347,5318,1460,1151,1447,154,4212,3094,469,469,8244,325,287,369,44,1025,1212,125,186,2548,30,10,8,0,48,52,6,11,117,24,27,27,5,83,67,12,23,185,33,19,19,0,71,65,7,17,160,412,343,423,49,1227,1396,150,237,3010,77,9,15,0,101,345,8,53,507,0,5,0,0,5,5,0,3,13,8,7,0,0,15,22,0,7,44,85,21,15,0,121,372,8,63,564,16,4,4,0,24,10,0,4,38,22785,34472,13708,1155
LGA34710,0,0,0,0,0,0,0,10,3,3,3,19,65,10,11,105,10,0,0,0,10,16,0,244,270,0,0,0,0,0,3,0,21,24,3,0,0,0,3,3,0,0,6,13,0,0,0,13,22,0,265,300,0,0,0,0,0,0,0,0,0,388,457,124,24,993,392,59,342,1786,382,427,149,18,976,352,37,69,1434,7,3,3,0,13,24,3,3,43,0,0,0,0,0,0,0,0,0,7,3,3,0,13,24,3,3,43,14,10,3,3,30,42,9,7,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,6,14,13,3,3,33,45,9,7,94,9,3,0,0,12,11,0,328,351,0,4,0,0,4,0,0,32,36,0,0,0,0,0,0,0,0,0,9,7,0,0,16,11,0,360,387,5,0,0,0,5,5,0,60,70,417,450,155,21
LGA34770,8,0,15,7,0,4,26,698,271,379,38,1386,1544,179,462,3571,136,65,41,0,242,303,21,831,1397,30,51,11,0,92,75,3,56,226,28,16,4,0,48,11,3,9,71,194,132,56,0,382,389,27,896,1694,8,4,0,0,12,11,0,0,23,9912,12534,3404,296,26146,6768,1056,3078,37048,10027,13173,3172,336,26708,5104,1033,1173,34018,372,194,159,26,751,620,93,86,1550,123,83,44,7,257,153,36,46,492,495,277,203,33,1008,773,129,132,2042,471,255,329,34,1089,1249,146,234,2718,27,21,8,0,56,43,11,14,124,113,64,26,0,203,135,20,83,441,0,0,3,0,3,11,4,5,23,611,340,366,34,1351,1438,181,336,3306,186,37,21,4,248,365,27,730,1370,23,25,8,0,56,29,3,80,168,14,8,9,0,31,33,3,3,70,223,70,38,4,335,427,33,813,1608,13,13,3,0,29,15,3,11,58,11369,13873,3782,407
LGA34800,0,0,0,0,0,0,0,4,0,0,0,4,8,0,5,17,3,0,3,0,6,5,0,32,43,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,6,5,0,35,46,0,3,0,0,3,0,0,0,3,84,83,17,6,190,92,10,67,359,70,80,21,3,174,94,9,27,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,0,49,55,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,6,0,0,0,6,6,0,49,61,3,3,0,0,6,3,0,12,21,79,83,21,3
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,11,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,14,0,0,0,0,0,0,0,0,0,8,19,10,8,45,18,3,14,80,12,16,13,6,47,13,0,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,15,18,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,15,18,0,0,0,0,0,0,0,0,0,12,22,13,6
LGA34860,3,0,3,0,0,0,3,28,11,25,7,71,123,22,16,232,11,7,0,0,18,29,3,177,227,0,0,0,0,0,0,0,7,7,7,0,3,0,10,4,0,3,17,18,7,3,0,28,33,3,187,251,0,0,0,0,0,3,0,0,3,1295,1485,398,40,3218,1101,134,381,4834,1258,1393,362,27,3040,885,137,370,4432,48,36,7,0,91,34,0,10,135,0,3,0,0,3,0,0,3,6,48,39,7,0,94,34,0,13,141,27,22,15,3,67,82,9,32,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,15,3,67,82,9,32,190,19,0,0,0,19,34,0,182,235,3,0,0,0,3,3,0,29,35,5,0,0,0,5,9,0,5,19,27,0,0,0,27,46,0,216,289,3,7,3,0,13,11,0,22,46,1363,1461,387,30
LGA35010,12,0,42,64,7,7,120,1327,308,654,69,2358,3756,256,412,6782,352,69,69,6,496,779,25,326,1626,7,8,3,0,18,35,3,29,85,19,20,3,0,42,21,3,4,70,378,97,75,6,556,835,31,359,1781,5,4,3,0,12,11,0,4,27,32390,41308,13778,984,88460,21962,3024,4139,117585,33386,45092,14265,1065,93808,16935,3106,3490,117339,1524,578,758,55,2915,3289,205,220,6629,749,500,671,58,1978,1222,211,211,3622,2273,1078,1429,113,4893,4511,416,431,10251,909,331,647,63,1950,2984,208,267,5409,283,63,102,12,460,558,48,93,1159,403,92,84,11,590,606,45,135,1376,28,20,16,0,64,64,3,11,142,1623,506,849,86,3064,4212,304,506,8086,259,26,43,4,332,769,31,348,1480,3,7,0,0,10,12,3,24,49,29,23,22,0,74,57,3,14,148,291,56,65,4,416,838,37,386,1677,18,20,8,0,46,18,0,9,73,37591,46752,16616,1268
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,9,0,0,0,0,0,3,3,4,10,47,90,42,9,188,33,10,15,246,37,86,47,10,180,34,7,12,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,8,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,8,0,3,20,0,0,0,0,0,9,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,12,0,0,0,0,0,0,0,0,0,46,86,47,10
LGA35300,0,0,3,0,3,3,9,184,98,85,13,380,446,60,250,1136,50,14,6,0,70,68,4,324,466,5,5,0,0,10,38,0,18,66,12,5,3,0,20,9,0,3,32,67,24,9,0,100,115,4,345,564,0,0,0,0,0,3,0,0,3,1506,2116,696,61,4379,1430,261,1243,7313,1238,1963,565,61,3827,760,215,671,5473,67,62,27,3,159,113,12,65,349,7,6,3,0,16,25,6,12,59,74,68,30,3,175,138,18,77,408,201,118,85,16,420,390,55,193,1058,19,7,4,0,30,22,0,42,94,7,5,0,0,12,19,5,6,42,0,0,0,0,0,0,0,3,3,227,130,89,16,462,431,60,244,1197,66,26,5,3,100,165,4,599,868,6,0,3,0,9,13,3,88,113,3,0,0,0,3,0,0,0,3,75,26,8,3,112,178,7,687,984,8,4,0,0,12,7,0,32,51,1622,2191,692,83
LGA35600,3,0,6,0,0,0,6,8,8,6,3,25,45,0,3,73,6,4,0,0,10,6,0,80,96,0,0,0,0,0,3,0,0,3,5,4,0,0,9,3,0,0,12,11,8,0,0,19,12,0,80,111,0,0,0,0,0,0,0,3,3,448,520,144,33,1145,481,38,162,1826,445,498,147,11,1101,431,34,104,1670,5,0,0,0,5,14,0,3,22,0,3,0,0,3,0,0,3,6,5,3,0,0,8,14,0,6,28,3,6,3,0,12,22,0,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,12,22,0,6,40,13,0,0,0,13,5,0,112,130,3,0,0,0,3,0,0,16,19,3,3,0,0,6,0,0,0,6,19,3,0,0,22,5,0,128,155,3,0,0,0,3,0,0,25,28,475,510,150,11
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,11,5,0,3,19,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,6,14,5,0,3,22,0,0,0,0,0,0,0,0,0,32,60,69,13,174,28,0,7,209,9,61,42,10,122,13,0,3,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,8,4,31,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,8,4,31,8,0,0,39,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,19,74,50,14
LGA35760,0,0,0,0,0,0,0,22,4,8,3,37,85,6,15,143,28,5,4,0,37,87,7,214,345,8,0,0,0,8,8,0,33,49,7,11,3,0,21,7,0,4,32,43,16,7,0,66,102,7,251,426,0,0,3,0,3,0,0,0,3,1309,1041,360,42,2752,1100,123,410,4385,1301,958,332,43,2634,937,98,180,3849,11,6,0,0,17,13,0,3,33,5,4,0,0,9,3,0,0,12,16,10,0,0,26,16,0,3,45,5,6,9,0,20,70,15,22,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,20,70,15,22,127,36,3,5,0,44,86,7,313,450,0,0,0,0,0,9,0,12,21,13,3,0,0,16,7,3,7,33,49,6,5,0,60,102,10,332,504,0,0,0,0,0,0,0,0,0,1371,980,346,43
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,11,9,0,15,35,0,0,0,0,0,3,0,12,15,0,0,0,0,0,0,0,0,0,8,3,0,0,11,12,0,27,50,0,0,0,0,0,0,0,0,0,53,177,129,14,373,91,6,41,511,36,176,104,11,327,44,3,12,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,21,3,86,33,5,5,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,21,3,86,33,5,5,129,9,8,3,3,23,29,4,49,105,3,0,0,0,3,0,0,139,142,0,0,0,0,0,0,0,0,0,12,8,3,3,26,29,4,188,247,0,0,0,0,0,3,0,5,8,74,220,128,17
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,4,0,0,11,4,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,4,4,3,0,11,8,0,0,19,0,0,0,0,0,0,0,0,0,32,149,116,23,320,27,11,3,361,28,126,105,18,277,11,4,3,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,12,6,41,23,5,9,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,12,6,41,23,5,9,78,3,3,6,0,12,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,12,10,0,0,22,0,0,0,0,0,0,0,0,0,41,142,123,24
LGA35800,0,0,0,0,0,0,0,8,0,0,0,8,20,0,5,33,10,0,0,0,10,15,0,55,80,0,0,0,0,0,3,0,6,9,3,3,0,0,6,3,0,0,9,13,3,0,0,16,21,0,61,98,0,0,0,0,0,0,0,0,0,199,176,73,8,456,237,27,128,848,184,156,74,8,422,219,14,77,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,0,3,22,3,0,0,0,3,8,0,72,83,0,0,0,0,0,3,0,21,24,3,3,3,3,12,3,0,0,15,6,3,3,3,15,14,0,93,122,0,4,0,0,4,0,0,18,22,193,163,77,11
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,23,53,29,16,121,22,0,0,143,31,41,24,16,112,13,3,3,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,5,0,24,9,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,5,0,24,9,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,50,29,16
LGA36150,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,6,0,0,0,0,0,5,0,21,26,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,10,4,21,35,0,0,0,0,0,0,0,0,0,103,106,27,0,236,105,14,50,405,94,105,34,0,233,94,9,19,355,0,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,9,0,0,3,0,3,14,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,0,4,21,0,0,0,0,0,7,0,41,48,0,0,3,0,3,0,0,0,3,4,0,0,0,4,3,0,0,7,4,0,3,0,7,10,0,41,58,4,0,0,0,4,0,0,14,18,102,105,40,3
LGA36250,3,0,17,19,3,3,42,377,87,162,11,637,971,37,90,1735,84,18,17,0,119,249,12,64,444,0,3,0,0,3,0,0,13,16,12,7,3,0,22,8,3,3,36,96,28,20,0,144,257,15,80,496,3,0,3,0,6,0,0,0,6,12897,16746,4934,387,34964,8607,1114,1511,46196,12749,17368,4761,360,35238,6254,1077,1061,43630,632,124,176,12,944,1621,61,40,2666,473,267,414,26,1180,830,112,79,2201,1105,391,590,38,2124,2451,173,119,4867,205,82,153,16,456,712,48,45,1261,68,23,19,3,113,62,7,12,194,52,5,10,3,70,46,3,15,134,19,3,4,4,30,17,0,0,47,344,113,186,26,669,837,58,72,1636,54,9,11,0,74,148,7,75,304,4,0,0,0,4,0,3,3,10,12,13,3,0,28,11,3,0,42,70,22,14,0,106,159,13,78,356,0,3,3,0,6,3,0,4,13,14268,17897,5554,424
