region_id,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_S_h_FH_CF_no_ch,C11_S_h_FH_CF_w_ch,C11_S_h_FH_One_PFam,C11_S_h_FH_oth_fa,C11_S_h_FH_Tot,C11_S_h_LP_H,C11_S_h_GH,C11_S_h_OH,C11_S_h_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa
LGA56790,0,0,0,0,0,0,0,13,6,3,0,22,33,5,89,149,30,6,0,0,36,31,3,276,346,4,3,3,0,10,4,0,21,35,0,3,3,0,6,3,3,0,12,34,12,6,0,52,38,6,297,393,0,0,0,0,0,5,0,0,5,448,355,90,0,893,301,30,501,1725,434,285,93,6,818,265,19,59,1161,10,4,0,3,17,31,0,16,64,0,3,0,0,3,7,0,8,18,10,7,0,3,20,38,0,24,82,6,3,3,0,12,14,0,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,12,14,0,11,37,31,6,0,0,37,28,0,323,388,0,0,0,0,0,3,0,26,29,5,0,3,0,8,6,0,0,14,36,6,3,0,45,37,0,349,431,3,0,0,0,3,0,0,11,14,489,301,99,9
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,6,0,65,22,0,7,94,24,22,7,0,53,29,3,8,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,27,22,7,0
LGA56930,0,0,0,0,0,0,0,6,4,3,0,13,37,7,6,63,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,123,200,31,3,357,107,13,47,524,124,175,33,4,336,51,6,24,417,0,6,0,0,6,0,0,0,6,0,0,0,0,0,3,0,3,6,0,6,0,0,6,3,0,3,12,15,7,4,0,26,28,5,12,71,7,0,0,0,7,17,6,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,4,0,33,45,11,17,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,188,37,4
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,65,64,16,3,148,46,3,9,206,66,67,12,0,145,35,8,8,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,6,0,6,15,0,0,0,0,0,0,0,0,0,66,70,12,0
LGA57080,0,0,3,0,5,4,12,1106,243,111,105,1565,1785,364,1453,5167,0,0,0,0,0,0,0,0,0,3,3,3,0,9,223,0,11,243,3,0,0,0,3,3,0,4,10,6,3,3,0,12,226,0,15,253,0,0,0,0,0,4,3,0,7,1336,377,158,116,1987,2164,426,1598,6175,51,40,6,3,100,42,20,26,188,8,4,3,3,18,10,9,0,37,171,73,35,9,288,227,44,88,647,179,77,38,12,306,237,53,88,684,47,17,3,9,76,71,21,14,182,413,105,57,35,610,565,208,342,1725,1673,367,108,91,2239,2095,430,1343,6107,0,0,0,0,0,3,3,0,6,2133,489,168,135,2925,2734,662,1699,8020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143,27,3,3,3,36,17,10,23,86,27,3,3,3,36,17,10,166,229,7,0,0,0,7,7,3,4,21,2397,609,215,153
LGA57140,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,9,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,140,116,33,6,295,125,7,32,459,162,106,50,0,318,89,10,12,429,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,17,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,17,0,0,21,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,6,0,3,0,0,3,6,0,3,12,0,0,0,0,0,0,0,0,0,162,113,50,0
LGA57210,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,9,4,3,0,16,13,0,4,33,4,3,0,0,7,0,0,0,7,0,6,0,0,6,6,0,0,12,13,13,3,0,29,19,0,4,52,0,3,0,0,3,0,0,0,3,575,486,130,9,1200,382,27,104,1713,610,458,178,15,1261,381,26,83,1751,20,22,11,3,56,36,3,4,99,0,3,0,0,3,0,0,0,3,20,25,11,3,59,36,3,4,102,6,0,0,0,6,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,0,10,5,3,3,0,11,7,0,7,25,0,4,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,5,7,3,0,15,10,0,7,32,0,0,0,0,0,0,0,4,4,641,490,192,18
LGA57280,0,0,0,0,0,0,0,56,41,8,3,108,110,11,118,347,46,8,3,4,61,77,4,368,510,7,10,5,0,22,18,7,42,89,3,3,0,0,6,3,0,4,13,56,21,8,4,89,98,11,414,612,3,0,3,0,6,0,0,0,6,800,1119,296,34,2249,728,114,1560,4651,683,1128,230,48,2089,352,126,693,3260,84,91,32,8,215,100,17,100,432,67,83,10,0,160,47,12,56,275,151,174,42,8,375,147,29,156,707,68,27,15,5,115,114,15,130,374,0,0,0,0,0,0,0,0,0,11,7,6,0,24,26,11,42,103,0,0,0,0,0,0,0,0,0,79,34,21,5,139,140,26,172,477,68,31,7,4,110,59,10,321,500,10,7,0,0,17,16,3,33,69,18,9,0,0,27,22,8,36,93,96,47,7,4,154,97,21,390,662,9,3,0,0,12,3,0,40,55,1018,1386,300,65
LGA57350,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,6,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,135,111,26,3,275,109,10,17,411,164,85,32,3,284,114,13,5,416,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,6,10,0,0,0,0,0,0,0,0,0,164,85,32,6
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,21,14,3,52,90,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,4,7,17,7,0,0,24,17,3,56,100,0,0,0,0,0,0,0,0,0,204,197,25,0,426,137,17,109,689,225,216,29,6,476,151,10,58,695,8,0,3,0,11,18,0,16,45,3,0,0,0,3,3,0,3,9,11,0,3,0,14,21,0,19,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,4,3,0,0,7,13,0,22,42,3,0,0,0,3,3,0,7,13,0,0,3,0,3,3,0,0,6,7,3,3,0,13,19,0,29,61,0,0,0,0,0,0,0,0,0,243,219,35,6
LGA57490,0,0,9,5,0,0,14,426,61,128,16,631,1334,50,196,2211,102,23,9,0,134,162,5,50,351,4,3,0,0,7,3,0,4,14,6,4,0,0,10,7,0,0,17,112,30,9,0,151,172,5,54,382,0,0,3,0,3,3,0,3,9,8519,10378,3264,234,22395,6148,709,1832,31084,9045,12963,3839,288,26135,4992,865,1350,33342,380,104,150,10,644,918,39,78,1679,98,60,26,3,187,166,26,54,433,478,164,176,13,831,1084,65,132,2112,313,89,120,19,541,1023,55,102,1721,11,3,6,0,20,38,3,15,76,40,8,13,0,61,68,3,50,182,3,3,3,0,9,7,0,3,19,367,103,142,19,631,1136,61,170,1998,102,7,9,0,118,205,6,41,370,3,5,0,0,8,3,3,13,27,5,0,0,0,5,0,0,5,10,110,12,9,0,131,208,9,59,407,0,3,0,0,3,7,0,3,13,10000,13245,4166,320
LGA57560,0,0,0,0,0,0,0,61,24,7,6,98,79,12,53,242,111,35,8,0,154,117,9,541,821,3,3,0,0,6,5,0,38,49,3,3,3,0,9,3,0,15,27,117,41,11,0,169,125,9,594,897,0,0,0,0,0,0,0,0,0,1274,2059,333,44,3710,825,159,1393,6087,1014,2014,295,40,3363,441,187,975,4966,175,142,44,8,369,213,35,276,893,15,6,3,0,24,15,7,41,87,190,148,47,8,393,228,42,317,980,57,29,11,3,100,122,8,176,406,14,4,0,0,18,13,3,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,71,33,11,3,118,138,11,188,455,170,43,7,0,220,96,10,549,875,4,0,0,0,4,4,0,47,55,0,0,0,0,0,4,3,5,12,174,43,7,0,224,104,13,601,942,8,5,0,0,13,11,0,39,63,1457,2243,360,51
