region_id,C06_Tot_resp_Bplace_ns,C06_Tot_resp_Tot_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Polish_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Russian_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_Sinha_BP_B_OS,C11_Sinh_Fa_O_B_OS,C11_Sinh_Mo_O_B_OS,C11_Sinh_BP_B_Aus,C11_Sinha_Bplace_NS,C11_Sinha_Tot_resp,C11_S_Afr_BP_B_OS,C11_S_Af_Fa_O_B_OS,C11_S_Af_Mo_O_B_OS,C11_S_Af_BP_B_Aus,C11_S_Af_Bplace_NS,C11_S_Af_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Welsh_BP_B_OS,C11_Wels_Fa_O_B_OS,C11_Wels_Mo_O_B_OS,C11_Wels_BP_B_Aus,C11_Welsh_Bplace_NS,C11_Welsh_Tot_resp,C11_Other_BP_B_OS,C11_Othr_Fa_O_B_OS,C11_Othr_Mo_O_B_OS,C11_Othr_BP_B_Aus,C11_Other_Bplace_NS,C11_Other_Tot_resp,C11_Anc_ns_Bo_pa_born_os,C11_Anc_ns_Fa_on_born_os,C11_Anc_ns_Mo_on_born_os,C11_Anc_ns_Bo_pa_bor_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp
LGA55880,14,764,85,42,20,420,12,579,3,20,17,176,7,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,38,32,9,163,3,245,3,0,0,0,0,3,4,0,0,3,0,7,6,0,0,13,0,19,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,3,43,3,53,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,13,0,0,0,0,0,0,4,3,0,3,0,10,0,0,0,0,0,0,12,7,3,39,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
LGA55950,24,729,70,42,38,389,22,562,0,14,28,196,3,241,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,40,21,26,173,3,263,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,0,32,4,3,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,42,0,57,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9
LGA56020,130,1242,105,53,30,711,129,1020,4,13,17,326,4,364,0,0,0,17,0,17,5,0,0,0,0,5,0,0,0,5,0,5,10,0,3,3,0,16,59,16,20,222,19,336,7,0,3,0,0,10,0,0,0,0,0,0,9,0,0,20,0,29,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,12,7,6,58,0,83,10,7,0,17,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,6,0,0,0,0,6,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,27,7,6,43,0,83,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,19,0,0,0,13,67,80
LGA56090,3128,45294,10861,3230,2294,14900,2866,34150,263,1911,1535,9105,250,13064,0,0,3,56,6,65,132,22,24,29,8,215,127,45,18,71,11,272,534,118,66,177,13,908,6219,1861,1320,6242,318,15960,139,8,12,4,3,166,134,20,28,51,5,238,489,116,83,539,21,1248,57,26,12,55,3,153,52,11,3,10,3,79,167,18,22,19,3,229,863,285,192,1648,66,3054,679,211,96,646,36,1668,8,0,0,0,0,8,6,4,0,7,0,17,15,3,5,7,0,30,25,10,11,28,0,74,161,26,15,0,4,206,305,86,61,17,5,474,255,46,10,61,3,375,39,7,3,10,0,59,1158,344,247,1497,55,3301,28,3,0,3,0,34,0,0,0,0,0,0,155,20,17,0,0,192,38,5,6,15,0,64,0,3,0,0,0,3,34,4,0,0,0,38,200,50,35,96,3,384,1188,230,153,236,35,1842,145,55,50,362,2778,3390
LGA56160,6,226,16,5,3,146,9,184,0,7,0,23,0,30,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,20,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,7,0,0,0,3,12,15
LGA56230,1096,14752,2720,958,739,5982,1016,11414,83,635,527,4359,149,5753,0,0,0,32,3,35,40,3,0,8,3,54,17,10,0,11,0,38,141,44,19,70,5,279,1983,619,542,3039,148,6331,46,0,3,0,0,49,20,7,0,19,4,50,102,39,30,225,11,407,9,3,3,13,0,28,8,3,0,3,0,14,27,5,3,4,0,39,269,92,90,669,19,1139,130,50,25,195,8,408,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,6,3,3,0,0,12,58,12,9,3,0,82,79,25,9,3,3,119,27,7,4,11,0,49,9,0,0,3,0,12,383,157,83,601,29,1253,0,0,0,0,0,0,0,0,0,0,0,0,31,6,3,0,0,40,7,0,0,11,0,18,6,0,0,0,0,6,5,0,4,0,0,9,53,11,10,24,3,101,258,57,41,87,0,443,50,26,15,237,648,976
LGA56300,85,1562,287,92,93,627,80,1183,10,63,51,378,17,519,0,0,0,0,0,0,9,0,3,3,0,15,0,0,0,0,0,0,11,3,3,9,0,26,186,55,54,306,12,613,0,0,0,0,0,0,4,0,0,0,0,4,14,6,0,20,0,40,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,3,3,33,3,11,80,7,134,8,5,3,33,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,6,18,3,3,0,3,27,7,0,0,0,0,7,0,0,0,0,0,0,47,10,10,77,0,144,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,3,0,23,28,7,5,19,0,59,3,0,0,13,51,67
LGA56370,42,1099,162,61,50,551,29,852,3,16,18,295,5,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,61,27,14,244,7,353,3,0,0,0,0,3,0,0,0,0,0,0,4,0,6,23,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,34,3,47,11,7,0,24,0,42,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,3,19,0,0,0,0,0,0,3,0,0,5,3,11,3,0,0,0,0,3,17,6,5,41,0,69,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,7,0,21,3,6,3,12,35,59
LGA56450,51,1106,115,68,51,578,49,859,0,36,40,333,3,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,3,0,24,88,45,43,234,4,414,3,0,0,0,0,3,0,0,0,3,0,3,11,3,3,20,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,5,10,6,50,3,74,4,3,0,13,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,0,17,4,0,7,0,0,11,3,0,0,3,0,6,0,0,0,0,0,0,9,3,7,47,0,66,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,17,0,0,4,0,21,3,0,0,5,19,27
LGA56520,302,5488,702,322,273,2609,284,4191,24,172,136,1621,39,1992,0,0,0,20,0,20,25,0,4,5,5,39,4,0,0,0,0,4,32,7,3,33,4,79,304,165,133,992,41,1635,30,0,9,0,0,39,8,4,3,10,0,25,22,10,11,65,5,113,4,3,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,20,58,19,19,248,5,349,46,13,9,79,0,147,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,22,6,0,0,0,28,11,16,5,0,0,32,49,8,3,15,3,78,8,0,0,3,0,11,65,42,31,182,8,328,10,0,0,0,0,10,0,0,0,0,0,0,32,3,0,3,0,38,16,0,3,4,0,23,0,0,0,0,0,0,5,0,0,0,3,8,10,0,0,18,0,28,100,24,4,40,0,168,19,8,8,86,179,300
LGA56580,2104,27670,7231,1822,1339,8542,1976,20905,159,1033,872,4637,93,6794,0,0,0,10,0,10,1529,66,89,26,28,1738,63,9,13,61,0,146,251,65,34,63,7,420,2742,906,692,3696,94,8130,35,3,10,4,0,52,163,16,11,18,3,211,258,52,42,238,15,605,92,35,19,113,3,262,29,3,4,14,0,50,349,21,9,17,4,400,537,181,153,1280,27,2178,269,121,52,260,7,709,33,5,3,0,0,41,13,3,4,12,3,35,10,3,3,12,0,28,20,7,0,7,0,34,13,5,3,0,0,21,110,39,26,6,7,188,110,22,13,34,0,179,36,5,14,3,0,58,792,247,187,1037,23,2286,20,3,9,0,0,32,37,0,0,0,0,37,236,7,20,0,3,266,40,4,4,16,0,64,3,0,0,0,0,3,60,0,6,0,0,66,98,27,16,49,4,194,1438,197,152,153,39,1979,98,19,21,105,1099,1342
LGA56620,46,1460,60,7,10,1255,40,1368,0,14,8,74,3,99,0,3,0,1179,4,1186,0,0,0,0,0,0,4,0,0,0,0,4,7,3,0,3,0,13,40,15,6,54,0,115,8,0,3,0,0,11,3,0,0,0,0,3,7,0,3,10,0,20,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,27,0,38,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,7,4,3,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,17,0,50,0,0,3,31,45,79
LGA56730,926,12320,1959,719,524,5505,891,9594,66,420,349,3331,108,4274,0,0,3,58,0,61,44,0,9,3,3,59,10,3,3,10,3,29,102,33,18,48,4,205,1003,423,330,2368,119,4243,106,0,3,0,0,109,17,5,0,20,0,42,105,25,22,191,6,349,11,0,0,5,4,20,12,3,0,3,0,18,23,5,3,5,0,36,156,80,43,526,11,816,73,32,10,115,3,233,3,0,0,0,0,3,0,0,0,3,3,6,0,0,0,3,0,3,9,0,0,7,0,16,35,17,4,0,0,56,56,23,11,4,0,94,112,7,12,36,4,171,13,3,3,6,0,25,222,81,56,513,15,887,19,0,3,0,0,22,4,0,0,0,0,4,47,4,3,3,0,57,5,0,3,9,0,17,0,0,0,0,0,0,9,0,0,0,0,9,21,7,10,17,0,55,248,49,29,95,10,431,36,17,9,182,733,977
LGA56790,305,5174,777,288,226,2503,288,4083,21,154,98,1457,60,1790,0,0,0,40,3,43,4,0,0,3,0,7,0,0,0,7,0,7,45,8,3,4,3,63,505,157,129,987,41,1819,3,0,0,0,0,3,8,0,0,5,0,13,39,19,9,76,3,146,0,0,0,3,0,3,3,0,0,0,0,3,5,0,0,3,0,8,43,26,23,237,10,339,23,11,7,50,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,12,0,3,0,3,18,19,6,6,0,4,35,6,0,3,9,0,18,4,0,0,0,0,4,103,40,23,205,3,374,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,4,0,4,3,0,0,0,0,3,0,0,0,0,0,0,22,4,4,7,0,37,74,9,9,23,0,115,16,9,9,68,202,304
LGA56860,24,306,32,21,19,153,13,235,0,13,4,87,12,116,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,8,3,50,4,78,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,6,3,15,0,0,0,0,12,12
LGA56930,142,2065,374,138,131,770,127,1544,9,67,90,372,5,543,0,0,0,0,0,0,32,0,3,4,0,39,13,3,3,4,0,23,20,4,9,5,0,38,167,59,61,310,14,611,11,0,0,0,0,11,5,0,0,3,0,8,15,3,10,21,0,49,3,7,0,13,0,23,0,3,4,0,0,7,6,0,0,0,0,6,34,19,18,124,0,195,15,9,3,28,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,11,4,0,0,0,0,4,0,3,0,0,0,3,34,16,18,116,3,187,0,0,0,0,0,0,0,0,0,0,0,0,28,3,3,3,0,37,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,15,75,7,6,17,0,105,0,0,0,3,110,113
LGA57000,30,736,59,48,32,367,30,541,9,47,32,372,7,467,0,0,0,10,0,10,3,0,0,0,0,3,5,4,0,0,0,9,20,3,0,5,0,28,148,46,34,279,4,511,3,0,0,0,0,3,0,0,0,3,0,3,10,5,3,29,3,50,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,45,3,3,86,0,137,6,4,5,17,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21,18,3,3,0,0,24,3,0,0,3,0,6,0,0,0,0,0,0,49,7,11,57,0,124,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,3,0,0,11,53,12,4,6,3,78,4,0,0,17,116,137
LGA57080,4215,19142,6614,779,435,3859,4158,15845,101,487,381,2329,36,3334,0,0,0,31,0,31,1871,23,28,18,27,1967,83,11,7,27,3,131,200,50,14,41,3,308,2431,444,364,2250,73,5562,191,0,22,3,4,220,161,18,12,27,0,218,312,48,22,278,9,669,101,21,12,38,0,172,38,7,3,0,0,48,672,9,6,3,14,704,918,92,86,982,31,2109,392,73,28,195,10,698,317,0,3,4,3,327,18,3,0,4,0,25,23,4,0,6,0,33,23,7,4,10,0,44,88,4,3,0,0,95,143,28,11,4,3,189,191,19,16,34,7,267,77,5,3,9,0,94,684,104,74,671,16,1549,77,3,0,10,0,90,15,0,0,0,0,15,135,4,3,0,0,142,107,3,3,8,0,121,24,3,0,0,0,27,120,3,3,3,0,129,93,10,10,23,3,139,2563,100,99,131,41,2934,118,6,3,51,4167,4345
LGA57140,122,1399,203,60,55,674,121,1119,4,56,31,441,23,555,0,0,0,11,0,11,0,0,0,3,0,3,3,0,0,3,0,6,7,0,0,3,0,10,98,41,20,295,8,462,3,0,0,0,0,3,0,0,0,0,0,0,18,3,3,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,7,55,3,87,11,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,10,9,7,0,0,0,16,3,0,0,3,0,6,0,0,0,0,0,0,28,9,4,42,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,21,5,4,5,0,35,7,0,0,20,37,64
LGA57210,359,5544,993,352,275,2314,335,4272,46,193,174,1478,38,1929,0,0,0,5,0,5,13,0,0,0,0,13,3,0,0,4,0,7,62,11,8,20,0,101,590,215,181,1072,56,2114,16,0,4,0,0,20,5,0,3,7,0,15,54,10,13,77,4,158,3,0,3,3,0,9,3,0,0,3,0,6,0,0,0,3,0,3,86,37,28,253,6,410,25,10,6,34,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,8,5,3,0,0,16,37,17,10,4,0,68,19,5,0,7,0,31,3,3,3,0,0,9,129,44,42,238,10,463,0,0,0,3,0,3,0,0,0,0,0,0,29,3,3,0,0,35,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,29,3,8,12,0,52,149,14,21,38,4,226,25,9,4,69,275,382
LGA57280,3811,16104,2622,658,505,5669,3730,13193,78,556,464,4728,153,5979,0,11,3,417,7,438,129,8,14,33,3,187,54,20,5,19,4,102,133,65,24,60,11,293,1491,466,413,2806,118,5294,164,0,12,8,4,188,40,4,0,14,3,61,119,51,29,363,13,575,24,3,9,21,4,61,19,3,0,8,0,30,133,3,4,0,0,140,350,97,87,805,27,1366,107,64,13,164,10,358,20,0,3,0,0,23,25,3,0,12,0,40,16,3,0,3,4,26,7,3,0,7,0,17,315,17,28,3,15,378,237,50,34,3,3,327,23,16,10,22,0,71,13,4,3,7,0,27,412,108,78,668,20,1286,18,4,0,3,0,25,5,0,0,0,0,5,123,7,7,3,0,140,27,5,7,3,3,45,4,0,0,3,0,7,5,0,0,0,0,5,57,8,3,20,3,91,929,86,69,223,21,1328,52,14,9,191,3921,4187
LGA57350,58,1237,117,69,50,686,60,973,3,45,23,399,16,486,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,11,81,38,28,281,11,439,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,20,0,23,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,3,7,6,3,47,0,63,6,8,0,17,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,3,0,0,0,3,3,3,0,3,0,9,0,0,0,3,0,3,10,7,3,54,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,10,7,0,7,7,0,21,3,3,0,12,15,33
LGA57420,176,3737,816,212,141,1520,160,2848,7,99,80,713,22,921,0,0,0,3,0,3,5,0,3,0,0,8,3,0,0,3,0,6,25,11,5,13,3,57,231,100,67,499,18,915,16,0,0,0,0,16,0,0,3,3,0,6,18,6,4,44,0,72,0,0,0,0,0,0,3,0,0,0,0,3,4,4,0,3,0,11,46,17,4,130,4,201,9,6,0,36,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,16,17,7,3,0,0,27,5,0,0,3,0,8,0,0,0,0,0,0,60,33,8,125,9,235,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,0,0,0,7,0,7,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,3,0,16,67,13,6,23,3,112,15,0,0,34,143,192
LGA57490,7655,107158,30008,7232,5512,32466,7084,82289,928,5214,4092,24188,911,35333,0,10,3,130,6,149,467,27,34,75,17,620,273,73,47,136,7,536,1272,342,225,578,31,2448,23141,4758,4065,16174,1017,49155,580,15,95,5,12,707,220,26,30,113,8,397,999,316,239,1459,65,3078,107,42,21,102,6,278,92,17,12,22,3,146,444,57,23,22,9,555,2915,618,510,3915,163,8121,862,404,200,1140,54,2660,31,3,4,0,0,38,29,3,8,14,0,54,45,7,0,17,0,69,90,36,18,62,3,209,1910,185,120,49,57,2321,1015,240,192,56,42,1545,308,56,46,135,5,550,94,11,10,29,6,150,4444,932,727,3276,211,9590,357,18,5,14,0,394,7,0,0,0,0,7,1106,61,52,12,13,1244,211,28,11,81,11,342,26,4,0,3,0,33,95,9,6,3,4,117,772,122,66,169,21,1150,3996,621,518,644,140,5919,551,104,89,822,4453,6019
LGA57560,3499,24242,3777,1247,975,9793,3396,19188,142,897,723,7360,188,9310,4,13,0,303,9,329,461,14,23,51,9,558,63,13,10,25,3,114,246,74,49,121,3,493,2565,733,631,4437,142,8508,450,4,27,5,11,497,53,8,9,35,5,110,206,77,54,472,23,832,39,12,10,35,3,99,14,7,13,14,0,48,264,8,11,17,3,303,620,122,97,1304,26,2169,164,94,29,295,11,593,27,0,0,0,3,30,9,0,0,3,3,15,42,7,3,3,4,59,27,14,4,15,3,63,464,27,21,14,9,535,369,55,51,15,7,497,88,22,16,42,3,171,11,3,3,13,0,30,786,158,126,1110,24,2204,24,5,0,3,0,32,10,0,0,0,0,10,199,13,7,3,0,222,53,10,4,16,0,83,3,3,0,3,0,9,23,0,3,0,0,26,100,24,9,44,3,180,1144,133,88,230,28,1623,91,14,14,241,6924,7284
