region_id,C06_Tot_resp_Bplace_ns,C06_Tot_resp_Tot_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Polish_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Russian_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_Sinha_BP_B_OS,C11_Sinh_Fa_O_B_OS,C11_Sinh_Mo_O_B_OS,C11_Sinh_BP_B_Aus,C11_Sinha_Bplace_NS,C11_Sinha_Tot_resp,C11_S_Afr_BP_B_OS,C11_S_Af_Fa_O_B_OS,C11_S_Af_Mo_O_B_OS,C11_S_Af_BP_B_Aus,C11_S_Af_Bplace_NS,C11_S_Af_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Welsh_BP_B_OS,C11_Wels_Fa_O_B_OS,C11_Wels_Mo_O_B_OS,C11_Wels_BP_B_Aus,C11_Welsh_Bplace_NS,C11_Welsh_Tot_resp,C11_Other_BP_B_OS,C11_Othr_Fa_O_B_OS,C11_Othr_Mo_O_B_OS,C11_Othr_BP_B_Aus,C11_Other_Bplace_NS,C11_Other_Tot_resp,C11_Anc_ns_Bo_pa_born_os,C11_Anc_ns_Fa_on_born_os,C11_Anc_ns_Mo_on_born_os,C11_Anc_ns_Bo_pa_bor_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp
LGA54170,9010,191367,64457,12086,8879,53603,8100,147128,1411,7074,5652,31733,731,46601,0,8,5,66,8,87,2660,103,131,137,43,3074,492,163,67,254,18,994,1824,458,279,518,38,3117,34209,6119,4919,20051,1147,66445,617,18,85,10,19,749,544,67,43,209,15,878,2059,360,267,1514,85,4285,534,190,64,329,19,1136,271,37,15,24,5,352,1910,112,69,74,31,2196,6589,1099,847,6102,253,14890,2598,878,431,2196,101,6204,106,6,14,6,4,136,119,13,11,17,6,166,402,97,44,184,9,736,172,44,30,71,5,322,858,79,73,21,24,1055,1461,390,219,56,41,2167,1173,142,89,187,24,1615,247,25,31,43,3,349,7222,1202,988,4797,181,14390,245,31,6,15,3,300,26,3,7,0,0,36,3409,116,93,15,50,3683,410,51,27,99,21,608,54,8,3,3,0,68,361,11,24,8,0,404,1360,145,99,272,30,1906,8540,966,819,843,182,11350,785,148,158,806,4018,5915
LGA54200,3357,64187,17126,4517,3174,20735,3024,48587,416,2756,2047,13322,358,18899,0,8,3,87,7,105,486,31,40,41,11,609,138,51,21,75,7,292,717,192,128,259,18,1314,9257,2438,1847,8727,450,22719,372,4,34,5,16,431,171,25,11,61,3,271,593,195,99,703,40,1630,70,28,5,59,4,166,109,8,9,20,3,149,493,56,28,30,7,614,1569,400,290,2306,82,4647,1264,433,195,1153,55,3100,16,0,4,0,0,20,34,17,3,14,0,68,13,3,0,8,0,24,57,19,8,21,3,108,401,39,28,9,14,491,503,150,79,24,13,769,295,36,26,118,7,482,63,10,3,18,0,94,1848,474,402,2116,75,4915,70,7,5,7,0,89,9,0,0,0,0,9,381,31,23,17,4,456,76,14,3,33,3,129,31,12,0,0,0,43,49,3,3,3,0,58,293,59,25,101,11,489,2751,365,282,444,110,3952,261,60,50,452,2086,2909
LGA54280,4223,37632,5796,1827,1472,15914,4027,29029,189,1083,834,9353,328,11787,0,17,10,384,20,431,233,8,17,41,6,305,99,36,5,61,0,201,202,72,36,105,8,423,2752,850,744,5863,226,10435,389,4,37,3,34,467,54,7,0,24,0,85,295,87,84,633,19,1118,32,7,9,46,0,94,18,3,3,10,0,34,325,13,5,7,3,353,615,170,139,1729,56,2709,221,141,63,559,13,997,19,0,0,0,0,19,8,0,0,3,0,11,10,3,3,7,0,23,9,12,5,10,0,36,1005,56,38,5,44,1148,408,83,66,19,4,580,93,12,6,69,3,183,25,3,3,11,0,42,801,229,141,1336,32,2539,26,4,0,3,0,33,6,0,0,0,0,6,457,4,7,3,4,475,33,3,0,16,0,52,16,0,0,12,0,28,27,0,0,0,3,30,88,22,14,62,4,190,1491,136,131,273,40,2071,170,32,24,474,3646,4346
LGA54340,593,5115,847,251,202,2262,558,4123,30,149,102,1334,50,1665,0,0,0,28,9,37,120,0,3,3,3,129,0,0,0,6,0,6,33,19,10,19,0,81,290,107,95,822,59,1373,12,0,0,3,4,19,3,0,0,0,0,3,25,6,14,135,10,190,3,0,3,3,0,9,0,0,0,0,0,0,17,0,0,0,0,17,33,16,17,166,7,239,41,18,5,70,3,137,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,47,5,0,0,6,58,37,4,10,0,3,54,11,4,3,3,0,21,3,0,0,0,0,3,64,27,14,161,10,276,5,0,0,0,0,5,0,0,0,0,0,0,23,3,5,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,4,0,3,0,10,405,40,28,88,22,583,44,10,3,68,138,263
LGA54410,80,1488,175,97,69,748,63,1155,0,41,35,447,9,532,0,4,0,13,0,17,0,0,0,0,0,0,0,3,0,3,3,9,7,0,3,0,0,10,90,37,22,317,11,477,4,0,0,0,0,4,0,0,0,0,0,0,11,4,4,26,0,45,4,0,0,3,0,7,3,0,3,0,0,6,9,0,0,0,0,9,10,8,3,57,3,81,9,3,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,9,5,0,0,25,3,0,0,4,0,7,0,0,3,0,0,3,19,4,17,71,4,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,16,5,3,3,0,27,3,0,3,13,48,67
LGA54480,15,713,51,19,37,417,13,541,0,7,23,227,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,3,28,4,22,164,5,223,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,16,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,30,0,44,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,34,3,57,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,5,7,15
LGA54550,182,2703,304,143,117,1344,175,2080,4,81,54,734,22,895,0,0,0,8,0,8,0,0,0,4,0,4,0,0,0,4,0,4,7,5,0,9,0,21,140,69,55,502,26,792,17,0,3,0,0,20,7,0,0,0,0,7,12,3,4,47,0,66,3,0,0,4,0,7,0,0,0,0,0,0,0,0,4,0,0,4,15,8,4,89,3,119,30,12,8,55,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,12,4,0,9,106,7,9,3,0,3,22,7,0,3,4,0,14,0,0,0,0,0,0,33,14,17,117,3,184,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,11,18,3,4,15,0,40,3,3,3,12,47,68
LGA54620,47,1339,147,74,47,700,46,1010,4,38,32,366,18,458,0,0,0,3,0,3,3,0,0,3,0,6,4,0,3,0,0,7,10,0,3,7,0,20,99,47,43,305,11,505,3,0,0,0,0,3,4,0,0,0,0,4,3,3,8,29,0,43,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,3,8,71,3,115,10,4,5,19,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,8,3,0,0,0,11,3,0,3,3,0,9,0,0,0,0,0,0,35,11,10,73,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,27,5,3,0,0,35,5,0,0,15,121,141
LGA54690,26,516,48,20,22,281,24,395,0,17,22,159,5,203,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,34,13,13,136,3,199,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,38,0,47,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,6,7,5,35,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,3,0,17,3,0,0,3,3,9
LGA54760,49,1140,111,55,54,607,45,870,3,21,34,295,13,366,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,4,10,0,20,68,29,22,254,3,376,3,3,0,0,0,6,4,0,0,0,0,4,0,4,3,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,3,12,54,0,85,16,3,3,15,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,6,7,62,0,86,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,9,0,4,4,0,17,0,3,0,5,0,8
LGA54830,3211,29619,7556,2010,1451,8861,3001,22882,313,1453,1075,6808,264,9913,0,6,9,107,6,128,310,17,10,21,16,374,77,28,10,36,7,158,321,90,71,130,12,624,4684,1299,1032,4457,297,11769,444,6,40,3,11,504,65,4,14,36,0,119,288,76,53,331,16,764,31,16,8,33,0,88,26,4,0,8,0,38,248,6,10,17,9,290,638,173,103,1015,38,1967,281,152,73,376,30,912,26,0,4,3,0,33,9,3,0,8,0,20,6,0,3,6,0,15,21,6,8,12,0,47,546,39,38,15,18,656,270,85,55,19,8,437,105,19,12,31,3,170,30,0,0,6,0,36,996,246,164,878,63,2347,108,8,0,3,3,122,8,0,0,0,0,8,233,11,18,9,4,275,64,9,4,27,4,108,7,0,3,0,0,10,57,0,0,0,0,57,147,32,19,38,3,239,1728,246,186,216,58,2434,223,46,43,361,2503,3176
LGA54900,65,1854,219,89,101,956,58,1414,0,42,49,474,5,570,0,0,0,3,0,3,4,0,0,0,0,4,4,0,0,0,0,4,10,3,3,13,0,29,111,47,43,375,7,583,26,0,3,0,0,29,0,0,0,0,0,0,11,6,0,21,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,8,9,78,3,112,6,0,0,13,0,19,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,18,0,3,3,4,28,19,9,9,0,0,37,0,0,0,0,0,0,3,0,0,3,0,6,20,9,7,96,0,132,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,14,3,8,13,0,38,0,0,4,14,39,57
LGA54970,200,2221,455,119,74,886,195,1727,13,64,52,396,13,538,0,0,0,292,0,292,5,3,0,3,0,11,5,0,0,0,0,5,16,3,3,6,0,28,252,64,58,302,11,687,16,0,0,0,0,16,10,0,0,3,0,13,24,5,5,29,3,66,0,0,0,3,0,3,0,0,0,0,0,0,11,0,0,0,0,11,58,11,6,106,7,188,20,3,3,21,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,6,41,0,0,3,0,44,26,3,0,0,3,32,5,0,0,3,0,8,3,0,0,0,0,3,81,9,8,95,3,196,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,8,0,16,92,6,11,19,3,131,5,0,3,7,259,274
LGA55040,148,3074,658,153,131,1250,138,2331,21,134,96,862,31,1144,0,0,0,64,3,67,25,3,0,4,0,32,13,0,0,9,0,22,40,12,12,19,0,83,444,120,88,680,26,1358,27,0,0,0,0,27,8,0,0,6,0,14,45,6,4,75,0,130,6,0,0,3,0,9,7,0,6,0,0,13,13,0,3,0,0,16,94,14,14,188,10,320,19,11,4,47,0,81,3,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,3,3,0,0,3,0,6,115,3,3,0,9,130,63,4,0,0,3,70,16,3,3,8,0,30,4,0,0,0,0,4,143,32,23,197,3,398,5,0,0,0,0,5,0,0,0,0,0,0,21,3,3,0,0,27,5,3,0,6,0,14,3,0,0,0,0,3,0,0,0,0,0,0,16,7,0,8,0,31,133,12,18,23,0,186,9,3,3,22,1199,1236
LGA55110,5143,69079,14281,4439,3312,26738,4783,53551,436,2995,2315,18681,691,25118,3,4,0,110,8,125,373,26,20,61,14,494,119,34,24,89,0,266,769,192,131,259,31,1382,11358,2953,2250,13547,740,30848,434,9,53,15,19,530,166,24,24,114,3,331,619,162,150,1017,46,1994,57,39,8,72,3,179,63,14,3,26,3,109,281,21,12,19,4,337,1560,434,296,3279,146,5715,582,252,111,894,41,1880,44,4,3,0,0,51,8,3,0,5,0,16,9,9,3,20,0,41,62,26,12,36,0,136,725,67,61,43,14,910,507,140,106,28,29,810,191,35,23,98,0,347,75,13,15,24,0,127,2213,606,499,2916,138,6372,21,4,0,8,0,33,12,0,0,0,0,12,636,37,23,4,6,706,100,14,8,77,5,204,4,3,0,0,0,7,34,4,3,0,3,44,441,80,44,109,13,687,2140,372,227,388,78,3205,350,100,92,721,3499,4762
LGA55180,722,12305,2023,828,587,5135,652,9225,65,401,320,2744,80,3610,0,0,0,12,0,12,29,0,3,12,0,44,42,6,5,22,0,75,83,38,3,46,3,173,977,423,315,2276,104,4095,36,4,6,0,0,46,15,3,0,23,0,41,88,40,17,192,7,344,17,5,0,13,3,38,0,3,0,4,3,10,27,4,7,3,0,41,118,66,34,565,22,805,218,89,28,308,12,655,3,0,5,0,0,8,13,0,0,0,0,13,105,12,14,45,3,179,7,0,4,0,0,11,12,7,7,0,0,26,47,18,10,3,5,83,39,8,7,12,0,66,7,3,0,0,0,10,235,109,73,508,17,942,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,0,0,31,8,3,3,10,0,24,0,0,0,0,0,0,9,0,0,0,0,9,31,10,5,20,0,66,225,47,24,91,8,395,33,17,7,133,304,494
LGA55250,407,2037,257,82,51,928,390,1714,4,52,52,519,18,645,0,0,0,116,0,116,9,3,0,5,0,17,3,3,0,3,0,9,22,5,3,6,0,36,164,40,55,289,13,561,11,0,3,0,0,14,3,0,0,0,0,3,16,6,3,23,3,51,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,8,44,10,3,87,5,149,12,7,0,21,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,34,0,0,3,0,37,26,4,4,3,0,37,7,0,0,3,0,10,0,0,0,0,0,0,40,10,10,61,3,124,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,14,73,3,6,16,0,98,5,0,0,86,410,501
LGA55320,6039,118698,37147,7687,5379,35591,5550,91358,692,4340,3277,19717,530,28556,0,6,0,69,0,75,8292,135,217,105,134,8883,544,146,80,319,13,1102,910,259,131,353,17,1670,12212,3785,2886,14363,646,33892,444,5,43,3,7,502,447,41,32,125,6,651,1008,219,177,1090,29,2523,271,61,33,200,3,568,112,25,9,41,3,190,1984,85,51,26,36,2182,2368,763,507,4576,139,8353,2532,769,328,2122,81,5832,515,3,10,3,23,554,146,22,21,18,0,207,81,11,3,27,4,126,97,30,4,34,0,165,210,30,10,5,0,255,642,177,117,23,11,970,442,78,53,110,10,693,176,18,15,28,0,237,3144,937,630,3715,116,8542,148,9,8,9,0,174,135,0,0,0,0,135,1077,81,58,14,13,1243,227,13,15,78,3,336,41,8,3,0,0,52,194,6,5,3,3,211,473,105,73,224,12,887,6922,717,610,605,159,9013,457,101,84,530,3035,4207
LGA55390,36,288,35,11,4,180,36,268,0,7,5,97,0,109,0,0,0,176,0,176,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,33,10,8,74,0,125,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,5,3,28,0,48,3,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,5,3,3,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,5,0,12,0,0,0,4,42,46
LGA55460,270,4210,563,251,179,2018,255,3262,20,122,126,1181,37,1486,0,3,0,23,0,26,82,0,0,7,6,95,7,4,0,3,0,14,30,12,6,23,0,71,253,133,103,738,44,1271,15,0,0,0,0,15,3,4,0,3,0,10,11,7,4,58,0,80,0,0,0,3,0,3,0,0,0,0,0,0,10,3,0,4,0,17,31,19,14,194,4,262,41,22,8,69,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,17,4,4,3,0,28,18,6,11,0,0,35,11,0,0,3,0,14,0,0,0,0,0,0,67,27,12,155,3,264,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,8,0,8,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,10,3,21,77,7,5,32,3,124,10,6,3,47,141,207
LGA55530,38,581,35,34,25,331,34,459,4,21,12,217,10,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,12,24,15,18,134,3,194,3,0,0,0,0,3,0,0,0,0,0,0,3,4,4,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,4,40,0,65,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,27,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,0,3,0,12,0,0,3,8,15,26
LGA55600,144,3097,338,154,100,1678,136,2411,12,85,73,1017,28,1215,0,0,0,10,3,13,0,0,0,0,0,0,3,0,3,8,0,14,36,8,8,29,0,81,160,70,70,615,22,937,16,0,0,0,0,16,4,0,0,3,0,7,15,3,5,41,0,64,4,0,0,0,0,4,0,0,0,0,0,0,6,0,3,4,0,13,36,8,3,141,6,194,17,3,5,40,3,68,0,0,0,0,0,0,0,4,0,5,0,9,0,0,0,0,0,0,0,4,0,3,0,7,25,0,3,7,0,35,12,3,3,0,0,18,0,3,0,0,0,3,0,0,0,0,0,0,49,18,16,134,0,217,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,14,31,5,3,19,0,58,11,3,3,43,91,151
LGA55670,68,1017,103,53,32,563,60,819,6,38,31,363,32,470,0,0,0,6,0,6,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,5,0,13,60,37,31,230,17,375,0,0,3,0,0,3,0,0,0,0,0,0,3,5,6,32,0,46,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,6,10,0,4,68,3,85,3,4,0,9,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,3,5,3,0,0,11,0,0,0,3,0,3,0,0,0,0,0,0,19,21,4,60,8,112,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,19,0,6,3,0,28,3,0,0,15,49,67
LGA55740,838,10711,2698,729,535,3342,761,8068,53,421,318,1815,49,2656,0,0,0,4,0,4,232,3,9,4,0,248,25,3,3,29,4,64,69,20,14,21,3,127,1178,396,267,1535,52,3428,50,3,3,0,0,56,55,3,0,10,0,68,149,27,28,92,0,296,29,11,5,44,0,89,14,0,0,7,0,21,104,4,0,8,3,119,294,69,60,513,9,945,113,30,20,106,0,269,21,0,3,0,0,24,5,0,0,9,0,14,8,0,4,5,0,17,3,3,0,3,0,9,28,3,0,4,0,35,50,23,15,4,0,92,57,3,5,10,3,78,25,0,0,6,0,31,272,108,59,481,11,931,9,0,0,0,0,9,9,0,0,0,0,9,85,8,12,3,3,111,23,0,3,3,0,29,8,3,0,0,0,11,15,0,3,0,0,18,34,9,7,12,0,62,665,62,56,51,11,845,56,3,6,49,465,579
LGA55810,95,717,80,28,24,351,91,578,3,22,21,314,21,381,0,0,0,7,0,7,4,0,0,0,0,4,0,0,0,3,0,3,6,4,3,0,0,13,56,30,19,164,7,276,3,0,0,0,0,3,3,0,0,0,0,3,6,3,3,21,0,33,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,18,0,3,59,4,84,7,3,0,3,0,13,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,9,7,32,0,70,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,8,0,11,17,5,7,7,0,36,7,0,0,15,118,140
