region_id,C01_Aus_BP_B_OS,C01_Aus_Fa_O_B_OS,C01_Aus_Mo_O_B_OS,C01_Aus_BP_B_Aus,C01_Aus_Bplace_NS,C01_Aus_Tot_resp,C01_Aus_Ab_BP_B_OS,C01_Aus_Ab_Fa_O_B_OS,C01_Aus_Ab_Mo_O_B_OS,C01_Aus_Ab_BP_B_Aus,C01_Aus_Abor_Bplace_NS,C01_Aus_Abor_Tot_respons,C01_Chi_BP_B_OS,C01_Chi_Fa_O_B_OS,C01_Chi_Mo_O_B_OS,C01_Chi_BP_B_Aus,C01_Chi_Bplace_NS,C01_Chi_Tot_resp,C01_Cro_BP_B_OS,C01_Cro_Fa_O_B_OS,C01_Cro_Mo_O_B_OS,C01_Cro_BP_B_Aus,C01_Cro_Bplace_NS,C01_Cro_Tot_resp,C01_Dut_BP_B_OS,C01_Dut_Fa_O_B_OS,C01_Dut_Mo_O_B_OS,C01_Dut_BP_B_Aus,C01_Dut_Bplace_NS,C01_Dut_Tot_resp,C01_Eng_BP_B_OS,C01_Eng_Fa_O_B_OS,C01_Eng_Mo_O_B_OS,C01_Eng_BP_B_Aus,C01_Eng_Bplace_NS,C01_Eng_Tot_resp,C01_Fil_BP_B_OS,C01_Fil_Fa_O_B_OS,C01_Fil_Mo_O_B_OS,C01_Fil_BP_B_Aus,C01_Fil_Bplace_NS,C01_Fil_Tot_resp,C01_Fre_BP_B_OS,C01_Fre_Fa_O_B_OS,C01_Fre_Mo_O_B_OS,C01_Fre_BP_B_Aus,C01_Fre_Bplace_NS,C01_Fre_Tot_resp,C01_Ger_BP_B_OS,C01_Ger_Fa_O_B_OS,C01_Ger_Mo_O_B_OS,C01_Ger_BP_B_Aus,C01_Ger_Bplace_NS,C01_Ger_Tot_resp,C01_Gre_BP_B_OS,C01_Gre_Fa_O_B_OS,C01_Gre_Mo_O_B_OS,C01_Gre_BP_B_Aus,C01_Gre_Bplace_NS,C01_Gre_Tot_resp,C01_Hun_BP_B_OS,C01_Hun_Fa_O_B_OS,C01_Hun_Mo_O_B_OS,C01_Hun_BP_B_Aus,C01_Hun_Bplace_NS,C01_Hun_Tot_resp,C01_Ind_BP_B_OS,C01_Ind_Fa_O_B_OS,C01_Ind_Mo_O_B_OS,C01_Ind_BP_B_Aus,C01_Ind_Bplace_NS,C01_Ind_Tot_resp,C01_Iri_BP_B_OS,C01_Iri_Fa_O_B_OS,C01_Iri_Mo_O_B_OS,C01_Iri_BP_B_Aus,C01_Iri_Bplace_NS,C01_Iri_Tot_resp,C01_Ita_BP_B_OS,C01_Ita_Fa_O_B_OS,C01_Ita_Mo_O_B_OS,C01_Ita_BP_B_Aus,C01_Ita_Bplace_NS,C01_Ita_Tot_resp,C01_Kor_BP_B_OS,C01_Kor_Fa_O_B_OS,C01_Kor_Mo_O_B_OS,C01_Kor_BP_B_Aus,C01_Kor_Bplace_NS,C01_Kor_Tot_resp,C01_Leb_BP_B_OS,C01_Leb_Fa_O_B_OS,C01_Leb_Mo_O_B_OS,C01_Leb_BP_B_Aus,C01_Leb_Bplace_NS,C01_Leb_Tot_resp,C01_Mac_BP_B_OS,C01_Mac_Fa_O_B_OS,C01_Mac_Mo_O_B_OS,C01_Mac_BP_B_Aus,C01_Mac_Bplace_NS,C01_Mac_Tot_resp,C01_Mal_BP_B_OS,C01_Mal_Fa_O_B_OS,C01_Mal_Mo_O_B_OS,C01_Mal_BP_B_Aus,C01_Mal_Bplace_NS,C01_Mal_Tot_resp,C01_Mao_BP_B_OS,C01_Mao_Fa_O_B_OS,C01_Mao_Mo_O_B_OS,C01_Mao_BP_B_Aus,C01_Mao_Bplace_NS,C01_Mao_Tot_resp,C01_NZ_BP_B_OS,C01_NZ_Fa_O_B_OS,C01_NZ_Mo_O_B_OS,C01_NZ_BP_B_Aus,C01_NZ_Bplace_NS,C01_NZ_Tot_resp,C01_Pol_BP_B_OS,C01_Pol_Fa_O_B_OS,C01_Pol_Mo_O_B_OS,C01_Pol_BP_B_Aus,C01_Pol_Bplace_NS,C01_Pol_Tot_resp,C01_Rus_BP_B_OS,C01_Rus_Fa_O_B_OS,C01_Rus_Mo_O_B_OS,C01_Rus_BP_B_Aus,C01_Rus_Birthplac_ns,C01_Rus_Tot_resp,C01_Sco_BP_B_OS,C01_Sco_Fa_O_B_OS,C01_Sco_Mo_O_B_OS,C01_Sco_BP_B_Aus,C01_Sco_Birthplac_ns,C01_Sco_Tot_resp,C01_Ser_BP_B_OS,C01_Ser_Fa_O_B_OS,C01_Ser_Mo_O_B_OS,C01_Ser_BP_B_Aus,C01_Ser_Bplace_NS,C01_Ser_Tot_resp,C01_Sinh_BP_B_OS,C01_Sinh_Fa_O_B_OS,C01_Sinh_Mo_O_B_OS,C01_Sinh_BP_B_Aus,C01_Sinh_Bplace_NS,C01_Sinh_Tot_resp,C01_SAf_BP_B_OS,C01_SAf_Fa_O_B_OS,C01_SAf_Mo_O_B_OS,C01_SAf_BP_B_Aus,C01_SAf_Bplace_NS,C01_SAf_Tot_resp,C01_Span_BP_B_OS,C01_Span_Fa_O_B_OS,C01_Span_Mo_O_B_OS,C01_Span_BP_B_Aus,C01_Span_Bplace_NS,C01_Span_Tot_resp,C01_Turk_BP_B_OS,C01_Turk_Fa_O_B_OS,C01_Turk_Mo_O_B_OS,C01_Turk_BP_B_Aus,C01_Turk_Bplace_NS,C01_Turk_Tot_resp,C01_Viet_BP_B_OS,C01_Viet_Fa_O_B_OS,C01_Viet_Mo_O_B_OS,C01_Viet_BP_B_Aus,C01_Viet_Bplace_NS,C01_Viet_Tot_resp,C01_Wel_BP_B_OS,C01_Wel_Fa_O_B_OS,C01_Wel_Mo_O_B_OS,C01_Wel_BP_B_Aus,C01_Wel_Bplace_NS,C01_Wel_Tot_resp,C01_Oth_BP_B_OS,C01_Oth_Fa_O_B_OS,C01_Oth_Mo_O_B_OS,C01_Oth_BP_B_Aus,C01_Oth_Bplace_NS,C01_Oth_Tot_resp,C01_Anc_ns_BP_B_OS,C01_Anc_ns_Fa_O_B_OS,C01_Anc_ns_Mo_O_B_OS,C01_Anc_ns_BP_B_Aus,C01_Anc_ns_Bplace_NS,C01_Anc_NS_T_resp,C01_Tot_res_Bo_par_bo_os,C01_Tot_res_Fa_onl_bo_os,C01_Tot_res_Mo_onl_bo_os,C01_Tot_res_Bo_pa_bo_Aus,C01_Tot_resp_Bplace_ns,C01_Tot_resp_Tot_resp,C01_T_P_BP_B_OS,C01_T_P_Fa_only_bor_os
LGA51310,178,1018,712,5763,139,7810,0,0,0,3,0,3,553,18,18,19,12,620,85,18,5,38,3,149,261,55,37,45,4,402,3199,1074,730,4401,143,9547,36,0,4,0,0,40,74,9,8,31,0,122,254,78,40,294,11,677,243,82,32,212,11,580,44,9,3,11,0,67,165,9,14,7,12,207,827,357,215,1810,56,3265,611,169,69,330,24,1203,15,0,0,3,0,18,10,0,3,5,0,18,60,4,9,14,0,87,18,0,0,11,0,29,24,0,3,0,0,27,164,38,18,3,6,229,158,12,8,29,4,211,38,6,0,8,0,52,405,94,57,278,10,844,70,10,9,21,0,110,63,3,3,3,0,72,122,9,10,0,0,141,39,3,3,17,0,62,5,3,0,0,0,8,35,0,0,0,0,35,115,14,11,47,0,187,1020,114,90,113,28,1365,111,38,43,243,636,1071,9002,3244,2154,13759,1099,29258,7720,2139
LGA51330,637,2753,1989,15229,511,21119,9,3,0,68,4,84,6686,91,113,92,245,7227,180,18,19,31,5,253,1023,216,135,232,30,1636,11377,2884,2062,10367,578,27268,273,3,25,6,9,316,242,22,12,67,7,350,720,191,116,687,35,1749,178,57,18,95,13,361,123,11,8,12,3,157,1448,42,18,9,43,1560,1793,597,420,3075,122,6007,1902,456,175,816,96,3445,263,3,3,0,5,274,126,8,10,9,13,166,28,3,4,15,0,50,89,17,3,12,4,125,277,22,12,4,15,330,475,83,56,23,18,655,439,45,26,70,14,594,80,13,5,14,3,115,1346,250,134,616,43,2389,162,29,11,49,3,254,409,8,3,3,11,434,483,12,14,3,9,521,198,5,7,37,4,251,315,9,6,5,5,340,268,3,3,0,4,278,277,30,20,94,9,430,5345,333,243,324,177,6422,783,159,134,800,1570,3446,37954,8376,5804,32864,3608,88606,33963,5605
LGA51400,21,291,189,2317,60,2878,0,0,0,5,0,5,14,0,0,0,0,14,3,0,0,13,0,16,66,25,7,18,0,116,783,322,207,1600,66,2978,13,0,5,0,0,18,13,0,5,7,0,25,56,16,24,87,0,183,8,5,0,8,0,21,4,0,3,4,0,11,4,0,0,0,0,4,97,54,37,395,19,602,69,33,11,120,7,240,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,11,3,0,0,0,14,32,12,3,4,0,51,22,8,3,5,3,41,7,3,0,3,0,13,68,20,14,100,9,211,4,5,0,12,0,21,3,0,0,0,0,3,14,3,3,0,0,20,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,4,4,16,4,0,11,0,31,118,23,9,36,3,189,27,27,15,139,112,320,1476,857,535,4892,283,8043,1290,583
LGA51470,8,22,14,342,18,404,0,0,0,3,0,3,3,0,0,0,0,3,3,0,0,0,0,3,11,0,3,3,0,17,73,25,22,205,16,341,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,19,0,25,0,3,0,4,0,7,0,0,0,0,0,0,5,0,0,0,0,5,13,10,4,53,3,83,4,0,3,7,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,13,3,3,0,0,0,6,0,0,0,0,0,0,13,3,0,15,0,31,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,3,3,0,16,4,0,0,22,22,48,166,75,58,679,59,1037,136,51
LGA51540,78,315,245,2958,130,3726,0,3,3,187,5,198,20,9,3,15,3,50,116,11,11,15,5,158,97,9,6,8,5,125,851,348,235,1581,75,3090,12,0,3,0,3,18,19,0,3,18,4,44,76,20,21,142,3,262,11,3,0,16,0,30,10,0,0,0,0,10,10,0,5,0,0,15,114,76,57,395,22,664,106,27,16,133,7,289,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,11,3,0,0,3,0,6,39,7,5,4,4,59,49,9,9,3,3,73,19,4,0,0,0,23,5,0,0,3,0,8,96,25,19,72,3,215,63,4,0,4,0,71,4,0,3,0,0,7,12,0,3,0,0,15,16,0,0,6,0,22,5,0,0,0,0,5,108,0,3,0,13,124,23,6,0,9,0,38,281,34,23,48,11,397,81,23,13,231,477,825,2328,933,689,5851,777,10578,2088,655
LGA51610,0,22,21,351,9,403,0,0,0,3,0,3,0,0,0,3,0,3,3,0,0,3,0,6,3,0,6,0,0,9,96,46,23,223,13,401,3,0,0,0,0,3,0,0,0,5,0,5,14,3,3,24,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,68,3,95,0,9,5,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,3,17,0,3,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,11,3,0,4,0,18,4,3,3,29,11,50,158,101,69,735,42,1105,142,66
LGA51680,22,119,91,831,42,1105,0,0,0,0,0,0,8,3,0,0,3,14,0,0,0,0,0,0,29,5,4,4,3,45,442,133,94,540,49,1258,0,0,0,0,0,0,5,0,0,4,0,9,31,10,0,43,0,84,0,0,0,3,0,3,3,0,0,0,0,3,3,0,0,0,0,3,31,17,15,146,7,216,29,11,4,25,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,17,33,0,5,0,3,41,5,0,0,3,0,8,3,0,0,0,0,3,33,6,13,33,0,85,4,4,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,0,17,56,5,0,9,4,74,8,13,12,68,151,252,769,335,241,1719,265,3329,672,231
LGA51750,65,400,322,2259,61,3107,0,0,0,0,0,0,226,11,7,4,9,257,18,0,0,11,0,29,73,26,9,21,4,133,1259,466,362,1765,63,3915,12,0,0,0,0,12,37,3,3,16,0,59,81,19,25,107,7,239,34,16,3,23,0,76,9,3,3,0,0,15,35,0,3,3,0,41,205,135,77,654,12,1083,80,37,12,59,3,191,9,3,3,3,0,18,6,0,0,5,0,11,0,0,0,0,3,3,4,0,0,0,0,4,6,0,0,0,0,6,46,13,7,0,0,66,53,5,4,9,0,71,13,3,0,6,0,22,173,43,32,137,7,392,5,3,0,9,0,17,15,0,0,0,3,18,73,5,4,0,3,85,4,0,0,3,3,10,0,0,0,0,0,0,8,0,0,0,0,8,28,8,3,20,3,62,375,30,30,30,12,477,32,21,17,106,203,379,2984,1250,926,5250,396,10806,2570,835
LGA51820,637,2859,1896,14788,707,20887,9,7,3,81,11,111,1337,39,38,47,28,1489,1916,257,73,228,70,2544,640,143,105,147,19,1054,8564,2725,1908,9413,642,23252,231,4,23,0,9,267,170,20,17,56,6,269,611,202,117,646,32,1608,159,45,12,80,12,308,54,11,3,6,3,77,450,20,15,14,14,513,1342,656,360,2887,148,5393,3782,1000,398,1716,164,7060,36,3,0,0,0,39,75,7,3,4,5,94,49,6,3,5,3,66,119,18,10,21,7,175,228,23,16,9,10,286,413,56,44,13,19,545,428,32,27,55,9,551,56,3,3,16,0,78,1242,254,164,548,44,2252,816,55,15,92,33,1011,98,5,4,4,0,111,435,23,14,8,20,500,269,23,17,41,22,372,37,3,3,0,0,43,81,4,3,3,9,100,230,40,25,102,3,400,4529,377,275,302,199,5682,806,205,162,1118,1323,3614,29849,9125,5756,32450,3571,80751,26733,6190
LGA51890,70,351,205,2954,128,3708,3,0,0,10,3,16,17,3,0,3,0,23,4,0,0,0,0,4,51,21,9,23,0,104,722,358,234,2080,86,3480,11,5,0,0,3,19,11,3,0,7,0,21,78,40,7,153,3,281,6,0,0,3,0,9,8,0,0,0,0,8,16,0,0,3,0,19,95,75,48,428,14,660,154,65,11,204,10,444,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3,3,35,27,12,6,0,3,48,137,9,8,25,3,182,9,0,0,0,0,9,65,26,15,95,3,204,17,3,0,4,0,24,0,0,0,0,0,0,9,3,0,3,0,15,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,39,8,5,22,3,77,95,16,11,40,7,169,40,22,8,233,277,580,1721,1020,567,6296,546,10150,1520,725
LGA51960,42,158,130,1424,72,1826,6,0,0,130,6,142,23,0,0,9,0,32,9,0,0,0,0,9,23,11,4,6,0,44,408,126,88,755,37,1414,17,3,6,3,3,32,7,0,3,4,0,14,35,8,6,85,3,137,0,4,0,10,0,14,6,3,0,3,0,12,15,0,0,0,0,15,51,38,27,276,8,400,18,12,3,57,3,93,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,0,0,0,0,3,141,7,9,0,20,177,56,0,3,0,0,59,36,3,3,5,0,47,0,0,0,0,0,0,53,13,21,51,0,138,21,3,0,3,0,27,0,0,0,0,0,0,4,0,0,0,0,4,4,3,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,3,3,23,115,13,8,23,15,174,30,5,15,148,151,349,1138,410,337,3000,321,5206,954,283
LGA52030,5,46,37,499,17,604,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,0,0,3,7,3,4,3,0,17,100,64,46,371,19,600,0,0,3,0,0,3,0,0,0,4,0,4,3,0,3,31,3,40,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,18,12,8,108,3,149,7,6,3,23,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,3,0,10,4,3,0,0,0,7,4,0,0,0,0,4,0,0,0,3,0,3,7,7,0,19,0,33,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,3,18,0,0,3,54,39,96,182,147,107,1126,84,1646,161,105
LGA52100,5,38,27,456,11,537,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,77,52,28,399,9,565,0,0,0,0,0,0,4,0,0,3,0,7,5,0,0,25,3,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,9,3,64,3,89,12,3,3,15,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,0,0,8,0,0,0,0,0,0,5,3,0,12,0,20,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,3,5,0,28,7,0,0,51,43,101,164,116,67,1030,69,1446,147,88
LGA52170,48,325,263,1862,40,2538,0,0,0,0,0,0,37,7,7,4,3,58,14,4,5,8,0,31,73,18,6,12,0,109,976,349,239,1564,60,3188,7,0,0,0,0,7,40,4,5,10,0,59,80,28,10,101,0,219,54,9,5,32,3,103,5,3,4,0,0,12,13,3,0,0,0,16,185,101,47,668,12,1013,86,39,9,54,3,191,0,0,0,0,0,0,3,5,0,0,0,8,7,0,0,3,0,10,5,0,0,0,0,5,6,3,3,0,0,12,41,7,14,0,0,62,22,3,3,7,0,35,12,3,0,4,3,22,127,22,22,103,3,277,12,3,0,7,0,22,7,0,0,3,0,10,54,9,3,0,0,66,8,0,3,3,0,14,4,0,0,0,0,4,0,0,0,0,0,0,30,4,4,16,0,54,210,34,19,42,8,313,23,15,6,69,221,334,2189,998,677,4572,356,8792,1839,650
LGA52240,16,50,23,367,29,485,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,10,119,51,31,295,22,518,0,0,0,0,0,0,3,3,0,0,0,6,7,0,3,27,0,37,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,7,5,49,0,75,5,0,0,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,0,3,0,0,16,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,12,0,23,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,13,0,0,0,0,13,5,4,0,26,22,57,216,132,68,792,76,1284,178,90
LGA52310,3,15,22,257,10,307,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,12,79,19,20,186,9,313,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,16,3,22,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,52,4,65,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,9,0,0,4,0,13,8,4,3,14,9,38,138,44,45,557,35,819,129,32
LGA52380,9,25,22,196,8,260,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,74,23,17,94,4,212,5,0,3,0,0,8,3,0,0,0,0,3,4,3,3,8,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,31,0,44,7,3,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,0,3,3,0,23,0,3,0,22,41,66,154,63,53,372,56,698,139,39
LGA52450,6,40,62,577,12,697,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,7,0,26,101,46,41,347,13,548,0,0,3,0,0,3,3,3,3,0,0,9,3,0,3,19,0,25,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,10,14,10,110,0,144,8,3,3,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,8,3,4,0,0,15,0,0,0,0,0,0,3,0,0,3,0,6,12,9,3,16,0,40,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,10,16,3,3,4,0,26,3,3,3,43,23,75,207,128,152,1143,48,1678,174,80
LGA52520,6,58,67,686,14,831,0,0,0,4,0,4,0,0,0,3,3,6,0,0,0,3,0,3,16,3,3,5,0,27,93,71,43,488,22,717,0,0,0,0,0,0,0,0,0,3,0,3,13,3,4,27,0,47,0,3,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,9,5,8,76,7,105,10,4,0,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,13,3,12,0,0,28,0,0,0,0,0,0,0,0,0,3,0,3,11,4,5,19,0,39,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,24,4,3,4,0,35,3,4,4,29,17,57,216,168,149,1369,63,1965,189,126
LGA52590,21,105,77,1073,45,1321,3,0,0,24,0,27,3,3,0,6,0,12,6,0,0,0,0,6,29,3,3,0,0,35,235,144,78,689,29,1175,0,3,0,0,0,3,3,0,0,3,0,6,14,13,9,67,3,106,0,0,3,0,0,3,3,0,3,0,0,6,4,0,3,0,0,7,41,28,8,176,6,259,14,15,5,52,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,33,0,0,0,0,33,28,3,4,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,50,12,13,45,0,120,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,12,43,6,5,17,3,74,5,6,8,95,151,265,556,341,225,2254,237,3613,484,240
LGA52660,55,331,230,3017,74,3707,0,0,0,3,0,3,25,3,0,4,0,32,7,0,3,0,0,10,108,26,19,10,5,168,913,378,299,2070,66,3726,8,0,0,0,0,8,0,0,0,7,0,7,40,16,22,107,4,189,7,5,4,24,0,40,3,0,0,0,0,3,15,0,0,0,0,15,104,79,55,579,23,840,110,55,19,208,9,401,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,54,0,3,0,6,63,46,8,4,3,8,69,52,11,3,19,0,85,10,0,0,0,0,10,87,33,17,85,6,228,4,0,0,7,0,11,7,0,0,0,0,7,24,0,0,0,0,24,9,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,45,4,3,11,0,63,130,27,25,46,4,232,30,16,22,211,141,420,1899,998,731,6414,346,10388,1646,686
LGA52730,31,228,196,1115,51,1621,0,0,3,3,0,6,8,3,0,4,0,15,9,4,0,3,0,16,68,8,4,15,0,95,830,277,187,796,54,2144,10,0,3,0,3,16,10,3,3,5,0,21,87,15,27,62,4,195,6,4,4,7,3,24,3,0,0,0,0,3,12,3,0,4,0,19,114,57,32,249,16,468,23,16,10,53,0,102,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,6,5,0,0,0,0,5,6,0,3,0,0,9,28,8,8,3,3,50,15,3,0,7,0,25,3,3,0,0,0,6,79,11,10,42,0,142,6,4,0,3,0,13,0,0,0,0,0,0,10,5,3,0,0,18,6,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,7,4,32,115,7,10,32,3,167,36,31,7,71,139,284,1540,694,516,2484,280,5514,1294,463
LGA52800,25,159,109,2120,86,2499,0,14,0,2980,50,3044,14,11,7,34,3,69,8,3,0,3,0,14,28,8,5,3,0,44,413,146,117,937,40,1653,11,0,0,5,3,19,10,0,0,17,0,27,51,13,20,91,6,181,7,6,0,8,0,21,5,0,3,0,0,8,0,0,0,3,3,6,73,43,29,355,12,512,25,11,4,48,4,92,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,18,4,0,0,0,22,30,0,0,3,0,33,8,0,0,4,0,12,0,0,0,0,0,0,53,13,10,68,0,144,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,0,12,0,0,0,0,0,0,0,3,0,0,0,3,7,3,0,13,0,23,88,16,5,73,3,185,13,10,7,134,1309,1473,903,463,316,6907,1519,10108,789,328
LGA52870,25,196,162,1327,43,1753,0,3,0,0,0,3,9,3,3,3,0,18,4,0,0,0,0,4,33,10,6,10,0,59,566,190,184,996,41,1977,6,0,0,0,0,6,3,0,0,6,0,9,48,13,17,80,0,158,3,0,0,9,0,12,3,0,0,0,0,3,3,3,0,0,0,6,64,41,51,257,5,418,155,50,25,127,20,377,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,3,0,0,0,3,9,0,0,0,0,9,13,7,8,3,3,34,7,0,3,0,0,10,0,0,0,0,0,0,58,22,19,41,3,143,7,3,0,0,0,10,0,0,0,0,0,0,6,3,0,0,0,9,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,8,0,27,69,12,10,31,7,129,13,11,4,77,113,218,1123,576,492,2975,241,5407,992,395
LGA52940,3,25,19,341,5,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,3,0,17,56,22,29,227,7,341,0,0,0,0,0,0,3,0,3,0,0,6,0,0,5,25,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,29,0,42,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,3,0,0,6,0,0,0,0,0,0,5,0,7,18,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,9,0,24,0,0,0,11,17,28,99,56,79,668,32,934,93,41
