region_id,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85ov,C11_C_Sev_day_Adv_Tot,C11_Chr_Unit_Ch_0_14,C11_Chr_Unit_Ch_15_24,C11_Chr_Unit_Ch_25_34,C11_Chr_Unit_Ch_35_44,C11_Chr_Unit_Ch_45_54,C11_Chr_Unit_Ch_55_64,C11_Chr_Unit_Ch_65_74,C11_Chr_Unit_Ch_75_84,C11_Chr_Unit_Ch_85ov,C11_Chr_Unit_Ch_Tot,C11_Chr_Chi_nfd_0_14,C11_Chr_Chi_nfd_15_24,C11_Chr_Chi_nfd_25_34,C11_Chr_Chi_nfd_35_44,C11_Chr_Chi_nfd_45_54,C11_Chr_Chi_nfd_55_64,C11_Chr_Chi_nfd_65_74,C11_Chr_Chi_nfd_75_84,C11_Chr_Chi_nfd_85ov,C11_Chr_Chi_nfd_Tot,C11_Chr_Oth_Chi_0_14,C11_Chr_Oth_Chi_15_24,C11_Chr_Oth_Chi_25_34,C11_Chr_Oth_Chi_35_44,C11_Chr_Oth_Chi_45_54,C11_Chr_Oth_Chi_55_64,C11_Chr_Oth_Chi_65_74,C11_Chr_Oth_Chi_75_84,C11_Chr_Oth_Chi_85ov,C11_Chr_Oth_Chi_Tot,C11_Christ_Tot_0_14,C11_Christ_Tot_15_24,C11_Christ_Tot_25_34,C11_Christ_Tot_35_44,C11_Christ_Tot_45_54,C11_Christ_Tot_55_64,C11_Christ_Tot_65_74,C11_Christ_Tot_75_84,C11_Christ_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_O_R_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_Oth_Rel_Tot_0_14,C11_Oth_Rel_Tot_15_24,C11_Oth_Rel_Tot_25_34,C11_Oth_Rel_Tot_35_44,C11_Oth_Rel_Tot_45_54,C11_Oth_Rel_Tot_55_64,C11_Oth_Rel_Tot_65_74,C11_Oth_Rel_Tot_75_84,C11_Oth_Rel_Tot_85ov,C11_Other_Rel_T_T,C11_No_religion_0_14,C11_No_religion_15_24,C11_No_religion_25_34,C11_No_religion_35_44,C11_No_religion_45_54,C11_No_religion_55_64,C11_No_religion_65_74,C11_No_religion_75_84,C11_No_religion_85ov,C11_No_religion_Tot,C11_Oth_rel_affi_0_14,C11_Oth_rel_aff_15_24,C11_Oth_rel_aff_25_34,C11_Oth_rel_aff_35_44,C11_Oth_rel_aff_45_54,C11_Oth_rel_aff_55_64,C11_Oth_rel_aff_65_74,C11_Oth_rel_aff_75_84,C11_Oth_rel_affil_85ov,C11_Oth_rel_affil_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_T,C11_OS_vis_0_14,C11_OS_vis_15_24,C11_OS_vis_25_34,C11_OS_vis_35_44,C11_OS_vis_45_54,C11_OS_vis_55_64,C11_OS_vis_65_74,C11_OS_vis_75_84,C11_OS_vis_85ov,C11_OS_vis_Tot,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T
LGA53010,3,0,3,0,0,0,3,0,0,9,5,3,4,10,18,12,14,11,3,80,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,68,24,39,58,81,56,44,22,9,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,45,11,35,18,9,12,7,0,0,137,0,0,0,0,0,0,3,0,0,3,4,3,5,0,3,9,3,0,0,27,0,3,0,3,0,0,0,0,0,6,117,41,79,82,96,77,57,22,9,580
LGA53080,0,0,0,0,3,3,0,0,0,6,0,0,5,8,12,23,37,0,0,85,5,8,6,3,5,4,3,0,0,34,0,0,0,0,0,0,3,0,0,3,80,54,100,128,142,178,170,28,6,886,3,0,3,0,0,0,0,0,0,6,3,3,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,3,0,3,3,0,0,0,0,0,9,77,50,79,64,46,54,19,7,0,396,0,4,4,3,0,0,0,0,0,11,66,42,72,47,54,42,31,3,3,360,0,14,8,0,0,0,0,4,0,26,232,167,276,245,248,284,220,42,9,1723
LGA53150,0,0,0,4,0,0,0,0,0,4,39,21,9,35,45,34,14,15,15,227,17,15,15,11,19,10,12,8,0,107,4,5,0,0,0,4,0,0,0,13,747,412,282,551,710,540,344,273,140,3999,3,0,3,6,3,0,3,0,0,18,0,3,5,3,6,5,0,0,0,22,0,0,0,3,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,20,12,6,9,8,3,3,0,64,3,20,12,6,9,8,3,3,0,64,421,280,258,305,330,288,100,35,12,2029,15,5,14,17,6,3,5,0,0,65,88,75,72,76,95,69,40,29,13,557,6,18,20,10,3,7,6,3,0,73,1296,818,680,997,1180,939,508,343,168,6929
LGA53220,68,34,28,24,20,8,7,0,0,189,24,42,72,80,106,71,29,3,5,432,46,34,80,55,40,37,8,3,0,303,4,9,4,9,12,3,0,3,0,44,833,758,1590,1606,1512,870,248,34,5,7456,3,6,21,10,4,3,0,0,0,47,4,18,36,17,6,3,0,0,0,84,6,0,3,4,0,0,0,0,0,13,89,76,49,33,24,17,6,8,0,302,8,12,21,17,12,3,0,0,0,73,97,88,70,50,36,20,6,8,0,375,443,630,1262,894,616,282,47,4,0,4178,10,50,96,47,22,10,3,0,0,238,396,553,1171,988,814,422,75,12,0,4431,3,25,27,20,19,21,8,0,0,123,1815,2142,4325,3683,3068,1661,391,58,5,17148
LGA53290,36,9,18,21,16,8,7,5,0,120,51,45,37,58,135,142,104,56,22,650,185,112,81,110,65,54,26,9,0,642,4,3,0,5,3,3,3,0,3,24,1275,736,616,1054,1235,1080,829,448,146,7419,0,0,6,3,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,5,3,3,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,8,9,3,4,0,0,0,36,0,12,8,9,3,4,0,0,0,36,1235,666,594,605,505,288,158,51,14,4116,19,10,24,23,19,4,4,3,0,106,355,219,192,185,193,138,121,66,25,1494,4,13,16,4,9,6,5,0,0,57,2902,1671,1483,1901,1983,1524,1120,568,185,13337
LGA53360,0,0,0,0,3,3,0,0,0,6,10,3,14,14,22,66,72,32,0,233,30,7,12,12,10,14,14,3,0,102,3,0,0,0,0,3,0,0,0,6,269,89,224,248,319,728,723,184,16,2800,0,0,6,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,3,0,0,3,0,0,0,0,6,238,109,210,197,181,182,134,31,0,1282,6,7,14,5,5,0,0,0,0,37,66,29,47,51,63,83,59,23,0,421,13,26,35,12,19,28,7,0,0,140,597,266,543,528,598,1028,927,238,16,4741
LGA53430,8,0,4,6,0,3,5,3,3,32,46,48,59,91,102,107,84,54,16,607,75,69,85,53,90,73,28,22,15,510,3,0,5,4,9,7,8,4,0,40,1686,1193,1497,1845,2061,2144,1646,1274,488,13834,16,11,28,14,7,9,5,3,3,96,33,21,40,31,29,16,10,0,0,180,12,9,15,14,12,16,12,3,3,96,0,0,0,0,0,0,0,0,0,0,17,19,34,40,26,37,4,4,0,181,17,19,34,40,26,37,4,4,0,181,1745,1256,1721,1460,1332,1009,395,166,69,9153,33,66,97,81,52,39,8,5,0,381,360,293,393,359,370,344,175,166,73,2533,22,225,157,52,48,50,19,7,3,583,3972,3129,4065,4018,4025,3765,2303,1631,639,27547
LGA53520,60,31,12,28,22,20,16,13,0,202,165,101,109,163,220,275,179,111,36,1359,279,129,140,136,137,91,50,9,3,974,3,4,5,6,7,7,5,0,0,37,4772,2681,2157,3261,3530,3154,2100,1257,379,23291,14,4,19,14,0,3,3,0,0,57,110,86,70,38,66,27,14,5,0,416,0,3,3,0,4,3,0,0,0,13,8,3,4,0,0,0,0,0,0,15,16,17,18,29,24,18,6,0,0,128,24,20,22,29,24,18,6,0,0,143,2326,1499,1333,1212,985,631,248,103,38,8375,42,71,62,55,25,8,8,0,0,271,827,517,523,461,389,295,210,147,63,3432,5,51,56,29,22,24,15,3,0,205,8162,4965,4299,5159,5096,4202,2609,1515,480,36487
LGA53570,0,0,3,6,0,0,0,0,0,9,29,10,9,24,30,44,50,14,6,216,32,22,4,16,19,25,12,9,4,143,0,0,0,0,0,0,0,0,0,0,408,160,195,342,373,502,422,160,38,2600,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,3,0,3,3,0,0,0,0,0,9,339,147,105,174,149,149,86,18,11,1178,4,0,7,3,6,0,6,0,0,26,151,49,52,90,68,86,56,26,5,583,4,26,32,10,4,3,0,0,0,79,922,385,415,637,610,743,573,207,54,4546
LGA53640,0,0,0,0,0,0,0,0,0,0,12,0,8,6,11,20,9,4,0,70,13,3,3,0,4,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,175,60,92,99,139,145,62,33,8,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,98,35,49,50,33,27,12,4,0,308,0,0,5,0,0,0,0,0,0,5,51,15,13,16,16,14,6,0,0,131,0,6,0,0,0,0,0,0,0,6,324,116,164,165,188,186,80,40,8,1271
LGA53710,3,5,0,3,3,0,0,0,0,14,8,0,4,7,15,20,14,3,3,74,9,0,4,4,3,0,5,3,0,28,0,0,0,0,0,0,0,0,0,0,132,47,65,80,100,113,82,37,13,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,22,30,36,22,15,14,3,0,210,0,0,5,3,0,0,0,0,0,8,30,5,7,11,11,7,4,4,5,84,0,0,0,0,0,0,0,0,0,0,230,74,107,130,136,135,100,47,18,977
LGA53780,80,54,75,67,57,62,47,25,9,476,350,304,308,325,371,444,289,149,57,2597,923,642,600,549,511,354,173,73,15,3840,81,74,44,53,73,42,13,4,5,389,10723,7346,7107,8185,8225,7857,4833,2535,762,57573,449,203,586,348,150,64,29,3,0,1832,1899,1056,939,768,551,233,87,26,5,5564,5,5,5,5,7,3,0,0,0,30,7,0,5,4,3,0,0,0,0,19,162,192,351,165,111,64,47,15,4,1111,169,192,356,169,114,64,47,15,4,1130,6358,4335,4684,3674,2462,1597,711,271,85,24177,137,196,243,160,80,30,21,5,0,872,2200,1763,1669,1436,1068,878,507,307,165,9993,56,120,95,94,95,187,84,17,3,751,22619,15797,16482,15472,13259,11344,6474,3235,1032,105714
LGA53920,0,3,0,0,0,0,0,3,0,6,35,20,27,17,32,35,21,3,0,190,28,11,20,11,24,8,8,0,0,110,0,0,0,0,0,0,3,0,0,3,924,496,508,374,339,387,218,47,8,3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,6,6,4,0,0,0,0,0,0,16,0,0,0,3,4,3,0,0,0,10,6,6,4,3,4,3,0,0,0,26,134,124,172,102,113,107,39,4,0,795,13,0,6,3,4,0,0,0,0,26,64,34,78,44,55,46,39,15,7,382,6,17,28,11,14,24,10,5,0,115,1147,677,803,537,532,573,306,71,15,4661
LGA53990,9,4,5,8,12,8,8,4,3,61,84,76,54,108,133,174,117,54,13,813,213,132,93,104,124,71,40,19,0,796,17,11,3,15,12,3,0,0,0,61,2811,1516,1306,2039,2274,1890,1198,540,167,13741,3,4,6,6,0,0,0,0,0,19,9,3,3,6,6,4,3,0,0,34,0,3,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,8,14,13,18,12,3,3,0,77,6,8,14,13,18,12,3,3,0,77,1884,963,989,914,667,475,215,85,14,6206,23,33,49,30,10,7,5,0,0,157,533,275,251,304,286,220,120,71,18,2078,12,24,45,10,9,11,6,0,0,117,5294,2838,2695,3349,3298,2632,1554,699,199,22558
LGA54060,5,0,0,0,3,3,3,3,0,17,12,12,5,16,27,47,39,32,10,200,30,4,6,13,17,18,8,0,0,96,0,0,0,0,0,0,4,0,0,4,344,140,119,272,331,404,360,180,38,2188,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,328,122,125,145,127,120,48,19,6,1040,9,10,6,6,4,3,0,3,0,41,69,23,28,28,27,36,34,12,4,261,4,5,21,7,7,3,7,3,0,57,761,305,309,461,507,574,449,217,48,3631
LGA54130,0,0,3,0,0,0,0,3,0,6,9,0,3,11,23,17,11,3,0,77,17,0,8,5,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,108,21,71,91,117,98,48,22,9,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,20,41,39,46,30,12,5,3,293,0,3,3,3,0,0,0,0,0,9,26,3,11,17,20,8,0,4,0,89,0,7,7,0,0,3,0,0,0,17,234,57,133,150,183,139,60,31,12,999
LGA54170,28,26,30,23,20,30,9,13,4,183,900,694,394,684,997,1079,540,342,169,5799,850,626,471,580,534,493,190,59,21,3824,42,23,23,43,21,28,16,16,0,212,17737,13056,8269,13511,16664,14555,7286,4025,1603,96706,157,166,162,136,128,96,33,17,4,899,279,285,170,159,194,103,49,12,3,1254,27,22,9,40,42,41,17,8,7,213,0,0,4,0,0,0,0,0,0,4,92,164,151,116,176,105,46,22,7,879,92,164,155,116,176,105,46,22,7,883,8858,7127,5579,5713,4762,3398,1138,488,153,37216,149,261,245,239,133,80,23,6,3,1139,1956,1468,1061,1197,1336,1081,514,384,223,9220,122,343,169,121,126,143,101,45,9,1179,29588,23119,16087,21568,23878,19861,9293,5034,2019,150447
LGA54200,102,79,41,65,69,68,56,31,6,517,161,172,111,192,256,362,264,152,60,1730,393,275,227,201,268,216,119,48,12,1759,60,31,38,29,29,11,19,14,4,235,5713,3889,3021,4290,4858,4879,3351,1842,590,32433,36,15,59,42,22,17,4,0,0,195,211,116,107,116,52,26,16,7,0,651,0,3,3,5,5,8,3,0,0,27,0,6,0,0,0,0,0,0,0,6,19,29,46,40,44,27,9,5,0,219,19,35,46,40,44,27,9,5,0,225,3469,2486,2164,2002,1611,1234,577,248,75,13866,97,99,102,100,56,38,15,3,3,513,979,566,512,578,523,401,261,166,94,4080,27,63,53,30,31,48,30,11,3,296,10621,7325,6149,7296,7292,6736,4286,2285,765,52755
LGA54280,46,13,19,27,21,8,0,4,0,138,175,116,114,136,222,194,89,30,11,1087,328,167,173,205,136,65,24,7,0,1105,32,26,14,31,20,7,5,0,0,135,3718,2194,2483,2833,2830,1899,859,355,131,17302,51,21,105,38,12,3,4,0,0,234,46,24,46,30,10,3,3,3,0,165,5,3,3,3,3,3,0,0,0,20,7,3,0,3,0,0,0,0,0,13,21,7,43,17,15,11,4,0,0,118,28,10,43,20,15,11,4,0,0,131,2195,1500,1779,1239,872,467,145,39,7,8243,34,66,87,56,25,15,3,0,0,286,1180,737,962,816,688,406,189,68,21,5067,30,60,68,17,21,40,18,3,0,257,7324,4658,5635,5117,4505,2869,1229,468,159,31964
LGA54340,4,0,3,5,0,0,3,0,0,15,17,17,7,16,37,45,19,11,3,172,55,22,23,31,15,13,14,7,0,180,0,0,0,0,0,0,0,0,0,0,545,243,240,325,359,301,226,146,49,2434,3,0,5,0,0,0,0,0,0,8,101,56,43,36,49,47,33,4,3,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,0,0,0,3,3,3,0,0,0,9,269,147,141,129,106,66,29,8,5,900,5,5,0,4,7,0,0,0,0,21,85,27,45,38,39,46,22,9,5,316,0,3,5,0,3,0,0,0,0,11,1021,481,482,555,582,466,310,167,62,4126
LGA54410,0,3,0,3,3,3,0,3,0,15,16,10,7,11,17,14,25,4,4,108,6,0,0,10,0,4,4,4,0,28,0,0,0,0,0,0,0,0,0,0,146,56,69,95,114,100,105,74,30,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,82,27,34,23,30,24,16,4,0,240,0,0,0,0,0,3,0,0,0,3,30,5,5,8,15,13,10,3,4,93,0,0,0,0,0,0,0,0,0,0,258,91,108,132,162,140,131,81,34,1137
LGA54480,0,0,0,0,0,0,0,0,0,0,17,0,8,7,15,11,8,0,0,66,9,0,3,3,12,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,74,12,46,54,51,56,26,10,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,40,14,30,25,17,16,4,0,0,146,0,0,0,0,0,0,0,0,0,0,5,0,3,4,3,0,0,0,0,15,0,4,0,0,0,0,0,0,0,4,119,30,79,83,71,75,30,10,0,497
LGA54550,0,0,0,0,0,0,3,0,0,3,18,7,7,31,29,24,23,17,0,156,7,3,3,5,7,6,0,0,0,31,3,3,5,0,0,0,0,0,0,11,249,87,127,167,230,194,140,92,24,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,0,4,0,0,3,0,0,0,0,7,112,61,63,49,52,24,15,8,3,387,0,0,5,0,0,0,0,0,0,5,35,18,12,16,24,20,5,12,3,145,7,4,0,7,0,0,0,0,0,18,403,181,207,239,309,238,160,112,30,1879
LGA54620,0,0,0,0,0,0,5,0,0,5,15,3,8,8,9,14,8,5,3,73,12,3,3,10,0,5,0,0,0,33,0,0,4,0,0,0,0,0,0,4,120,41,107,126,137,107,64,21,7,730,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,39,61,41,35,17,6,0,3,251,0,0,5,4,4,0,0,0,0,13,21,14,51,40,31,15,4,5,3,184,0,4,4,4,7,4,0,0,0,23,193,101,234,215,214,143,74,26,13,1213
LGA54690,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,5,4,0,24,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,42,9,34,30,37,51,31,24,3,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,56,17,18,13,14,6,6,3,0,133,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,3,0,0,19,0,3,3,0,0,0,0,0,0,6,101,32,55,46,57,61,40,27,3,422
LGA54760,0,0,0,0,0,0,0,0,0,0,11,0,10,7,8,13,11,5,3,68,7,0,0,0,0,0,3,0,0,10,0,0,0,0,3,0,0,0,0,3,120,9,60,89,76,106,55,33,13,561,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,11,29,31,24,16,3,0,0,169,0,6,0,0,0,0,0,0,0,6,20,0,0,3,9,4,3,3,0,42,0,3,3,0,0,0,3,0,0,9,195,29,98,123,109,126,64,36,13,793
LGA54830,13,7,3,11,5,6,12,3,0,60,97,75,89,81,97,101,62,35,10,647,270,158,170,146,95,47,35,9,3,933,16,3,11,11,14,3,3,3,0,64,3084,1797,2240,2308,2056,1755,1208,635,177,15260,34,10,75,23,14,0,0,0,0,156,65,37,47,37,27,5,3,3,0,224,0,0,3,0,7,8,0,0,0,18,3,0,0,3,0,0,0,0,0,6,28,32,57,42,24,12,8,0,3,206,31,32,57,45,24,12,8,0,3,212,2420,1500,1746,1141,766,413,194,86,31,8297,57,60,74,80,32,26,3,3,3,338,928,572,734,602,387,290,162,97,38,3810,13,19,21,8,13,26,6,3,3,112,6690,4070,5075,4313,3374,2567,1595,831,255,28770
LGA54900,0,0,0,0,0,0,0,0,0,0,22,4,12,23,30,17,9,5,3,125,19,4,4,3,6,6,0,0,0,42,0,0,0,0,0,0,0,0,0,0,159,49,103,149,199,123,60,34,12,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,40,50,43,28,25,11,5,0,299,0,0,4,0,0,0,0,0,0,4,30,11,5,14,13,13,3,4,0,93,0,7,4,0,3,0,4,0,0,18,286,107,169,206,243,161,78,43,12,1305
LGA54970,6,3,0,3,3,0,0,0,0,15,0,0,8,11,12,13,9,4,0,57,8,3,4,7,7,3,0,3,0,35,0,0,0,0,3,0,0,0,0,3,113,123,196,226,229,165,62,15,0,1129,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,14,0,0,5,3,6,0,0,0,0,14,22,81,160,111,100,46,13,3,0,536,0,8,10,7,0,3,0,0,0,28,27,41,75,72,60,49,12,3,0,339,0,0,7,3,6,3,0,0,0,19,162,256,459,428,405,272,87,21,0,2090
LGA55040,9,7,8,6,4,0,0,0,0,34,6,4,15,19,19,15,16,0,0,94,13,7,27,14,15,6,0,0,0,82,0,5,0,0,0,0,0,0,0,5,160,161,387,340,384,212,74,12,3,1733,0,0,4,3,0,0,0,0,0,7,0,0,7,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,7,3,3,3,0,0,0,19,7,0,7,3,3,3,0,0,0,23,115,188,336,237,148,87,11,3,0,1125,3,11,20,9,6,4,0,0,0,53,117,198,404,277,215,92,22,3,3,1331,0,4,9,3,4,0,0,0,0,20,405,569,1181,884,774,401,107,18,6,4345
LGA55110,20,13,11,3,17,19,17,5,6,111,250,182,146,229,355,441,445,326,116,2490,456,323,260,224,295,179,145,52,9,1943,17,15,11,10,19,15,7,3,0,97,6726,4276,3326,4799,5826,6225,5705,3647,1181,41711,37,10,47,39,10,4,0,0,0,147,47,21,33,37,30,10,0,3,0,181,4,7,4,0,7,7,8,0,0,37,5,0,0,0,0,0,0,0,0,5,32,37,70,62,45,29,29,7,5,316,37,37,70,62,45,29,29,7,5,321,4605,3004,2542,2287,1826,1392,874,467,156,17153,101,121,123,73,71,32,16,9,3,549,1503,797,710,751,652,640,481,433,171,6138,36,82,52,38,43,47,35,6,3,342,13178,8433,7018,8227,8634,8458,7174,4577,1525,67224
LGA55180,10,3,5,11,12,6,12,11,0,70,57,32,20,38,80,69,84,36,9,425,65,34,15,38,36,30,12,4,7,241,0,0,0,0,0,4,0,0,0,4,879,407,329,640,867,844,628,354,129,5077,9,0,5,7,5,0,0,0,0,26,3,7,0,5,0,4,0,0,0,19,3,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,9,7,11,8,0,0,0,42,4,3,9,7,11,8,0,0,0,42,867,412,359,389,381,282,123,36,13,2862,20,10,15,13,22,3,0,0,0,83,192,96,85,109,128,108,72,52,7,849,3,39,49,7,14,6,0,0,0,118,1996,977,865,1193,1441,1269,823,442,149,9155
LGA55250,21,17,14,11,8,16,9,0,0,96,3,0,10,10,14,15,5,0,0,57,13,12,6,5,8,3,3,0,0,50,0,0,0,0,0,3,0,0,0,3,57,76,155,135,181,166,83,17,4,874,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,10,0,0,0,3,0,0,3,0,0,6,5,0,0,8,0,0,3,0,0,16,80,90,139,86,82,52,9,5,3,546,3,3,12,9,4,3,0,0,0,34,101,59,120,85,98,62,13,3,0,541,3,3,3,4,4,3,0,0,0,20,249,234,435,330,374,289,111,25,7,2054
