region_id,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_Lat_Da_Saint_0_14,C06_C_Lat_Da_Saint_15_24,C06_C_Lat_Da_Saint_25_34,C06_C_Lat_Da_Saint_35_44,C06_C_Lat_Da_Saint_45_54,C06_C_Lat_Da_Saint_55_64,C06_C_Lat_Da_Saint_65_74,C06_C_Lat_Da_Saint_75_84,C06_C_Lat_Da_Saint_85ov,C06_C_Lat_Da_Saint_Tot,C06_C_Luthe_0_14,C06_C_Luthe_15_24,C06_C_Luthe_25_34,C06_C_Luthe_35_44,C06_C_Luthe_45_54,C06_C_Luthe_55_64,C06_C_Luthe_65_74,C06_C_Luthe_75_84,C06_C_Luthe_85ov,C06_C_Luthe_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_To,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Sev_day_Adv_0_14,C06_C_Sev_day_Adv_15_24,C06_C_Sev_day_Adv_25_34,C06_C_Sev_day_Adv_35_44,C06_C_Sev_day_Adv_45_54,C06_C_Sev_day_Adv_55_64,C06_C_Sev_day_Adv_65_74,C06_C_Sev_day_Adv_75_84,C06_C_Sev_day_Adv_85oe,C06_C_Sev_day_Adv_Tot,C06_C_Unit_Chur_0_14,C06_C_Unit_Chur_15_24,C06_C_Unit_Chur_25_34,C06_C_Unit_Chur_35_44,C06_C_Unit_Chur_45_54,C06_C_Unit_Chur_55_64,C06_C_Unit_Chur_65_74,C06_C_Unit_Chur_75_84,C06_C_Unit_Chur_85ov,C06_C_Unit_Chur_Tot,C06_C_Christi_nfd_0_14,C06_C_Christi_nfd_15_24,C06_C_Christi_nfd_25_34,C06_C_Christi_nfd_35_44,C06_C_Christi_nfd_45_54,C06_C_Christi_nfd_55_64,C06_C_Christi_nfd_65_74,C06_C_Christi_nfd_75_84,C06_C_Christi_nfd_85ov,C06_C_Christi_nfd_Tot,C06_C_Oth_Chris_0_14,C06_C_Oth_Chris_15_24,C06_C_Oth_Chris_25_34,C06_C_Oth_Chris_35_44,C06_C_Oth_Chris_45_54,C06_C_Oth_Chris_55_64,C06_C_Oth_Chris_65_74,C06_C_Oth_Chris_75_84,C06_C_Oth_Chris_85ov,C06_C_Oth_Chris_Tot,C06_Christia_Tot_0_14,C06_Christia_Tot_15_24,C06_Christia_Tot_25_34,C06_Christia_Tot_35_44,C06_Christia_Tot_45_54,C06_Christia_Tot_55_64,C06_Christia_Tot_65_74,C06_Christia_Tot_75_84,C06_Christia_Tot_85ov,C06_Christ_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_AusAborTrad_0_14,C06_OR_AusAborTrad15_24,C06_OR_AusAborTrad25_34,C06_OR_AusAborTrad35_44,C06_OR_AusAborTrad45_54,C06_OR_AusAborTrad55_64,C06_OR_AusAborTrad65_74,C06_OR_AusAborTrad75_84,C06_OR_AusAborTrad85oe,C06_OR_AusAborTrade_Tot,C06_OR_Ot_Re_Gr_0_14,C06_OR_Ot_Re_Gr_15_24,C06_OR_Ot_Re_Gr_25_34,C06_OR_Ot_Re_Gr_35_44,C06_OR_Ot_Re_Gr_45_54,C06_OR_Ot_Re_Gr_55_64,C06_OR_Ot_Re_Gr_65_74,C06_OR_Ot_Re_Gr_75_84,C06_OR_Ot_Re_Gr_85ov,C06_OR_Ot_Re_Gr_Tot,C06_OthRel_T_0_14,C06_OthRel_T_15_24,C06_OthRel_T_25_34,C06_OthRel_T_35_44,C06_OthRel_T_45_54,C06_OthRel_T_55_64,C06_OthRel_T_65_74,C06_OthRel_T_75_84,C06_OthRel_T_85ov,C06_OthRel_T_T,C06_NoRel_0_14,C06_NoRel_15_24,C06_NoRel_25_34,C06_NoRel_35_44,C06_NoRel_45_54,C06_NoRel_55_64,C06_NoRel_65_74,C06_NoRel_75_84,C06_NoRel_85ov,C06_NoRel_Tot
LGA53290,21,12,11,17,24,24,12,6,0,127,8,6,0,4,6,3,3,0,0,30,44,29,26,38,44,24,21,8,3,237,0,0,0,0,0,0,0,0,0,0,12,20,10,10,15,10,3,4,0,84,92,74,45,40,38,33,10,5,0,337,29,18,25,35,49,45,38,25,10,274,9,0,4,0,7,3,3,0,0,26,19,5,17,14,11,13,6,6,0,91,68,64,58,105,112,111,88,51,16,673,128,48,50,62,39,31,25,10,6,399,3,0,3,0,0,4,0,3,0,13,1386,724,699,1144,1078,989,658,357,119,7154,4,0,3,5,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,6,4,5,3,0,0,0,25,0,7,6,4,5,3,0,0,0,25,1189,553,514,553,386,237,100,38,12,3582
LGA53360,3,3,3,3,0,3,3,0,0,18,0,0,0,0,0,3,0,0,0,3,9,0,5,8,4,6,3,3,0,38,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,10,4,3,8,3,6,6,3,0,0,33,5,3,3,9,9,31,31,11,3,105,0,0,0,0,0,3,5,0,0,8,4,3,3,0,0,0,0,0,0,10,10,7,10,16,22,85,75,26,0,251,10,3,3,6,5,4,5,3,0,39,0,3,0,0,3,0,0,0,0,6,201,115,198,263,292,571,526,207,20,2393,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,11,0,0,0,6,0,5,0,0,0,11,185,85,160,181,160,148,84,13,0,1016
LGA53430,12,8,13,7,22,16,6,6,3,93,3,0,4,3,3,0,0,7,0,20,6,12,19,20,18,25,13,12,5,130,4,0,0,0,0,0,0,0,0,4,7,5,16,11,6,6,4,0,0,55,17,12,12,23,15,9,4,4,3,99,28,22,44,79,76,91,70,47,22,479,0,4,5,5,3,5,7,4,4,37,0,5,4,0,4,0,3,6,3,25,44,62,66,98,94,118,84,54,19,639,56,51,55,53,84,36,27,6,3,371,3,4,9,7,10,10,6,0,0,49,1528,1332,1479,1999,2114,1960,1560,1215,368,13555,30,9,20,21,14,6,0,0,0,100,31,13,31,31,14,11,4,3,0,138,15,5,5,10,18,10,10,3,0,76,0,0,0,0,3,0,0,0,0,3,25,46,57,38,36,15,5,0,0,222,25,46,57,38,39,15,5,0,0,225,1359,918,1200,1228,1022,629,192,109,23,6680
LGA53520,66,33,28,33,43,33,18,11,0,265,8,6,6,7,3,4,10,3,0,47,32,21,26,42,41,48,33,9,0,252,0,0,0,0,0,0,0,0,0,0,22,9,7,25,17,8,4,3,0,95,106,47,41,56,73,37,21,6,4,391,22,17,26,79,121,120,88,49,14,536,20,9,7,16,24,18,17,11,4,126,36,25,24,19,14,25,10,10,3,166,144,112,114,176,250,219,146,96,29,1286,150,86,64,83,75,47,13,8,4,530,0,3,3,0,4,3,7,0,0,20,4166,2248,2101,3048,3109,2578,1787,1042,309,20388,3,0,8,3,3,0,0,0,0,17,111,75,35,51,49,21,16,3,0,361,3,4,0,0,0,5,0,0,0,12,3,3,0,3,3,0,0,0,0,12,7,10,22,20,9,7,3,0,0,78,10,13,22,23,12,7,3,0,0,90,2150,1262,1099,1003,735,373,163,87,18,6890
LGA53570,4,4,3,5,4,5,6,4,0,35,0,0,3,0,0,0,0,0,0,3,3,0,0,7,3,6,4,4,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,9,4,0,0,0,6,5,3,0,0,18,9,6,0,15,19,23,21,10,0,103,0,0,0,0,3,3,0,0,0,6,0,5,0,0,0,0,8,0,0,13,26,9,15,23,31,46,30,8,4,192,18,9,0,13,8,8,9,5,0,70,0,0,0,0,0,3,3,0,0,6,283,115,153,306,328,455,305,107,16,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,12,0,0,3,3,0,3,3,0,0,12,326,128,134,170,126,131,49,20,4,1088
LGA53640,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,0,0,3,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,3,6,3,3,0,0,33,3,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,8,11,10,21,23,3,10,6,108,14,3,3,7,7,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,195,103,102,136,148,98,53,37,11,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,50,41,46,61,24,8,4,0,320
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,4,3,0,0,20,0,0,0,3,0,0,3,0,0,6,3,0,0,4,4,0,0,0,0,11,17,5,3,12,10,15,6,5,4,77,0,3,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,114,55,56,76,112,108,70,30,12,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,68,29,31,35,25,12,4,0,0,204
LGA53780,53,59,67,55,90,75,37,26,3,465,116,73,68,40,48,39,20,7,4,415,59,39,41,86,64,67,36,24,4,420,52,27,17,32,21,10,0,3,0,162,62,69,66,63,68,55,30,10,7,430,299,200,133,192,152,128,34,16,3,1157,280,219,176,304,383,402,238,148,50,2200,46,40,27,41,45,58,42,28,12,339,67,74,59,53,61,43,36,20,6,419,346,281,239,335,420,425,218,132,65,2461,576,424,361,330,333,203,86,40,15,2368,86,51,49,44,60,17,10,9,7,333,9269,6769,6306,7570,7878,6793,3817,2201,630,51233,87,55,92,74,63,33,13,0,3,420,1114,571,452,444,319,130,60,22,9,3121,0,3,3,0,7,3,0,0,3,19,0,0,0,0,0,0,0,0,0,0,80,80,130,109,77,47,17,13,3,556,80,80,130,109,77,47,17,13,3,556,6375,3787,3915,2990,2006,1254,409,199,60,20995
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,108,84,38,33,39,25,12,4,3,346,117,42,33,30,21,7,8,3,3,264,0,3,0,3,15,17,9,0,0,47,0,3,0,0,0,3,0,0,0,6,3,0,0,0,5,0,3,0,0,11,20,4,18,15,20,22,11,3,0,113,12,5,6,6,7,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,664,378,318,256,255,249,140,48,18,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,4,0,0,3,0,0,29,3,0,3,3,0,0,0,0,3,12,15,10,3,7,0,0,3,0,3,41,111,89,96,71,83,37,15,3,0,505
LGA53990,30,28,14,27,26,22,16,3,3,169,33,12,4,6,14,6,4,3,0,82,19,13,6,18,19,19,3,4,0,101,0,0,0,0,0,0,0,0,0,0,5,4,6,6,8,0,6,0,0,35,17,4,11,6,9,7,3,0,0,57,33,26,23,53,62,53,38,13,6,307,5,5,9,7,13,8,4,0,3,54,7,11,5,9,6,4,8,9,3,62,104,79,43,124,145,142,110,52,13,812,150,93,58,89,79,61,12,8,4,554,9,3,4,6,4,0,3,0,0,29,2396,1377,1128,1950,1943,1424,925,465,136,11744,0,0,0,0,0,0,0,0,0,0,6,4,8,6,3,0,0,0,0,27,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,3,14,11,20,3,0,4,0,71,16,3,14,11,20,3,0,4,0,71,1431,831,603,668,552,288,112,60,5,4550
LGA54060,0,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,6,3,0,0,6,6,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,3,3,0,0,19,3,0,3,13,12,14,16,12,0,73,0,0,0,0,0,5,0,4,0,9,0,0,0,0,0,0,0,3,0,3,13,9,11,16,30,50,41,27,0,197,8,0,3,5,6,0,4,0,0,26,0,0,0,0,0,4,0,0,0,4,264,109,149,255,273,344,257,146,21,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,9,0,0,3,3,3,0,0,0,0,9,272,99,109,133,105,47,33,9,0,807
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6,3,4,0,0,24,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6,15,3,7,17,16,16,13,3,3,93,3,0,3,0,3,5,0,0,0,14,0,0,0,0,3,0,0,0,0,3,122,37,77,103,119,104,37,31,3,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,26,35,69,38,24,13,0,0,313
LGA54170,103,81,56,91,89,72,44,29,3,568,117,75,61,49,66,61,15,10,0,454,158,83,87,144,126,147,66,52,13,876,49,48,6,27,43,21,13,0,0,207,63,54,50,67,67,42,29,3,3,378,295,314,157,211,248,171,59,11,6,1472,362,280,201,605,828,718,364,257,69,3684,38,35,23,39,49,44,31,25,4,288,38,24,27,25,34,25,12,7,0,192,918,884,436,788,1240,936,403,308,138,6051,765,614,348,490,532,289,94,38,26,3196,36,11,17,32,29,20,21,7,3,176,18031,13959,8758,14786,17219,12483,5654,3612,1164,95666,146,140,90,148,130,65,22,12,3,756,289,213,131,164,132,93,49,8,4,1083,29,34,27,28,50,32,15,11,4,230,0,0,0,0,0,0,0,0,0,0,86,157,121,146,147,96,30,17,3,803,86,157,121,146,147,96,30,17,3,803,8283,6187,4832,4849,4449,2307,739,392,101,32139
LGA54200,34,20,14,30,21,29,24,15,0,187,57,34,13,22,27,6,13,4,4,180,37,32,29,45,54,49,28,28,5,307,3,5,0,3,3,3,0,0,0,17,19,19,13,11,22,22,13,4,0,123,78,65,25,53,62,59,20,8,6,376,113,80,59,138,219,252,167,97,32,1157,3,8,12,9,24,17,12,10,5,100,117,78,49,72,63,57,30,13,0,479,201,187,129,213,286,346,194,116,46,1718,302,203,162,165,167,156,61,19,7,1242,52,20,15,32,13,21,16,6,0,175,5167,3709,2823,4237,4643,4445,2626,1443,455,29548,12,13,13,7,16,5,0,0,0,66,108,62,59,54,28,28,3,3,3,348,4,0,0,5,4,5,0,4,0,22,0,0,0,0,0,0,0,0,0,0,24,26,32,44,35,15,7,3,3,189,24,26,32,44,35,15,7,3,3,189,3290,2195,1895,1749,1498,984,363,152,47,12173
LGA54280,28,24,18,24,21,19,11,9,0,154,43,18,22,22,16,18,3,0,0,142,41,29,28,49,46,14,17,3,0,227,3,4,0,0,3,0,0,0,0,10,36,18,18,18,16,9,7,3,0,125,50,39,27,42,29,16,6,0,0,209,79,44,81,122,145,92,48,19,8,638,16,12,11,21,21,12,6,5,0,104,35,19,12,19,11,10,3,0,0,109,186,128,157,203,241,132,53,38,6,1144,169,76,109,99,45,18,9,0,3,528,17,3,13,12,12,7,0,0,0,64,3362,2020,2351,2935,2418,1478,661,317,94,15636,17,10,13,14,6,3,3,0,0,66,18,4,17,17,7,3,0,3,0,69,9,0,3,0,4,5,4,0,0,25,0,0,0,0,7,0,0,0,0,7,8,20,25,18,12,4,3,0,0,90,8,20,25,18,19,4,3,0,0,97,2190,1370,1526,1072,729,315,80,31,5,7318
LGA54340,13,7,7,5,3,5,8,0,0,48,0,0,0,0,5,4,0,0,0,9,20,12,11,20,12,12,10,6,3,106,0,0,0,0,0,0,0,0,0,0,13,0,6,8,7,5,0,4,0,43,7,3,4,4,0,3,4,0,0,25,3,5,0,10,14,10,7,4,0,53,4,3,4,0,3,3,0,7,0,24,0,0,4,3,0,3,0,0,0,10,31,13,19,37,25,36,16,19,7,203,15,10,5,8,7,8,3,7,4,67,0,0,0,0,0,0,3,0,0,3,486,203,237,335,323,252,171,118,49,2174,3,0,0,5,0,0,0,3,0,11,104,52,46,31,57,45,16,3,4,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,278,126,144,105,90,44,12,9,3,811
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,3,0,0,0,0,12,3,3,0,4,4,4,4,3,0,25,0,3,0,0,3,0,3,0,3,12,3,0,0,3,3,0,3,0,0,12,14,9,7,19,14,16,10,7,5,101,0,0,3,0,3,3,3,3,0,15,0,0,0,0,3,0,0,0,3,6,150,42,57,112,132,101,87,57,27,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,70,25,34,36,22,22,14,4,0,227
LGA54480,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,3,6,5,0,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,7,10,11,12,7,4,0,0,63,9,0,0,5,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,62,18,50,60,60,52,19,6,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,16,28,21,20,11,5,5,0,164
LGA54550,3,3,3,3,3,3,0,0,0,18,3,0,3,3,3,0,0,0,0,12,3,3,3,3,3,3,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,5,3,3,3,37,0,3,0,0,3,0,0,0,0,6,3,0,0,3,0,0,0,0,0,6,25,6,9,30,31,26,23,8,7,165,10,0,4,4,3,6,0,0,0,27,0,3,3,0,3,3,0,0,0,12,253,105,125,215,223,186,132,92,33,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,151,53,73,65,51,23,13,4,3,436
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,6,6,0,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,9,15,10,11,16,9,3,3,91,3,3,4,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,130,58,102,105,109,84,52,25,6,671,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,33,47,24,25,13,5,4,0,215
LGA54690,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,5,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,8,7,3,0,35,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,16,29,37,48,46,38,14,6,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,14,8,11,6,0,4,0,81
LGA54760,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,10,3,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,3,3,3,3,3,3,0,18,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,14,8,8,12,14,25,6,3,0,90,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,134,31,79,102,99,106,43,28,5,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,57,13,27,21,9,7,0,3,0,137
LGA54830,59,34,48,38,37,33,26,10,3,288,13,14,8,14,11,10,6,3,0,79,16,11,7,19,12,24,23,14,6,132,0,0,0,0,0,0,0,0,0,0,8,6,9,7,12,8,3,3,0,56,54,28,24,27,40,24,6,8,0,211,48,19,35,74,58,88,74,49,9,454,10,16,10,17,17,26,10,6,3,115,14,6,13,6,0,12,3,0,3,57,104,59,52,83,86,97,62,35,15,593,145,84,76,58,60,32,18,7,0,480,6,3,7,8,11,5,5,0,0,45,2182,1363,1575,1804,1657,1531,1097,556,156,11921,14,0,16,10,0,0,0,0,0,40,23,15,8,18,9,5,0,0,0,78,0,3,0,3,5,0,0,0,0,11,3,0,0,4,0,0,0,0,0,7,21,27,16,31,21,3,7,5,0,131,24,27,16,35,21,3,7,5,0,138,1996,1098,1157,911,551,270,143,65,16,6207
LGA54900,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,9,8,0,0,39,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,19,3,13,24,34,24,12,10,3,142,16,4,9,0,3,3,3,0,0,38,0,0,0,0,0,0,0,0,0,0,167,56,113,176,195,118,74,43,10,952,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,42,58,41,35,15,5,5,0,318
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,13,0,0,4,4,0,0,0,0,0,8,0,0,6,21,11,4,3,0,0,45,0,0,0,0,3,0,4,0,0,7,0,3,3,0,3,0,0,0,0,9,3,9,7,18,18,14,7,0,3,79,3,3,7,6,11,4,0,3,0,37,0,0,0,0,0,0,0,0,0,0,63,93,193,225,231,106,48,6,3,968,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,10,0,3,4,3,0,0,0,0,0,10,16,57,126,114,69,32,5,0,0,419
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,0,3,7,3,3,4,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,0,0,3,6,3,0,0,0,0,12,6,3,14,17,19,9,5,0,0,73,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,3,5,17,17,15,15,6,0,0,78,6,6,13,0,3,0,0,0,0,28,3,0,0,4,0,0,0,0,0,7,147,96,270,282,216,143,35,9,4,1202,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,8,3,0,0,4,0,0,15,5,0,8,3,0,0,4,0,0,20,122,109,249,151,89,40,13,5,0,778
