region_id,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_Lat_Da_Saint_0_14,C06_C_Lat_Da_Saint_15_24,C06_C_Lat_Da_Saint_25_34,C06_C_Lat_Da_Saint_35_44,C06_C_Lat_Da_Saint_45_54,C06_C_Lat_Da_Saint_55_64,C06_C_Lat_Da_Saint_65_74,C06_C_Lat_Da_Saint_75_84,C06_C_Lat_Da_Saint_85ov,C06_C_Lat_Da_Saint_Tot,C06_C_Luthe_0_14,C06_C_Luthe_15_24,C06_C_Luthe_25_34,C06_C_Luthe_35_44,C06_C_Luthe_45_54,C06_C_Luthe_55_64,C06_C_Luthe_65_74,C06_C_Luthe_75_84,C06_C_Luthe_85ov,C06_C_Luthe_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_To,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Sev_day_Adv_0_14,C06_C_Sev_day_Adv_15_24,C06_C_Sev_day_Adv_25_34,C06_C_Sev_day_Adv_35_44,C06_C_Sev_day_Adv_45_54,C06_C_Sev_day_Adv_55_64,C06_C_Sev_day_Adv_65_74,C06_C_Sev_day_Adv_75_84,C06_C_Sev_day_Adv_85oe,C06_C_Sev_day_Adv_Tot,C06_C_Unit_Chur_0_14,C06_C_Unit_Chur_15_24,C06_C_Unit_Chur_25_34,C06_C_Unit_Chur_35_44,C06_C_Unit_Chur_45_54,C06_C_Unit_Chur_55_64,C06_C_Unit_Chur_65_74,C06_C_Unit_Chur_75_84,C06_C_Unit_Chur_85ov,C06_C_Unit_Chur_Tot,C06_C_Christi_nfd_0_14,C06_C_Christi_nfd_15_24,C06_C_Christi_nfd_25_34,C06_C_Christi_nfd_35_44,C06_C_Christi_nfd_45_54,C06_C_Christi_nfd_55_64,C06_C_Christi_nfd_65_74,C06_C_Christi_nfd_75_84,C06_C_Christi_nfd_85ov,C06_C_Christi_nfd_Tot,C06_C_Oth_Chris_0_14,C06_C_Oth_Chris_15_24,C06_C_Oth_Chris_25_34,C06_C_Oth_Chris_35_44,C06_C_Oth_Chris_45_54,C06_C_Oth_Chris_55_64,C06_C_Oth_Chris_65_74,C06_C_Oth_Chris_75_84,C06_C_Oth_Chris_85ov,C06_C_Oth_Chris_Tot,C06_Christia_Tot_0_14,C06_Christia_Tot_15_24,C06_Christia_Tot_25_34,C06_Christia_Tot_35_44,C06_Christia_Tot_45_54,C06_Christia_Tot_55_64,C06_Christia_Tot_65_74,C06_Christia_Tot_75_84,C06_Christia_Tot_85ov,C06_Christ_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_AusAborTrad_0_14,C06_OR_AusAborTrad15_24,C06_OR_AusAborTrad25_34,C06_OR_AusAborTrad35_44,C06_OR_AusAborTrad45_54,C06_OR_AusAborTrad55_64,C06_OR_AusAborTrad65_74,C06_OR_AusAborTrad75_84,C06_OR_AusAborTrad85oe,C06_OR_AusAborTrade_Tot,C06_OR_Ot_Re_Gr_0_14,C06_OR_Ot_Re_Gr_15_24,C06_OR_Ot_Re_Gr_25_34,C06_OR_Ot_Re_Gr_35_44,C06_OR_Ot_Re_Gr_45_54,C06_OR_Ot_Re_Gr_55_64,C06_OR_Ot_Re_Gr_65_74,C06_OR_Ot_Re_Gr_75_84,C06_OR_Ot_Re_Gr_85ov,C06_OR_Ot_Re_Gr_Tot,C06_OthRel_T_0_14,C06_OthRel_T_15_24,C06_OthRel_T_25_34,C06_OthRel_T_35_44,C06_OthRel_T_45_54,C06_OthRel_T_55_64,C06_OthRel_T_65_74,C06_OthRel_T_75_84,C06_OthRel_T_85ov,C06_OthRel_T_T,C06_NoRel_0_14,C06_NoRel_15_24,C06_NoRel_25_34,C06_NoRel_35_44,C06_NoRel_45_54,C06_NoRel_55_64,C06_NoRel_65_74,C06_NoRel_75_84,C06_NoRel_85ov,C06_NoRel_Tot
LGA11450,51,34,28,38,45,22,10,11,0,239,32,10,28,11,10,12,3,8,3,117,30,22,24,56,33,33,26,16,3,243,3,3,3,0,3,3,0,0,0,15,28,24,17,18,24,13,12,5,5,146,166,113,82,111,86,58,13,8,0,637,149,92,149,221,258,197,115,88,32,1301,11,14,4,12,20,12,13,5,0,91,9,13,13,7,12,9,0,3,0,66,397,294,203,280,299,220,117,101,47,1958,191,64,99,107,61,51,21,10,3,607,23,20,3,14,18,12,6,0,3,99,9503,4980,5619,6480,5067,3619,1914,1230,464,38876,45,15,32,42,17,5,3,0,0,159,139,65,64,67,34,25,4,0,4,402,3,0,7,0,3,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,18,27,10,35,14,8,3,3,0,118,18,27,10,35,14,8,3,3,0,118,1853,912,907,813,583,316,113,53,27,5577
LGA11500,149,119,115,112,128,118,49,23,6,819,445,277,191,181,114,71,29,4,3,1315,64,70,51,79,124,115,74,54,15,646,211,118,75,114,117,51,25,11,4,726,167,105,50,109,78,51,20,9,0,589,610,355,269,309,253,144,39,20,3,2002,430,373,388,492,726,643,315,182,52,3601,69,85,45,64,73,56,33,13,8,446,237,149,76,104,85,43,15,10,5,724,733,700,421,474,689,516,225,134,45,3937,625,374,274,303,241,145,35,21,7,2025,65,48,45,44,47,23,11,5,0,288,21419,16337,12738,13883,15742,11532,5012,2898,831,100392,898,393,610,706,411,159,80,22,3,3282,2205,1082,1007,966,712,271,101,16,5,6365,8,10,6,8,5,7,5,4,0,53,3,3,3,3,3,0,3,0,0,18,163,157,142,130,111,52,30,7,4,796,166,160,145,133,114,52,33,7,4,814,4996,2909,2477,1904,1649,914,310,121,34,15314
LGA11520,16,22,25,14,24,29,10,10,0,150,11,4,12,8,9,3,9,4,4,64,22,20,52,46,38,40,17,19,11,265,55,39,71,29,20,35,17,4,0,270,16,14,22,17,8,8,7,3,0,95,73,63,124,73,60,43,18,8,0,462,251,166,336,365,331,282,177,164,77,2149,6,4,10,4,13,13,7,3,7,67,5,3,12,14,4,14,6,5,3,66,250,220,299,257,308,256,129,134,46,1899,85,90,108,91,76,60,17,11,3,541,8,3,6,11,13,3,3,3,0,50,7636,4783,7254,7374,6007,5253,3794,2922,986,46009,127,139,306,112,80,52,20,10,0,846,141,123,154,116,76,66,40,24,0,740,25,14,19,31,25,28,13,16,4,175,0,0,0,0,0,0,0,0,0,0,40,36,74,61,44,18,4,3,3,283,40,36,74,61,44,18,4,3,3,283,1451,1311,1795,1596,1344,738,308,189,50,8782
LGA11550,63,59,56,60,57,52,41,19,4,411,54,31,32,35,30,18,4,4,0,208,12,23,21,32,32,29,58,38,14,259,150,137,142,108,119,97,64,41,12,870,110,65,70,64,56,32,18,17,3,435,292,181,173,197,142,99,40,22,4,1150,452,315,344,397,383,294,209,216,84,2694,34,30,29,28,49,48,24,22,11,275,90,36,46,49,42,25,19,19,6,332,527,328,307,402,373,270,205,248,93,2753,275,231,247,201,191,109,60,30,7,1351,17,21,15,21,31,10,8,8,4,135,13328,8725,9995,11056,9429,8929,7113,4958,1501,75034,351,302,539,312,264,106,50,10,6,1940,5573,3082,3832,2572,1445,783,297,152,30,17766,5,8,16,11,7,14,10,12,0,83,4,0,0,4,0,0,0,0,0,8,139,133,174,130,98,51,19,8,0,752,143,133,174,134,98,51,19,8,0,760,2708,1872,1965,2540,2383,1017,612,333,92,13522
LGA11600,3,0,0,0,0,0,0,3,0,6,4,0,3,4,0,0,0,0,0,11,4,4,0,4,6,0,3,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,7,10,19,30,28,37,15,3,162,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,6,68,30,30,64,58,41,51,15,7,364,13,3,11,3,3,3,0,0,0,36,0,4,0,0,0,0,0,0,0,4,426,237,243,346,355,274,237,111,27,2256,0,4,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,9,3,0,0,3,0,3,0,3,0,12,119,29,44,43,35,20,4,6,0,300
LGA11700,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,5,0,0,18,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,15,7,0,0,6,0,4,0,0,0,17,3,7,4,8,19,23,12,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,10,18,41,19,11,8,3,141,7,0,0,3,3,3,3,3,0,22,0,0,3,0,0,0,0,0,0,3,299,160,165,210,265,241,132,43,9,1524,0,0,0,0,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,3,0,0,0,6,58,41,39,40,45,41,15,9,3,291
LGA11720,33,30,21,17,19,40,22,11,4,197,48,23,12,27,19,11,10,7,0,157,14,11,20,15,12,29,26,21,4,152,0,0,3,0,0,0,0,0,0,3,31,17,12,23,30,25,20,9,9,176,76,27,25,59,40,40,18,3,0,288,182,170,254,273,404,372,223,192,54,2124,88,49,27,49,44,41,26,11,4,339,22,26,19,30,36,26,21,20,3,203,593,437,360,445,612,597,365,345,119,3873,111,65,56,70,81,60,20,16,0,479,3,4,3,0,3,3,4,0,4,24,6596,4094,3885,4561,5073,4457,2661,1992,637,33956,7,9,10,8,7,8,4,0,0,53,20,13,9,9,8,4,3,0,0,66,0,0,3,3,3,4,0,0,0,13,0,0,0,3,0,0,0,0,0,3,11,13,15,26,19,9,3,0,0,96,11,13,15,29,19,9,3,0,0,99,2258,994,898,846,800,536,219,102,36,6689
LGA11730,68,33,33,35,44,39,19,7,11,289,11,16,0,9,6,13,11,6,0,72,16,5,11,16,43,38,32,22,3,186,3,0,0,3,0,0,0,0,0,6,12,5,4,6,11,7,8,3,3,59,104,53,39,62,68,55,38,20,0,439,476,273,224,451,530,568,536,324,146,3528,59,33,34,26,49,59,30,16,6,312,17,17,16,12,21,20,24,13,9,149,276,175,146,261,381,519,385,255,98,2496,167,73,62,67,90,63,46,15,3,586,8,0,5,6,0,6,4,5,0,34,6143,3219,2694,4388,5319,5453,4431,2805,900,35352,4,3,0,3,10,3,0,0,0,23,7,3,9,8,5,0,3,0,0,35,6,0,0,6,4,0,0,6,0,22,5,0,3,3,0,0,0,0,0,11,27,21,24,35,37,27,3,0,3,177,32,21,27,38,37,27,3,0,3,188,2182,974,845,899,1116,787,395,213,52,7463
LGA11750,11,5,0,7,3,3,0,3,0,32,3,0,0,3,0,0,0,0,0,6,11,0,6,3,3,3,0,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,3,3,0,0,8,0,0,0,0,14,10,7,12,25,29,20,22,6,0,131,0,0,0,3,0,0,3,3,0,9,0,0,0,0,0,3,0,0,0,3,66,41,48,53,69,64,36,20,9,406,0,4,3,3,3,3,3,0,0,19,0,4,0,0,3,3,0,0,0,10,771,473,485,566,572,444,314,140,39,3804,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,5,0,0,0,15,0,3,4,0,3,5,0,0,0,15,212,119,112,101,77,43,14,3,0,681
LGA11800,78,53,41,56,57,51,44,14,3,397,40,13,18,17,12,16,12,5,3,136,26,23,25,40,55,71,62,29,7,338,0,0,0,5,0,0,0,0,0,5,29,17,14,25,32,24,19,20,8,188,296,222,137,137,212,104,50,25,10,1193,263,178,184,398,518,549,479,361,104,3034,47,30,20,42,30,37,39,14,0,259,58,19,32,39,27,35,21,32,4,267,434,333,231,395,538,563,449,338,119,3400,342,233,137,186,221,134,63,38,10,1364,18,10,13,6,11,12,12,12,3,97,7901,4950,3845,6027,6983,6221,4863,3343,1076,45209,18,10,11,8,6,11,7,0,0,71,49,17,22,30,15,8,3,0,0,144,0,8,7,10,3,14,3,3,3,51,10,7,3,4,5,3,0,0,0,32,180,126,115,135,160,67,46,30,5,864,190,133,118,139,165,70,46,30,5,896,3296,1932,1501,1640,1722,1203,589,298,75,12256
LGA11860,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,0,16,24,6,23,13,22,22,20,5,0,135,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,67,35,25,41,51,36,19,10,4,288,3,3,0,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,286,114,133,196,203,156,102,37,11,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,21,38,38,32,17,7,0,0,237
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,5,4,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,11,3,0,6,3,0,0,0,0,23,14,6,17,31,22,33,16,16,9,164,0,0,0,0,0,3,3,3,0,9,0,0,0,3,0,3,0,0,0,6,86,35,34,66,73,54,79,44,29,500,8,3,7,5,11,8,3,3,0,48,0,0,0,0,0,0,0,0,0,0,742,300,269,461,460,422,333,206,76,3269,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,3,0,4,0,0,0,0,0,7,144,46,49,55,45,28,7,13,0,387
LGA12050,10,3,4,9,7,9,5,5,3,55,4,3,3,3,8,3,3,0,0,27,20,10,3,15,19,23,24,20,3,137,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,9,11,22,5,4,9,4,4,3,0,62,29,16,12,28,50,53,33,21,8,250,3,0,4,7,3,3,0,0,3,23,7,4,0,0,0,0,0,0,0,11,61,39,23,50,82,54,33,16,11,369,19,13,6,6,25,10,8,0,3,90,0,0,0,0,3,3,0,0,3,9,1371,703,625,946,1089,958,642,454,159,6947,6,3,3,7,0,0,0,0,0,19,8,4,0,3,0,3,0,0,0,18,3,0,0,0,6,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,8,7,6,3,5,4,0,0,0,33,8,7,6,3,5,4,0,0,0,33,389,223,166,212,223,131,78,38,8,1468
LGA12150,0,0,3,3,3,11,5,0,0,25,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,7,24,21,15,37,49,43,29,24,11,253,3,3,0,0,0,0,3,0,0,9,0,0,0,3,0,0,0,0,0,3,12,23,24,23,37,32,20,11,7,189,3,0,3,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,803,385,366,500,538,451,316,212,59,3630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,35,46,35,28,18,10,6,3,299
LGA12200,7,7,8,5,5,3,3,3,0,41,6,0,5,0,0,3,0,0,0,14,0,0,3,0,3,0,8,6,0,20,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,0,0,3,0,21,10,0,3,3,10,3,4,0,0,33,19,5,13,31,40,47,50,28,14,247,4,6,3,4,6,9,4,5,0,41,0,0,0,3,0,0,7,4,0,14,93,38,34,85,65,96,81,62,24,578,16,10,4,8,11,4,3,6,0,62,0,0,0,0,0,0,0,0,0,0,1179,588,511,789,858,844,680,482,140,6071,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,9,0,3,0,3,0,0,3,0,0,9,171,101,63,69,91,55,30,5,0,585
LGA12300,9,3,3,3,0,3,3,0,0,24,0,0,0,4,6,0,0,0,0,10,16,16,6,10,23,20,15,8,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,7,4,6,4,0,0,0,45,130,53,59,104,133,166,178,132,45,1000,0,0,0,0,4,3,8,0,0,15,0,0,3,0,3,0,3,0,3,12,110,63,52,94,111,129,86,91,21,757,12,5,4,6,12,12,10,5,0,66,0,0,0,0,0,0,4,0,0,4,1462,786,717,1010,1222,1262,1064,762,188,8473,0,0,3,0,0,3,0,0,0,6,0,3,0,0,0,0,3,0,0,6,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,0,0,0,17,0,5,3,3,3,3,0,0,0,17,431,159,213,226,178,162,107,60,9,1545
LGA12350,28,15,9,15,16,12,3,6,0,104,8,3,4,0,0,0,4,0,0,19,6,3,3,3,9,11,8,3,3,49,4,0,0,0,0,0,0,0,0,4,3,3,3,0,0,5,3,0,0,17,15,13,6,14,14,8,5,0,0,75,70,40,57,94,86,123,105,93,24,692,11,5,11,6,10,9,11,0,4,67,4,3,0,0,0,0,6,0,4,17,98,60,64,73,107,109,60,56,28,655,54,28,16,22,30,20,7,4,0,181,4,0,0,0,0,5,0,0,0,9,2115,1037,959,1296,1411,1416,1101,733,230,10298,0,3,0,4,0,0,0,0,0,7,4,0,5,0,0,6,0,0,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,3,0,0,19,0,0,9,3,0,4,3,0,0,19,342,164,137,136,146,106,42,22,3,1098
LGA12500,0,0,0,3,5,3,3,3,0,17,0,0,0,0,0,0,0,0,0,0,4,3,7,4,7,9,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,10,9,0,0,3,0,0,0,0,0,12,20,26,30,44,90,59,47,52,14,382,19,8,4,3,11,3,4,3,0,55,0,0,0,0,0,0,0,4,0,4,135,92,63,103,178,106,110,107,31,925,22,7,0,9,11,4,0,4,0,57,0,0,0,0,0,0,0,0,0,0,980,536,518,721,876,671,576,464,128,5470,3,4,0,0,6,0,0,0,0,13,3,3,3,4,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,7,350,189,176,145,113,66,35,32,5,1111
LGA12600,24,13,15,13,16,9,3,14,3,110,17,7,8,7,4,6,5,0,0,54,49,32,28,26,33,22,25,6,0,221,5,0,3,8,0,0,0,0,0,16,7,7,11,0,5,4,0,0,0,34,126,99,50,54,94,42,15,7,5,492,260,187,178,267,325,266,186,145,42,1856,46,22,29,24,28,17,9,6,3,184,28,16,16,16,9,16,16,13,3,133,531,325,306,366,426,371,268,200,82,2875,158,93,80,82,68,43,22,12,3,561,0,0,0,0,3,3,3,0,3,12,6865,3932,3472,4235,4185,3313,2301,1516,470,30289,19,11,15,28,17,5,0,0,3,98,53,10,13,24,11,6,4,0,0,121,0,3,3,0,0,0,3,0,0,9,6,3,3,4,0,0,0,0,0,16,4,15,13,14,15,7,6,3,0,77,10,18,16,18,15,7,6,3,0,93,1037,536,536,419,343,217,92,71,15,3266
LGA12700,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,4,4,3,0,24,0,0,0,0,0,0,0,0,0,0,10,4,0,6,5,0,10,0,0,35,9,3,0,9,3,7,0,0,0,31,71,37,37,79,82,83,59,39,20,507,3,3,3,3,3,4,0,0,0,19,0,0,0,0,0,4,4,0,0,8,110,62,47,90,117,120,59,36,20,661,21,14,3,22,20,6,0,3,0,89,0,0,0,0,0,0,0,0,0,0,1197,601,518,871,915,820,561,325,125,5933,0,0,0,0,4,0,0,0,0,4,3,3,0,3,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,5,5,0,0,22,0,5,7,0,0,5,5,0,0,22,296,136,110,173,176,130,59,15,7,1102
LGA12750,35,23,23,37,35,38,25,17,3,236,9,0,5,6,4,7,0,0,0,31,15,10,14,36,40,57,72,52,5,301,0,3,0,0,0,0,3,0,0,6,0,0,4,3,3,11,3,6,0,30,62,34,28,32,51,32,27,10,0,276,81,53,56,146,243,294,292,216,97,1478,26,9,12,12,12,25,10,9,0,115,33,3,15,4,16,8,9,4,0,92,257,125,88,195,243,328,273,254,74,1837,108,53,34,59,84,71,32,17,9,467,3,0,0,3,0,7,10,8,4,35,3560,1922,1650,2772,3600,4104,3377,2356,715,24056,3,4,4,9,12,7,0,0,0,39,8,3,0,13,4,4,4,0,0,36,4,0,4,7,6,9,4,0,0,34,12,3,6,4,0,0,0,0,0,25,13,7,17,17,29,23,10,0,0,116,25,10,23,21,29,23,10,0,0,141,1696,808,662,832,965,781,470,274,44,6532
LGA12850,162,125,87,105,98,98,48,34,6,763,264,140,102,96,81,31,23,11,3,751,33,28,27,38,67,94,105,81,22,495,212,166,116,142,143,96,93,44,3,1015,136,99,67,79,81,40,30,29,8,569,378,232,187,184,181,110,41,11,6,1330,99,133,103,154,221,215,209,135,35,1304,23,24,16,19,26,29,19,16,3,175,127,89,65,82,74,64,43,21,13,578,363,304,167,220,287,195,135,99,33,1803,506,397,318,287,268,191,86,47,13,2113,34,32,9,23,29,16,10,11,5,169,20437,15759,12890,14256,14892,12167,8411,4999,1242,105053,227,184,189,187,218,106,39,11,5,1166,2653,1477,1277,1059,791,423,138,46,5,7869,3,0,0,5,0,3,3,3,3,20,3,0,0,0,0,0,0,0,0,3,207,191,138,150,143,86,50,10,8,983,210,191,138,150,143,86,50,10,8,986,2915,2081,1793,1589,1603,790,406,252,69,11498
LGA12900,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,15,13,3,15,7,12,5,5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,3,4,3,0,0,17,41,25,37,72,87,94,58,41,13,468,12,14,7,10,10,7,3,3,3,69,0,0,0,0,3,5,0,0,0,8,119,71,56,93,83,80,75,80,16,673,41,11,12,17,12,6,8,3,0,110,0,0,0,0,0,7,0,0,0,7,1618,875,783,1040,1032,1041,788,472,157,7806,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,12,5,3,0,4,0,0,0,0,0,12,249,89,108,71,75,81,23,10,3,709
LGA12950,15,0,3,3,3,3,3,3,0,33,4,0,0,0,0,0,0,0,0,4,5,5,8,7,18,15,12,7,5,82,0,0,0,0,0,0,0,0,0,0,18,3,5,3,5,3,3,3,0,43,50,19,14,20,24,16,14,4,0,161,69,40,51,78,89,73,65,64,14,543,0,0,0,3,3,3,3,0,0,12,0,3,0,3,0,0,0,4,0,10,43,43,28,45,60,50,37,30,13,349,9,3,3,8,0,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,780,368,315,477,543,485,397,267,86,3718,0,0,0,0,0,0,0,3,0,3,3,3,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,121,55,72,44,66,43,11,5,3,420
LGA13010,3,3,0,8,6,3,7,3,3,36,0,0,0,0,3,0,0,0,0,3,0,8,4,6,4,8,5,7,0,42,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,6,0,18,25,10,9,10,12,11,12,0,0,89,42,32,32,72,63,89,63,26,19,438,19,6,6,7,13,6,0,3,3,63,0,3,4,0,3,4,3,3,0,20,81,57,39,75,104,124,96,73,35,684,34,11,10,15,27,15,8,9,3,132,0,0,0,0,0,0,0,0,3,3,1323,626,602,863,956,1038,776,488,201,6873,0,0,0,3,0,3,0,0,0,6,0,0,0,3,3,0,0,0,0,6,0,3,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,12,7,0,7,8,4,4,0,0,42,12,7,0,7,8,4,4,0,0,42,275,123,103,107,128,94,66,17,5,918
LGA13050,4,5,0,7,0,4,0,0,0,20,0,0,0,0,0,4,0,0,0,4,3,0,0,3,0,4,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,3,3,3,3,3,0,18,23,16,19,51,49,81,81,53,12,385,4,0,0,0,0,5,0,0,0,9,0,0,6,4,0,0,0,0,0,10,53,15,12,39,59,57,60,43,4,342,22,9,5,14,18,9,7,4,0,88,0,0,0,0,0,0,0,0,0,0,573,283,257,469,544,644,482,305,80,3637,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,11,4,0,0,4,0,3,0,0,0,11,170,85,43,75,88,72,35,12,3,583
