region_id,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5
LGA55670,22,7,8,92,29,12,19,17,0,77,0,0,3,0,0,3,89,24,44,24,8,189,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,24,44,24,8,193,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,43,17,23,8,4,95,24,20,18,11,5,78,3,0,0,0,3,6,86,37,41,19
LGA55740,144,30,5,589,206,150,222,154,36,768,6,0,0,0,0,6,576,322,373,187,41,1499,0,0,0,0,0,0,7,0,0,0,0,7,45,5,0,0,0,50,50,30,14,0,0,94,3,0,9,3,0,15,0,0,0,3,0,3,105,35,23,6,0,169,0,0,0,0,0,0,41,3,4,0,0,48,103,17,6,3,0,129,13,11,0,0,0,24,3,0,0,0,0,3,4,0,0,0,0,4,164,31,10,3,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,388,406,196,41,1876,0,0,0,0,0,0,5,0,0,0,0,5,81,25,10,0,0,116,284,127,143,30,5,589,241,178,267,152,44,882,10,3,0,0,0,13,621,333,420,182
LGA55810,10,0,7,48,9,3,4,0,0,16,0,0,0,0,0,0,37,17,14,0,7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,40,20,17,3,7,87,0,0,0,0,0,0,3,0,0,0,3,6,0,8,0,0,0,8,24,26,13,5,5,73,12,5,0,3,8,28,0,3,0,0,0,3,39,42,13,8
LGA55880,15,5,5,79,18,13,13,13,6,63,3,0,0,0,0,3,69,37,28,18,11,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,37,28,18,11,163,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,38,12,14,4,3,71,20,10,13,6,5,54,3,0,0,0,0,3,70,22,27,10
LGA55950,14,10,0,86,22,13,7,10,0,52,0,0,0,0,0,0,85,31,24,20,0,160,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,89,31,28,20,0,168,0,0,0,0,0,0,4,0,0,0,0,4,7,3,4,0,0,14,49,15,11,5,0,80,28,7,8,6,3,52,0,0,0,0,0,0,88,25,23,11
LGA56020,18,12,9,96,27,10,24,11,4,76,3,3,0,3,0,9,78,35,45,26,13,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,35,45,26,13,197,0,0,0,0,0,0,3,0,0,0,0,3,5,3,3,0,0,11,42,8,13,9,7,79,23,9,18,8,6,64,0,0,0,0,0,0,73,20,34,17
LGA56090,593,149,34,3379,1705,1019,1501,789,360,5374,37,9,15,6,7,74,3970,1869,2149,961,404,9353,0,0,0,0,0,0,4,0,0,0,0,4,17,3,3,0,0,23,41,8,0,0,3,52,4,3,3,0,0,10,0,0,0,0,0,0,66,14,6,0,3,89,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,3,10,16,4,3,3,0,26,0,3,0,0,0,3,0,0,0,0,0,0,26,7,3,3,3,42,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,6,0,3,0,0,0,3,0,0,0,0,0,0,9,3,0,0,3,15,0,0,0,0,0,0,4071,1893,2158,964,413,9499,4,6,0,3,0,13,36,6,0,3,0,45,332,83,40,14,0,469,1859,724,555,163,47,3348,1964,1127,1517,771,340,5719,56,12,11,3,10,92,4251,1958,2123,957
LGA56160,0,0,3,12,4,4,0,3,0,11,0,0,0,0,0,0,10,7,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,7,0,3,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,4,0,0,13,3,3,0,3,0,9,0,0,0,0,0,0,12,3,7,3
LGA56230,171,59,19,1055,569,265,328,189,95,1446,21,4,4,7,0,36,1494,474,521,255,114,2858,0,0,0,0,0,0,3,0,0,0,0,3,36,3,4,0,0,43,86,13,23,0,0,122,53,21,23,16,4,117,3,3,0,0,0,6,181,40,50,16,4,291,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,13,3,0,0,0,16,27,0,4,0,0,31,25,3,6,3,0,37,0,7,0,0,0,7,3,0,3,3,0,9,0,0,0,0,0,0,68,13,13,6,0,100,0,0,0,0,0,0,1752,527,584,277,118,3258,4,3,0,0,0,7,35,4,0,0,0,39,267,20,18,3,0,308,761,223,175,54,26,1239,777,391,534,252,120,2074,24,0,9,3,5,41,1868,641,736,312
LGA56300,22,11,0,149,56,14,22,17,3,112,6,3,0,0,0,9,192,45,47,28,3,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,3,3,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,14,3,3,0,0,20,0,0,0,0,0,0,206,48,50,28,3,335,4,0,0,0,0,4,6,0,0,0,0,6,40,5,0,0,0,45,104,17,23,11,3,158,65,20,18,17,7,127,0,3,0,0,0,3,219,45,41,28
LGA56370,12,7,4,111,41,15,22,13,4,95,0,3,0,0,0,3,121,57,34,20,8,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,57,37,20,8,246,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,3,0,24,69,22,12,9,0,112,48,15,19,6,5,93,0,0,0,0,0,0,135,40,31,18
LGA56450,12,7,4,77,51,24,24,13,4,116,0,0,0,0,0,0,102,35,39,20,8,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,35,39,20,8,204,0,3,0,0,0,3,3,0,0,0,0,3,8,3,3,0,0,14,45,15,18,0,3,81,52,29,26,16,7,130,0,0,0,0,0,0,108,50,47,16
LGA56520,117,30,13,529,126,56,105,53,20,360,8,3,0,3,5,19,479,166,231,86,38,1000,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,5,507,166,236,89,38,1036,0,0,0,0,0,0,8,0,0,0,0,8,69,19,5,0,0,93,262,90,87,32,11,482,134,57,81,70,33,375,4,3,0,0,0,7,477,169,173,102
LGA56580,346,76,9,1428,686,514,925,530,162,2817,10,5,3,6,0,24,1635,898,1306,624,174,4637,0,0,0,0,0,0,3,0,0,0,0,3,36,6,3,0,0,45,53,32,15,5,0,105,4,4,13,3,3,27,4,0,0,0,0,4,100,42,31,8,3,184,0,0,0,0,0,0,15,0,0,0,0,15,83,13,4,0,0,100,25,12,6,0,0,43,0,0,0,0,0,0,6,0,0,0,0,6,129,25,10,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,3,3,27,1873,974,1350,635,180,5012,0,3,0,0,0,3,8,0,0,3,0,11,221,58,31,9,0,319,652,334,345,67,13,1411,776,564,1005,575,178,3098,18,8,3,0,0,29,1675,967,1384,654
LGA56620,23,18,69,179,5,3,3,3,5,19,0,0,0,0,3,3,53,27,29,21,80,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,3,9,0,0,0,0,0,0,56,27,29,24,83,219,0,0,0,0,0,0,4,0,0,0,0,4,7,3,3,0,3,16,40,26,25,26,48,165,5,14,10,3,20,52,0,0,0,3,0,3,56,43,38,32
LGA56730,193,70,39,1164,338,174,207,128,94,941,19,7,9,4,0,39,1184,464,429,207,133,2417,0,0,0,0,0,0,3,0,0,0,0,3,12,3,3,0,0,18,7,5,3,0,3,18,0,0,3,0,0,3,0,0,0,0,0,0,22,8,9,0,3,42,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,3,0,3,0,0,6,3,0,3,0,0,6,3,0,0,3,0,6,3,0,0,0,0,3,18,0,6,3,0,27,0,0,0,0,0,0,1235,472,444,210,136,2497,4,0,0,0,3,7,16,0,0,0,0,16,188,54,25,7,0,274,648,228,207,87,25,1195,374,198,244,144,106,1066,12,3,10,0,3,28,1242,483,486,238
LGA56790,72,20,10,404,118,49,59,41,14,281,7,0,0,0,0,7,423,157,139,61,28,808,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,3,20,10,0,0,0,0,10,7,4,0,0,0,11,7,0,4,0,0,11,7,4,0,0,0,11,8,0,0,0,0,8,0,0,0,0,0,0,39,8,4,0,0,51,0,0,0,0,0,0,490,169,143,61,31,894,0,0,3,0,0,3,16,0,0,0,0,16,92,16,4,0,0,112,232,64,65,27,6,394,122,46,54,40,17,279,7,0,3,0,3,13,469,126,129,67
LGA56860,5,3,0,23,6,12,4,3,5,30,0,0,0,0,0,0,29,12,12,6,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,12,6,5,64,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,11,4,3,0,0,18,10,4,4,4,7,29,0,0,0,0,0,0,28,8,7,4
LGA56930,16,0,3,78,61,41,63,47,22,234,0,0,0,0,0,0,115,54,82,47,25,323,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,12,4,0,0,0,16,0,3,0,0,0,3,0,0,0,0,0,0,15,10,0,0,0,25,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,64,82,47,25,362,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,45,16,12,3,0,76,79,34,72,38,27,250,0,0,0,0,0,0,134,50,84,41
LGA57000,13,12,3,62,35,11,9,6,4,65,0,0,3,0,0,3,72,21,28,18,7,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,75,21,28,18,7,149,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,26,12,20,6,0,64,32,11,17,6,3,69,0,0,0,0,0,0,71,23,37,12
LGA57080,5,0,0,62,13,7,12,3,0,35,4,0,0,0,0,4,85,27,17,3,0,132,0,0,0,0,0,0,9,0,0,0,0,9,43,7,5,0,0,55,86,33,21,3,3,146,14,18,21,9,3,65,0,3,0,0,0,3,152,61,47,12,6,278,15,0,0,3,0,18,168,18,6,0,0,192,651,119,23,4,0,797,351,91,53,6,3,504,19,5,10,0,0,34,14,3,3,0,0,20,1218,236,95,13,3,1565,0,0,0,0,0,0,3,3,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,6,0,0,3,12,0,0,0,0,0,0,1458,330,159,28,12,1987,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,24,7,10,3,0,44,12,18,5,6,0,41,4,0,0,0,0,4,52,25,15,9
LGA57140,23,9,3,138,40,26,24,11,5,106,0,3,0,0,3,6,141,54,50,20,11,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,153,57,53,20,11,294,3,0,0,0,0,3,3,0,0,0,0,3,23,7,3,0,0,33,103,30,18,4,4,159,52,21,20,24,5,122,3,0,0,0,0,3,187,58,41,28
LGA57210,88,39,16,573,161,87,94,64,28,434,9,0,0,0,0,9,602,214,193,107,50,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,4,0,0,0,0,4,5,6,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,6,5,0,0,29,0,0,3,0,0,3,620,223,201,107,50,1201,4,0,4,0,0,8,25,0,0,0,0,25,101,21,9,0,4,135,350,111,87,26,10,584,198,99,103,62,28,490,7,3,4,4,3,21,685,234,207,92
LGA57280,248,104,48,1110,132,117,163,97,97,606,23,9,3,4,5,44,671,429,426,208,156,1890,0,0,0,0,0,0,15,0,0,0,0,15,15,11,3,0,0,29,40,24,16,3,3,86,7,4,5,3,3,22,0,0,4,0,0,4,77,39,28,6,6,156,0,0,0,0,0,0,13,0,0,0,0,13,21,5,0,0,0,26,23,14,12,3,0,52,0,3,6,3,3,15,4,0,0,0,0,4,61,22,18,6,3,110,7,0,4,0,0,11,24,0,0,0,0,24,12,6,4,0,0,22,9,4,5,3,3,24,4,0,0,0,0,4,4,0,0,0,0,4,60,10,13,3,3,89,3,0,0,0,0,3,872,500,485,223,168,2248,0,0,0,0,4,4,13,0,0,0,0,13,50,28,8,4,3,93,417,300,231,97,46,1091,185,131,247,180,102,845,22,3,3,3,11,42,687,462,489,284
LGA57350,20,7,8,126,36,24,19,14,4,97,0,0,0,0,0,0,132,40,44,21,12,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,8,3,3,0,17,0,0,0,0,0,0,6,8,3,3,0,20,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,147,48,47,24,12,278,3,0,0,0,0,3,0,0,0,0,0,0,26,3,7,0,4,40,80,21,24,5,4,134,63,13,14,12,6,108,0,0,0,0,0,0,172,37,45,17
