region_id,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5
LGA17550,1547,499,137,7821,1939,1158,1584,1012,568,6261,103,30,33,12,6,184,7272,3102,3295,1563,722,15954,3,3,0,0,0,6,33,3,0,0,0,36,813,155,36,5,0,1009,1294,478,270,74,19,2135,33,16,24,16,10,99,50,6,7,3,0,66,2226,661,337,98,29,3351,3,3,0,0,0,6,65,4,0,0,0,69,662,144,41,5,3,855,301,112,62,15,0,490,16,4,5,3,5,33,43,10,0,0,0,53,1090,277,108,23,8,1506,15,3,3,0,0,21,145,0,3,0,0,148,370,24,12,4,0,410,74,12,3,3,0,92,11,0,5,0,4,20,13,3,3,0,0,19,628,42,29,7,4,710,3,3,3,3,0,12,11219,4085,3772,1694,763,21533,14,3,7,6,0,30,117,14,7,3,3,144,1224,236,118,22,12,1612,4164,1674,1475,461,143,7917,2276,1341,1672,1113,561,6963,99,19,18,12,9,157,7894,3287,3297,1617
LGA17620,302,105,29,1670,475,228,338,218,83,1342,23,0,5,0,0,28,1617,666,658,327,112,3380,0,0,0,0,0,0,3,0,0,0,0,3,4,3,3,0,0,10,11,3,3,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,21,6,6,0,0,33,3,0,0,0,0,3,5,0,0,0,0,5,25,16,3,0,0,44,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,51,16,3,0,0,70,0,0,0,0,0,0,3,0,0,0,0,3,10,0,3,0,0,13,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,16,4,3,0,0,23,4,3,0,0,0,7,1709,695,670,327,112,3513,0,0,0,0,0,0,20,0,0,3,3,26,199,62,24,3,3,291,861,338,284,128,31,1642,547,299,363,216,88,1513,24,10,7,0,3,44,1651,709,678,350
LGA17640,122,50,26,877,295,130,172,124,54,775,16,0,3,0,0,19,957,346,315,177,83,1878,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,6,4,3,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,10,6,3,0,0,19,3,3,0,0,0,6,976,355,321,183,83,1918,3,0,0,0,0,3,15,0,3,0,0,18,126,34,10,9,0,179,524,166,144,50,10,894,353,144,172,122,54,845,9,4,3,0,3,19,1030,348,332,181
LGA17650,153,57,12,763,196,111,141,95,57,600,7,4,0,0,0,11,721,302,308,152,72,1555,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,10,5,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,3,9,6,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,736,311,314,152,72,1585,0,0,0,0,0,0,21,0,3,0,0,24,94,20,12,5,0,131,425,157,146,41,14,783,228,114,145,97,69,653,12,4,0,0,3,19,780,295,306,143
LGA17700,24,14,3,171,45,26,18,21,15,125,0,0,3,0,0,3,174,63,45,35,18,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,63,45,35,18,338,0,0,0,0,0,0,5,0,0,0,0,5,23,4,0,0,0,27,87,24,20,13,5,149,50,16,25,19,13,123,0,0,0,3,0,3,165,44,45,35
LGA17750,1253,416,119,6606,1778,1142,1583,1060,510,6073,74,26,14,12,9,135,5619,2896,2904,1501,644,13564,0,0,0,0,0,0,7,0,0,0,0,7,149,35,5,0,0,189,63,24,17,0,0,104,11,3,3,4,0,21,3,0,0,0,0,3,233,62,25,4,0,324,0,0,0,0,0,0,14,3,0,0,0,17,366,85,15,4,0,470,29,23,7,3,0,62,7,8,4,5,3,27,14,0,0,0,0,14,430,119,26,12,3,590,0,0,0,0,0,0,6,0,0,0,0,6,8,3,5,0,0,16,11,9,0,0,0,20,6,7,9,6,4,32,0,0,0,0,0,0,31,19,14,6,4,74,0,0,0,0,0,0,6313,3096,2969,1523,651,14552,8,3,3,0,0,14,17,5,3,0,3,28,477,104,46,16,3,646,3292,1503,1146,369,134,6444,2201,1222,1680,1108,532,6743,69,31,18,9,7,134,6064,2868,2896,1502
LGA17800,97,40,14,569,161,79,96,76,26,438,8,0,3,0,3,14,574,185,199,120,43,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,12,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,4,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,13,4,0,0,0,17,0,0,0,0,0,0,603,196,199,120,46,1164,4,0,0,0,0,4,7,0,0,0,0,7,61,10,6,0,0,77,320,78,90,35,4,527,174,76,71,57,25,403,11,3,4,0,0,18,577,167,171,92
LGA17850,74,24,13,414,124,54,82,50,26,336,3,3,0,3,0,9,445,129,165,81,39,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,3,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,3,15,0,0,0,0,0,0,454,137,165,84,42,882,0,3,0,0,0,3,4,0,0,0,0,4,61,18,0,3,0,82,236,72,64,21,8,401,161,42,70,47,23,343,3,0,3,0,0,6,465,135,137,71
LGA17900,104,55,51,606,134,80,92,63,83,452,25,12,3,5,0,45,627,288,224,136,138,1413,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,6,3,3,0,0,0,6,0,3,3,0,0,6,0,0,0,0,0,0,9,6,6,0,0,21,0,0,0,0,0,0,10,4,0,0,0,14,14,5,0,0,0,19,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,9,3,0,0,39,3,0,0,0,0,3,21,3,0,0,0,24,25,8,3,0,3,39,9,7,7,3,0,26,3,3,3,0,0,9,9,0,0,0,0,9,70,21,13,3,3,110,0,0,0,0,0,0,733,324,246,139,141,1583,0,0,0,0,0,0,45,6,7,0,0,58,156,41,18,3,5,223,245,123,96,54,25,543,159,91,75,85,66,476,16,5,7,0,7,35,621,266,203,142
LGA17950,64,23,7,352,119,60,52,44,22,297,5,0,0,0,5,10,361,142,119,67,34,723,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,4,3,0,0,0,0,3,12,4,0,0,0,16,0,0,0,0,0,0,376,149,122,67,37,751,0,0,0,0,0,0,4,0,0,0,0,4,42,8,6,3,0,59,180,72,52,21,8,333,120,57,64,41,19,301,9,3,3,0,0,15,355,140,125,65
LGA18000,2813,706,148,10602,3176,2539,4198,2490,1089,13492,98,43,35,20,10,206,8681,5518,7274,3257,1256,25986,6,0,0,0,0,6,75,0,0,0,0,75,310,84,27,3,3,427,400,239,186,46,6,877,64,55,68,22,21,230,14,4,3,0,0,21,869,382,284,71,30,1636,16,3,0,0,0,19,837,64,13,0,0,914,3715,1352,516,79,21,5683,381,200,154,38,7,780,35,18,34,16,12,115,64,18,8,3,4,97,5048,1655,725,136,44,7608,0,0,0,0,0,0,5,0,0,0,0,5,22,10,3,0,0,35,8,6,7,3,3,27,6,9,3,3,0,21,0,0,0,0,0,0,41,25,13,6,3,88,0,3,3,0,0,6,14639,7583,8299,3470,1333,35324,6,3,4,3,3,19,98,22,7,3,8,138,775,298,214,43,10,1340,3850,2274,2929,732,162,9947,3359,2699,4839,2691,1149,14737,93,30,20,13,6,162,8181,5326,8013,3485
LGA18020,201,97,45,1237,387,150,181,137,81,936,18,4,0,3,3,28,1314,432,403,251,132,2532,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,12,0,0,3,0,15,0,0,0,0,0,0,3,0,0,0,0,3,4,5,0,3,0,12,0,0,6,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,14,5,6,3,0,28,0,3,0,0,0,3,4,0,0,0,0,4,0,3,0,3,0,6,6,0,3,0,3,12,0,0,3,0,0,3,4,0,0,0,0,4,14,6,6,3,3,32,0,0,0,0,0,0,1354,443,415,260,135,2607,4,0,3,0,0,7,15,0,0,0,3,18,197,39,26,7,3,272,675,200,189,75,34,1173,391,133,180,136,82,922,10,6,5,4,3,28,1292,378,403,222
LGA18050,494,107,30,1571,344,340,641,382,119,1826,24,5,8,0,3,40,1346,827,1215,496,155,4039,5,0,0,0,0,5,40,4,0,0,0,44,536,199,100,14,3,852,452,369,359,89,16,1285,117,136,257,105,44,659,14,7,5,4,3,33,1164,715,721,212,66,2878,51,3,0,0,0,54,768,48,6,0,0,822,2708,829,265,35,4,3841,477,317,239,53,10,1096,33,20,27,28,17,125,62,12,4,0,0,78,4099,1229,541,116,31,6016,4,0,0,0,0,4,6,0,0,0,0,6,22,9,0,0,0,31,4,8,8,4,0,24,7,0,5,5,3,20,0,0,0,0,0,0,43,17,13,9,3,85,3,3,0,0,0,6,6655,2791,2490,833,255,13024,4,0,3,0,0,7,19,4,0,0,3,26,205,99,54,11,3,372,543,319,434,109,26,1431,420,392,678,474,152,2116,17,6,5,4,0,32,1208,820,1174,598
LGA18100,69,34,6,466,165,70,74,62,28,399,5,0,3,0,0,8,521,173,158,96,34,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,6,0,0,0,0,0,0,10,0,3,0,0,13,0,0,0,0,0,0,541,176,161,96,34,1008,0,0,0,0,0,0,5,3,0,0,0,8,86,17,6,4,0,113,286,84,54,30,10,464,182,63,80,58,21,404,10,3,0,0,4,17,569,170,140,92
LGA18150,173,70,46,1013,298,124,171,118,80,791,14,11,4,0,4,33,998,394,361,196,133,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,18,3,0,0,0,21,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,23,3,6,0,0,32,0,0,0,0,0,0,3,0,0,0,0,3,4,0,3,0,0,7,3,0,3,0,3,9,6,0,0,0,3,9,0,0,0,0,0,0,16,0,6,0,6,28,0,0,0,0,0,0,1040,397,376,196,139,2148,5,0,0,0,0,5,7,0,0,0,4,11,149,25,14,3,0,191,510,227,160,79,35,1011,303,139,165,121,72,800,12,4,4,3,0,23,986,395,343,206
LGA18200,170,77,42,960,188,109,135,91,50,573,15,9,0,0,0,24,820,339,322,176,92,1749,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,16,8,0,0,0,24,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,22,11,0,0,0,33,3,0,0,0,0,3,13,0,3,0,0,16,3,6,0,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,23,9,3,0,0,35,0,0,0,0,0,0,871,362,325,176,92,1826,0,0,0,0,0,0,13,0,0,0,0,13,118,40,15,3,0,176,476,174,161,55,33,899,227,101,124,96,51,599,12,5,0,0,0,17,846,320,300,154
LGA18250,1206,264,60,4222,1063,896,1568,959,319,4805,40,7,21,3,4,75,3430,2129,2907,1244,392,10102,3,0,0,0,0,3,19,3,3,0,0,25,300,134,54,3,0,491,216,208,148,28,8,608,41,30,55,29,11,166,10,3,0,0,0,13,589,378,260,60,19,1306,34,0,0,0,0,34,547,70,13,3,0,633,1993,887,377,62,14,3333,421,287,225,63,15,1011,22,6,10,6,3,47,42,13,12,0,0,67,3059,1263,637,134,32,5125,0,0,0,0,0,0,0,0,0,0,0,0,19,9,3,0,0,31,4,0,6,0,0,10,0,0,0,0,4,4,0,0,0,0,0,0,23,9,9,0,4,45,0,0,0,0,0,0,7101,3779,3813,1438,447,16578,0,4,0,0,0,4,22,0,3,3,0,28,487,184,93,27,5,796,1514,944,1161,284,45,3948,1126,1099,1815,1063,344,5447,30,8,8,3,5,54,3179,2239,3080,1380
LGA18350,835,248,65,4584,1975,888,1194,812,356,5225,75,16,16,9,3,119,5115,1990,2103,1085,428,10721,0,0,0,0,0,0,6,3,0,0,0,9,120,14,3,0,0,137,158,44,35,10,3,250,41,18,24,8,8,99,9,0,0,0,0,9,334,79,62,18,11,504,0,0,0,0,0,0,4,3,0,0,0,7,49,8,0,0,0,57,32,8,5,3,0,48,6,0,7,3,0,16,3,3,0,0,0,6,94,22,12,6,0,134,3,0,3,0,0,6,9,0,0,0,0,9,12,0,0,0,0,12,8,3,0,0,0,11,3,7,0,3,3,16,3,0,0,0,0,3,38,10,3,3,3,57,0,3,0,0,0,3,5581,2104,2180,1112,442,11419,0,0,0,0,0,0,64,12,3,3,0,82,571,111,57,15,6,760,2687,905,779,259,80,4710,2300,953,1288,763,399,5703,61,13,9,7,6,96,5683,1994,2136,1047
LGA18400,897,292,97,3907,1467,1076,1713,1071,553,5880,39,15,10,11,8,83,3561,2136,2683,1394,676,10450,0,0,0,0,0,0,5,0,0,0,0,5,41,6,3,3,0,53,52,8,6,3,0,69,5,0,3,3,7,18,0,0,0,0,0,0,103,14,12,9,7,145,0,0,0,0,0,0,5,0,0,0,0,5,22,3,0,4,0,29,7,3,0,0,0,10,0,0,3,3,0,6,0,0,0,0,0,0,34,6,3,7,0,50,0,0,0,0,0,0,7,3,0,0,0,10,12,6,0,0,0,18,5,4,5,4,0,18,4,0,5,4,3,16,0,0,0,0,0,0,28,13,10,8,3,62,0,0,0,0,0,0,3726,2169,2708,1418,686,10707,5,3,3,3,0,14,33,5,6,0,0,44,299,84,74,17,9,483,1714,915,858,261,118,3866,1736,1243,1810,1178,632,6599,48,23,17,16,10,114,3835,2273,2768,1475
LGA18450,4827,1372,420,20982,3390,2798,4433,2772,1245,14638,238,78,60,29,24,429,15524,8517,9678,4234,1703,39656,3,0,0,0,0,3,48,4,3,0,0,55,995,239,75,6,3,1318,1054,577,391,98,47,2167,64,56,59,37,45,261,26,16,11,3,0,56,2190,892,539,144,95,3860,6,3,3,0,0,12,236,23,3,0,0,262,1892,482,158,30,6,2568,675,312,212,39,14,1252,49,33,44,25,7,158,61,12,11,3,0,87,2919,865,431,97,27,4339,0,0,0,0,0,0,49,3,0,3,0,55,164,26,5,0,0,195,56,21,11,7,0,95,8,14,8,9,0,39,10,0,0,0,0,10,287,64,24,19,0,394,8,8,4,6,0,26,20928,10346,10676,4500,1825,48275,12,8,6,3,0,29,131,31,17,11,3,193,2168,676,340,81,17,3282,9284,4826,4727,1322,434,20593,4083,3126,4852,2824,1322,16207,226,68,55,24,18,391,15904,8735,9997,4265
LGA18500,290,52,12,1146,578,434,724,563,201,2500,21,7,0,3,5,36,1387,756,1049,622,218,4032,0,0,0,0,0,0,50,0,0,0,0,50,518,124,39,3,4,688,677,375,311,54,0,1417,150,143,181,72,19,565,16,3,0,0,3,22,1411,645,531,129,26,2742,21,0,0,0,0,21,398,22,0,0,0,420,1845,451,118,15,0,2429,867,338,255,36,11,1507,73,52,59,42,11,237,43,4,12,0,0,59,3247,867,444,93,22,4673,0,0,0,0,0,0,8,0,0,0,0,8,16,5,3,0,0,24,9,7,7,3,0,26,5,0,3,0,0,8,0,0,0,0,0,0,38,12,13,3,0,66,12,3,4,0,0,19,6095,2283,2041,847,266,11532,0,0,0,0,0,0,26,0,4,3,0,33,150,51,29,0,3,233,483,202,281,52,11,1029,627,470,828,594,215,2734,16,5,3,4,0,28,1302,728,1145,653
LGA18550,3141,984,307,15906,4144,2669,3890,2366,1197,14266,265,69,52,28,15,429,14561,7192,7338,3435,1538,34064,0,0,0,0,0,0,27,4,0,0,0,31,573,68,23,0,0,664,654,280,166,61,10,1171,68,36,46,16,15,181,19,7,5,0,0,31,1341,395,240,77,25,2078,4,0,0,0,0,4,42,0,0,0,0,42,420,75,12,3,0,510,123,62,27,12,0,224,7,11,9,7,4,38,14,3,3,0,0,20,610,151,51,22,4,838,3,0,0,3,0,6,47,3,0,3,0,53,165,17,4,0,0,186,39,4,5,3,0,51,10,6,3,0,0,19,7,0,3,0,0,10,271,30,15,9,0,325,9,0,3,0,0,12,16792,7768,7647,3543,1567,37317,11,6,3,0,3,23,174,16,15,6,5,216,2386,613,241,45,17,3302,7598,3724,3018,976,344,15660,4823,3045,4219,2504,1421,16012,233,62,52,23,17,387,15225,7466,7548,3554
LGA18710,246,101,33,1404,622,317,436,277,119,1771,15,3,7,0,3,28,1561,689,730,385,155,3520,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,18,6,4,0,0,0,10,3,0,5,0,0,8,3,0,0,0,0,3,27,7,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,14,3,3,0,0,0,6,3,3,0,0,0,6,0,0,0,0,0,0,14,9,3,0,0,26,3,3,3,0,0,9,3,0,0,0,0,3,8,0,3,0,0,11,0,3,5,4,3,15,0,0,3,0,0,3,0,0,0,0,0,0,14,6,14,4,3,41,0,0,0,0,0,0,1616,711,752,389,158,3626,4,0,4,0,0,8,28,4,5,3,0,40,205,49,36,12,0,302,748,303,287,101,23,1462,765,369,525,312,159,2130,16,6,4,5,0,31,1766,731,861,433
LGA18750,242,100,29,1386,406,233,284,209,135,1267,24,3,5,0,0,32,1343,590,553,315,172,2973,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,22,15,9,3,3,0,30,3,3,7,3,3,19,0,0,0,0,0,0,36,16,10,6,3,71,0,0,0,0,0,0,0,0,0,0,0,0,42,14,3,0,0,59,11,3,3,0,0,17,0,0,4,4,0,8,0,0,0,0,0,0,53,17,10,4,0,84,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,5,0,5,0,0,10,0,0,0,3,0,3,0,0,0,0,0,0,12,0,5,3,0,20,0,0,0,0,0,0,1444,623,578,328,175,3148,0,0,0,0,0,0,14,7,0,0,0,21,171,43,15,10,3,242,723,297,260,66,33,1379,484,233,307,226,131,1381,20,7,4,3,3,37,1412,587,586,305
