region_id,C11_1PF_Cu15DS_4000ov,C11_1PF_Cu15DS_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_0_299,C11_1PF_CU15_NDS_300_449,C11_1PF_CU15_NDS_450_599,C11_1PF_CU15_NDS_600_799,C11_1PF_CU15_NDS_800_999,C11_1PF_CU15_NDS_1000_1399,C11_1PF_CU15_NDS_1400_1799,C11_1PF_CU15_NDS_1800_2399,C11_1PF_CU15_NDS_2400_2999,C11_1PF_CU15_NDS_3000_3999,C11_1PF_CU15_NDS_4000ov,C11_1PF_CU15_NDS_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_0_299,C11_1PF_NCu15DS_300_449,C11_1PF_NCu15DS_450_599,C11_1PF_NCu15DS_600_799,C11_1PF_NCu15DS_800_999,C11_1PF_NCu15DS_1000_1399,C11_1PF_NCu15DS_1400_1799,C11_1PF_NCu15DS_1800_2399,C11_1PF_NCu15DS_2400_2999,C11_1PF_NCu15DS_3000_3999,C11_1PF_NCu15DS_4000ov,C11_1PF_NCu15DS_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_0_299,C11_1PF_NDCO_300_449,C11_1PF_NDCO_450_599,C11_1PF_NDCO_600_799,C11_1PF_NDCO_800_999,C11_1PF_NDCO_1000_1399,C11_1PF_NDCO_1400_1799,C11_1PF_NDCO_1800_2399,C11_1PF_NDCO_2400_2999,C11_1PF_NDCO_3000_3999,C11_1PF_NDCO_4000ov,C11_1PF_NDCO_NS,C11_1PF_NDCO_Tot,C11_1PF_T_0_299,C11_1PF_T_300_449,C11_1PF_T_450_599,C11_1PF_T_600_799,C11_1PF_T_800_999,C11_1PF_T_1000_1399,C11_1PF_T_1400_1799,C11_1PF_T_1800_2399,C11_1PF_T_2400_2999,C11_1PF_T_3000_3999,C11_1PF_T_4000ov,C11_1PF_T_NS,C11_1_PF_T_T,C11_T_0_299,C11_T_300_449,C11_T_450_599,C11_T_600_799,C11_T_800_999,C11_T_1000_1399,C11_T_1400_1799,C11_T_1800_2399,C11_T_2400_2999,C11_T_3000_3999,C11_T_4000ov,C11_T_NS,C11_T_T
LGA64010,0,3,92,14,14,33,36,73,107,76,32,17,8,0,15,425,10,15,10,26,21,44,21,15,4,3,0,13,182,15,18,12,28,26,44,31,9,4,0,7,13,207,39,55,55,104,135,223,141,67,25,11,7,44,906,235,235,233,512,606,1473,1320,985,303,186,125,279,6492
LGA64210,0,3,29,7,6,3,8,15,21,17,12,0,3,0,4,96,0,3,0,5,3,3,0,4,3,3,0,3,27,6,3,3,7,8,16,3,0,3,3,0,3,55,13,16,9,23,30,49,23,16,6,9,0,13,207,110,94,83,156,219,491,404,359,126,78,35,98,2253
LGA64610,0,0,17,3,4,0,7,7,19,4,5,0,0,0,5,54,0,4,4,6,0,0,0,5,0,0,0,0,19,3,4,4,3,3,4,3,3,0,0,0,0,27,6,12,11,16,14,26,10,17,0,0,0,5,117,69,63,61,106,115,316,250,206,51,37,23,66,1363
LGA64810,0,3,28,6,6,5,15,16,53,29,14,6,3,0,6,159,0,3,3,3,3,5,7,10,3,0,0,0,37,8,9,6,10,9,9,4,3,3,3,0,3,67,17,18,17,28,31,77,43,27,15,6,0,12,291,64,77,84,144,199,436,329,318,105,50,19,74,1899
LGA65010,0,0,6,3,0,3,4,6,9,7,4,0,3,0,5,44,0,3,0,4,0,3,0,3,0,0,0,0,13,3,3,3,3,0,3,3,0,0,0,0,3,21,6,6,6,14,9,15,10,7,0,3,0,8,84,39,45,39,76,73,177,141,95,27,22,10,35,779
LGA65210,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,3,0,0,0,0,0,9,3,3,4,8,0,0,3,0,0,0,0,3,24,12,15,19,29,29,30,33,12,10,6,9,18,222
LGA65410,0,0,22,5,3,3,9,12,14,12,9,3,3,4,3,80,0,3,3,0,3,8,5,0,3,0,0,0,25,4,3,3,3,8,11,0,0,3,0,0,3,38,9,9,12,16,26,42,20,9,9,3,4,6,165,84,56,65,133,165,377,256,176,46,37,27,54,1476
LGA65610,0,0,8,4,3,3,6,5,3,0,0,0,0,0,3,27,0,0,0,0,0,0,3,0,3,0,0,0,6,3,3,3,0,0,0,3,0,0,0,0,0,12,7,11,6,9,5,3,6,0,3,0,0,3,53,28,34,40,70,48,61,28,17,9,4,4,17,360
LGA65810,4,0,26,7,8,5,13,17,42,14,20,0,3,3,5,137,0,3,3,5,7,4,19,5,3,3,0,0,52,7,8,6,7,7,16,15,3,3,0,0,0,72,14,19,14,25,31,73,53,34,6,6,7,5,287,109,106,99,190,242,543,540,448,154,109,42,98,2680
LGA69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,0,6,23,6,3,3,4,6,45,40,53,18,9,0,6,193,0,0,3,0,0,6,8,9,3,3,0,0,32,0,0,0,5,11,21,12,14,4,4,4,5,80,6,3,6,9,17,75,68,79,28,16,4,17,328,53,28,26,62,91,350,364,669,360,302,116,113,2534
LGA70420,0,0,0,0,3,0,3,3,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,3,6,0,0,0,3,0,0,18,13,6,6,17,19,37,12,9,3,3,6,10,141
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6
LGA70700,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,8,0,0,0,0,0,5,5,0,0,0,0,3,13,6,0,0,0,9,17,20,5,6,3,0,6,72
LGA71000,3,5,70,8,7,3,12,17,49,52,72,49,34,23,24,350,5,0,0,3,7,23,32,27,9,18,0,8,132,8,11,5,13,18,50,41,43,28,23,8,19,267,24,18,8,28,45,139,134,153,101,79,34,56,819,170,79,56,150,194,722,809,1195,937,999,612,298,6221
LGA71300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
LGA72200,0,0,13,0,3,3,0,3,9,5,10,3,0,0,0,36,0,0,0,0,3,0,4,3,0,0,0,0,10,0,3,0,0,0,4,6,0,0,0,0,0,13,0,6,3,0,6,16,18,16,3,4,0,0,72,20,9,17,21,29,109,135,139,54,43,28,33,637
LGA72300,0,0,27,6,3,3,10,7,19,23,40,24,15,8,6,164,0,5,0,3,3,3,5,3,3,0,3,0,28,5,0,0,0,6,14,5,20,3,12,3,7,75,14,8,3,13,19,41,43,63,33,30,14,13,294,55,33,30,57,85,270,317,477,346,442,272,145,2529
LGA72330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8
LGA72800,3,0,31,7,3,3,6,3,27,34,51,41,29,6,12,222,0,0,0,3,3,9,17,9,0,0,0,5,46,5,0,4,10,13,14,22,14,11,7,5,3,108,12,3,7,19,19,56,76,85,56,40,14,20,407,46,20,31,64,90,306,400,714,612,561,220,129,3193
LGA73600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,9,25
LGA74050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA74500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,0,6,18
LGA74560,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,0,0,6,10,3,13,9,10,5,0,56
LGA74660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79399,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,0,3,0,0,3,0,15,3,7,0,6,9,12,11,23,8,9,3,10,101
LGA89399,21,13,482,39,31,34,62,96,230,290,485,264,195,87,39,1852,38,21,18,54,62,178,176,227,105,82,42,33,1036,66,36,54,76,93,200,213,299,114,74,49,56,1330,161,95,113,221,275,683,751,1142,542,377,199,141,4700,1408,671,614,1114,1475,4014,4776,9401,6995,6584,3508,1274,41834
LGA99399,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,9,8,3,0,0,3,7,4,7,3,3,4,6,48
