region_id,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Married_M,C11_85o_Married_F,C11_85o_Seprtd_M,C11_85o_Seprtd_F,C11_85o_Divorce_M,C11_85o_Divorce_F,C11_85o_Wid_M,C11_85o_Wid_F,C11_85o_Nvr_mard_M,C11_85o_Nvr_mard_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_OS_visitrs_Marr_M,C11_OS_visitrs_Marr_F,C11_OS_visitr_Separ_M,C11_OS_visitr_Separ_F,C11_OS_visit_Divorc_M,C11_OS_visit_Divorc_F,C11_OS_visito_Widow_M,C11_OS_visito_Widow_F,C11_OS_vis_Nvr_marr_M,C11_OS_vis_Nvr_marr_F,C11_OS_vis_T_M,C11_OS_vis_T_F,C11_OS_vis_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
LGA50210,16,11,55,69,61,274,23,9,553,659,1212,241,163,9,4,34,32,81,283,12,9,377,491,868,139,56,8,6,13,19,94,333,6,8,260,422,682,46,78,5,0,6,14,0,19,38,59,95,170,265,11118,11579,753,944,1794,2534,467,1655,9287,7915,23419,24627,48046
LGA50250,0,3,0,5,7,5,0,0,36,32,68,4,7,0,0,0,0,4,7,0,0,8,14,22,3,0,0,0,0,0,4,3,0,0,7,3,10,55,17,0,0,9,3,5,3,53,22,122,45,167,4495,1673,384,137,780,349,89,77,3860,1469,9608,3705,13313
LGA50280,0,4,11,11,7,45,5,7,110,135,245,62,37,3,0,5,10,14,64,3,0,87,111,198,34,18,3,0,3,4,32,92,0,0,72,114,186,37,37,3,3,3,6,3,3,69,89,115,138,253,2241,2332,121,154,374,496,78,316,1790,1500,4604,4798,9402
LGA50350,6,6,18,36,37,97,14,4,207,233,440,66,40,0,3,7,16,29,127,3,9,105,195,300,48,26,0,3,3,7,38,140,3,3,92,179,271,15,15,0,3,0,0,0,3,31,16,46,37,83,2440,2502,199,221,529,711,151,558,2405,1963,5724,5955,11679
LGA50420,23,15,76,94,76,374,51,22,753,902,1655,362,228,13,3,43,57,86,389,27,22,531,699,1230,241,123,5,8,16,33,156,708,23,30,441,902,1343,91,111,0,7,8,9,0,31,123,121,222,279,501,11536,11686,705,808,1990,2603,504,2321,10460,8462,25195,25880,51075
LGA50490,13,12,48,63,50,249,28,26,410,567,977,203,126,10,4,40,24,64,269,17,10,334,433,767,123,57,4,0,20,19,71,334,15,12,233,422,655,105,95,0,0,5,13,3,18,81,85,194,211,405,6404,6102,443,507,1336,1586,307,1421,6622,5143,15112,14759,29871
LGA50560,0,0,3,3,3,11,4,0,30,32,62,14,7,0,0,3,0,3,12,0,0,20,19,39,6,3,0,0,0,0,12,12,0,0,18,15,33,0,0,0,0,0,0,0,0,0,5,0,5,5,353,346,22,18,74,63,33,65,158,105,640,597,1237
LGA50630,0,0,0,3,3,4,0,0,16,15,31,3,3,0,0,0,0,3,3,3,0,9,6,15,3,0,0,0,3,0,3,11,0,0,9,11,20,3,0,0,0,3,0,0,0,3,0,9,0,9,810,362,69,28,124,69,21,30,647,243,1671,732,2403
LGA50770,4,0,4,0,3,11,0,3,26,22,48,11,6,0,0,0,0,0,9,0,0,11,15,26,5,5,0,0,0,0,8,16,3,0,16,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,334,343,21,22,64,51,18,63,148,108,585,587,1172
LGA50840,3,0,7,5,3,19,6,4,60,54,114,19,17,0,0,0,5,7,23,0,3,26,48,74,17,7,0,0,0,3,8,25,0,3,25,38,63,3,0,0,0,3,0,0,0,3,3,9,3,12,921,930,50,63,153,202,48,148,447,375,1619,1718,3337
LGA50910,0,0,3,0,4,8,3,3,19,21,40,3,3,0,0,0,0,0,12,0,0,3,15,18,8,0,3,0,0,0,9,15,0,0,20,15,35,0,0,0,0,0,0,0,0,3,3,3,3,6,195,193,9,5,40,22,19,48,104,76,367,344,711
LGA50980,8,0,20,8,19,52,12,11,245,188,433,93,42,0,0,7,5,24,47,11,8,135,102,237,19,8,4,0,3,0,16,21,0,4,42,33,75,112,100,7,10,24,23,3,7,186,194,332,334,666,4553,4362,273,249,708,698,182,398,3573,3397,9289,9104,18393
LGA51080,0,0,3,0,0,12,3,0,9,15,24,4,7,0,0,0,0,0,4,0,0,4,11,15,4,0,0,0,0,0,0,9,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,238,225,8,9,24,40,6,36,136,89,412,399,811
LGA51120,0,0,0,3,0,3,0,0,15,18,33,8,3,0,0,0,0,3,12,0,0,11,15,26,4,0,0,0,0,0,7,18,0,0,11,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,217,212,11,9,35,24,16,51,84,67,363,363,726
LGA51190,8,15,28,52,40,203,15,3,346,491,837,219,143,8,3,14,27,62,265,12,8,315,446,761,134,53,0,3,8,13,92,359,6,7,240,435,675,38,24,0,0,0,9,0,7,44,35,82,75,157,5731,5640,465,515,1154,1551,296,1296,5028,4036,12674,13038,25712
LGA51260,8,4,24,34,41,158,8,15,390,475,865,216,147,4,7,15,26,58,216,10,7,303,403,706,117,43,6,3,0,18,66,303,5,8,194,375,569,53,56,0,0,4,5,0,3,55,69,112,133,245,6034,6411,270,414,809,1241,268,1032,3529,3204,10910,12302,23212
LGA51310,6,0,10,33,23,149,11,56,265,445,710,207,134,4,5,14,20,31,182,6,34,262,375,637,156,83,4,3,3,21,74,330,4,89,241,526,767,45,39,3,4,3,3,0,3,70,91,121,140,261,5275,5494,148,221,476,744,183,902,3385,3129,9467,10490,19957
LGA51330,22,19,66,98,90,363,21,37,811,949,1760,433,271,9,7,36,56,87,464,20,25,585,823,1408,247,131,5,4,10,32,126,647,19,45,407,859,1266,208,222,7,0,6,14,5,49,224,223,450,508,958,16836,17261,718,905,1880,2927,519,2596,14796,11969,34749,35658,70407
LGA51400,3,0,7,5,4,32,0,3,80,78,158,48,21,0,0,0,3,10,21,4,3,62,48,110,18,3,0,0,0,0,4,20,3,3,25,26,51,5,13,0,0,0,3,0,4,13,11,18,31,49,2780,2994,138,194,328,399,58,190,1586,1461,4890,5238,10128
LGA51470,0,0,3,3,3,3,0,0,9,9,18,0,0,0,0,0,0,3,3,0,0,3,3,6,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,0,3,0,3,131,116,9,3,27,25,6,13,74,52,247,209,456
LGA51540,8,3,9,9,14,34,4,3,177,150,327,67,30,0,0,3,3,14,29,6,3,90,65,155,19,8,0,0,7,0,3,29,0,3,29,40,69,29,29,0,0,4,3,5,3,69,74,107,109,216,2106,1980,138,82,327,288,95,228,1152,949,3818,3527,7345
LGA51610,0,3,3,0,0,4,0,0,12,13,25,4,3,0,0,0,0,4,0,4,0,12,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,6,290,305,15,17,42,39,15,15,129,88,491,464,955
LGA51680,0,0,10,3,0,10,3,0,49,28,77,12,9,0,0,3,3,3,11,0,0,18,23,41,9,0,0,0,0,0,8,6,3,0,20,6,26,4,3,0,0,0,5,0,3,3,7,7,18,25,963,1039,52,37,147,168,28,62,433,397,1623,1703,3326
LGA51750,0,0,15,26,17,47,8,12,124,164,288,73,55,3,0,8,14,15,109,3,17,102,195,297,65,37,0,0,5,14,34,208,4,14,108,273,381,22,14,0,5,3,3,0,4,43,46,68,72,140,1729,1802,67,98,228,431,92,475,1533,1322,3649,4128,7777
LGA51820,14,10,71,83,86,391,23,16,825,925,1750,332,207,16,7,35,36,102,421,19,10,504,681,1185,149,81,5,3,9,23,121,489,14,27,298,623,921,104,121,5,4,9,15,4,27,134,105,256,272,528,17341,17931,863,1089,2339,3250,581,2349,12951,11224,34075,35843,69918
LGA51890,7,3,12,9,12,58,5,0,106,122,228,42,18,0,0,0,5,14,61,9,5,65,89,154,29,15,0,4,4,0,11,75,3,4,47,98,145,4,3,0,0,0,3,0,0,9,3,13,9,22,2292,1625,178,129,453,302,80,314,1785,975,4788,3345,8133
LGA51960,3,0,3,3,0,7,3,0,16,13,29,0,0,0,0,0,0,0,9,0,0,0,9,9,0,0,0,0,0,0,4,0,0,0,4,0,4,0,3,0,0,3,0,0,0,11,5,14,8,22,767,573,94,57,205,122,20,59,930,518,2016,1329,3345
LGA52030,0,0,4,0,0,10,4,0,21,22,43,4,3,0,0,0,3,3,4,0,0,7,10,17,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,4,3,0,0,10,11,14,14,28,253,235,8,10,63,42,6,28,161,100,491,415,906
LGA52100,0,0,3,0,3,4,0,0,18,18,36,8,6,0,0,0,3,0,10,0,0,8,19,27,8,3,3,5,0,0,3,13,0,0,14,21,35,3,0,0,0,0,0,0,0,0,0,3,0,3,248,226,15,15,42,39,12,45,112,67,429,392,821
LGA52170,4,0,9,14,3,38,9,3,84,91,175,39,36,0,0,3,10,14,51,3,8,59,105,164,24,8,3,0,11,6,18,117,3,3,59,134,193,23,28,0,0,3,3,3,0,39,51,68,82,150,1495,1562,47,56,225,287,57,283,1213,1106,3037,3294,6331
LGA52240,0,0,3,3,0,9,0,0,10,19,29,5,4,0,0,4,0,0,4,0,0,9,8,17,8,0,0,0,0,0,0,3,0,0,8,3,11,4,0,0,0,0,0,0,0,16,9,20,9,29,232,216,15,15,51,24,7,30,154,91,459,376,835
LGA52310,0,0,3,3,3,0,0,0,15,6,21,4,3,0,5,0,0,0,4,0,0,4,12,16,0,3,0,0,0,0,0,5,0,0,0,8,8,0,3,0,0,0,0,0,0,0,0,0,3,3,196,201,22,8,35,23,6,16,81,70,340,318,658
LGA52380,0,0,0,0,0,3,0,0,5,11,16,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,0,0,3,3,6,0,0,0,0,0,0,0,0,0,4,0,4,4,107,85,16,4,24,16,6,18,65,46,218,169,387
LGA52450,0,0,0,0,0,3,0,0,19,19,38,13,4,0,0,0,0,0,6,0,0,13,10,23,10,3,0,0,0,0,0,15,0,0,10,18,28,3,3,0,0,0,0,0,0,3,0,6,3,9,281,277,10,20,36,31,20,37,231,119,578,484,1062
LGA52520,0,0,0,0,0,5,0,0,18,18,36,12,8,0,0,0,0,3,4,3,0,18,12,30,3,3,0,0,0,0,3,8,0,0,6,11,17,4,3,0,0,0,0,0,0,0,8,4,11,15,283,277,16,6,38,23,13,41,193,129,543,476,1019
LGA52590,3,0,6,3,5,16,0,0,64,53,117,13,16,0,0,0,0,16,10,0,0,29,26,55,10,3,0,0,0,0,5,15,4,0,19,18,37,12,11,0,0,0,0,0,0,54,36,66,47,113,822,762,50,32,130,97,44,88,523,303,1569,1282,2851
LGA52660,3,0,16,8,12,47,4,0,130,133,263,63,41,3,0,3,4,10,65,3,7,82,117,199,46,24,0,0,3,0,24,100,0,3,73,127,200,3,3,0,3,0,5,3,0,4,6,10,17,27,2373,2497,126,173,334,389,83,343,1516,1306,4432,4708,9140
LGA52730,3,0,7,7,4,33,0,0,77,86,163,41,21,0,0,5,3,4,34,4,0,54,58,112,17,16,3,0,0,4,10,45,3,0,33,65,98,11,7,0,0,5,3,0,0,9,4,25,14,39,1032,1082,61,66,216,273,46,172,593,527,1948,2120,4068
LGA52800,4,0,3,0,16,14,10,7,68,39,107,8,8,0,0,3,0,11,19,12,5,34,32,66,7,3,0,0,3,3,7,15,0,3,17,24,41,42,31,0,0,8,6,0,4,34,63,84,104,188,2201,1412,157,85,360,248,77,152,2776,1651,5571,3548,9119
LGA52870,0,0,3,0,16,25,0,0,65,62,127,27,9,0,0,0,3,6,28,6,0,39,40,79,14,9,0,0,3,0,9,37,0,0,26,46,72,3,9,0,0,0,0,0,0,41,47,44,56,100,1089,1170,61,51,193,218,56,168,640,510,2039,2117,4156
LGA52940,0,0,0,0,0,3,0,0,10,6,16,5,3,0,0,0,0,0,9,0,0,5,12,17,5,4,0,0,0,0,3,9,3,0,11,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,158,159,9,9,22,16,12,32,68,33,269,249,518
LGA53010,0,0,0,0,3,5,0,0,6,8,14,4,3,0,0,0,0,0,0,0,0,4,3,7,0,3,0,0,0,0,3,5,0,0,3,8,11,0,3,0,0,0,0,0,0,3,3,3,6,9,141,138,3,0,21,14,9,16,77,41,251,209,460
LGA53080,0,0,0,4,5,4,0,0,10,12,22,0,3,3,3,0,0,3,3,3,0,9,9,18,3,0,0,0,0,0,0,3,0,0,3,3,6,4,0,0,0,0,0,0,0,11,15,15,15,30,415,251,49,24,88,60,20,28,346,214,918,577,1495
LGA53150,3,3,4,14,3,50,3,6,74,112,186,46,27,0,4,9,3,10,51,3,3,68,88,156,23,8,0,0,7,4,26,92,3,7,59,111,170,9,8,0,0,0,7,0,0,17,24,26,39,65,1368,1362,78,96,201,299,71,271,963,924,2681,2952,5633
LGA53220,0,0,0,0,0,5,0,0,19,16,35,5,0,0,0,0,0,0,11,0,0,5,11,16,0,0,0,0,0,0,0,0,6,0,6,0,6,38,12,4,0,9,3,0,4,30,21,81,40,121,4943,1631,468,142,965,311,79,113,4922,1754,11377,3951,15328
LGA53290,8,3,10,12,17,68,3,4,142,178,320,82,43,0,0,11,8,25,65,5,4,123,120,243,34,21,0,3,3,0,26,97,0,3,63,124,187,7,6,4,0,4,4,0,0,12,13,27,23,50,2654,2651,163,163,421,429,125,425,1887,1515,5250,5183,10433
LGA53360,3,3,10,5,6,8,3,0,100,66,166,36,20,0,0,6,0,6,8,0,0,48,28,76,5,0,0,0,0,0,3,5,0,0,8,5,13,28,38,0,0,0,3,0,0,26,28,54,69,123,1379,1298,45,36,225,139,52,82,502,385,2203,1940,4143
LGA53430,22,10,65,56,45,191,30,17,428,483,911,208,122,3,4,29,29,55,236,23,5,318,396,714,139,60,4,8,11,15,73,295,15,17,242,395,637,90,38,10,3,8,11,3,9,203,182,314,243,557,4678,4538,389,375,1273,1617,286,1095,4914,4409,11540,12034,23574
LGA53520,15,4,32,24,58,195,21,13,419,470,889,215,92,7,3,18,18,69,192,6,7,315,312,627,88,44,3,0,8,13,62,242,11,11,172,310,482,44,32,0,3,3,3,0,3,56,55,103,96,199,6641,6751,505,575,1088,1259,340,1178,5323,4665,13897,14428,28325
LGA53570,3,0,11,7,6,12,0,0,83,63,146,26,9,0,0,0,4,12,13,0,0,38,26,64,14,6,0,0,4,0,8,21,0,0,26,27,53,3,9,0,0,0,0,0,0,37,24,40,33,73,1026,1051,70,43,190,156,56,104,522,409,1864,1763,3627
LGA53640,0,0,0,0,3,10,0,0,6,14,20,3,3,3,0,0,0,3,5,0,0,9,8,17,3,3,0,0,0,0,0,4,0,0,3,7,10,0,0,0,0,0,0,0,0,4,4,4,4,8,274,254,20,12,30,28,13,32,175,115,512,441,953
LGA53710,0,0,3,0,5,5,0,0,18,8,26,8,4,0,0,3,0,5,0,0,0,16,4,20,4,4,0,0,3,0,0,8,0,0,7,12,19,0,0,0,0,0,0,0,0,0,4,0,4,4,200,203,15,15,36,37,14,31,108,94,373,380,753
LGA53780,20,17,69,90,78,442,24,11,826,1029,1855,422,241,18,11,46,55,115,424,18,11,619,742,1361,204,97,0,4,20,22,131,533,5,11,360,667,1027,170,202,0,10,9,28,9,47,106,106,294,393,687,20298,20709,1108,1365,2817,3895,686,2851,16224,13140,41133,41960,83093
LGA53920,3,0,3,3,10,4,0,3,31,15,46,4,3,0,0,4,0,3,6,0,0,11,9,20,3,0,0,0,0,3,0,9,3,0,6,12,18,27,20,0,0,3,3,0,3,25,29,55,55,110,775,661,55,63,133,103,46,94,857,725,1866,1646,3512
LGA53990,5,0,14,11,23,71,5,9,220,197,417,95,51,0,0,5,13,22,85,7,4,129,153,282,54,17,0,0,0,0,20,101,5,0,79,118,197,16,18,0,0,0,0,0,0,34,34,50,52,102,4614,4789,251,292,595,727,140,518,2931,2405,8531,8731,17262
LGA54060,0,3,3,4,4,26,0,0,54,66,120,43,24,3,0,4,3,6,9,0,0,56,36,92,12,5,0,0,0,3,8,19,0,0,20,27,47,16,7,3,0,3,0,0,0,13,9,35,16,51,819,831,52,35,117,140,38,112,401,322,1427,1440,2867
LGA54130,0,0,0,3,0,3,3,0,8,10,18,5,4,0,0,0,3,0,3,3,0,8,10,18,3,0,0,0,0,0,0,3,0,0,3,3,6,3,4,0,0,0,0,0,0,4,7,7,11,18,229,209,4,3,47,27,9,19,137,84,426,342,768
LGA54170,29,28,78,127,130,569,19,19,1250,1545,2795,692,456,21,11,40,93,156,696,15,12,924,1268,2192,399,214,7,7,17,52,240,1028,9,30,672,1331,2003,183,207,12,5,25,38,6,71,233,277,459,598,1057,32225,33773,1265,1648,3309,5384,1012,3869,20532,17838,58343,62512,120855
LGA54200,9,7,36,75,59,266,13,13,658,766,1424,314,185,4,7,14,23,59,241,7,3,398,459,857,161,81,4,0,5,31,98,366,10,3,278,481,759,58,61,3,0,10,13,0,13,42,70,113,157,270,10860,11392,525,635,1368,2058,413,1545,7193,6149,20359,21779,42138
LGA54280,9,3,13,6,25,88,21,6,141,151,292,43,20,3,3,6,5,20,64,9,0,81,92,173,22,6,3,0,3,3,20,96,5,3,53,108,161,43,41,5,4,4,7,3,3,83,38,138,93,231,5645,5251,399,376,966,857,174,562,5974,4441,13158,11487,24645
LGA54340,4,0,0,4,5,20,0,4,39,52,91,22,11,4,3,0,3,3,30,0,0,29,47,76,10,7,0,0,0,0,10,35,0,0,20,42,62,3,0,0,0,3,0,0,0,3,3,9,3,12,806,796,53,66,105,117,45,143,529,448,1538,1570,3108
LGA54410,0,3,3,3,3,11,0,3,18,33,51,9,4,0,0,3,3,0,10,0,0,12,17,29,5,0,0,0,0,0,9,20,0,0,14,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,229,225,19,10,37,44,12,63,128,116,425,458,883
LGA54480,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,128,123,0,3,18,15,3,3,57,30,206,174,380
LGA54550,0,0,0,0,4,10,3,0,34,29,63,18,9,0,0,0,0,0,21,0,0,18,30,48,4,0,0,0,0,0,5,20,0,0,9,20,29,0,0,0,0,0,0,0,0,5,6,5,6,11,430,413,23,15,34,41,23,71,233,193,743,733,1476
LGA54620,0,0,0,3,0,4,0,0,10,10,20,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,0,0,0,4,5,0,0,7,5,12,9,3,0,0,0,0,0,0,7,3,16,6,22,312,199,26,12,44,20,10,21,268,104,660,356,1016
LGA54690,0,0,5,0,0,0,0,0,9,6,15,8,0,0,0,0,0,0,0,0,0,8,0,8,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,0,3,85,83,6,5,15,21,10,10,53,34,169,153,322
LGA54760,0,0,0,0,0,3,0,0,7,7,14,5,0,0,0,3,0,3,7,0,0,11,7,18,5,0,0,0,0,0,4,3,0,0,9,3,12,0,0,0,0,0,0,0,3,3,0,3,3,6,193,185,6,9,22,18,10,25,87,40,318,277,595
LGA54830,9,3,14,32,43,120,10,0,249,261,510,106,69,3,3,8,8,24,94,3,0,144,174,318,45,33,0,0,5,5,24,134,4,3,78,175,253,17,22,0,0,7,11,3,8,20,19,47,60,107,4859,4771,457,476,875,1125,208,661,4708,3943,11107,10976,22083
LGA54900,0,0,0,3,4,3,0,0,8,11,19,13,5,0,0,0,0,0,7,0,0,13,12,25,4,0,0,0,0,0,4,3,0,0,8,3,11,0,0,0,0,0,0,0,3,9,4,9,7,16,299,276,17,15,42,28,19,28,192,102,569,449,1018
LGA54970,0,0,3,0,0,0,0,0,9,5,14,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,5,10,5,15,608,139,47,15,150,43,18,19,651,236,1474,452,1926
LGA55040,0,0,0,0,3,3,0,0,7,3,10,0,3,3,0,0,3,0,3,3,0,6,9,15,5,0,0,0,0,0,0,3,0,0,5,3,8,5,4,0,0,0,0,0,0,9,3,14,7,21,1237,357,124,25,256,78,18,26,1388,432,3023,918,3941
LGA55110,24,19,105,87,124,484,29,10,1226,1366,2592,669,414,15,7,61,49,142,591,16,13,903,1074,1977,345,197,4,5,26,39,200,679,7,19,582,939,1521,51,66,0,0,12,22,3,12,71,71,137,171,308,13158,13983,871,1132,2290,3105,759,2777,8387,7588,25465,28585,54050
LGA55180,4,3,6,7,8,56,12,3,132,127,259,62,35,3,3,4,3,14,48,8,0,91,89,180,28,16,0,0,4,3,11,82,4,0,47,101,148,6,11,0,0,3,0,0,3,47,43,56,57,113,1874,1889,124,120,292,324,69,321,1203,946,3562,3600,7162
LGA55250,0,0,0,3,3,0,0,0,6,6,12,0,3,0,0,3,0,0,4,3,0,6,7,13,0,0,0,0,0,0,0,5,0,0,0,5,5,6,3,0,0,0,4,0,0,3,6,9,13,22,514,189,44,19,104,58,21,33,547,277,1230,576,1806
LGA55320,14,25,60,143,127,559,42,37,1251,1601,2852,771,545,14,11,40,102,182,864,28,31,1035,1553,2588,525,311,13,11,26,58,252,1263,14,48,830,1691,2521,171,193,9,8,20,18,5,36,235,300,440,555,995,19884,20896,698,968,2079,3627,843,3836,13338,12520,36842,41847,78689
LGA55390,0,0,0,0,3,3,0,0,3,3,6,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,108,69,3,5,21,14,6,18,117,59,255,165,420
LGA55460,0,3,6,5,4,6,3,0,44,35,79,20,15,3,0,4,0,8,18,3,0,38,33,71,4,3,3,0,3,0,6,18,0,0,16,21,37,0,0,0,0,0,0,0,5,20,3,20,8,28,663,628,43,39,113,99,32,91,549,313,1400,1170,2570
LGA55530,0,0,0,0,0,0,0,0,4,5,9,3,3,3,0,0,0,0,5,0,0,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,101,96,9,9,18,17,6,8,76,44,210,174,384
LGA55600,0,3,3,0,3,6,3,0,27,24,51,5,4,0,0,4,0,5,10,0,5,14,19,33,6,4,0,0,0,0,7,22,4,3,17,29,46,0,0,0,0,3,0,0,3,3,3,6,6,12,471,471,26,21,69,68,32,71,341,295,939,926,1865
LGA55670,0,0,0,0,0,3,0,0,15,11,26,5,0,0,0,0,5,0,4,0,0,5,9,14,0,0,0,0,0,0,4,6,0,0,4,6,10,0,0,0,0,0,0,0,0,9,0,9,0,9,169,150,15,15,50,28,4,25,169,111,407,329,736
LGA55740,3,0,14,18,10,48,9,17,93,133,226,41,32,3,0,7,14,20,42,5,4,76,92,168,27,18,0,0,6,6,20,124,7,6,60,154,214,22,16,0,4,3,3,0,3,42,45,67,71,138,1452,1554,79,96,259,400,71,327,1390,1450,3251,3827,7078
LGA55810,0,0,0,0,0,0,3,0,6,3,9,0,0,0,0,0,0,0,4,3,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,6,12,207,84,26,12,57,31,12,11,232,132,534,270,804
LGA55880,3,0,0,0,0,3,0,0,6,7,13,3,0,0,0,0,0,3,3,0,0,6,3,9,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,115,107,3,3,14,12,7,9,63,37,202,168,370
LGA55950,0,0,0,0,0,3,0,0,13,7,20,12,3,0,0,0,0,0,3,0,0,12,6,18,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,3,133,126,4,0,13,11,4,18,55,41,209,196,405
LGA56020,0,0,0,0,5,5,0,0,11,11,22,3,0,0,0,3,0,4,3,3,0,13,3,16,0,0,0,0,0,0,0,4,0,0,0,4,4,3,0,0,0,0,0,0,0,0,6,3,6,9,195,142,15,9,45,16,9,18,176,84,440,269,709
LGA56090,10,8,38,40,47,124,10,4,412,409,821,200,100,3,4,14,19,39,170,7,8,263,301,564,92,35,3,3,10,16,54,249,7,6,166,309,475,20,17,0,0,12,10,3,3,18,31,53,61,114,7633,7542,455,469,1052,1436,266,987,5166,3804,14572,14238,28810
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,13,0,13,35,26,3,0,3,0,0,0,30,22,71,48,119
LGA56230,3,3,34,16,22,62,7,3,257,205,462,114,78,0,3,11,8,37,59,5,3,167,151,318,51,20,0,0,7,3,24,65,3,0,85,88,173,11,10,0,0,0,3,0,3,20,10,31,26,57,2810,2957,206,193,556,530,165,387,1660,1319,5397,5386,10783
LGA56300,0,0,0,0,0,3,3,0,13,12,25,9,4,0,0,0,0,0,8,0,0,9,12,21,4,0,0,0,0,3,0,7,0,0,4,10,14,0,3,0,0,3,3,0,3,3,3,6,12,18,274,271,17,18,68,54,13,39,190,121,562,503,1065
LGA56370,3,0,0,0,5,7,0,0,16,21,37,12,9,0,0,0,0,0,7,0,0,12,16,28,7,4,0,0,0,0,0,15,0,0,7,19,26,4,0,0,0,0,0,0,0,3,4,7,4,11,204,204,3,9,14,17,8,37,103,52,332,319,651
LGA56450,0,0,0,0,3,3,0,0,9,6,15,3,3,0,0,0,0,3,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,194,195,10,0,20,18,6,6,165,73,395,292,687
LGA56520,0,3,3,9,3,36,3,0,46,74,120,21,19,0,0,0,0,10,42,3,3,34,64,98,20,7,3,0,3,0,15,63,0,3,41,73,114,0,0,0,0,0,0,0,3,3,4,3,7,10,740,776,47,53,117,136,41,208,535,541,1480,1714,3194
LGA56580,3,3,17,47,21,101,12,10,276,313,589,153,104,7,3,10,33,44,147,9,20,223,307,530,126,69,5,0,9,24,100,415,9,13,249,521,770,32,48,0,0,7,8,0,13,80,98,119,167,286,4527,4771,131,175,387,700,225,867,3094,2609,8364,9122,17486
LGA56620,0,0,0,0,0,8,0,0,6,12,18,3,0,0,0,3,0,0,3,0,0,6,3,9,0,0,0,0,0,0,0,5,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,3,0,3,320,325,26,26,33,24,12,76,188,146,579,597,1176
LGA56730,5,4,20,10,14,48,16,6,163,133,296,52,40,4,0,4,8,23,75,10,0,93,123,216,38,14,0,0,3,5,20,89,4,0,65,108,173,3,3,3,0,0,3,0,0,7,15,13,21,34,1916,1997,132,168,385,410,105,366,1361,1170,3899,4111,8010
LGA56790,0,0,10,9,4,24,9,0,109,80,189,34,28,0,0,5,0,12,22,5,0,56,50,106,22,10,0,0,0,3,11,15,0,0,33,28,61,21,21,0,0,3,9,0,0,15,22,39,52,91,1080,1125,58,31,165,147,52,127,405,328,1760,1758,3518
