region_id,C01_SH_FH_CF_no_ch,C01_SH_FH_CF_w_ch,C01_SH_FH_One_PFam,C01_SH_FH_oth_fa,C01_SH_FH_Tot,C01_SH_LP_H,C01_SH_GH,C01_SH_OH,C01_SH_Tot,C01_SDRTHT1S_FH_CF_no_ch,C01_SDRTHT1S_FH_CF_w_ch,C01_SDRTHT1S_FH_One_PFam,C01_SDRTHT1S_FH_oth_fa,C01_SDRTHT1S_FH_Tot,C01_SDRTHT1S_LP_H,C01_SDRTHT1S_GH,C01_SDRTHT1S_OH,C01_SDRTHT1S_Tot,C01_SDRTHT2S_FH_CF_no_ch,C01_SDRTHT2S_FH_CF_w_ch,C01_SDRTHT2S_FH_One_PFam,C01_SDRTHT2S_FH_oth_fa,C01_SDRTHT2S_FH_Tot,C01_SDRTHT2S_LP_H,C01_SDRTHT2S_GH,C01_SDRTHT2S_OH,C01_SDRTHT2S_Tot,C01_SDRTHT_FH_CF_no_ch,C01_SDRTHT_FH_CF_w_ch,C01_SDRTHT_FH_One_PFam,C01_SDRTHT_FH_oth_fa,C01_SDRTHT_FH_Tot,C01_SDRTHT_LP_H,C01_SDRTHT_GH,C01_SDRTHT_OH,C01_SDRTHT_Tot,C01_F_u_a_1_2_FH_CF_no_ch,C01_F_u_a_1_2_FH_CF_w_ch,C01_F_u_a_1_2_FH_One_PFam,C01_F_u_a_1_2_FH_oth_fa,C01_F_u_a_1_2_FH_Tot,C01_F_u_a_1_2_LP_H,C01_F_u_a_1_2_GH,C01_F_u_a_1_2_OH,C01_F_u_a_1_2_Tot,C01_F_u_a_3_FH_CF_no_ch,C01_F_u_a_3_FH_CF_w_ch,C01_F_u_a_3_FH_One_PFam,C01_F_u_a_3_FH_oth_fa,C01_F_u_a_3_FH_Tot,C01_F_u_a_3_LP_H,C01_F_u_a_3_GH,C01_F_u_a_3_OH,C01_F_u_a_3_Tot,C01_F_u_a_4m_FH_CF_no_ch,C01_F_u_a_4m_FH_CF_w_ch,C01_F_u_a_4m_FH_One_PFam,C01_F_u_a_4m_FH_oth_fa,C01_F_u_a_4m_FH_Tot,C01_F_u_a_4m_LP_H,C01_F_u_a_4m_GH,C01_F_u_a_4m_OH,C01_F_u_a_4m_Tot,C01_F_u_a_a_h_FH_CF_no_ch,C01_F_u_a_a_h_FH_CF_w_ch,C01_F_u_a_a_h_FH_One_PFam,C01_F_u_a_a_h_FH_oth_fa,C01_F_u_a_a_h_FH_Tot,C01_F_u_a_a_h_LP_H,C01_F_u_a_a_h_GH,C01_F_u_a_a_h_OH,C01_F_u_a_a_h_Tot,C01_F_u_a_T_FH_CF_no_ch,C01_F_u_a_T_FH_CF_w_ch,C01_F_u_a_T_FH_One_PFam,C01_F_u_a_T_FH_oth_fa,C01_F_u_a_T_FH_Tot,C01_F_u_a_T_LP_H,C01_F_u_a_T_GH,C01_F_u_a_T_OH,C01_F_u_a_T_Tot,C01_OD_C_c_hb_FH_CF_no_ch,C01_OD_C_c_hb_FH_CF_w_ch,C01_OD_C_c_hb_FH_One_PFam,C01_OD_C_c_hb_FH_oth_fa,C01_OD_C_c_hb_FH_Tot,C01_OD_C_c_hb_LP_H,C01_OD_C_c_hb_GH,C01_OD_C_c_hb_OH,C01_OD_C_c_hb_Tot,C01_OD_Ih_t_s_FH_CF_no_ch,C01_OD_Ih_t_s_FH_CF_w_ch,C01_OD_Ih_t_s_FH_One_PFam,C01_OD_Ih_t_s_FH_oth_fa,C01_OD_Ih_t_s_FH_Tot,C01_OD_Ih_t_s_LP_H,C01_OD_Ih_t_s_GH,C01_OD_Ih_t_s_OH,C01_OD_Ih_t_s_Tot,C01_OD_H_f_so_FH_CF_no_ch,C01_OD_H_f_so_FH_CF_w_ch,C01_OD_H_f_so_FH_One_PFam,C01_OD_H_f_so_FH_oth_fa,C01_OD_H_f_so_FH_Tot,C01_OD_H_f_so_LP_H,C01_OD_H_f_so_GH,C01_OD_H_f_so_OH,C01_OD_H_f_so_Tot,C01_OD_T_FH_CF_no_ch,C01_OD_T_FH_CF_w_ch,C01_OD_T_FH_One_PFam,C01_OD_T_FH_oth_fa,C01_OD_T_FH_Tot,C01_OD_Tot_LP_H,C01_OD_Tot_GH,C01_OD_Tot_OH,C01_OD_T_T,C01_DS_ns_FH_CF_no_ch,C01_DS_ns_FH_CF_w_ch,C01_DS_ns_FH_One_PFam,C01_DS_ns_FH_oth_fa,C01_DS_ns_FH_Tot,C01_DS_ns_LP_H,C01_DS_ns_GH,C01_DS_ns_OH,C01_DS_NS_T,C01_T_FH_CF_no_ch,C01_T_FH_CF_w_ch,C01_T_FH_One_PFam,C01_T_FH_oth_fa,C01_T_FH_Tot,C01_Tot_LP_H,C01_Tot_GH,C01_Tot_OH,C01_T_T,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_Sd_r_t_1_FH_CF_no_ch,C06_Sd_r_t_1_FH_CF_w_ch,C06_Sd_r_t_1_FH_One_PFam,C06_Sd_r_t_1_FH_oth_fa,C06_Sd_r_t_1_FH_Tot,C06_Sd_r_t_1_LP_H,C06_Sd_r_t_1_GH,C06_Sd_r_t_1_OH,C06_Sd_r_t_1_Tot,C06_Sd_r_t_2m_FH_CF_no_ch,C06_Sd_r_t_2m_FH_CF_w_ch,C06_Sd_r_t_2m_FH_One_PFam,C06_Sd_r_t_2m_FH_oth_fa,C06_Sd_r_t_2m_FH_Tot,C06_Sd_r_t_2m_LP_H,C06_Sd_r_t_2m_GH,C06_Sd_r_t_2m_OH,C06_Sd_r_t_2m_Tot,C06_Sd_r_t_T_FH_CF_no_ch,C06_Sd_r_t_T_FH_CF_w_ch,C06_Sd_r_t_T_FH_One_PFam,C06_Sd_r_t_T_FH_oth_fa,C06_Sd_r_t_T_FH_Tot,C06_Sd_r_t_T_LP_H,C06_Sd_r_t_T_GH,C06_Sd_r_t_T_OH,C06_Sd_r_t_T_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch
LGA55390,20,14,8,3,45,13,3,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,9,4,7,0,3,14,0,0,0,14,0,0,0,0,0,0,0,0,0,7,7,0,3,17,3,0,3,23,3,0,0,0,3,13,0,8,24,30,21,8,6,65,29,3,18,115,11,11,8,8,38,11,3,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,327,423,109,10,869,260,42,43,1214,0,3,0,0,3,14,0,0,17,3,0,0,0,3,0,0,0,3,3,3,0,0,6,14,0,0,20,7,3,5,0,15,70,4,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,15,70,4,5,94,4,0,0,0,4,7,0,14,25,0,0,0,0,0,0,0,0,0,4,3,3,0,10,3,0,3,16,8,3,3,0,14,10,0,17,41,0,3,0,0,3,0,0,3,6,345,435,117,10,907,354,46,68,1375,360,356,95,12,823,270,27,66,1186,4,4,0,0,8,33,4,4,49,0,0,0,0,0,0,0,0,0,4,4,0,0,8,33,4,4,49,3,0,0,0,3,42,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55530,45,77,14,0,136,46,3,5,190,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,45,77,14,0,136,52,3,8,199,50,47,20,0,117,43,3,12,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,236,320,60,7,623,159,24,43,849,0,0,3,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,6,5,3,4,3,15,30,0,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,4,3,15,33,0,6,54,0,0,0,0,0,3,0,11,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,3,0,11,17,0,3,3,0,6,3,0,0,9,241,329,70,10,650,198,24,63,935,278,284,63,5,630,180,21,26,857,4,0,0,0,4,8,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,0,12,0,0,3,0,3,25,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,86,110,17,3,216,67,9,10,302,0,0,3,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,9,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,3,0,4,10,0,3,0,0,3,0,0,0,3,86,116,20,3,225,82,9,17,333,75,90,18,4,187,65,9,8,269,5,0,0,0,5,7,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,5,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,455,741,192,25,1413,353,70,62,1898,57,27,23,10,117,180,15,6,318,38,19,27,0,84,74,24,15,197,95,46,50,10,201,254,39,21,515,16,6,6,3,31,77,5,4,117,33,13,7,0,53,300,13,26,392,44,18,33,9,104,261,26,54,445,3,0,0,0,3,3,0,0,6,96,37,46,12,191,641,44,84,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,3,12,3,3,0,0,6,3,0,3,12,3,0,0,0,3,6,3,3,15,652,827,288,47,1814,1257,156,173,3400,483,775,212,29,1499,366,58,139,2062,35,18,19,5,77,121,12,10,220,29,20,35,8,92,82,10,9,193,64,38,54,13,169,203,22,19,413,35,10,7,6,58,114,9,16,197,41,5,8,4,58,289,14,58,419,55,13,15,5,88,207,30,57,382,3,0
LGA55810,53,87,16,0,156,44,18,25,243,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,3,0,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,0,0,7,0,26,33,0,0,0,0,0,0,0,3,3,56,87,16,0,159,54,18,57,288,40,37,0,0,77,29,0,34,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,68,89,17,4,178,49,5,6,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,68,89,17,4,178,55,5,12,250,63,90,9,0,162,49,3,6,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,80,81,18,0,179,49,0,3,231,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,7,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,3,0,13,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,83,84,18,0,185,59,6,3,253,73,75,14,0,162,41,3,9,215,3,0,0,3,6,15,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,3,6,15,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56020,79,110,27,0,216,58,5,10,289,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,3,0,0,8,0,0,0,8,84,113,27,0,224,70,5,21,320,66,88,39,3,196,68,4,14,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,3215,4688,1186,76,9165,1664,202,237,11268,73,18,36,4,131,242,4,10,387,3,0,0,0,3,0,0,0,3,76,18,36,4,134,242,4,10,390,12,8,11,0,31,67,3,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,23,0,0,31,15,13,11,0,39,90,3,0,132,6,0,0,0,6,8,0,0,14,3,0,0,0,3,3,0,0,6,3,3,3,0,9,3,0,3,15,12,3,3,0,18,14,0,3,35,11,8,8,0,27,8,3,6,44,3329,4730,1244,80,9383,2018,212,256,11869,3524,4570,1176,85,9355,1838,195,452,11840,52,13,21,3,89,147,5,8,249,0,0,0,0,0,0,0,0,0,52,13,21,3,89,147,5,8,249,25,0,11,3,39,135,3,15,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56160,7,19,4,0,30,6,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,4,0,30,6,0,4,40,11,9,3,3,26,8,0,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,1216,1094,352,21,2683,621,72,142,3518,30,4,19,0,53,68,3,6,130,0,0,0,0,0,3,0,0,3,30,4,19,0,53,71,3,6,133,3,0,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,9,105,10,13,3,131,182,10,24,347,0,8,0,0,8,6,3,0,17,3,3,0,0,6,3,0,0,9,108,21,13,3,145,191,13,24,373,3,7,0,0,10,6,0,3,19,1360,1126,384,24,2894,892,91,175,4052,1377,1156,304,24,2861,719,74,218,3872,129,81,34,0,244,103,10,33,390,32,12,5,0,49,16,0,8,73,161,93,39,0,293,119,10,41,463,8,0,0,0,8,13,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56300,129,125,47,4,305,95,9,16,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,3,15,0,0,0,0,0,0,0,3,3,3,0,0,0,3,4,0,3,10,6,5,3,0,14,0,0,0,14,9,5,3,0,17,4,0,6,27,0,0,0,0,0,0,0,3,3,141,130,50,4,325,108,9,28,470,168,108,36,4,316,96,16,20,448,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,104,118,19,0,241,78,6,10,335,0,3,3,0,6,11,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,0,6,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,6,3,3,0,0,6,4,0,3,13,0,0,0,0,0,0,0,0,0,107,124,22,0,253,93,6,13,365,106,106,26,3,241,76,4,3,324,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,0,3,5,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56450,86,105,17,3,211,38,4,3,256,3,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,3,89,108,17,3,217,41,7,3,268,97,98,9,0,204,48,3,12,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56520,395,490,141,10,1036,288,47,28,1399,10,3,4,3,20,61,3,3,87,0,0,0,0,0,0,0,0,0,10,3,4,3,20,61,3,3,87,11,4,3,0,18,61,0,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,4,3,0,18,64,0,3,85,0,3,0,0,3,3,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,0,0,3,6,0,9,18,0,0,0,0,0,0,0,0,0,416,500,148,13,1077,419,50,43,1589,404,424,153,18,999,377,36,42,1454,6,0,5,0,11,19,0,0,30,3,0,0,0,3,0,0,0,3,9,0,5,0,14,19,0,0,33,6,5,5,0,16,38,6,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,1360,2707,513,80,4660,960,205,189,6014,82,36,39,8,165,214,17,14,410,32,16,15,3,66,59,10,7,142,114,52,54,11,231,273,27,21,552,98,10,17,10,135,368,31,33,567,0,0,0,0,0,3,0,3,6,13,0,0,0,13,129,0,0,142,3,0,0,0,3,5,3,0,11,114,10,17,10,151,505,34,36,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,8,0,0,8,4,6,0,0,10,5,0,4,19,1592,2775,584,101,5052,1751,266,250,7319,1393,2628,516,99,4636,898,192,302,6028,54,36,27,3,120,182,17,18,337,23,27,11,3,64,45,10,5,124,77,63,38,6,184,227,27,23,461,102,22,17,10,151,315,41,43,550,0,0,0,0,0,5,4,0,9,11,0,0,0,11,122,3,6,142,0,3
LGA56620,54,122,42,9,227,35,3,14,279,3,3,0,0,6,4,0,4,14,0,0,0,0,0,0,0,0,0,3,3,0,0,6,4,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,5,13,0,0,0,0,0,3,0,19,22,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,24,35,0,0,0,0,0,0,0,0,0,57,130,42,9,238,45,3,42,328,50,90,63,6,209,64,0,16,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,913,1067,389,19,2388,758,101,159,3406,15,8,14,0,37,63,4,8,112,0,0,0,0,0,0,3,0,3,15,8,14,0,37,63,7,8,115,6,0,14,0,20,66,7,8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,20,66,7,8,101,3,0,3,0,6,10,0,20,36,0,3,3,0,6,3,0,3,12,3,3,3,0,9,4,0,0,13,6,6,9,0,21,17,0,23,61,8,5,3,0,16,6,3,7,32,948,1086,429,19,2482,910,118,205,3715,1037,973,391,14,2415,828,92,208,3543,18,13,11,0,42,74,6,19,141,0,0,0,0,0,3,3,0,6,18,13,11,0,42,77,9,19,147,8,4,3,0,15,39,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56790,348,350,83,10,791,208,18,67,1084,0,0,0,0,0,3,3,5,11,3,0,0,0,3,0,0,0,3,3,0,0,0,3,3,3,5,14,24,5,7,0,36,19,3,107,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,3,27,5,7,0,39,19,3,110,171,24,3,3,0,30,18,3,267,318,0,0,0,0,0,0,0,4,4,5,6,0,0,11,0,0,0,11,29,9,3,0,41,18,3,271,333,19,5,3,3,30,6,0,101,137,426,369,96,13,904,254,27,554,1739,390,337,78,0,805,215,16,79,1115,8,0,0,0,8,6,3,24,41,3,0,3,0,6,4,0,12,22,11,0,3,0,14,10,3,36,63,13,6,3,0,22,33,5,89,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56860,34,36,8,0,78,18,0,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,8,0,78,18,0,3,99,26,33,6,0,65,18,0,7,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,103,188,26,3,320,62,5,18,405,0,0,0,0,0,3,0,0,3,7,7,4,3,21,10,4,0,35,7,7,4,3,21,13,4,0,38,7,3,4,0,14,15,5,0,34,0,0,3,0,3,25,0,0,28,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,10,0,20,40,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,198,40,6,361,115,14,18,508,107,188,25,3,323,47,0,29,399,0,0,0,0,0,5,0,0,5,10,8,3,0,21,18,6,5,50,10,8,3,0,21,23,6,5,55,3,4,0,0,7,10,3,3,23,3,0,3,0,6,27,4,3,40,0,0,0,0,0,0,0,0,0,0,0
LGA57000,65,83,15,0,163,41,0,5,209,0,3,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,0,3,6,0,4,13,0,3,0,0,3,0,0,0,3,65,92,15,0,172,50,0,9,231,65,64,16,3,148,43,3,6,200,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,18,13,7,0,38,27,10,11,86,4,7,6,0,17,23,9,5,54,104,61,20,7,192,64,27,48,331,108,68,26,7,209,87,36,53,385,39,5,3,3,50,108,20,17,195,146,29,23,40,238,391,118,204,951,403,93,58,42,596,835,129,584,2144,0,0,0,0,0,0,0,0,0,588,127,84,85,884,1334,267,805,3290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,3,197,9,3,0,3,15,17,3,6,41,9,3,0,3,15,211,3,9,238,9,3,0,0,12,20,3,39,74,732,214,117,95,1158,1679,319,917,4073,79,39,13,0,131,50,11,55,247,15,3,4,0,22,21,9,12,64,130,89,27,11,257,78,39,63,437,145,92,31,11,279,99,48,75,501,53,12,12,3,80,140,32,63,315,259,42,22,30,353,458,87,307,1205,791,189,77,72,1129,1187,240,1079,3635,3,0
