region_id,C01_0_74_CF_NC,C01_0_74_CF_Cu15DS_,C01_0_74_CF_CU15_NDS,C01_0_74_CF_NCU15_DS,C01_0_74_CF_NDCO,C01_0_74_CF_T,C01_75_99_CF_NC,C01_75_99_CF_Cu15DS_,C01_75_99_CF_CU15_NDS,C01_75_99_CF_NCU15_DS,C01_75_99_CF_NDCO,C01_75_99_CF_T,C01_100_149_CF_NC,C01_100_149_CF_Cu15DS_,C01_100_149_CF_CU15_NDS,C01_100_149_CF_NCU15_DS,C01_100_149_CF_NDCO,C01_100_149_Co_fam_To,C01_150_199_CF_NC,C01_150_199_CF_Cu15DS_,C01_150_199_CF_CU15_NDS,C01_150_199_CF_NCU15_DS,C01_150_199_CF_NDCO,C01_150_199_CF_T,C01_200_224_CF_NC,C01_200_224_CF_Cu15DS_,C01_200_224_CF_CU15_NDS,C01_200_224_CF_NCU15_DS,C01_200_224_CF_NDCO,C01_200_224_CF_T,C01_225_274_CF_NC,C01_225_274_CF_Cu15DS_,C01_225_274_CF_CU15_NDS,C01_225_274_CF_NCU15_DS,C01_225_274_CF_NDCO,C01_225_274_CF_T,C01_275_349_CF_NC,C01_275_349_CF_Cu15DS_,C01_275_349_CF_CU15_NDS,C01_275_349_CF_NCU15_DS,C01_275_349_CF_NDCO,C01_275_349_CF_T,C01_350_449_CF_NC,C01_350_449_CF_Cu15DS_,C01_350_449_CF_CU15_NDS,C01_350_449_CF_NCU15_DS,C01_350_449_CF_NDCO,C01_350_449_CF_T,C01_450_549_CF_NC,C01_450_549_CF_Cu15DS_,C01_450_549_CF_CU15_NDS,C01_450_549_CF_NCU15_DS,C01_450_549_CF_NDCO,C01_450_549_CF_T,C01_550_649_CF_NC,C01_550_649_CF_Cu15DS_,C01_550_649_CF_CU15_NDS,C01_550_649_CF_NCU15_DS,C01_550_649_CF_NDCO,C01_550_649_CF_T,C01_650over_CF_NC,C01_650ov_CF_Cu15DS_,C01_650ov_CF_CU15_NDS,C01_650ov_CF_NCU15_DS,C01_650ov_CF_NDCO,C01_650ov_CF_T,C01_Rns_CF_NC,C01_Rns_CF_Cu15DS_,C01_Rns_CF_CU15_NDS,C01_Rns_CF_NCU15_DS,C01_Rns_CF_NDCO,C01_Rns_CF_T,C01_Tot_CF_NC,C01_Tot_CF_Cu15DS_,C01_Tot_CF_CU15_NDS,C01_Tot_CF_NCU15_DS,C01_Tot_CF_NDCO,C01_Tota_Coup_fam_Tota,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_Coup_fam_Tot,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650over_CF_NC,C06_650ov_CF_Cu15DS_,C06_650ov_CF_CU15_NDS,C06_650ov_CF_NCU15_DS,C06_650ov_CF_NDCO,C06_650ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tot_CF_T,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_CF_T,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_CF_T,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_
LGA34590,341,24,200,35,48,648,204,54,324,31,44,657,1230,175,1544,102,171,3222,1303,332,2521,134,238,4528,145,67,277,34,49,572,76,43,180,20,30,349,25,23,49,10,9,116,5,5,19,4,4,37,3,0,0,0,3,6,6,0,0,0,0,6,15,3,23,4,3,48,94,25,118,7,9,253,3447,751,5255,381,608,10442,150,13,81,10,19,273,107,12,30,3,10,162,414,58,355,33,79,939,953,169,970,84,181,2357,750,126,1031,64,121,2092,927,212,1534,91,169,2933,385,159,773,71,115,1503,117,37,148,26,27,355,7,3,12,3,7,32,3,0,3,0,3,9,12,12,16,3,6,49,97,18,101,8,24,248,3922,819,5054,396,761,10952,147,10,74,11,31,273,17,0,20,7,6,50,309,30,146,18,49,552,181,58,144,25,51,459,188,37,152,14,21,412,539,64,593,44,81,1321,1714,316,2404,174,265,4873,1208,417
LGA34710,55,6,80,7,4,152,8,3,14,0,3,28,17,0,25,0,0,42,22,3,12,0,3,40,3,0,3,0,0,6,0,3,4,0,0,7,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,12,108,18,144,10,13,293,53,3,59,4,0,119,9,0,4,0,0,13,18,3,18,0,3,42,11,3,20,0,3,37,9,0,4,0,0,13,4,0,8,0,0,12,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,104,9,121,7,6,247,48,4,54,0,0,106,3,0,7,3,0,13,5,0,9,0,0,14,18,0,13,0,0,31,5,0,8,0,7,20,13,7,18,0,4,42,9,0,14,0,0,23,5,0
LGA34770,250,34,229,24,28,565,114,19,129,15,28,305,507,57,478,34,49,1125,548,99,908,59,85,1699,74,27,120,13,15,249,36,10,70,6,7,129,9,3,18,6,3,39,5,0,6,0,0,11,0,0,0,0,0,0,0,0,3,3,0,6,11,3,8,0,3,25,41,8,56,4,3,112,1595,260,2025,164,221,4265,190,16,158,12,18,394,57,0,25,5,5,92,259,23,165,7,36,490,387,41,302,17,56,803,222,30,227,14,46,539,332,43,382,26,49,832,341,62,421,32,45,901,151,33,234,21,30,469,35,4,37,3,4,83,5,0,6,0,3,14,7,0,14,0,3,24,52,5,51,8,12,128,2038,257,2022,145,307,4769,149,12,113,10,27,311,18,4,14,0,5,41,131,0,54,4,15,204,130,19,72,3,15,239,89,6,73,6,13,187,212,11,185,8,26,442,474,31,421,26,59,1011,770,86
LGA34800,18,0,27,0,0,45,3,0,6,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,27,0,33,0,0,60,15,0,11,0,3,29,3,0,0,0,0,3,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,21,0,21,0,3,45,8,0,16,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,7,0,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,18,9,0,14,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,13,0,18,0,3,34,16,0,14,0,0,30,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,121,10,177,8,18,334,23,3,41,3,6,76,77,10,106,5,8,206,19,3,28,0,0,50,0,0,4,3,0,7,0,0,3,0,0,3,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,11,0,5,0,0,16,257,26,370,19,32,704,106,12,125,0,10,253,18,5,16,0,0,39,70,10,61,0,5,146,32,4,47,3,8,94,23,0,13,0,0,36,8,0,27,0,0,35,10,3,10,3,0,26,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,5,28,278,34,316,6,28,662,93,3,102,4,7,209,10,4,11,0,0,25,29,3,40,0,3,75,25,4,24,0,4,57,12,0,16,3,8,39,24,0,27,3,3,57,47,6,55,0,3,111,32,3
LGA35010,386,29,216,28,61,720,232,44,220,26,40,562,1245,102,1214,65,161,2787,1424,327,2707,183,258,4899,191,69,418,42,50,770,129,57,305,38,33,562,41,18,70,16,9,154,11,0,25,0,3,39,3,0,7,3,0,13,5,0,3,0,0,8,29,0,22,0,0,51,109,16,122,8,12,267,3805,662,5329,409,627,10832,236,14,133,17,23,423,129,5,29,3,12,178,549,50,329,34,62,1024,1260,136,972,86,225,2679,885,129,1022,55,163,2254,1365,260,1987,130,222,3964,616,163,1210,98,123,2210,125,46,251,24,33,479,21,6,36,8,3,74,5,4,13,0,0,22,17,3,24,5,8,57,121,16,109,10,19,275,5329,832,6115,470,893,13639,221,17,105,9,19,371,29,0,16,0,0,45,390,28,116,33,49,616,327,52,194,26,58,657,383,33,302,24,50,792,903,76,613,44,105,1741,2609,357,3021,181,357,6525,1741,484
LGA35250,21,0,34,3,3,61,0,0,3,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,24,0,44,3,3,74,40,5,71,0,4,120,3,0,7,0,0,10,5,0,7,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,12,58,5,90,0,7,160,32,5,38,0,5,80,11,0,10,0,0,21,11,0,29,0,0,40,3,0,11,0,0,14,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,158,16,104,10,10,298,29,6,63,4,4,106,98,14,133,3,15,263,102,24,125,6,12,269,68,11,73,6,5,163,44,7,53,0,4,108,10,3,29,0,0,42,0,3,7,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,11,3,25,0,0,39,523,90,612,29,50,1304,122,13,105,9,8,257,17,3,28,0,3,51,59,5,58,3,3,128,99,10,71,4,7,191,47,6,74,5,9,141,68,11,85,3,5,172,46,4,77,3,12,142,12,0,18,3,0,33,0,0,4,0,0,4,0,3,0,0,0,3,3,0,0,0,0,3,23,0,28,4,7,62,496,55,548,34,54,1187,140,11,121,4,5,281,8,0,15,0,3,26,25,5,36,0,3,69,15,3,26,3,3,50,26,4,10,0,4,44,54,4,46,0,5,109,80,4,62,6,7,159,127,16
LGA35600,57,6,55,3,3,124,11,3,16,0,3,33,23,3,42,0,0,68,5,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,5,0,0,9,100,12,132,3,6,253,47,4,52,3,3,109,7,0,7,0,3,17,26,4,36,3,4,73,20,0,22,3,3,48,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,104,8,121,9,13,255,47,5,56,0,0,108,4,0,0,0,0,4,9,0,17,0,0,26,32,4,43,0,0,79,3,5,11,0,0,19,14,3,11,0,0,28,0,0,0,0,3,3,0,0
LGA35670,26,4,52,3,4,89,0,0,3,0,0,3,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,58,3,4,98,17,0,29,0,6,52,9,5,16,3,0,33,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,33,5,50,3,6,97,10,0,11,0,7,28,8,3,16,0,4,31,8,7,23,4,0,42,0,5,4,0,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
LGA35760,139,26,109,9,15,298,37,4,43,0,5,89,38,5,72,3,14,132,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,11,0,8,0,3,22,234,35,238,12,37,556,87,11,68,8,11,185,37,3,14,3,3,60,63,11,60,4,8,146,16,3,29,0,3,51,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,14,3,6,3,0,26,223,31,183,18,25,480,63,5,67,3,6,144,15,0,8,0,0,23,44,3,39,3,3,92,42,6,50,3,11,112,11,5,9,0,0,25,10,0,9,0,0,19,3,0,0,0,0,3,0,0
LGA35780,41,9,108,5,4,167,3,0,14,0,0,17,3,0,11,0,0,14,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,18,0,0,26,55,12,155,5,4,231,40,18,91,4,6,159,6,5,27,0,4,42,0,3,14,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,14,49,29,143,7,10,238,49,14,90,0,12,165,17,8,33,0,7,65,4,3,44,4,4,59,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,12,3,49,0,4,68,10,3,75,0,0,88,3,0,7,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,28,6,134,0,4,172,27,9,68,0,7,111,4,3,30,0,6,43,3,3,9,0,0,15,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,0,3,26,39,18,125,0,16,198,11,0,28,0,6,45,13,3,23,0,4,43,15,8,64,0,9,96,3,5,27,3,6,44,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,35,7,65,3,5,115,6,0,8,0,3,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,11,48,10,78,3,8,147,22,0,24,0,4,50,11,0,22,3,0,36,8,4,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,41,4,58,3,4,110,18,4,17,3,3,45,8,0,6,0,3,17,7,0,23,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,32,0,29,0,4,65,7,0,4,0,3,14,5,0,13,0,0,18,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,49,0,10,103,29,0,35,0,16,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,32,0,38,3,16,89,24,0,20,0,6,50,0,0,3,0,0,3,22,0,14,0,0,36,3,0,11,0,0,14,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,22,3,29,0,0,54,5,0,3,0,0,8,12,0,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,3,42,0,0,90,18,3,12,3,3,39,0,3,0,0,0,3,7,0,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,28,6,25,3,3,65,15,0,14,0,0,29,0,0,3,0,0,3,7,0,9,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,191,11,98,14,13,327,50,7,51,5,8,121,224,20,165,14,22,445,795,91,957,53,100,1996,185,61,331,23,51,651,130,67,272,36,38,543,39,20,65,12,9,145,10,5,23,6,3,47,7,3,10,3,3,26,3,3,9,0,3,18,17,3,9,0,0,29,42,6,57,7,6,118,1693,297,2047,173,256,4466,88,4,54,5,14,165,46,3,6,0,3,58,140,21,61,9,14,245,253,19,136,11,32,451,252,29,218,16,50,565,599,79,698,50,88,1514,383,120,687,67,91,1348,122,54,276,32,34,518,33,14,44,7,3,101,8,3,18,6,0,35,10,7,20,5,3,45,42,3,49,3,6,103,1976,356,2267,211,338,5148,86,6,56,11,3,162,15,0,0,0,3,18,119,3,36,3,6,167,103,14,48,7,12,184,97,9,48,6,13,173,116,20,103,4,21,264,414,35,333,21,59,862,796,181
LGA36300,19,3,26,0,3,51,3,0,3,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,25,3,32,0,3,63,12,3,21,3,0,39,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,20,3,30,3,0,56,10,4,15,0,0,29,0,0,0,0,0,0,7,0,3,0,0,10,3,0,3,0,0,6,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36360,236,16,169,25,22,468,128,25,111,11,16,291,679,86,774,34,87,1660,377,79,530,35,51,1072,48,15,53,6,5,127,21,3,36,3,0,63,5,4,13,6,3,31,6,0,5,0,3,14,3,0,0,0,0,3,0,0,0,0,3,3,7,3,7,0,0,17,36,8,38,5,5,92,1546,239,1736,125,195,3841,163,12,130,8,21,334,65,6,25,0,6,102,406,43,251,8,44,752,628,67,652,38,85,1470,185,30,230,19,26,490,207,33,252,21,25,538,77,19,129,12,19,256,23,6,40,6,0,75,0,0,3,0,3,6,0,0,0,0,0,0,4,3,9,3,0,19,47,5,48,3,11,114,1805,224,1769,118,240,4156,130,11,113,0,13,267,21,3,6,0,3,33,164,5,69,5,20,263,195,14,132,5,29,375,210,17,183,13,24,447,391,44,409,15,58,917,578,59,697,53,73,1460,320,69
LGA36510,110,15,97,15,20,257,37,5,24,3,4,73,145,38,188,15,16,402,90,26,155,13,7,291,20,0,20,0,5,45,8,4,13,3,0,28,0,3,9,0,0,12,0,3,3,0,3,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,3,16,3,19,0,3,41,432,97,531,49,58,1167,99,13,68,5,13,198,12,0,8,3,4,27,94,11,68,3,14,190,123,22,133,13,15,306,41,12,66,3,6,128,70,10,70,5,5,160,39,11,73,4,3,130,13,4,22,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,24,0,17,3,4,48,515,83,532,39,64,1233,93,18,56,11,5,183,10,4,4,3,0,21,37,8,13,3,4,65,61,3,17,6,3,90,39,9,35,3,7,93,89,16,96,3,14,218,113,28,168,17,15,341,94,36
LGA36580,70,8,52,6,10,146,20,0,18,0,3,41,96,22,120,13,8,259,23,9,54,3,3,92,0,0,5,0,0,5,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,3,9,0,3,30,227,45,264,22,27,585,50,3,33,4,5,95,15,4,8,0,0,27,71,3,40,0,10,124,84,17,83,6,19,209,23,3,38,3,3,70,20,4,35,3,0,62,7,0,5,0,0,12,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,13,3,7,3,0,26,286,37,252,19,37,631,49,8,38,4,3,102,0,0,5,0,3,8,19,0,7,3,3,32,61,5,14,3,5,88,41,0,33,9,4,87,66,14,75,4,3,162,91,21,155,4,11,282,21,6
LGA36630,135,15,123,8,11,292,59,10,45,5,10,129,200,26,294,11,21,552,24,3,41,0,3,71,0,0,5,0,0,5,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,18,4,15,3,3,43,442,58,526,30,48,1104,87,14,75,11,8,195,32,5,15,0,0,52,127,11,103,10,17,268,146,15,196,5,17,379,35,6,40,7,4,92,15,3,33,3,3,57,3,0,11,0,3,17,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,3,3,0,0,0,6,14,0,12,0,0,26,465,57,488,36,52,1098,70,12,61,9,9,161,20,0,13,0,0,33,61,4,30,0,8,103,129,8,90,7,17,251,89,10,79,6,10,194,104,9,137,5,14,269,56,14,116,4,7,197,15,9
LGA36660,108,12,108,8,13,249,68,6,58,5,5,142,223,36,355,17,28,659,29,6,53,4,4,96,3,0,4,0,0,7,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,13,16,7,12,3,4,42,454,70,599,37,57,1217,76,10,60,7,12,165,27,0,19,0,7,53,183,17,171,11,18,400,189,26,200,13,15,443,30,8,53,0,0,91,18,8,33,3,4,66,8,0,8,0,0,16,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,15,3,11,3,0,32,555,72,558,37,56,1278,64,3,57,4,8,136,8,0,5,0,0,13,72,9,45,3,4,133,158,15,100,7,19,299,92,9,108,5,8,222,127,14,180,11,16,348,62,19,121,14,10,226,6,3
LGA36710,373,27,201,36,42,679,134,27,94,6,21,282,1013,60,588,25,77,1763,1898,233,2234,151,215,4731,474,125,648,80,77,1404,338,116,561,68,70,1153,124,46,158,27,18,373,35,14,53,9,8,119,17,4,20,3,3,47,5,3,0,0,3,11,25,0,25,0,0,50,98,18,81,8,13,218,4534,673,4663,413,547,10830,294,23,162,16,37,532,87,8,13,3,11,122,381,28,141,6,34,590,707,49,389,31,71,1247,756,36,446,45,72,1355,1555,148,1335,107,150,3295,1301,249,1709,163,250,3672,410,115,618,63,79,1285,85,28,121,19,9,262,14,3,33,3,3,56,26,7,23,10,11,77,105,18,76,7,19,225,5721,712,5066,473,746,12718,304,19,154,29,19,525,32,3,7,4,0,46,265,9,57,15,23,369,238,18,81,12,31,380,237,14,104,14,24,393,626,30,270,23,39,988,1921,115,1180,80,158,3454,2193,398
LGA36810,194,22,202,9,23,450,67,5,63,8,8,151,303,35,312,15,34,699,104,26,196,10,15,351,20,0,18,0,3,41,4,0,4,0,0,8,3,0,0,0,0,3,0,0,3,3,0,6,0,0,0,0,0,0,3,0,0,0,0,3,4,0,6,0,0,10,23,3,25,3,3,57,725,91,829,48,86,1779,159,13,148,3,13,336,49,0,19,0,3,71,196,19,171,11,25,422,177,37,217,17,20,468,56,14,80,3,13,166,48,8,61,3,3,123,11,4,9,0,0,24,9,0,4,0,3,16,0,0,0,0,0,0,0,0,4,0,0,4,11,3,0,0,0,14,33,7,21,3,7,71,749,105,734,40,87,1715,124,19,117,6,4,270,20,3,16,3,7,49,91,9,56,3,4,163,111,13,91,9,11,235,95,10,79,5,13,202,140,17,152,7,13,329,109,24,170,8,10,321,34,9
