region_id,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_c_o_c_c_g,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_over_REA,C11_650over_ST_HA,C11_650ove_Pe_no_sa_ho,C11_650ov_H_co_op_c_ch_gr,C11_650over_Oth_lan_typ,C11_650over_LLT_NS,C11_650_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T
LGA43220,0,0,23,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,51,3,15,10,91
LGA43360,7,0,61,34,5,25,0,6,0,70,10,0,8,0,4,0,22,6,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,11,0,4,0,19,70,21,90,7,57,16,261
LGA43650,14,0,67,45,13,59,4,11,0,132,46,4,52,0,12,0,114,60,0,28,0,19,3,110,43,3,33,0,7,0,86,47,0,8,0,5,0,60,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,10,3,9,0,28,256,43,277,14,92,31,713
LGA43710,13,3,72,13,0,47,0,4,5,69,6,0,16,0,3,0,25,6,0,5,0,3,0,14,16,0,12,0,0,0,28,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,6,0,0,3,3,3,0,9,51,10,180,6,53,35,335
LGA43790,45,10,343,123,24,123,8,21,4,303,42,0,37,0,3,0,82,25,0,17,0,0,0,42,10,0,3,0,4,0,17,6,3,0,0,0,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,9,6,10,13,3,17,3,52,288,183,429,59,155,69,1183
LGA43920,7,3,42,11,0,40,0,3,0,54,11,0,34,0,0,0,45,29,0,36,0,4,3,72,15,0,22,0,3,0,40,6,0,13,0,0,0,19,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,6,0,8,0,17,84,9,207,11,35,26,372
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,4,13,3,5,25
LGA44060,21,10,1143,142,338,264,59,29,3,835,147,92,296,22,20,6,583,544,172,514,32,35,7,1304,1361,80,735,21,44,7,2248,912,16,345,4,28,8,1313,103,3,39,0,0,0,145,22,9,14,0,5,0,50,22,21,23,0,3,0,69,47,191,89,34,22,24,407,3356,3213,2605,428,227,167,9996
LGA44210,14,0,137,61,14,52,0,4,3,134,38,0,36,0,4,0,78,46,3,10,0,0,0,59,5,0,4,0,0,3,12,0,0,3,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,17,0,11,3,31,174,90,254,4,62,47,631
LGA44340,15,3,311,104,26,212,18,12,4,376,127,7,172,4,14,4,328,435,18,333,7,21,7,821,575,9,405,7,27,6,1029,404,0,243,3,16,3,669,121,0,51,0,0,0,172,49,0,10,0,3,4,66,33,3,20,3,3,0,62,32,17,62,28,6,8,153,1909,266,1765,205,130,115,4390
LGA44550,12,0,182,38,43,74,9,9,0,173,43,16,92,8,25,0,184,219,37,185,12,20,8,481,523,9,191,6,14,3,746,230,0,63,3,10,4,310,24,3,15,0,0,0,42,6,0,8,0,0,0,14,13,0,8,0,0,0,21,15,20,28,12,14,3,92,1125,347,764,102,129,58,2525
LGA44620,27,3,796,467,217,163,16,50,3,916,260,24,98,7,13,0,402,325,6,62,5,18,3,419,119,5,27,0,8,0,159,21,3,3,3,0,0,30,0,3,3,0,3,0,9,0,3,0,0,0,0,3,10,3,6,0,5,0,24,25,66,19,4,15,4,133,1595,1067,549,98,159,48,3516
LGA44830,8,0,49,7,3,21,0,3,0,34,4,0,6,3,0,0,13,3,0,0,0,3,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,33,9,105,6,21,28,202
LGA45040,31,6,382,279,122,111,14,19,3,548,228,16,101,0,9,0,354,403,13,84,0,15,3,518,101,3,25,4,4,0,137,7,0,9,0,0,0,16,4,0,4,0,0,0,8,4,0,0,0,0,0,4,5,3,6,0,0,0,14,11,37,23,12,22,10,115,1144,652,492,71,129,60,2548
LGA45090,24,0,165,108,22,68,0,15,3,216,58,7,36,0,3,0,104,41,0,19,0,3,0,63,15,0,6,0,0,0,21,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,8,7,3,18,5,21,0,54,277,111,255,15,119,35,812
LGA45120,18,0,86,19,0,51,0,5,0,75,7,0,19,0,0,0,26,3,0,15,0,0,0,18,0,0,6,0,3,0,9,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,3,10,0,5,0,21,43,42,202,5,52,19,363
LGA45290,6,3,400,125,70,194,10,19,0,418,191,20,204,3,11,6,435,560,25,356,5,22,4,972,716,20,382,3,17,4,1142,577,5,252,5,5,0,844,210,0,78,0,4,0,292,59,0,22,0,0,0,81,64,3,21,3,6,0,97,24,58,45,36,8,16,187,2590,813,1776,249,128,89,5645
LGA45340,46,15,1219,237,385,417,91,91,9,1230,314,168,513,28,33,4,1060,1644,242,1096,49,80,14,3125,2486,24,1077,18,84,28,3717,755,4,237,0,9,5,1010,68,3,36,0,7,3,117,33,5,12,0,3,0,53,37,8,19,4,9,0,77,75,189,118,67,33,23,505,5724,3145,3922,572,429,231,14023
LGA45400,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,13,4,51
LGA45540,3,0,57,6,0,10,0,0,0,16,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,8,0,3,0,11,31,28,62,0,27,4,152
LGA45680,53,13,1302,586,495,318,57,80,12,1548,643,255,342,14,138,7,1399,1573,100,526,17,92,12,2320,1124,20,290,5,46,9,1494,106,5,49,0,3,5,168,13,0,8,0,3,0,24,0,5,0,0,0,0,5,14,17,12,0,3,6,52,67,193,79,19,34,16,408,4275,3505,1821,296,472,151,10520
LGA45890,45,17,1917,369,595,553,112,72,17,1718,413,231,509,34,120,15,1322,1226,358,828,48,134,22,2616,2001,154,980,25,148,22,3330,1012,24,365,3,37,7,1448,110,3,51,3,5,3,175,32,9,22,0,0,0,63,29,21,35,3,7,4,99,84,375,147,58,33,38,735,5391,5444,3994,764,635,275,16503
LGA46090,57,3,398,233,153,77,3,41,3,510,86,48,32,0,8,0,174,122,14,20,3,5,0,164,77,5,9,0,0,0,91,23,0,7,0,0,3,33,3,3,0,0,3,0,9,0,0,0,0,9,0,9,4,0,0,0,10,0,14,15,52,6,3,23,3,102,643,734,253,41,177,42,1890
LGA46300,14,3,299,190,94,131,3,31,3,452,63,37,70,0,18,3,191,177,14,92,0,8,3,294,174,4,75,0,10,0,263,48,3,17,0,4,3,75,5,0,3,0,0,0,8,4,0,0,0,0,0,4,3,0,3,0,3,3,12,13,51,19,4,4,3,94,729,593,516,34,104,42,2018
LGA46450,30,3,464,392,77,121,11,43,3,647,108,16,31,4,9,0,168,133,5,22,0,4,0,164,39,0,15,0,8,0,62,12,5,4,0,4,0,25,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,13,60,12,5,15,7,112,858,748,344,39,129,54,2172
LGA46510,3,0,142,82,30,104,6,13,0,235,88,11,98,5,10,0,212,291,10,173,6,22,4,506,329,5,189,0,11,0,534,247,0,124,0,6,0,377,63,3,25,0,3,0,94,17,0,5,0,0,0,22,9,0,6,0,0,0,15,16,24,25,5,6,9,85,1163,258,845,96,81,44,2487
LGA46670,33,4,279,182,31,108,3,22,4,350,40,3,28,0,3,3,77,34,0,15,0,4,0,53,19,0,10,0,4,0,33,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,10,5,7,16,0,9,4,41,378,166,326,62,113,44,1089
LGA46860,5,0,28,12,4,19,0,0,0,35,12,3,5,0,0,0,20,17,0,8,0,0,0,25,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,4,0,4,0,8,58,16,62,0,20,13,169
LGA46970,183,0,189,5,13,5,0,152,0,175,0,7,0,0,15,0,22,7,3,3,0,12,0,25,31,0,16,0,9,0,56,116,0,15,0,18,0,149,92,0,15,0,10,0,117,40,0,5,0,6,0,51,13,0,0,0,11,0,24,9,0,4,0,36,6,55,319,29,63,0,517,14,942
LGA47140,24,5,1230,360,427,464,79,86,16,1432,410,198,501,42,101,7,1259,1296,309,923,49,153,17,2747,2133,49,824,31,124,18,3179,509,4,145,8,27,4,697,94,3,36,5,6,0,144,26,3,11,0,6,0,46,28,11,20,3,3,0,65,83,196,124,41,37,36,517,5025,3334,3402,486,600,181,13028
LGA47290,13,0,60,0,0,20,0,3,0,23,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,6,20,96,6,47,20,195
LGA47490,0,0,26,12,6,15,0,4,0,37,6,0,15,0,0,0,21,3,0,9,0,0,0,12,3,0,0,0,3,0,6,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,5,0,10,0,3,5,0,5,3,16,31,25,94,0,36,17,203
LGA47630,32,0,146,81,9,50,0,8,0,148,52,0,15,0,4,0,71,19,0,3,0,3,0,25,5,0,5,0,0,0,10,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,4,33,197,48,188,17,130,46,626
LGA47700,3,8,499,75,168,184,22,26,0,475,84,59,243,11,54,0,451,574,125,493,7,45,5,1249,1349,34,638,6,56,11,2094,384,6,139,0,16,0,545,34,3,14,0,0,3,54,12,4,0,0,0,0,16,16,7,6,0,5,3,37,42,73,59,25,20,19,238,2595,1334,1980,205,240,147,6501
LGA47800,34,3,142,46,7,35,0,7,3,98,11,0,13,0,3,0,27,5,0,3,0,3,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,9,3,18,3,39,86,51,182,23,141,48,531
LGA47910,7,0,43,18,4,35,0,5,0,62,9,0,13,0,4,0,26,21,0,8,0,0,0,29,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,18,51,13,137,15,29,24,269
LGA47980,4,0,216,90,32,164,25,12,3,326,131,13,155,4,18,3,324,437,10,276,3,31,3,760,615,6,396,0,18,4,1039,456,3,248,3,11,3,724,219,0,83,0,0,3,305,90,0,35,0,0,0,125,88,4,36,0,0,3,131,28,27,44,20,9,9,137,2185,393,1625,186,116,82,4587
LGA48050,23,3,135,95,10,90,9,14,3,221,110,9,80,3,7,0,209,260,0,77,3,6,0,346,155,0,46,0,0,0,201,11,0,7,0,0,0,18,3,0,0,0,3,0,6,4,0,0,0,0,0,4,6,0,0,0,0,0,6,9,5,14,5,6,7,46,675,64,417,69,76,33,1334
LGA48130,11,0,96,46,8,93,9,14,3,173,21,0,29,3,4,0,57,26,0,19,3,4,0,52,3,0,3,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,17,0,4,3,24,114,27,281,39,81,44,586
LGA48260,3,0,54,4,12,27,0,3,0,46,9,3,10,0,0,0,22,33,0,35,0,5,4,77,86,0,60,0,0,4,150,56,0,33,0,3,0,92,41,3,7,0,3,0,54,12,0,8,0,3,0,23,22,0,9,0,3,0,34,0,3,5,3,3,3,17,266,160,222,28,29,28,733
LGA48340,25,5,346,137,23,63,9,12,3,247,41,0,29,0,5,0,75,21,0,3,0,5,0,29,6,0,4,0,0,0,10,4,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,4,10,13,0,17,0,44,377,208,276,24,115,47,1047
LGA48410,20,12,672,292,132,388,32,44,11,899,353,36,318,23,37,4,771,793,49,546,28,64,6,1486,1008,32,663,30,63,14,1810,579,5,364,5,27,11,991,125,0,59,0,7,0,191,26,0,19,0,0,0,45,22,3,17,3,5,3,53,40,76,104,29,14,25,288,3330,1258,2837,369,302,169,8265
LGA48540,64,3,712,413,383,114,4,51,0,965,119,45,41,3,8,0,216,132,23,46,0,14,4,219,191,13,35,0,6,0,245,61,4,11,6,15,0,97,7,3,3,0,7,0,20,0,6,0,0,0,0,6,0,3,8,0,5,0,16,26,134,22,3,23,5,213,1035,1903,375,25,218,47,3603
LGA48640,3,0,33,3,0,4,0,0,4,11,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,11,3,25,69,0,22,13,132
LGA48750,3,3,43,47,0,42,0,5,0,94,33,0,34,0,7,0,74,43,0,20,0,4,0,67,15,0,11,0,5,0,31,3,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,0,10,0,5,0,18,158,10,172,9,45,24,418
LGA48830,25,0,178,70,7,136,3,18,4,238,44,0,52,0,5,0,101,39,4,20,0,0,0,63,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,0,3,0,6,0,12,0,0,0,0,0,0,0,0,0,5,0,4,0,9,0,12,34,13,21,5,85,176,124,479,52,123,76,1030
LGA49399,45,0,78,9,6,10,0,30,3,58,9,0,6,0,3,0,18,7,0,5,0,0,0,12,7,0,4,0,5,0,16,0,0,5,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,5,0,5,0,0,3,3,6,0,12,3,9,12,7,55,3,89,42,66,106,103,471,50,838
LGA50080,38,6,472,97,113,155,30,55,4,454,118,26,157,14,16,0,331,459,17,224,8,29,4,741,600,5,214,5,19,6,849,261,0,55,3,6,3,328,16,0,7,0,4,0,27,5,0,5,0,0,0,10,5,0,11,0,5,3,24,21,41,58,9,24,9,162,1624,679,1123,167,242,131,3966
LGA50210,29,3,328,38,104,133,8,32,3,318,57,45,147,3,10,3,265,373,36,277,5,19,3,713,1227,20,557,15,58,6,1883,427,7,211,3,19,3,670,160,0,56,0,11,0,227,19,0,15,0,0,0,34,12,5,6,0,6,3,32,37,51,62,7,16,16,189,2369,715,1640,110,218,103,5155
LGA50250,62,0,73,5,7,3,0,23,0,38,3,4,0,3,14,0,24,3,0,4,0,15,0,22,3,0,0,0,13,0,16,4,0,4,0,5,0,13,4,0,5,0,0,0,9,3,0,5,0,3,0,11,6,0,7,0,16,0,29,11,10,11,3,109,11,155,58,89,51,61,1452,71,1782
LGA50280,16,0,102,39,10,59,3,18,3,132,45,8,49,0,14,0,116,122,4,81,0,4,0,211,247,3,147,0,14,3,414,98,0,76,0,3,0,177,11,0,7,0,3,0,21,3,0,0,0,3,0,6,5,0,15,0,4,0,24,15,3,24,3,28,7,80,598,86,553,29,152,74,1492
LGA50350,3,0,141,8,46,47,5,3,5,114,17,17,38,5,6,0,83,47,8,65,0,3,0,123,250,14,153,3,13,0,433,228,3,122,0,5,5,363,43,0,11,0,0,0,54,9,0,3,0,0,0,12,4,3,3,0,0,0,10,16,34,14,6,0,3,73,642,340,537,29,36,39,1623
LGA50420,9,3,364,139,110,253,30,30,6,568,133,34,237,0,18,6,428,490,63,386,6,38,4,987,1267,19,726,8,83,12,2115,1253,7,636,3,55,7,1961,297,3,128,0,7,0,435,71,0,22,0,6,4,103,56,3,23,0,9,0,91,50,49,86,11,16,21,233,3802,897,2763,153,294,163,8072
LGA50490,8,4,393,45,158,103,8,14,0,328,53,54,106,5,15,0,233,245,49,177,0,14,3,488,753,18,409,3,54,6,1243,904,8,359,3,33,7,1314,295,3,96,0,6,0,400,71,3,20,3,3,0,100,31,6,22,0,10,0,69,33,68,50,4,20,15,190,2464,1190,1479,60,192,102,5487
LGA50560,3,0,24,3,5,10,0,3,0,21,3,0,5,0,0,0,8,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,9,25,57,0,12,15,118
LGA50630,6,0,18,3,3,4,0,6,0,16,0,0,8,0,0,0,8,3,0,6,0,0,0,9,12,3,7,0,3,0,25,14,0,20,0,3,0,37,10,0,5,0,3,0,18,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,11,0,17,42,18,76,3,57,7,203
LGA50770,4,0,32,7,0,12,0,0,0,19,4,0,9,0,0,0,13,4,0,0,0,0,0,4,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,20,18,51,0,18,18,125
LGA50840,9,0,68,28,6,26,3,8,0,71,18,3,27,0,3,0,51,45,0,20,0,3,0,68,27,0,9,0,0,0,36,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,3,5,3,3,0,14,140,44,138,9,40,15,386
LGA50910,0,0,9,3,5,4,0,3,0,15,3,3,8,0,0,0,14,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,9,22,31,7,16,11,96
LGA50980,90,0,281,11,163,17,0,156,0,347,7,64,15,0,54,0,140,24,40,25,5,57,0,151,36,47,31,4,38,0,156,88,26,62,0,48,0,224,112,4,54,0,23,0,193,115,0,38,0,14,0,167,207,8,72,0,56,0,343,39,86,20,8,65,11,229,659,972,376,137,736,92,2972
LGA51080,4,0,21,0,8,0,0,4,0,12,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,0,28,31,3,26,17,105
LGA51120,7,0,18,0,3,14,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,3,9,0,18,39,11,31,7,106
LGA51190,16,8,364,136,103,157,9,19,3,427,137,39,191,5,25,3,400,593,28,337,5,34,4,1001,751,3,381,10,42,5,1192,277,0,91,0,16,0,384,83,0,22,0,3,0,108,46,0,13,0,4,0,63,36,3,11,0,9,3,62,31,49,32,8,17,7,144,2114,739,1367,122,215,81,4638
LGA51260,25,10,315,49,86,102,0,41,0,278,80,26,100,0,11,3,220,321,20,191,0,26,5,563,768,0,322,5,15,0,1110,384,3,109,0,11,0,507,30,0,18,6,3,0,57,5,3,3,0,0,0,11,12,3,16,0,8,3,42,24,35,40,0,32,10,141,1687,544,1043,38,229,106,3647
LGA51310,5,0,39,25,0,34,4,5,3,71,52,0,39,0,0,0,91,149,0,68,0,7,3,227,192,4,115,0,4,0,315,213,0,137,0,9,0,359,190,0,103,0,0,0,293,99,0,62,0,4,0,165,254,0,89,0,5,0,348,15,3,19,4,3,7,51,1192,27,739,28,49,49,2084
LGA51330,11,3,522,68,127,204,13,10,8,430,62,55,163,4,11,0,295,176,32,300,7,21,6,542,1079,12,717,3,86,9,1906,1920,9,829,3,68,12,2841,461,3,212,0,16,4,696,85,5,58,0,3,0,151,90,8,71,0,7,0,176,77,80,121,12,12,25,327,4108,1159,3065,98,259,161,8850
LGA51400,6,0,86,6,16,34,0,3,0,59,8,6,30,0,0,0,44,41,10,36,3,3,0,93,164,0,71,0,11,0,246,266,0,59,0,3,0,328,28,0,9,0,0,0,37,5,0,3,0,0,0,8,3,0,9,0,0,0,12,5,11,10,0,8,0,34,534,145,312,3,45,26,1065
LGA51470,7,0,14,0,0,0,0,5,0,5,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,3,0,0,0,3,0,12,18,0,29,5,64
LGA51540,62,3,174,20,56,27,3,52,0,158,18,13,9,5,11,3,59,25,13,23,0,21,3,85,37,14,25,0,14,0,90,17,3,11,0,5,0,36,4,0,9,0,11,0,24,0,0,6,0,3,0,9,0,0,25,0,27,3,55,3,18,22,0,33,5,81,135,294,196,23,302,45,995
LGA51610,0,0,10,4,3,7,0,0,0,14,0,3,3,0,3,0,9,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,10,9,34,0,22,12,87
LGA51680,4,0,23,3,0,7,0,0,0,10,3,0,0,0,5,0,8,4,0,3,0,0,0,7,6,0,23,0,0,0,29,16,0,16,0,0,0,32,13,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,11,48,10,79,0,27,24,188
LGA51750,0,3,35,26,9,15,3,5,0,58,4,0,15,0,4,0,23,30,0,27,3,0,0,60,85,4,47,0,0,3,139,143,3,68,0,0,0,214,105,0,37,0,5,0,147,63,0,18,0,4,0,85,137,0,45,0,3,0,185,11,0,14,0,3,3,31,612,25,346,17,38,28,1066
LGA51820,25,6,468,53,171,142,17,34,3,420,41,43,174,9,21,0,288,175,71,250,10,50,7,563,800,33,559,6,53,6,1457,1699,3,690,4,55,21,2472,471,3,146,0,10,8,638,77,0,26,0,0,0,103,73,8,44,0,5,0,130,66,92,77,8,25,21,289,3479,1225,2335,135,313,152,7639
LGA51890,15,0,84,30,36,34,3,13,0,116,36,9,32,0,0,0,77,89,0,39,0,9,3,140,45,3,35,0,0,0,83,37,0,8,0,0,0,45,9,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,12,3,3,5,4,30,262,175,206,12,55,26,736
LGA51960,22,0,70,72,4,14,4,10,3,107,44,0,28,0,4,3,79,72,0,23,0,3,0,98,29,0,7,0,3,4,43,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,6,8,3,4,0,3,3,21,254,41,102,33,64,22,516
LGA52030,3,0,12,8,0,8,0,0,0,16,11,0,9,0,0,0,20,3,0,7,0,0,0,10,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,7,0,15,25,10,44,6,37,15,137
LGA52100,0,0,31,0,3,18,0,4,0,25,0,0,3,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,23,61,17,20,3,124
LGA52170,0,0,22,4,0,10,0,0,0,14,10,0,10,0,0,0,20,28,0,22,0,5,0,55,44,0,40,0,3,0,87,83,0,55,0,0,0,138,88,3,50,0,4,0,145,57,0,33,0,0,0,90,174,0,70,0,0,0,244,10,6,9,3,0,0,28,503,33,349,3,12,23,923
LGA52240,4,0,27,11,0,5,0,3,0,19,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,12,17,10,44,5,41,16,133
LGA52310,8,0,8,0,0,6,0,0,0,6,0,0,3,0,0,0,3,4,0,4,0,0,0,8,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,9,0,21,0,17,8,55
LGA52380,0,0,12,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,9,9,0,17,5,40
LGA52450,0,0,22,0,5,13,0,7,0,25,7,0,3,0,3,0,13,7,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9,14,31,44,4,32,10,135
LGA52520,7,0,38,0,6,7,0,0,0,13,0,0,3,0,3,0,6,0,0,4,0,0,0,4,0,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,5,0,11,3,20,58,6,46,9,142
