region_id,C01_T_P_Mo_O_B_OS,C01_T_P_BP_B_Aus,C01_T_P_Bplace_NS,C01_T_P_Tot_resp,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_Bo_par_brn_os,C06_Pol_Fa_only_brn_os,C06_Pol_Mo_only_brn_os,C06_Pol_Bo_par_brn_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_Bo_par_brn_os,C06_Rus_Fa_only_brn_os,C06_Rus_Mo_only_brn_os,C06_Rus_Bo_par_brn_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinh_Fa_O_B_OS,C06_Sinh_Mo_O_B_OS,C06_Sinh_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_S_Afr_Bo_par_brn_os,C06_S_Af_Fa_only_brn_os,C06_S_Af_Mo_only_brn_os,C06_S_Af_Bo_par_brn_Aus,C06_S_Af_Bplace_NS,C06_S_Af_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Welsh_BP_B_OS,C06_Wels_Fa_O_B_OS,C06_Wels_Mo_O_B_OS,C06_Wels_BP_B_Aus,C06_Welsh_Bplace_NS,C06_Welsh_Tot_resp,C06_Other_BP_B_OS,C06_Othr_Fa_O_B_OS,C06_Othr_Mo_O_B_OS,C06_Othr_BP_B_Aus,C06_Other_Bplace_NS,C06_Other_Tot_resp,C06_Anc_ns_Bo_pa_born_os,C06_Anc_ns_Fa_on_born_os,C06_Anc_ns_Mo_on_born_os,C06_Anc_ns_Bo_pa_bor_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_Tot_res_Bo_par_bo_os,C06_Tot_res_Fa_onl_bo_os,C06_Tot_res_Mo_onl_bo_os,C06_Tot_res_Bo_pa_bo_Aus
LGA53520,1623,20079,1705,31106,192,1334,1023,12561,460,15571,0,13,3,292,13,316,71,8,3,52,8,142,22,8,6,16,0,54,232,94,54,166,6,553,2411,1154,865,6928,381,11732,102,5,35,4,12,153,48,9,16,35,0,102,202,61,49,603,26,947,23,14,10,26,3,74,30,6,3,5,0,52,51,13,16,13,0,95,357,204,121,2063,60,2807,392,143,72,555,33,1195,4,0,0,0,0,4,0,3,0,4,0,7,38,11,9,21,0,86,18,8,4,3,3,39,119,30,19,8,3,177,141,58,50,10,4,278,77,22,13,31,3,143,10,9,3,17,0,43,532,270,149,1308,36,2283,30,16,4,23,0,71,14,0,0,3,0,19,70,9,6,3,3,87,42,3,3,35,3,83,0,3,0,3,0,7,74,0,3,0,5,88,85,34,29,89,9,245,667,149,100,267,38,1231,128,49,41,692,2505,3416,6182,3740,2709,25836
LGA53570,251,2019,293,3803,27,164,148,1233,49,1632,0,0,0,0,0,0,5,0,0,4,0,13,11,4,0,10,0,23,48,4,13,12,0,77,560,176,156,704,46,1637,8,0,0,0,0,8,10,0,0,4,0,16,40,6,4,54,0,106,6,3,0,0,0,8,4,3,0,0,0,11,3,4,0,0,0,6,75,22,27,171,14,314,40,10,4,44,0,102,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,7,0,0,12,5,0,0,0,0,7,18,3,10,0,0,36,20,3,0,5,0,29,0,0,0,0,0,0,96,28,18,120,9,274,8,4,0,0,0,6,0,0,0,0,0,0,14,0,0,3,0,13,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,13,3,0,11,0,26,93,14,8,20,3,132,33,15,13,57,540,649,1165,466,408,2452
LGA53640,88,1079,48,1507,5,40,68,539,15,669,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,4,8,15,0,28,87,36,45,377,7,560,0,0,0,0,0,0,0,0,0,3,0,3,10,4,4,35,0,52,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,6,5,54,4,101,3,6,0,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,0,3,0,0,15,9,0,3,3,0,18,0,0,0,3,0,3,0,0,0,0,0,0,22,4,9,75,3,114,0,0,0,3,0,0,0,0,0,0,0,0,7,0,3,0,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,20,9,7,7,0,42,3,0,3,31,10,52,218,112,161,1182
LGA53710,41,666,78,940,0,27,33,404,6,470,0,0,0,8,0,8,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,8,0,27,57,18,31,227,16,352,3,0,3,0,0,3,0,0,0,3,0,3,0,0,0,20,3,24,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,5,5,4,66,0,79,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,12,7,9,40,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,7,14,0,5,3,3,22,0,0,4,21,34,59,113,57,95,813
LGA53780,5064,29422,4424,79782,1008,4516,3477,20277,852,30134,5,24,3,303,10,346,3717,66,91,94,115,4081,214,32,19,68,3,340,1228,368,198,436,48,2277,15271,3762,3074,11446,951,34500,540,14,47,0,13,619,291,30,25,94,15,456,878,228,151,896,29,2182,123,47,25,81,9,285,127,32,12,18,10,200,1619,106,64,68,64,1922,2155,524,339,2816,153,5980,1630,484,231,1192,115,3649,96,0,0,3,0,104,217,39,16,17,21,307,36,3,3,17,0,58,116,31,6,22,3,175,640,62,42,26,36,807,670,176,100,43,19,1011,457,62,55,118,13,712,72,6,8,18,0,111,2866,769,544,2314,132,6623,283,28,17,49,0,376,212,20,3,10,4,250,741,37,28,8,19,837,237,29,15,67,12,359,126,9,8,3,17,161,216,7,4,0,7,236,496,55,54,114,11,733,7072,662,464,535,315,9047,1144,172,163,1123,4772,7383,44503,12400,9286,42276
LGA53920,46,3324,358,4020,6,35,19,526,22,607,0,10,0,1884,12,1904,3,0,0,3,0,7,7,0,0,0,0,7,15,0,0,0,0,20,94,29,32,253,13,416,3,0,0,3,0,4,0,0,0,6,0,7,18,9,3,46,0,71,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,4,0,3,12,4,3,114,0,143,15,3,3,7,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,0,6,7,3,0,0,3,15,8,0,0,0,0,5,0,0,0,3,0,3,25,11,3,70,3,105,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,13,34,10,0,50,0,94,7,0,0,62,436,505,272,120,63,3037
LGA53990,1035,9975,729,17224,128,911,634,6780,215,8672,0,3,0,32,0,35,54,0,0,9,0,63,17,8,0,25,4,46,196,45,48,80,8,378,2227,873,620,3874,174,7771,51,0,9,0,0,62,16,3,0,26,0,49,163,38,27,285,14,528,8,13,3,55,3,82,13,3,0,5,0,23,19,13,3,4,3,43,312,110,92,875,39,1427,579,205,56,731,44,1611,6,0,0,0,0,7,0,0,3,0,0,6,8,0,0,4,0,15,7,3,0,3,0,14,133,18,4,9,6,178,96,52,18,11,7,188,52,18,4,42,3,116,6,0,0,0,3,14,357,138,106,727,22,1339,22,9,9,9,0,48,5,0,7,0,0,10,72,5,5,0,3,88,19,3,4,7,0,33,3,0,0,3,0,7,0,0,0,0,0,0,52,15,10,36,0,119,256,71,43,91,6,476,69,32,19,268,922,1318,4946,2589,1724,13991
LGA54060,158,1813,116,2810,23,153,119,1116,36,1442,0,0,0,3,0,3,0,3,0,0,0,7,9,3,0,3,0,13,35,5,0,10,0,52,334,109,103,675,54,1274,8,0,0,0,3,12,8,0,0,4,0,14,24,7,3,54,0,88,3,0,0,3,3,7,3,0,0,0,0,5,3,0,0,0,0,3,50,13,14,140,10,232,10,0,0,22,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,3,0,31,14,8,10,3,0,32,5,3,0,3,0,10,0,0,0,0,0,0,71,30,21,123,7,243,3,0,0,6,0,6,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,22,57,9,10,18,3,89,9,3,3,61,140,210,704,346,290,2259
LGA54130,73,861,50,1200,3,40,44,433,11,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,9,0,22,68,41,35,310,7,461,4,0,3,0,0,3,5,0,3,0,0,10,3,4,6,19,4,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,3,0,77,0,97,6,7,0,15,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,18,9,3,3,6,0,18,4,4,0,3,0,8,3,0,3,3,0,4,16,8,4,58,3,93,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,6,7,0,3,9,0,21,3,3,0,24,47,76,176,119,117,969
LGA54170,8809,56095,5585,147126,1401,7496,5689,34837,1137,50557,12,11,0,92,3,107,2401,81,127,118,38,2769,507,141,72,225,18,963,1794,473,269,494,34,3069,32963,5902,4606,18294,1384,63140,496,13,85,3,16,612,558,62,58,169,22,873,1853,356,259,1463,85,4015,574,187,74,289,19,1136,260,32,25,16,5,336,1622,88,82,63,44,1900,5893,1004,722,5524,302,13449,2690,901,396,2056,123,6164,82,3,6,7,0,105,110,15,3,21,0,149,352,72,27,141,15,615,158,58,30,65,10,312,650,62,48,14,16,796,1390,311,206,34,39,1988,1233,110,79,150,46,1611,196,36,18,35,3,280,6701,1173,856,4068,286,13087,420,57,30,86,8,601,185,21,30,24,6,263,2223,104,80,14,24,2440,405,58,40,90,12,603,61,5,3,4,0,74,265,3,13,0,11,286,1273,127,102,244,36,1790,7197,877,676,657,206,9607,1041,257,181,1123,5062,7670,76966,20096,14892,70420
LGA54200,2966,19662,2072,46059,409,2744,1989,13086,470,18705,0,16,6,99,3,117,360,21,25,55,5,469,113,28,25,41,15,223,744,167,116,223,17,1270,8981,2233,1721,7357,507,20795,160,3,31,5,4,201,199,28,21,66,8,316,615,144,98,617,43,1525,71,22,9,56,3,161,90,23,4,9,3,133,359,50,30,23,14,467,1515,357,219,1956,76,4119,1262,399,198,966,60,2899,13,0,3,0,0,14,35,14,0,14,0,63,15,3,0,6,0,25,51,14,13,26,3,104,197,13,14,10,11,247,434,145,71,17,5,676,278,43,23,77,9,432,50,15,3,22,0,88,1708,442,347,1650,108,4259,80,31,4,30,4,154,44,3,3,0,0,50,239,36,13,3,3,295,64,13,0,19,0,99,33,20,0,0,0,47,12,0,0,0,5,21,263,52,18,84,14,447,1946,292,220,297,52,2807,316,76,67,581,1915,2959,20656,7447,5291,27395
LGA54280,1486,17045,2551,28732,139,1110,897,9746,382,12272,0,14,7,364,4,386,125,4,8,39,3,175,90,28,8,38,4,168,179,73,51,80,4,391,2318,810,722,5319,232,9400,169,3,36,4,14,228,36,11,3,42,0,93,279,94,56,581,29,1028,33,16,5,34,5,98,16,4,9,5,4,40,122,14,4,15,3,153,486,172,130,1623,68,2474,224,125,46,557,29,982,3,0,0,0,0,3,9,0,3,3,0,11,3,3,3,4,0,21,7,14,0,22,0,42,503,29,26,3,28,587,284,72,42,9,20,421,106,22,11,48,7,195,15,3,3,4,0,34,666,238,156,1162,44,2269,67,10,3,16,7,107,21,0,0,3,0,19,274,3,11,0,0,289,27,5,6,12,3,45,12,3,0,3,0,17,17,0,0,0,0,17,67,19,21,63,0,178,863,102,103,212,29,1316,157,51,60,607,3304,4173,7317,3052,2430,20618
LGA54340,223,2422,396,4134,68,153,130,1436,65,1856,3,0,0,38,0,41,83,0,0,0,3,85,0,0,0,0,0,3,32,14,13,10,0,64,276,109,104,752,46,1286,4,0,3,0,0,5,0,0,0,0,4,6,23,9,10,86,4,131,3,0,0,3,0,9,0,0,0,0,0,0,13,3,0,0,0,17,26,13,8,137,5,196,47,28,5,56,11,141,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,40,3,0,3,0,42,8,3,9,0,0,19,14,0,4,0,0,19,0,3,0,0,0,3,52,31,20,136,6,239,5,0,0,3,0,8,0,0,0,0,0,0,22,0,0,0,4,26,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,12,9,0,0,19,0,26,206,23,21,69,14,324,33,3,3,83,431,551,979,395,330,2840
LGA54410,75,795,37,1162,7,55,58,480,19,614,0,0,3,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,4,0,18,95,59,38,254,12,456,0,0,0,0,0,3,3,3,0,3,0,8,15,6,0,12,0,30,3,0,0,0,0,3,3,3,0,0,0,5,0,0,0,0,0,0,13,6,3,54,0,72,5,3,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,13,3,3,0,3,0,4,0,0,3,0,0,4,27,7,10,71,7,117,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,19,4,5,3,3,29,3,0,0,29,39,73,213,155,132,937
LGA54480,46,482,22,627,0,16,19,267,8,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,0,0,3,0,10,24,12,24,174,0,234,0,0,0,0,0,0,5,0,0,0,0,5,3,0,3,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,33,0,41,3,0,3,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,23,0,38,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,0,10,0,0,4,11,4,23,57,34,67,553
LGA54550,141,1411,93,2140,0,79,63,815,17,976,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,8,12,4,0,4,0,20,146,83,66,560,18,869,4,0,6,0,0,6,0,0,0,3,0,6,7,3,6,33,0,51,3,0,0,3,0,5,4,0,0,0,0,4,0,0,0,0,0,0,18,11,3,111,0,145,30,20,9,54,8,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,42,4,0,0,0,48,10,5,6,0,4,20,3,0,3,0,0,8,0,0,0,0,0,0,38,13,11,103,0,165,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,7,19,6,3,18,0,47,7,0,8,29,135,179,361,228,184,1754
LGA54620,48,704,20,967,0,39,20,411,6,492,0,0,0,9,0,11,0,0,0,4,0,4,0,3,0,4,3,13,4,3,3,0,0,16,71,34,17,282,0,415,0,0,0,0,0,0,3,0,0,0,0,3,6,0,3,36,0,46,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,12,8,5,51,3,74,9,0,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,6,0,3,3,4,11,0,0,3,0,0,3,0,0,0,0,0,0,18,17,10,66,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,4,3,4,0,24,13,3,0,27,28,71,166,111,67,908
LGA54690,34,305,25,445,4,10,17,172,3,208,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,33,6,14,108,3,166,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,27,0,33,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,5,4,4,32,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,20,27,65,27,38,364
LGA54760,53,594,29,838,3,25,34,351,18,437,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,13,58,29,30,234,5,357,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,13,0,27,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,3,10,49,0,75,17,6,4,17,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,4,0,4,3,0,0,0,0,3,20,11,5,58,0,99,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,3,17,0,3,0,13,23,41,138,80,94,772
LGA54830,1364,7951,1824,20765,281,1210,865,5579,250,8189,0,9,0,54,3,71,80,0,10,19,0,115,62,10,3,22,3,96,279,80,53,92,9,515,4106,1022,832,3221,263,9453,129,10,16,3,10,159,44,5,9,26,5,93,284,73,57,228,8,643,25,11,8,15,3,61,16,6,0,4,0,30,111,8,10,8,0,135,452,138,97,743,33,1464,248,142,52,270,27,742,6,0,0,0,0,6,3,0,0,5,0,10,3,0,3,0,0,10,21,3,3,6,0,39,240,33,10,7,13,306,150,40,19,3,10,225,106,16,15,26,3,164,20,0,4,4,0,32,789,210,145,663,56,1860,142,18,5,22,3,188,18,4,0,0,3,26,112,12,11,3,5,137,81,9,3,20,0,113,3,0,0,0,0,3,20,4,3,3,7,36,178,27,20,31,0,259,884,131,95,160,42,1314,191,64,50,362,2455,3125,9084,3295,2398,11599
LGA54900,106,1072,53,1530,3,55,64,575,11,702,0,0,0,4,0,4,3,0,0,3,0,4,3,0,0,3,0,4,15,3,3,11,0,31,126,42,58,374,18,615,3,0,0,3,0,5,0,0,0,0,0,0,13,7,0,24,0,37,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,4,22,9,11,72,0,113,7,3,0,15,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,3,24,10,3,4,0,3,12,0,4,0,0,0,4,0,0,0,0,0,0,35,18,7,98,0,159,3,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,9,3,7,9,3,17,3,0,0,29,27,60,283,147,158,1230
LGA54970,67,1015,363,2073,7,72,39,437,9,565,0,4,0,158,3,165,11,0,3,7,0,16,3,3,0,3,0,8,8,14,3,0,0,28,222,68,44,234,10,574,7,0,0,0,0,7,3,0,0,3,0,8,27,3,5,32,0,66,0,0,0,0,0,9,3,0,0,0,0,3,6,3,0,0,0,6,37,8,6,87,3,144,14,11,0,19,0,49,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,36,0,0,0,0,31,22,3,0,0,0,27,6,0,3,4,0,15,0,0,0,0,0,0,64,7,8,73,3,160,3,0,4,0,0,3,0,3,0,3,0,3,3,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,6,0,17,64,13,5,13,0,99,0,0,0,25,172,198,571,212,120,1107
LGA55040,141,1558,229,2933,14,76,74,737,25,942,0,0,4,32,3,35,15,0,0,3,0,14,8,3,0,3,0,13,32,13,9,8,0,57,294,74,59,417,19,868,11,0,3,0,0,19,9,0,0,3,0,10,24,9,11,49,0,90,10,0,0,0,0,8,13,3,0,3,0,15,11,0,4,3,0,15,66,13,12,148,10,247,8,12,3,26,0,48,3,0,0,0,0,3,3,3,0,0,0,3,4,3,0,0,0,6,0,0,0,0,0,0,64,3,0,0,5,78,35,5,6,3,3,43,14,0,3,3,0,20,4,0,0,0,0,4,75,8,16,150,3,252,0,3,3,0,0,3,3,0,0,0,0,3,7,0,3,0,0,9,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,16,79,18,16,20,3,124,10,5,0,29,77,122,824,254,226,1641
LGA55110,2862,23917,2840,44883,399,2663,2070,16643,666,22442,0,5,3,71,6,79,185,12,19,65,3,286,75,19,10,45,10,165,597,162,90,219,19,1089,8714,2476,1893,9939,648,23669,139,12,22,3,5,179,120,17,8,53,5,201,455,125,105,829,37,1552,44,21,7,55,5,137,58,13,0,19,0,98,137,24,9,18,3,198,1053,312,225,2484,109,4186,502,214,83,649,39,1493,12,3,0,3,0,21,4,0,0,3,0,12,10,0,3,7,0,22,45,14,7,14,0,81,210,31,27,17,4,287,306,95,63,30,17,507,153,22,14,73,4,264,58,11,8,11,3,90,1562,467,380,1922,119,4452,55,18,7,29,0,105,12,3,4,6,8,32,243,25,17,8,3,297,68,10,10,64,6,161,12,3,0,0,0,11,11,3,3,0,0,18,329,46,38,92,14,516,1079,242,153,276,64,1805,254,97,80,843,3346,4624,16901,7165,5358,34490
LGA55180,697,5581,377,9880,78,446,320,2983,113,3945,0,10,0,7,0,17,24,7,3,3,3,43,34,8,7,19,0,69,85,37,15,34,0,176,968,449,367,1994,82,3863,25,0,7,0,0,35,13,0,5,16,0,31,65,29,20,140,12,262,29,6,3,12,3,52,3,0,0,0,0,3,27,3,9,6,0,42,112,59,33,515,27,739,234,87,26,297,11,656,10,0,0,0,0,10,3,0,0,3,0,5,106,13,11,33,3,166,7,0,0,0,0,6,10,3,3,0,0,23,33,6,13,6,0,59,33,4,6,20,0,61,5,4,0,3,3,15,207,87,66,463,17,845,18,5,3,9,0,38,3,0,0,0,0,3,19,6,0,0,0,27,10,4,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,28,4,4,12,0,53,175,37,26,82,11,329,39,19,15,202,437,718,2403,1333,965,6862
