region_id,C11_75_79_N_mar_M,C11_75_79_N_mar_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Mar_RegM_M,C11_80_84_Mar_RegM_F,C11_80_84_Mar_DFM_M,C11_80_84_Mar_DFM_F,C11_80_84_N_mar_M,C11_80_84_N_mar_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Mar_RegM_M,C11_85o_Mar_RegM_F,C11_85o_Mar_DFM_M,C11_85o_Mar_DFM_F,C11_85o_N_mar_M,C11_85o_N_mar_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Marr_reg_marr_M,C11_T_Marr_reg_marr_F,C11_T_Mar_de_fa_mar_M,C11_T_Mar_de_fa_mar_F,C11_Tot_N_mar_M,C11_Tot_N_mar_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
LGA50770,5,13,17,21,38,8,3,0,0,0,12,8,15,23,4,4,0,0,5,8,9,12,21,314,323,59,65,161,154,534,542,1076
LGA50840,13,24,59,48,107,18,14,0,0,10,24,28,38,66,14,3,0,0,5,18,19,21,40,818,857,178,195,456,534,1452,1586,3038
LGA50910,4,5,14,15,29,5,4,0,0,0,7,5,11,16,3,0,0,0,5,3,8,3,11,168,173,36,42,96,80,300,295,595
LGA50980,31,13,58,32,90,8,0,0,0,27,31,35,31,66,6,4,0,0,10,10,16,14,30,1514,1590,945,1000,2019,1975,4478,4565,9043
LGA51080,3,6,7,11,18,6,5,0,0,0,4,6,9,15,4,0,0,0,0,7,4,7,11,223,217,36,40,123,112,382,369,751
LGA51120,0,7,10,14,24,7,3,0,0,3,8,10,11,21,3,0,0,0,3,10,6,10,16,200,202,26,30,114,96,340,328,668
LGA51190,71,226,303,435,738,182,121,4,4,76,245,262,370,632,103,35,0,3,86,233,189,271,460,4879,5063,1319,1403,4485,5063,10683,11529,22212
LGA51260,65,189,352,430,782,193,133,7,0,71,214,271,347,618,104,37,3,0,59,212,166,249,415,5311,5654,1182,1281,3080,3907,9573,10842,20415
LGA51310,41,186,239,376,615,177,105,4,3,48,185,229,293,522,125,68,0,0,74,262,199,330,529,4840,5002,678,692,3161,3615,8679,9309,17988
LGA51330,161,476,757,873,1630,395,236,7,6,138,479,540,721,1261,206,103,3,3,123,497,332,603,935,15336,15879,2154,2293,14494,14794,31984,32966,64950
LGA51400,12,36,69,73,142,45,20,0,0,9,25,54,45,99,13,4,0,0,5,24,18,28,46,2616,2802,543,594,1321,1440,4480,4836,9316
LGA51470,5,5,9,8,17,0,0,0,0,4,4,4,4,8,0,0,0,0,0,0,0,0,0,94,94,23,31,68,48,185,173,358
LGA51540,16,25,47,40,87,11,8,5,0,13,20,29,28,57,3,3,0,0,7,20,10,23,33,748,779,294,315,774,661,1816,1755,3571
LGA51610,4,3,12,6,18,3,3,0,0,6,0,9,3,12,0,0,0,0,0,0,0,0,0,240,256,45,48,127,78,412,382,794
LGA51680,10,13,43,31,74,14,10,0,0,3,10,17,20,37,6,0,0,0,7,8,13,8,21,898,975,150,169,434,434,1482,1578,3060
LGA51750,29,85,107,159,266,66,47,0,3,26,120,92,170,262,54,25,0,0,31,163,85,188,273,1562,1603,246,258,1231,1758,3039,3619,6658
LGA51820,174,457,773,843,1616,297,173,5,0,143,413,445,586,1031,114,53,3,3,112,357,229,413,642,16070,16790,3276,3538,12037,13013,31383,33341,64724
LGA51890,37,60,99,113,212,39,17,0,0,24,52,63,69,132,21,10,3,0,12,57,36,67,103,1484,1523,399,413,1236,1145,3119,3081,6200
LGA51960,6,5,15,12,27,0,0,3,0,0,7,3,7,10,0,0,0,0,5,0,5,0,5,477,480,248,243,513,357,1238,1080,2318
LGA52030,11,6,23,18,41,4,5,0,0,0,4,4,9,13,3,0,0,0,0,3,3,3,6,197,196,49,54,146,87,392,337,729
LGA52100,3,8,14,18,32,7,6,0,0,0,10,7,16,23,8,4,0,0,4,9,12,13,25,216,215,40,38,132,106,388,359,747
LGA52170,17,49,68,83,151,37,28,0,3,12,57,49,88,137,19,6,0,0,17,79,36,85,121,1267,1326,251,259,1015,1199,2533,2784,5317
LGA52240,4,6,13,16,29,4,3,0,0,3,3,7,6,13,8,0,0,0,0,4,8,4,12,209,207,40,46,142,79,391,332,723
LGA52310,0,0,11,6,17,9,4,0,0,0,0,9,4,13,0,3,0,0,0,4,0,7,7,182,192,36,38,100,71,318,301,619
LGA52380,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,34,33,15,12,46,37,95,82,177
LGA52450,3,4,23,14,37,10,3,0,0,5,9,15,12,27,4,3,0,0,3,9,7,12,19,249,251,39,44,157,121,445,416,861
LGA52520,3,7,15,17,32,9,4,0,0,4,7,13,11,24,3,3,0,0,3,3,6,6,12,237,246,58,57,179,115,474,418,892
LGA52590,10,12,47,42,89,15,15,0,0,11,10,26,25,51,7,3,0,0,6,14,13,17,30,552,576,133,136,331,238,1016,950,1966
LGA52660,25,50,127,121,248,62,28,0,0,11,51,73,79,152,30,12,0,3,22,43,52,58,110,2214,2341,539,597,1329,1392,4082,4330,8412
LGA52730,15,37,73,76,149,33,19,0,0,13,38,46,57,103,16,8,0,3,15,41,31,52,83,918,953,209,226,551,684,1678,1863,3541
LGA52800,17,18,28,18,46,0,3,0,0,15,11,15,14,29,3,0,0,0,0,6,3,6,9,503,516,390,403,928,964,1821,1883,3704
LGA52870,15,23,63,57,120,27,10,0,0,9,23,36,33,69,14,5,0,0,6,26,20,31,51,1016,1086,222,235,573,580,1811,1901,3712
LGA52940,0,4,7,8,15,5,3,0,0,0,11,5,14,19,6,4,0,0,4,8,10,12,22,151,156,23,27,65,63,239,246,485
LGA53010,3,4,6,4,10,4,3,0,0,0,0,4,3,7,0,0,0,0,0,4,0,4,4,132,130,26,25,81,46,239,201,440
LGA53080,4,3,8,6,14,0,3,0,0,3,3,3,6,9,0,3,0,0,0,4,0,7,7,108,111,58,57,136,114,302,282,584
LGA53150,14,51,75,92,167,38,24,0,0,16,48,54,72,126,17,4,4,0,17,51,38,55,93,1219,1255,260,296,879,1084,2358,2635,4993
LGA53220,3,7,7,7,14,0,0,0,0,0,6,0,6,6,0,0,0,0,3,3,3,3,6,805,818,328,331,814,605,1947,1754,3701
LGA53290,28,82,113,162,275,65,38,0,0,37,65,102,103,205,24,14,0,0,23,66,47,80,127,2205,2308,550,596,1550,1577,4305,4481,8786
LGA53360,15,4,22,15,37,8,3,0,3,3,0,11,6,17,0,0,0,0,3,3,3,3,6,356,372,144,156,306,198,806,726,1532
LGA53430,108,212,341,395,736,172,96,0,0,74,222,246,318,564,94,31,0,0,64,202,158,233,391,3862,3993,1230,1330,4233,5012,9325,10335,19660
LGA53520,94,203,358,397,755,173,77,7,0,76,177,256,254,510,69,34,4,0,57,160,130,194,324,5588,5983,1524,1694,4622,5030,11734,12707,24441
LGA53570,13,17,65,59,124,24,8,0,0,12,15,36,23,59,9,4,0,0,10,21,19,25,44,888,945,183,198,508,419,1579,1562,3141
LGA53640,3,9,6,12,18,3,3,0,0,3,4,6,7,13,0,3,0,0,0,3,0,6,6,245,235,42,45,162,104,449,384,833
LGA53710,10,3,19,6,25,3,3,0,0,7,3,10,6,16,0,3,0,0,3,0,3,3,6,183,188,40,42,109,109,332,339,671
LGA53780,163,526,768,969,1737,395,219,12,3,157,425,564,647,1211,172,73,0,0,128,386,300,459,759,18328,19036,3559,3773,15229,15972,37116,38781,75897
LGA53920,6,8,6,8,14,0,0,0,0,3,3,3,3,6,0,0,0,0,3,7,3,7,10,261,263,147,142,507,606,915,1011,1926
LGA53990,42,80,205,182,387,86,54,0,0,29,86,115,140,255,47,11,3,0,26,86,76,97,173,4293,4507,868,951,2546,2571,7707,8029,15736
LGA54060,12,21,56,48,104,32,17,0,5,13,9,45,31,76,11,6,0,0,7,17,18,23,41,635,685,146,175,345,387,1126,1247,2373
LGA54130,3,10,3,10,13,3,6,0,0,3,0,6,6,12,3,0,0,0,0,0,3,0,3,190,191,47,49,126,58,363,298,661
LGA54170,220,672,1162,1416,2578,635,406,12,3,188,663,835,1072,1907,330,171,3,0,194,695,527,866,1393,30676,32069,4486,4813,19573,21587,54735,58469,113204
LGA54200,98,317,621,707,1328,296,175,6,4,71,232,373,411,784,153,59,3,0,72,300,228,359,587,10102,10621,1850,2028,6787,7454,18739,20103,38842
LGA54280,51,76,103,114,217,31,20,0,3,21,53,52,76,128,12,5,0,0,16,60,28,65,93,4189,4327,1649,1767,4053,3382,9891,9476,19367
LGA54340,4,26,33,52,85,23,8,0,0,5,29,28,37,65,8,4,0,0,8,17,16,21,37,729,745,138,143,504,559,1371,1447,2818
LGA54410,6,12,17,23,40,8,4,0,0,0,12,8,16,24,0,0,0,0,3,14,3,14,17,208,207,47,55,121,145,376,407,783
LGA54480,0,0,0,0,0,0,3,0,0,3,0,3,3,6,0,0,0,0,0,0,0,0,0,115,119,23,19,57,26,195,164,359
LGA54550,3,13,24,30,54,18,7,0,0,0,19,18,26,44,3,0,0,0,5,10,8,10,18,392,386,79,83,213,203,684,672,1356
LGA54620,4,5,10,8,18,3,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,6,167,174,37,36,101,68,305,278,583
LGA54690,3,0,7,8,15,4,0,0,0,3,0,7,0,7,0,3,0,0,0,0,0,3,3,82,81,19,21,52,40,153,142,295
LGA54760,0,4,6,8,14,4,0,0,0,6,7,10,7,17,7,0,0,0,0,6,7,6,13,178,178,26,29,90,56,294,263,557
LGA54830,60,140,220,238,458,94,62,4,0,34,90,132,152,284,38,26,0,0,30,91,68,117,185,4215,4412,1380,1519,3879,4107,9474,10038,19512
LGA54900,4,3,9,12,21,7,7,0,0,3,7,10,14,24,4,0,0,0,4,0,8,0,8,263,263,61,61,168,90,492,414,906
LGA54970,3,0,7,4,11,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,52,53,50,52,92,95,194,200,394
LGA55040,0,3,0,3,3,0,0,0,0,3,3,3,3,6,0,0,0,0,0,3,0,3,3,166,169,62,69,133,118,361,356,717
