region_id,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_199,C11_CF_1A1NW_200_399,C11_CF_1A1NW_400_599,C11_CF_1A1NW_600_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_199,C11_CF_BA_200_399,C11_CF_BA_400_599,C11_CF_BA_600_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_199,C11_CF_BNW_200_399,C11_CF_BNW_400_599,C11_CF_BNW_600_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_N,C11_CF_LFns_1_199,C11_CF_LFns_200_399,C11_CF_LFns_400_599,C11_CF_LFns_600_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_more,C11_CF_LFns_Ns,C11_CF_LFns_T,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_199,C11_C_f_c_T_Fi_200_399,C11_C_f_c_T_Fi_400_599,C11_C_f_c_T_Fi_600_799,C11_C_f_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_199,C11_1PF_F_200_399,C11_1PF_F_400_599,C11_1PF_F_600_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_199,C11_1PF_P_200_399,C11_1PF_P_400_599,C11_1PF_P_600_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_199,C11_1PF_A_200_399,C11_1PF_A_400_599,C11_1PF_A_600_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_199,C11_1PF_U_200_399,C11_1PF_U_400_599,C11_1PF_U_600_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_199,C11_1PF_N_lf_Fi_200_399,C11_1PF_N_lf_Fi_400_599,C11_1PF_N_lf_Fi_600_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_199,C11_1PF_LFns_200_399,C11_1PF_LFns_400_599,C11_1PF_LFns_600_799,C11_1PF_LFns_800_999,C11_1PF_lf_ns_Fi_1000_1499,C11_1PF_lf_ns_Fi_1500_1999,C11_1PF_lf_ns_Fi_2000_2499,C11_1PF_lf_ns_Fi_2500_2999,C11_1PF_LFns_3000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_199,C11_1PF_TFI_200_399,C11_1PF_TFI_400_599,C11_1PF_TFI_600_799,C11_1PF_TFI_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_TFI_3000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_199,C11_TFI_200_399,C11_TFI_400_599,C11_TFI_600_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_more,C11_TFI_Ns,C11_T_T
LGA22410,113,0,0,0,3,0,7,13,13,4,3,0,4,47,0,0,0,0,0,0,3,6,7,0,4,8,28,0,3,10,19,40,24,30,8,3,3,3,10,153,0,0,0,0,0,0,3,3,0,0,0,110,116,6,12,10,49,127,147,438,370,247,171,198,306,2081,0,0,10,13,28,27,46,19,10,8,8,33,202,0,8,24,62,40,31,22,10,0,0,0,18,215,0,0,0,4,7,5,7,0,4,0,0,0,27,0,3,18,12,10,0,0,0,0,0,0,9,52,12,9,65,81,55,32,26,5,0,0,0,29,314,0,0,0,0,0,0,5,0,0,0,0,9,14,12,20,117,172,140,95,106,34,14,8,8,98,824,46,70,165,652,562,489,889,682,458,279,327,614,5233
LGA22490,117,0,0,0,0,3,8,11,7,3,4,0,9,45,0,0,0,0,0,0,3,4,0,0,4,11,22,3,4,6,10,24,23,43,27,3,0,4,22,169,0,0,0,0,4,3,3,0,0,0,0,148,158,6,16,16,43,112,166,552,563,318,221,252,392,2657,0,3,5,12,14,13,29,17,3,8,3,26,133,0,3,21,36,31,18,19,0,0,0,0,15,143,3,0,0,3,3,0,3,0,0,0,0,4,16,3,0,4,8,5,0,4,0,0,0,0,0,24,3,6,26,43,39,16,33,11,5,0,0,26,208,0,0,0,3,0,3,0,0,0,0,0,4,10,9,12,56,105,92,50,88,28,8,8,3,75,534,29,66,108,444,428,425,986,852,533,310,359,634,5174
LGA22620,483,3,0,4,9,17,25,37,15,8,15,3,19,155,4,5,3,0,3,3,17,23,20,3,19,12,112,4,20,23,85,163,103,175,68,26,11,9,100,787,0,0,0,0,9,5,10,11,0,0,0,583,618,23,58,60,199,516,704,2335,2048,1524,969,1047,1441,10924,0,0,9,58,153,189,372,195,56,44,15,163,1254,0,14,98,282,283,156,167,48,14,10,3,114,1189,4,0,8,24,24,16,31,15,8,0,0,19,149,6,10,68,77,27,17,13,0,0,3,0,16,237,24,43,334,489,363,197,220,74,32,13,5,171,1965,0,5,3,7,7,5,0,0,0,0,0,52,79,34,72,520,937,857,580,803,332,110,70,23,535,4873,130,307,689,2820,2624,2595,4891,3599,2631,1434,1639,2877,26236
LGA22670,1347,7,6,22,35,54,39,87,47,17,15,10,71,410,3,0,0,3,13,10,34,29,29,13,14,57,205,120,133,174,446,454,271,608,314,149,59,86,362,3176,6,0,7,16,14,25,32,17,3,0,4,858,982,199,225,363,999,1488,1518,3690,2539,1640,907,1031,2285,16884,8,11,26,101,222,212,409,204,123,56,45,171,1588,4,28,143,188,159,124,162,65,26,13,10,100,1022,6,3,20,28,27,30,23,10,9,5,3,26,190,27,24,106,65,32,33,29,7,5,3,3,36,370,148,119,542,525,494,309,545,213,85,45,27,372,3424,7,3,13,3,12,4,12,4,0,0,0,160,218,200,188,850,910,946,712,1180,503,248,122,88,865,6812,728,757,1519,4248,3899,3440,6603,4072,2637,1313,1398,4130,34744
LGA22750,1067,3,3,3,13,20,40,98,69,31,37,26,54,397,0,4,3,3,3,6,37,42,43,32,46,52,271,21,33,65,157,293,189,411,204,93,56,43,216,1781,4,0,0,11,8,10,7,10,5,4,3,1190,1252,70,94,131,396,892,1214,4348,4215,3325,2618,3112,3288,23703,7,12,28,102,249,331,687,396,140,146,58,317,2473,3,29,203,536,579,377,360,131,48,27,11,273,2577,3,3,24,41,46,27,45,32,10,10,4,57,302,7,23,112,149,60,29,27,9,4,3,0,46,469,48,99,597,817,653,400,490,161,59,41,18,389,3772,3,0,4,3,11,5,4,0,7,0,0,134,171,71,166,968,1648,1598,1169,1613,729,268,227,91,1216,9764,347,666,1370,5646,5145,4952,9282,7410,5814,3958,4650,6367,55607
LGA22830,289,0,0,0,6,15,14,32,16,9,6,0,23,121,0,0,0,0,3,6,17,14,13,12,9,17,91,17,22,36,96,121,67,135,60,26,7,6,101,694,0,0,3,4,4,6,9,3,3,0,0,319,351,39,44,72,208,384,490,1499,1173,891,472,567,976,6815,5,3,8,44,105,100,186,80,29,13,7,87,667,0,8,55,159,149,89,88,24,8,3,0,53,636,0,0,5,5,15,13,18,6,3,3,0,13,81,0,8,27,54,9,7,16,3,0,0,0,16,140,19,29,225,295,187,85,108,33,10,8,0,132,1131,0,0,0,6,0,3,0,0,0,0,0,42,51,24,48,320,563,465,297,416,146,50,27,7,343,2706,132,207,468,1718,1536,1525,2877,2066,1517,715,907,1842,15510
LGA22910,90,0,5,0,0,0,5,7,3,3,0,0,8,31,0,0,0,0,0,3,4,0,3,0,0,3,13,4,0,6,18,29,17,26,10,0,7,3,15,135,0,0,0,0,0,0,6,0,0,0,0,69,75,7,5,6,42,97,121,350,234,138,98,82,198,1378,3,4,0,12,14,13,31,12,7,3,0,19,118,0,0,22,41,47,22,20,6,4,3,3,18,186,0,0,0,8,3,0,3,0,0,0,0,5,19,0,0,15,11,0,3,0,0,0,0,0,6,35,3,7,49,68,51,37,31,3,0,3,0,25,277,0,0,0,0,0,0,0,0,0,0,0,8,8,6,11,86,140,115,75,85,21,11,9,3,81,643,36,61,120,469,442,443,746,441,261,162,185,465,3831
LGA22980,30,0,0,0,3,0,3,0,0,0,0,0,3,9,0,0,0,3,0,0,0,0,0,0,0,5,8,0,0,0,4,16,4,13,0,0,0,0,6,43,0,0,0,0,0,0,0,0,0,4,0,33,37,3,3,7,23,41,63,147,103,59,26,20,91,586,0,0,3,0,4,4,14,3,3,3,0,9,43,0,0,3,14,11,7,3,3,3,0,0,5,49,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,7,0,3,24,18,21,11,5,3,0,0,3,5,93,0,0,0,3,3,0,0,0,0,0,0,3,9,0,3,34,38,39,22,25,9,6,3,3,22,204,14,29,51,202,200,184,289,179,113,48,45,174,1528
LGA23110,542,0,3,3,8,12,11,36,27,5,23,9,29,166,0,0,0,0,3,4,17,14,17,7,29,12,103,25,31,31,111,157,101,252,119,60,36,42,146,1111,0,0,0,7,3,5,10,5,3,0,3,526,562,51,64,77,236,428,533,1483,1474,1268,1282,2118,1375,10389,7,3,4,27,82,109,291,165,81,100,47,130,1046,4,10,49,135,126,82,116,53,25,26,11,63,700,0,0,4,6,14,9,20,13,3,5,0,10,84,4,13,42,38,20,10,16,11,3,3,3,19,182,41,44,234,245,296,152,259,88,52,24,22,178,1635,0,0,3,3,3,6,3,3,0,0,0,55,76,56,70,336,454,541,368,705,333,164,158,83,455,3723,207,331,514,1854,1713,1590,3114,2609,2305,1974,3250,2553,22014
LGA23190,77,3,0,0,4,9,3,7,0,0,0,0,6,32,0,0,0,0,0,3,8,4,0,3,0,4,22,0,0,3,16,19,14,26,8,3,3,7,10,109,0,0,0,0,0,0,0,0,0,0,0,105,105,9,4,16,54,127,140,458,413,272,137,170,271,2071,0,0,4,20,20,32,55,28,7,3,0,27,196,0,0,15,62,43,28,30,3,0,3,0,25,209,3,0,0,5,5,0,3,3,0,0,0,8,27,0,0,17,12,5,4,4,0,0,0,0,0,42,7,9,53,70,56,40,30,9,7,0,0,31,312,0,0,0,0,3,0,0,0,0,0,0,13,16,10,9,89,169,132,104,122,43,14,6,0,104,802,45,49,131,560,552,528,964,749,498,232,273,551,5132
LGA23270,1671,11,6,12,48,58,77,133,70,30,29,15,111,600,5,0,0,3,6,10,26,34,42,19,32,68,245,76,152,207,493,646,347,713,402,201,96,70,465,3868,8,3,7,16,30,16,35,22,10,6,8,1101,1262,175,277,382,1013,1558,1645,4437,3968,2913,1982,2378,3319,24047,13,16,23,64,225,245,578,356,186,102,70,247,2125,10,25,126,284,264,195,222,90,34,23,9,125,1407,0,4,17,34,34,19,33,19,14,3,4,44,225,11,19,101,89,45,24,32,12,8,3,0,34,378,89,119,582,695,570,339,592,201,70,34,33,400,3724,4,3,7,3,7,8,5,3,3,0,0,125,168,127,186,856,1169,1145,830,1462,681,315,165,116,975,8027,524,747,1437,4164,3914,3544,7691,6046,4510,2752,3107,5252,43688
