region_id,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_199,C11_CF_1A1NW_200_399,C11_CF_1A1NW_400_599,C11_CF_1A1NW_600_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_199,C11_CF_BA_200_399,C11_CF_BA_400_599,C11_CF_BA_600_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_199,C11_CF_BNW_200_399,C11_CF_BNW_400_599,C11_CF_BNW_600_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_N,C11_CF_LFns_1_199,C11_CF_LFns_200_399,C11_CF_LFns_400_599,C11_CF_LFns_600_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_more,C11_CF_LFns_Ns,C11_CF_LFns_T,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_199,C11_C_f_c_T_Fi_200_399,C11_C_f_c_T_Fi_400_599,C11_C_f_c_T_Fi_600_799,C11_C_f_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_199,C11_1PF_F_200_399,C11_1PF_F_400_599,C11_1PF_F_600_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_199,C11_1PF_P_200_399,C11_1PF_P_400_599,C11_1PF_P_600_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_199,C11_1PF_A_200_399,C11_1PF_A_400_599,C11_1PF_A_600_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_199,C11_1PF_U_200_399,C11_1PF_U_400_599,C11_1PF_U_600_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_199,C11_1PF_N_lf_Fi_200_399,C11_1PF_N_lf_Fi_400_599,C11_1PF_N_lf_Fi_600_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_199,C11_1PF_LFns_200_399,C11_1PF_LFns_400_599,C11_1PF_LFns_600_799,C11_1PF_LFns_800_999,C11_1PF_lf_ns_Fi_1000_1499,C11_1PF_lf_ns_Fi_1500_1999,C11_1PF_lf_ns_Fi_2000_2499,C11_1PF_lf_ns_Fi_2500_2999,C11_1PF_LFns_3000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_199,C11_1PF_TFI_200_399,C11_1PF_TFI_400_599,C11_1PF_TFI_600_799,C11_1PF_TFI_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_TFI_3000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_199,C11_TFI_200_399,C11_TFI_400_599,C11_TFI_600_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_more,C11_TFI_Ns,C11_T_T
LGA53430,115,0,0,0,0,3,3,3,3,3,4,3,5,27,0,0,0,0,0,0,3,3,3,4,15,5,33,5,4,4,18,23,17,47,17,12,8,8,21,184,0,0,0,0,0,0,0,3,0,0,0,233,236,5,11,4,35,65,68,243,257,292,413,660,416,2469,0,4,3,8,16,32,61,67,29,37,15,45,317,0,5,12,47,64,36,63,23,10,13,5,34,312,0,0,7,4,3,0,4,4,0,4,0,3,29,0,3,13,16,10,4,3,0,0,0,0,3,52,17,15,77,66,54,31,65,22,18,8,6,61,440,0,0,3,3,3,0,0,0,0,0,0,7,16,17,27,115,144,150,103,196,116,57,62,26,153,1166,51,95,149,498,428,383,745,633,642,750,1309,924,6607
LGA53520,151,3,0,0,0,8,15,19,20,8,25,5,11,114,0,0,0,0,0,0,4,4,9,4,14,5,40,6,6,11,24,36,24,50,23,8,8,3,43,242,0,0,0,3,0,3,4,0,0,0,0,551,561,22,15,20,47,122,156,586,621,533,484,584,910,4100,0,3,5,25,36,59,134,73,24,39,16,50,464,0,3,38,89,71,54,59,13,9,3,3,46,388,0,0,5,6,8,6,13,6,0,4,3,12,63,4,4,30,31,13,6,5,5,0,0,0,9,107,15,20,116,139,89,48,36,10,9,8,0,94,584,0,0,4,0,3,0,0,0,0,0,0,44,51,19,30,198,290,220,173,247,107,42,54,22,255,1657,93,99,268,813,662,648,1340,1167,990,811,928,1667,9486
LGA53570,25,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,6,3,7,3,3,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,64,64,0,6,9,11,13,21,95,78,44,38,38,111,464,0,3,0,0,4,3,3,3,0,3,3,5,27,0,0,3,6,9,3,0,0,0,3,0,5,29,0,0,0,3,0,0,3,3,0,3,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,3,11,6,3,5,0,0,3,0,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,20,19,9,11,6,0,12,3,18,116,17,33,37,152,131,107,191,152,93,72,71,227,1283
LGA53640,7,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,9,9,6,0,4,6,6,9,37,14,15,6,18,29,150,0,0,0,3,0,3,0,3,0,3,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,3,3,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,3,3,0,3,0,3,3,3,37,9,6,10,31,21,28,60,35,36,16,31,43,326
LGA53710,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,6,9,3,7,17,20,8,12,3,22,107,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,0,6,0,0,0,0,3,25,6,3,15,36,23,26,48,30,16,15,9,42,269
LGA53780,622,3,5,9,8,17,17,61,47,15,41,21,41,285,0,3,0,0,3,5,14,32,42,19,35,39,192,29,41,42,107,145,96,194,113,63,40,31,137,1038,3,0,0,0,3,0,15,5,4,0,3,1142,1175,65,88,87,242,446,632,2148,2246,1911,1650,1910,2182,13607,4,4,14,37,115,167,379,253,149,78,81,163,1444,0,11,86,222,182,146,173,73,32,22,12,92,1051,3,0,7,28,19,22,24,17,10,11,3,20,164,19,17,63,58,34,13,14,3,4,0,0,27,252,52,47,276,313,250,128,252,93,32,19,19,213,1694,8,0,0,5,3,3,6,3,0,0,0,58,86,86,79,446,663,603,479,848,442,227,130,115,573,4691,281,314,632,2073,1957,1903,4398,3909,3374,2436,2857,3715,27849
LGA53920,36,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,6,33,30,17,18,8,3,0,0,9,137,0,0,0,0,0,0,0,0,0,0,0,12,12,0,13,13,50,44,34,40,13,10,9,16,26,268,0,0,3,3,7,7,3,5,0,0,0,3,31,0,0,10,5,7,3,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,7,0,0,5,6,0,0,0,0,0,22,4,7,48,17,19,10,18,3,0,0,0,7,133,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,68,25,33,25,31,8,0,0,0,18,223,18,25,87,98,92,69,79,34,32,20,34,50,638
LGA53990,93,0,3,0,0,3,0,13,19,6,19,5,3,71,0,0,0,0,0,3,3,7,3,5,11,12,44,5,0,8,9,18,16,28,10,4,9,3,28,138,0,0,0,0,0,0,5,0,0,0,0,296,301,13,12,11,27,53,91,386,487,385,476,514,555,3010,0,0,0,5,26,23,55,47,6,21,13,32,228,0,3,25,50,45,25,25,21,8,0,0,23,225,0,4,0,0,3,3,3,4,0,0,0,5,22,0,0,11,16,6,3,6,0,0,0,0,5,47,12,9,51,73,44,25,24,11,6,0,4,29,288,0,0,0,0,0,0,0,0,0,0,0,9,9,12,16,87,144,124,79,113,83,20,21,17,103,819,43,67,132,501,413,407,826,848,664,692,834,942,6369
LGA54060,17,0,0,0,0,0,0,3,3,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,7,17,0,0,0,0,0,0,3,0,0,0,0,49,52,0,0,0,7,11,18,74,69,31,40,46,95,391,0,0,0,0,3,3,8,0,0,3,0,0,17,0,3,3,6,11,3,0,3,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,10,0,3,7,12,4,3,3,0,0,0,0,12,44,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,14,21,18,9,11,3,0,3,0,18,106,10,15,19,116,75,81,153,113,53,63,79,202,979
LGA54130,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,13,0,3,3,9,9,14,23,17,12,3,8,33,134,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,0,0,0,0,3,18,3,6,9,19,21,31,40,34,23,13,14,55,268
LGA54170,740,0,0,3,6,8,9,47,43,20,78,46,47,307,3,0,0,0,3,3,16,32,26,38,76,40,237,21,9,31,45,67,60,159,114,73,44,56,113,792,0,0,0,3,3,3,7,4,3,3,5,2013,2044,69,49,63,124,267,428,1895,2881,2845,3864,5895,3834,22214,6,8,8,30,71,172,450,414,228,252,113,302,2054,3,29,87,229,270,201,279,137,61,34,31,157,1518,0,3,11,19,21,20,29,16,25,17,12,31,204,7,6,42,50,20,14,20,9,4,9,3,14,198,55,36,184,226,186,115,247,91,38,24,19,152,1373,0,0,0,4,0,4,4,0,0,0,0,27,39,71,82,332,558,568,526,1029,667,356,336,178,683,5386,287,326,537,2010,2093,2335,5039,5313,5077,5610,8250,6005,42882
LGA54200,251,0,4,0,0,4,6,25,26,7,25,11,22,130,0,0,0,0,0,3,9,8,16,12,17,15,80,9,4,4,20,30,31,71,42,25,10,17,40,303,0,0,0,0,3,3,0,0,8,3,0,661,678,21,25,14,36,107,193,810,991,923,1025,1429,1239,6813,4,0,4,15,45,79,215,147,94,75,53,99,830,0,4,32,77,97,64,83,33,13,8,11,42,464,0,0,3,8,7,6,16,6,3,7,3,10,69,5,4,27,25,5,6,8,0,0,0,0,8,88,12,24,94,122,84,39,85,43,14,12,8,77,614,0,0,0,0,0,0,0,0,0,5,0,19,24,21,32,160,247,238,194,407,229,124,107,75,255,2089,106,145,250,941,902,973,2020,1904,1766,1637,2181,2095,14920
LGA54280,54,0,0,0,0,4,4,12,14,3,16,6,12,71,3,0,0,0,0,0,3,3,3,4,24,4,44,0,10,10,12,17,8,21,3,6,4,3,17,111,0,0,0,3,0,0,4,3,0,3,0,343,356,9,13,14,26,41,46,279,508,385,714,931,610,3576,0,3,4,10,34,41,109,56,27,38,25,39,386,0,0,16,29,43,26,27,3,3,4,5,8,164,0,0,0,5,5,0,0,10,3,0,3,7,33,3,4,22,6,3,3,0,0,0,0,0,3,44,13,18,67,60,48,17,41,19,6,10,3,41,343,0,0,3,0,0,0,3,3,3,0,0,36,48,16,25,112,110,133,87,180,91,42,52,36,134,1018,46,56,147,273,263,241,720,879,782,1084,1673,1093,7257
LGA54340,20,0,0,3,3,5,0,9,3,0,0,0,3,26,0,0,0,0,0,3,18,9,7,0,0,3,40,0,3,3,4,13,6,17,5,0,0,0,5,56,0,0,0,0,0,0,3,0,0,0,0,44,47,6,6,9,16,35,34,109,62,48,17,38,90,470,0,0,0,4,6,3,8,0,0,0,0,0,21,0,0,5,15,5,5,0,0,0,0,0,0,30,0,0,0,3,0,0,4,0,0,0,0,5,12,0,0,3,3,3,0,3,0,0,0,0,0,12,6,0,19,15,10,3,5,4,0,3,0,10,75,0,0,0,0,0,0,0,0,0,0,0,8,8,6,0,27,40,24,11,20,4,0,3,0,23,158,17,11,43,127,102,100,205,108,88,44,60,160,1065
LGA54410,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,13,13,3,0,3,3,15,17,24,15,9,0,9,32,130,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,4,3,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,11,3,3,0,0,0,0,0,36,3,5,18,41,40,30,49,31,24,3,18,48,310
LGA54480,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,9,3,6,3,3,6,4,15,6,6,0,0,18,70,0,0,0,3,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,9,9,6,3,9,12,15,29,17,17,6,0,29,152
LGA54550,12,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,0,3,0,12,0,0,3,0,3,4,3,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,10,10,0,3,7,9,12,23,62,20,14,17,19,40,226,0,0,0,3,3,0,5,0,4,0,0,3,18,0,0,0,4,3,3,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,16,3,5,0,4,0,0,12,62,6,13,17,66,52,58,106,53,39,26,37,75,548
LGA54620,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,12,11,9,18,16,3,3,3,22,97,0,0,0,0,3,0,3,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,0,3,0,0,0,0,3,24,3,9,12,27,31,24,38,25,12,6,12,40,239
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,3,6,3,6,6,3,6,45,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,6,3,3,0,3,0,0,0,0,18,6,3,9,17,12,10,13,15,12,6,6,9,118
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,6,7,8,22,16,0,9,6,23,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,14,9,3,3,20,19,21,45,34,11,13,12,38,228
LGA54830,147,0,0,0,0,3,8,34,20,3,8,7,11,94,0,0,0,0,3,0,3,10,6,4,5,5,36,4,5,8,27,47,25,46,29,8,8,6,40,253,0,0,0,0,0,0,3,4,0,0,3,360,370,15,8,16,46,127,158,635,597,435,367,352,638,3394,3,0,0,15,36,51,119,66,29,23,9,47,398,0,0,28,69,70,37,32,22,3,8,0,21,290,3,0,3,7,6,6,3,7,0,3,0,5,43,5,3,23,27,12,0,5,6,0,0,0,7,88,11,21,109,151,99,54,64,25,10,7,8,65,624,0,0,3,0,0,0,0,0,0,0,0,29,32,22,24,166,269,223,148,223,126,42,41,17,174,1475,68,65,202,648,593,538,1193,1092,828,578,576,1120,7501
LGA54900,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,4,0,0,7,7,12,40,27,10,9,8,28,152,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,3,3,0,0,0,3,0,0,7,21,20,8,8,27,19,27,69,47,40,20,14,65,364
LGA54970,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,10,14,6,4,6,6,3,3,3,55,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,7,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,3,3,0,3,0,0,4,32,3,0,10,25,17,18,13,11,15,6,7,16,141
LGA55040,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,4,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,3,9,19,20,37,24,30,142,0,0,0,0,0,0,8,0,0,4,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,4,3,8,0,0,4,0,10,36,0,0,3,10,17,6,26,31,38,52,46,53,282
LGA55110,318,0,0,0,0,10,11,34,38,15,49,17,28,202,0,0,0,0,0,0,7,8,9,16,26,20,86,4,8,18,46,96,48,92,39,17,12,19,64,463,0,3,0,0,7,5,3,3,0,5,0,1000,1026,19,25,36,106,216,263,937,1047,806,1006,1037,1508,7006,8,5,11,34,68,107,169,129,49,54,31,104,769,3,9,67,186,183,103,104,31,15,4,6,78,789,0,0,4,12,10,8,18,13,4,5,3,18,95,3,5,59,59,21,14,16,4,5,0,0,27,213,29,41,213,324,221,97,119,29,24,10,4,107,1218,3,4,3,0,0,3,0,0,0,0,3,40,56,46,64,357,615,503,332,426,206,97,73,47,374,3140,175,235,518,2330,1907,1663,2490,2034,1515,1626,1793,2905,19191
LGA55180,56,0,0,0,0,5,0,6,4,0,5,0,3,23,0,0,0,0,0,0,0,0,4,0,0,5,9,0,0,0,11,16,11,12,3,0,0,0,10,63,0,0,0,0,0,0,0,0,0,0,0,96,96,3,5,6,42,61,81,220,165,108,73,69,158,991,0,0,3,3,8,13,21,9,5,8,0,8,78,3,0,9,39,20,5,7,3,0,0,0,9,95,0,0,3,3,3,0,0,3,0,0,0,3,15,0,3,11,3,3,0,3,0,0,0,0,0,23,3,3,26,36,21,12,20,4,3,0,0,11,139,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,52,84,55,30,51,19,8,8,0,37,356,22,37,81,326,242,240,456,313,199,117,116,333,2482
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,5,5,3,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,14,17,3,3,0,5,5,9,14,9,3,3,0,14,68,0,0,0,0,0,0,4,0,0,0,0,3,7,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,3,3,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,4,7,3,3,7,0,0,0,0,17,47,6,6,4,23,12,12,25,24,18,9,14,42,195
LGA55320,470,3,0,3,7,3,9,23,17,9,58,28,13,173,3,0,0,3,0,3,4,4,13,17,53,26,126,23,21,12,42,52,63,111,96,56,44,68,98,686,0,0,0,0,3,4,7,8,4,5,4,1126,1161,56,39,36,93,182,253,920,1224,1231,2243,4003,2086,12366,0,0,9,28,55,84,254,207,80,177,99,146,1139,0,11,35,112,137,115,165,74,36,27,19,90,821,0,0,5,12,6,13,15,3,6,6,4,12,82,10,8,28,15,14,10,6,0,4,9,3,12,119,61,46,107,145,137,100,189,89,41,43,29,110,1097,0,0,0,4,0,0,5,0,0,0,0,29,38,71,65,184,316,349,322,634,373,167,262,154,399,3296,250,245,306,1307,1359,1519,2801,2531,2407,3431,6008,3380,25544
LGA55390,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,3,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,9,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,3,7,6,0,0,0,0,0,0,6,25,0,6,3,14,18,4,3,3,3,0,0,12,66
LGA55460,16,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,4,4,0,4,3,0,0,0,8,28,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,5,11,16,24,57,53,46,31,35,69,347,0,0,0,3,3,0,5,3,4,3,0,8,29,0,0,4,9,3,0,4,0,0,0,0,3,23,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,9,3,0,4,10,6,5,4,0,0,0,0,0,32,0,0,3,0,0,0,0,0,0,0,0,3,6,3,3,11,22,18,5,13,3,4,3,0,17,102,10,9,16,77,59,58,127,108,92,61,65,138,820
LGA55530,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,7,3,4,7,5,53,0,0,0,0,3,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,0,0,0,0,6,21,0,0,6,9,12,15,23,16,8,10,11,19,129
LGA55600,12,0,0,3,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,22,22,0,6,6,14,6,21,55,54,34,21,21,52,290,0,0,0,0,6,4,5,0,0,0,0,0,15,0,0,0,3,7,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,7,10,0,4,5,0,0,0,9,48,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,13,10,23,7,12,5,0,0,0,19,89,4,6,25,58,47,46,110,98,71,44,36,110,655
