region_id,C01_SH_0b_NPFH_2,C01_SH_0b_NPFH_3,C01_SH_0b_NPFH_4,C01_SH_0b_NPFH_5,C01_SH_0b_NPFH_6_mor,C01_SH_0bTotal,C01_SH_1b_NPFH_2,C01_SH_1b_NPFH_3,C01_SH_1b_NPFH_4,C01_SH_1b_NPFH_5,C01_SH_1b_NPFH_6_mor,C01_SH_1b_Tot,C01_SH_2b_NPFH_2,C01_SH_2b_NPFH_3,C01_SH_2b_NPFH_4,C01_SH_2b_NPFH_5,C01_SH_2b_NPFH_6_mor,C01_SH_2b_Tot,C01_SH_3b_NPFH_2,C01_SH_3b_NPFH_3,C01_SH_3b_NPFH_4,C01_SH_3b_NPFH_5,C01_SH_3b_NPFH_6_mor,C01_SH_3b_Tot,C01_SH_4mb_NPFH_2,C01_SH_4mb_NPFH_3,C01_SH_4mb_NPFH_4,C01_SH_4mb_NPFH_5,C01_SH_4mb_NPFH_6_mor,C01_SH_4mb_Tot,C01_SH_NB_NS_NPFH_2,C01_SH_NB_NS_NPFH_3,C01_SH_NB_NS_NPFH_4,C01_SH_NB_NS_NPFH_5,C01_SH_NB_NS_NPFH_6_mor,C01_SH_NB_NS_T,C01_SH_Tot_NPFH_2,C01_SH_Tot_NPFH_3,C01_SH_Tot_NPFH_4,C01_SH_Tot_NPFH_5,C01_SH_Tot_NPFH_6_mor,C01_SH_T_T,C01_SDRTHT_0b_NPFH_2,C01_SDRTHT_0b_NPFH_3,C01_SDRTHT_0b_NPFH_4,C01_SDRTHT_0b_NPFH_5,C01_SDRTHT_0b_NPFH_6_mor,C01_SDRTHT_0bTotal,C01_SDRTHT_1b_NPFH_2,C01_SDRTHT_1b_NPFH_3,C01_SDRTHT_1b_NPFH_4,C01_SDRTHT_1b_NPFH_5,C01_SDRTHT_1b_NPFH_6_mor,C01_SDRTHT_1b_Tot,C01_SDRTHT_2b_NPFH_2,C01_SDRTHT_2b_NPFH_3,C01_SDRTHT_2b_NPFH_4,C01_SDRTHT_2b_NPFH_5,C01_SDRTHT_2b_NPFH_6_mor,C01_SDRTHT_2b_Tot,C01_SDRTHT_3b_NPFH_2,C01_SDRTHT_3b_NPFH_3,C01_SDRTHT_3b_NPFH_4,C01_SDRTHT_3b_NPFH_5,C01_SDRTHT_3b_NPFH_6_mor,C01_SDRTHT_3b_Tot,C01_SDRTHT_4mb_NPFH_2,C01_SDRTHT_4mb_NPFH_3,C01_SDRTHT_4mb_NPFH_4,C01_SDRTHT_4mb_NPFH_5,C01_SDRTHT_4mb_NPFH_6_mor,C01_SDRTHT_4mb_Tot,C01_SDRTHT_NB_NS_NPFH_2,C01_SDRTHT_NB_NS_NPFH_3,C01_SDRTHT_NB_NS_NPFH_4,C01_SDRTHT_NB_NS_NPFH_5,C01_SDRTHT_NB_NS_NPFH_6_mor,C01_SDRTHT_NB_NS_T,C01_SDRTHT_Tot_NPFH_2,C01_SDRTHT_Tot_NPFH_3,C01_SDRTHT_Tot_NPFH_4,C01_SDRTHT_Tot_NPFH_5,C01_SDRTHT_Tot_NPFH_6_mor,C01_SDRTHT_T_T,C01_FUA_0b_NPFH_2,C01_FUA_0b_NPFH_3,C01_FUA_0b_NPFH_4,C01_FUA_0b_NPFH_5,C01_FUA_0b_NPFH_6_mor,C01_FUA_0bTotal,C01_FUA_1b_NPFH_2,C01_FUA_1b_NPFH_3,C01_FUA_1b_NPFH_4,C01_FUA_1b_NPFH_5,C01_FUA_1b_NPFH_6_mor,C01_FUA_1b_Tot,C01_FUA_2b_NPFH_2,C01_FUA_2b_NPFH_3,C01_FUA_2b_NPFH_4,C01_FUA_2b_NPFH_5,C01_FUA_2b_NPFH_6_mor,C01_FUA_2b_Tot,C01_FUA_3b_NPFH_2,C01_FUA_3b_NPFH_3,C01_FUA_3b_NPFH_4,C01_FUA_3b_NPFH_5,C01_FUA_3b_NPFH_6_mor,C01_FUA_3b_Tot,C01_FUA_4mb_NPFH_2,C01_FUA_4mb_NPFH_3,C01_FUA_4mb_NPFH_4,C01_FUA_4mb_NPFH_5,C01_FUA_4mb_NPFH_6_mor,C01_FUA_4mb_Tot,C01_FUA_NB_NS_NPFH_2,C01_FUA_NB_NS_NPFH_3,C01_FUA_NB_NS_NPFH_4,C01_FUA_NB_NS_NPFH_5,C01_FUA_NB_NS_NPFH_6_mor,C01_FUA_NB_NS_T,C01_FUA_Tot_NPFH_2,C01_FUA_Tot_NPFH_3,C01_FUA_Tot_NPFH_4,C01_FUA_Tot_NPFH_5,C01_FUA_Tot_NPFH_6_mor,C01_FUA_T_T,C01_OD_0b_NPFH_2,C01_OD_0b_NPFH_3,C01_OD_0b_NPFH_4,C01_OD_0b_NPFH_5,C01_OD_0b_NPFH_6_mor,C01_OD_0bTotal,C01_OD_1b_NPFH_2,C01_OD_1b_NPFH_3,C01_OD_1b_NPFH_4,C01_OD_1b_NPFH_5,C01_OD_1b_NPFH_6_mor,C01_OD_1b_Tot,C01_OD_2b_NPFH_2,C01_OD_2b_NPFH_3,C01_OD_2b_NPFH_4,C01_OD_2b_NPFH_5,C01_OD_2b_NPFH_6_mor,C01_OD_2b_Tot,C01_OD_3b_NPFH_2,C01_OD_3b_NPFH_3,C01_OD_3b_NPFH_4,C01_OD_3b_NPFH_5,C01_OD_3b_NPFH_6_mor,C01_OD_3b_Tot,C01_OD_4mb_NPFH_2,C01_OD_4mb_NPFH_3,C01_OD_4mb_NPFH_4,C01_OD_4mb_NPFH_5,C01_OD_4mb_NPFH_6_mor,C01_OD_4mb_Tot,C01_OD_NB_NS_NPFH_2,C01_OD_NB_NS_NPFH_3,C01_OD_NB_NS_NPFH_4,C01_OD_NB_NS_NPFH_5,C01_OD_NB_NS_NPFH_6_mor,C01_OD_NB_NS_T,C01_OD_Tot_NPFH_2,C01_OD_Tot_NPFH_3,C01_OD_Tot_NPFH_4,C01_OD_Tot_NPFH_5,C01_OD_Tot_NPFH_6_mor,C01_OD_T_T,C01_DS_NS_NPFH_2,C01_DS_NS_NPFH_3,C01_DS_NS_NPFH_4,C01_DS_NS_NPFH_5,C01_DS_NS_NPFH_6_mor,C01_DS_NS_T,C01_Tot_NPFH_2,C01_Tot_NPFH_3,C01_Tot_NPFH_4,C01_Tot_NPFH_5,C01_Tot_NPFH_6_mor,C01_T_T,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3
LGA22170,6,3,5,3,0,17,84,7,8,3,0,102,998,280,93,30,5,1406,7304,4262,3987,1143,364,17060,1845,1656,2386,1737,729,8353,87,27,35,17,10,176,10324,6235,6514,2933,1108,27114,4,0,0,0,0,4,31,3,3,0,0,37,595,117,20,3,0,735,194,99,54,15,4,366,10,5,7,6,8,36,11,0,0,0,0,11,845,224,84,24,12,1189,4,0,0,0,0,4,64,4,3,0,0,71,558,118,28,4,0,708,117,66,18,5,3,209,11,3,3,0,0,17,10,0,0,0,0,10,764,191,52,9,3,1019,6,0,3,3,0,12,39,5,3,0,0,47,37,19,5,3,0,64,6,5,7,3,3,24,0,0,0,0,3,3,5,0,3,0,0,8,93,29,21,9,6,158,78,39,34,12,5,168,12104,6718,6705,2987,1134,29648,6,5,7,0,0,18,61,16,5,0,0,82,887,215,73,23,6,1204,7578,4258
LGA22250,3,0,0,0,0,3,9,3,3,0,0,15,224,46,30,6,0,306,929,306,337,160,51,1783,323,178,180,167,89,937,23,4,3,0,3,33,1511,537,553,333,143,3077,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,7,3,3,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,4,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,3,0,20,3,0,0,0,3,6,1554,544,556,336,146,3136,4,0,0,0,0,4,12,0,3,0,0,15,192,41,18,5,4,260,925,276
LGA22310,13,3,0,3,3,22,64,10,8,0,0,82,2187,681,319,39,12,3238,4746,3019,3124,707,174,11770,1145,1153,2003,1541,646,6488,77,17,24,11,8,137,8232,4883,5478,2301,843,21737,0,3,0,0,0,3,55,3,0,0,0,58,1334,401,107,19,3,1864,927,528,384,79,25,1943,57,39,73,36,26,231,25,3,3,0,0,31,2398,977,567,134,54,4130,3,0,0,0,0,3,421,50,8,0,0,479,1810,467,161,23,6,2467,409,235,174,32,8,858,21,16,18,6,10,71,30,8,0,0,0,38,2694,776,361,61,24,3916,0,0,0,0,0,0,15,0,3,0,0,18,42,28,20,3,0,93,14,15,13,3,5,50,3,0,0,3,0,6,0,0,0,0,0,0,74,43,36,9,5,167,134,71,58,32,7,302,13532,6750,6500,2537,933,30252,7,0,0,3,0,10,77,7,9,0,0,93,1932,632,265,51,9,2889,4434,2863
LGA22410,0,0,0,0,0,0,22,3,0,0,0,25,312,89,39,11,4,455,1465,697,715,231,48,3156,397,247,334,251,113,1342,7,6,4,0,3,20,2203,1042,1092,493,168,4998,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,13,3,0,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,16,3,3,0,0,22,0,0,0,0,0,0,8,0,0,0,0,8,50,5,3,0,0,58,9,6,4,0,0,19,0,0,0,0,0,0,4,0,0,0,0,4,71,11,7,0,0,89,0,0,0,0,0,0,6,0,0,0,0,6,0,7,3,0,0,10,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,10,7,6,0,0,23,16,10,8,0,0,34,2316,1073,1116,493,168,5166,3,0,0,0,0,3,18,3,0,0,0,21,300,94,31,11,3,439,1573,651
LGA22490,3,0,0,0,0,3,34,3,0,0,0,37,221,65,26,11,4,327,913,465,511,229,56,2174,336,220,367,259,139,1321,11,3,3,5,0,22,1518,756,907,504,199,3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,3,0,9,0,0,0,0,0,0,6,3,0,3,0,12,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,5,3,3,0,0,11,4,3,5,3,0,15,3,0,0,0,0,3,0,0,0,0,0,0,17,6,8,3,0,34,13,3,8,3,3,30,1561,771,923,513,202,3970,0,0,0,0,0,0,36,3,3,3,3,48,235,67,29,7,7,345,1050,520
LGA22620,17,6,0,3,0,26,79,7,7,3,0,96,1418,340,138,39,11,1946,5967,3091,2768,946,321,13093,1519,1117,1608,1253,623,6120,67,24,15,7,6,119,9067,4585,4536,2251,961,21400,3,0,0,0,0,3,23,0,0,0,0,23,239,43,7,0,0,289,68,48,21,5,3,145,9,11,7,3,6,36,4,0,0,0,0,4,346,102,35,8,9,500,3,0,0,0,0,3,24,5,0,0,0,29,319,59,17,0,0,395,38,22,16,0,0,76,3,3,0,3,0,9,3,0,0,0,0,3,390,89,33,3,0,515,4,0,3,3,0,10,23,3,0,0,0,26,23,13,5,0,0,41,20,15,13,9,3,60,7,5,6,9,0,27,4,3,0,0,0,7,81,39,27,21,3,171,68,25,14,11,3,121,9952,4840,4645,2294,976,22707,9,4,0,0,0,13,90,11,6,0,0,107,1384,312,144,34,5,1879,6618,3089
LGA22670,9,8,11,12,4,44,32,11,8,5,6,62,780,324,178,54,22,1358,5745,4366,4363,1774,991,17239,1177,1267,1835,1312,1096,6687,102,72,58,43,58,333,7845,6048,6453,3200,2177,25723,3,3,0,0,0,6,25,6,3,3,0,37,681,298,166,35,9,1189,191,174,161,67,24,617,20,32,28,25,28,133,19,4,4,0,3,30,939,517,362,130,64,2012,5,0,3,0,0,8,175,35,7,0,0,217,1131,631,343,90,25,2220,206,196,179,71,30,682,7,10,16,10,18,61,44,14,10,5,0,73,1568,886,558,176,73,3261,6,0,0,0,0,6,34,3,3,0,0,40,101,12,6,0,0,119,16,6,8,4,3,37,0,3,0,4,0,7,3,0,0,0,0,3,160,24,17,8,3,212,115,59,45,23,14,256,10627,7534,7435,3537,2331,31464,8,17,12,6,9,52,58,17,8,3,5,91,766,256,163,52,16,1253,5824,3949
LGA22750,25,3,6,5,0,39,124,17,16,5,3,165,3222,673,269,73,13,4250,13377,6858,6758,2114,613,29720,2979,2146,3264,2568,1128,12085,172,44,46,16,8,286,19899,9741,10359,4781,1765,46545,3,0,0,0,0,3,55,7,0,0,0,62,652,80,22,3,0,757,189,69,50,13,3,324,23,14,14,6,4,61,8,0,3,0,0,11,930,170,89,22,7,1218,8,0,0,0,0,8,162,14,3,0,0,179,921,164,42,6,3,1136,112,61,21,8,0,202,13,4,3,4,0,24,15,3,0,0,0,18,1231,246,69,18,3,1567,8,0,0,0,0,8,46,3,0,0,0,49,65,19,3,3,3,93,33,16,14,11,5,79,6,9,3,0,3,21,6,0,0,0,0,6,164,47,20,14,11,256,87,57,54,30,10,238,22311,10261,10591,4865,1796,49824,10,10,0,0,0,20,117,10,4,4,0,135,2878,607,255,46,13,3799,14548,6988
LGA22830,4,3,0,0,0,7,34,3,4,3,0,44,607,174,80,19,8,888,3643,1968,1950,808,269,8638,989,702,935,737,449,3812,42,11,9,6,4,72,5319,2861,2978,1573,730,13461,3,0,0,0,0,3,20,3,0,0,0,23,170,44,14,5,3,236,24,15,10,3,3,55,5,0,3,0,3,11,4,0,0,0,0,4,226,62,27,8,9,332,0,0,0,0,0,0,25,0,0,0,0,25,218,73,32,12,3,338,28,19,8,6,3,64,0,3,3,3,0,9,0,0,3,3,0,6,271,95,46,24,6,442,9,3,0,0,0,12,61,4,0,0,0,65,58,12,9,3,3,85,15,8,6,3,4,36,5,4,3,0,0,12,4,0,0,0,0,4,152,31,18,6,7,214,44,19,23,13,5,104,6012,3068,3092,1624,757,14553,0,4,3,0,0,7,30,9,4,0,3,46,598,154,56,14,9,831,3826,1897
LGA22910,4,0,3,0,0,7,58,9,4,0,3,74,415,85,52,11,3,566,1014,426,407,167,64,2078,286,151,177,163,90,867,18,5,0,0,0,23,1795,676,643,341,160,3615,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,20,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,0,0,8,0,0,3,0,0,3,0,3,0,0,3,6,0,0,0,0,0,0,8,6,3,0,3,20,3,0,0,0,0,3,4,0,0,0,0,4,8,5,0,0,0,13,8,3,3,3,3,20,0,0,0,0,0,0,3,0,0,0,0,3,26,8,3,3,3,43,3,3,3,0,0,9,1849,696,655,344,166,3710,0,3,0,0,0,3,46,3,4,0,0,53,388,84,31,17,3,523,1051,419
LGA22980,0,0,0,0,0,0,7,3,0,0,0,10,136,32,21,3,0,192,534,175,180,75,21,985,138,76,92,93,38,437,6,0,0,0,0,6,821,286,293,171,59,1630,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,12,3,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,5,3,0,0,0,8,0,0,0,3,3,6,0,0,0,0,0,0,8,6,0,3,3,20,3,3,3,0,0,9,847,298,296,174,62,1677,3,0,0,0,0,3,7,0,3,0,0,10,139,30,14,4,0,187,541,164
LGA23110,6,6,5,3,3,23,46,10,5,3,0,64,1222,403,175,42,11,1853,4798,3101,3209,1073,385,12566,687,685,1105,889,439,3805,78,29,25,14,16,162,6837,4234,4524,2024,854,18473,3,0,0,0,0,3,21,3,0,0,0,24,435,103,33,8,3,582,267,193,152,41,11,664,18,28,50,25,18,139,9,3,0,0,0,12,753,330,235,74,32,1424,3,3,0,0,0,6,57,9,3,3,0,72,611,165,51,7,4,838,119,68,51,17,4,259,10,5,4,0,0,19,13,4,0,0,0,17,813,254,109,27,8,1211,0,0,0,0,0,0,20,0,0,0,0,20,16,6,3,0,3,28,12,14,17,0,3,46,3,0,0,4,3,10,0,0,0,0,0,0,51,20,20,4,9,104,48,29,19,10,9,115,8502,4867,4907,2139,912,21327,5,0,3,3,4,15,35,9,3,3,3,53,1144,341,155,25,8,1673,4854,3022
LGA23190,0,0,0,0,0,0,16,0,0,0,0,16,217,47,24,8,0,296,1392,522,573,199,59,2745,464,256,374,251,109,1454,7,6,3,3,0,19,2096,831,974,461,168,4530,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17,12,4,0,0,0,16,6,3,3,3,0,15,0,0,0,0,0,0,38,7,3,3,0,51,0,0,0,0,0,0,7,0,0,0,0,7,93,22,3,0,0,118,15,4,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,118,26,3,0,0,147,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,6,6,3,4,0,0,13,3,3,0,3,0,9,0,0,0,0,0,0,18,6,4,6,0,34,9,4,0,3,0,16,2279,874,984,473,168,4778,7,0,0,0,0,7,8,3,0,0,0,11,228,36,27,4,3,298,1429,541
LGA23270,6,8,8,4,7,33,30,11,9,5,6,61,478,178,104,30,8,798,6349,5192,6005,2268,1073,20887,1512,1653,2952,2351,1354,9822,105,46,65,58,43,317,8480,7088,9143,4716,2491,31918,0,0,0,0,0,0,10,0,0,0,0,10,168,57,22,0,0,247,132,104,87,24,22,369,25,28,31,32,24,140,3,0,4,0,0,7,338,189,144,56,46,773,0,0,3,0,0,3,44,6,3,0,0,53,233,87,34,10,6,370,110,138,104,45,19,416,4,6,0,3,3,16,7,3,3,0,0,13,398,240,147,58,28,871,3,0,0,0,0,3,29,3,0,0,0,32,19,6,3,0,3,31,4,7,6,3,6,26,3,0,0,0,0,3,3,0,0,0,0,3,61,16,9,3,9,98,72,52,48,31,18,221,9349,7585,9491,4864,2592,33881,12,5,9,3,7,36,38,12,13,3,0,66,497,146,83,21,9,756,7157,5114
LGA23350,3,3,3,0,0,9,20,6,3,0,3,32,231,75,36,10,0,352,972,424,439,149,59,2043,365,217,291,215,122,1210,18,5,0,3,0,26,1609,730,772,377,184,3672,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,29,8,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,31,10,3,0,0,44,0,0,0,0,0,0,3,0,0,0,0,3,24,0,0,0,0,24,3,0,4,0,0,7,3,0,0,3,0,6,3,0,0,0,0,3,36,0,4,3,0,43,3,0,0,0,0,3,9,0,0,0,0,9,6,3,0,0,0,9,9,0,4,0,0,13,3,5,3,0,0,11,0,0,0,0,0,0,30,8,7,0,0,45,3,3,0,3,0,9,1709,751,786,383,184,3813,0,0,0,0,0,0,33,3,3,0,0,39,239,54,21,7,5,326,1010,423
LGA23430,10,0,3,0,3,16,60,4,8,0,3,75,1681,515,222,36,4,2458,6578,4072,3950,1152,338,16090,1939,1732,2786,1903,793,9153,97,37,29,14,10,187,10365,6360,6998,3105,1151,27979,0,0,0,0,0,0,94,4,3,0,0,101,1289,263,85,17,9,1663,797,365,249,56,15,1482,57,45,73,48,17,240,27,0,3,0,3,33,2264,677,413,121,44,3519,4,0,0,0,0,4,135,15,0,0,0,150,1163,378,147,28,7,1723,331,159,88,25,10,613,15,4,13,8,3,43,18,3,0,0,3,24,1666,559,248,61,23,2557,3,3,0,0,0,6,31,3,3,3,0,40,62,23,8,5,0,98,11,15,16,0,5,47,3,0,0,3,3,9,3,0,0,0,0,3,113,44,27,11,8,203,68,27,32,11,6,144,14476,7667,7718,3309,1232,34402,3,0,3,3,0,9,51,4,5,4,0,64,1421,434,190,27,6,2078,6498,3866
LGA23670,8,3,3,3,3,20,69,9,6,3,3,90,856,254,93,33,6,1242,7342,4839,5223,1342,350,19096,2772,2881,4980,3294,1377,15304,75,32,34,23,6,170,11122,8018,10339,4698,1745,35922,3,0,0,0,0,3,24,0,0,0,0,24,474,106,27,7,5,619,232,123,49,18,6,428,12,9,12,6,6,45,5,4,0,0,0,9,750,242,88,31,17,1128,3,0,0,0,0,3,31,0,0,0,0,31,482,37,13,3,0,535,106,52,36,3,3,200,4,6,0,4,3,17,7,0,0,3,0,10,633,95,49,13,6,796,0,0,0,0,0,0,10,3,0,0,0,13,26,7,3,0,0,36,3,6,7,5,3,24,0,3,0,3,0,6,3,0,0,0,0,3,42,19,10,8,3,82,79,42,46,30,11,208,12626,8416,10532,4780,1782,38136,7,0,8,0,0,15,55,10,10,6,3,84,782,214,100,19,5,1120,7782,4574
LGA23810,7,0,0,0,0,7,41,6,5,0,0,52,1007,263,99,33,10,1412,4828,2566,2507,909,268,11078,1164,791,1208,877,404,4444,54,15,24,11,3,107,7101,3641,3843,1830,685,17100,3,0,0,0,0,3,30,0,0,0,0,30,127,24,3,0,0,154,28,15,7,3,3,56,4,0,3,5,0,12,3,0,0,0,0,3,195,39,13,8,3,258,0,0,0,0,0,0,31,3,0,0,0,34,220,40,7,7,0,274,22,5,3,3,0,33,3,0,0,0,0,3,4,3,3,0,0,10,280,51,13,10,0,354,0,0,0,0,0,0,14,0,0,0,0,14,39,4,6,0,0,49,14,0,5,4,3,26,5,4,0,0,0,9,0,0,0,0,0,0,72,8,11,4,3,98,36,23,21,10,7,97,7684,3762,3901,1862,698,17907,3,3,3,0,3,12,46,5,3,3,0,57,991,232,76,24,3,1326,5267,2443
LGA23940,3,0,0,0,0,3,18,4,0,0,0,22,228,43,25,12,3,311,616,224,208,104,47,1199,226,135,101,109,56,627,6,3,3,0,0,12,1097,409,337,225,106,2174,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,9,0,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,3,0,0,0,6,6,3,0,0,0,9,8,3,0,0,0,11,5,0,3,0,3,11,3,0,5,4,3,15,0,0,0,0,0,0,25,9,8,4,6,52,7,0,0,3,0,10,1141,421,345,235,112,2254,3,0,0,0,0,3,12,0,0,0,0,12,205,34,17,8,3,267,624,228
LGA24130,8,4,0,0,0,12,35,3,3,4,0,45,437,156,70,18,3,684,1966,1099,1248,362,113,4788,921,634,1031,801,329,3716,23,9,8,8,0,48,3390,1905,2360,1193,445,9293,0,0,0,0,0,0,3,0,0,0,0,3,32,6,3,0,0,41,10,6,6,3,0,25,6,4,5,4,3,22,0,0,0,0,0,0,51,16,14,7,3,91,3,0,0,0,0,3,12,0,0,0,0,12,37,11,4,3,0,55,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,52,16,4,3,0,75,3,3,3,0,3,12,11,0,3,0,0,14,6,3,0,0,0,9,3,0,3,0,0,6,3,0,0,0,0,3,0,0,3,0,0,3,26,6,12,0,3,47,29,18,15,4,6,72,3548,1961,2405,1207,457,9578,6,0,0,0,0,6,51,7,7,0,0,65,412,111,60,16,3,602,2287,1106
LGA24210,12,5,3,0,0,20,32,6,3,0,3,44,589,175,73,15,7,859,5091,2947,2812,636,182,11668,3601,3025,4412,2620,1122,14780,82,26,32,14,11,165,9407,6184,7335,3285,1325,27536,0,3,0,0,0,3,13,3,0,0,0,16,321,74,26,3,0,424,538,262,188,23,8,1019,70,34,69,25,11,209,7,0,3,0,0,10,949,376,286,51,19,1681,0,0,0,0,0,0,23,0,0,0,0,23,224,48,18,3,3,296,153,71,46,9,3,282,6,7,4,8,3,28,0,0,0,0,0,0,406,126,68,20,9,629,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,3,4,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,3,18,80,60,55,38,7,240,10849,6750,7748,3394,1363,30104,0,5,0,3,0,8,25,3,0,4,3,35,538,136,63,12,3,752,5171,2691
LGA24250,3,0,0,0,0,3,9,4,0,0,3,16,143,32,14,3,3,195,437,166,148,57,14,822,180,91,104,75,21,471,10,3,0,0,0,13,782,296,266,135,41,1520,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,5,3,0,0,0,8,3,0,3,0,0,6,0,0,0,0,0,0,12,3,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,0,21,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,3,3,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,3,4,0,0,0,7,3,0,3,0,0,6,0,0,0,0,0,0,15,4,3,0,0,22,5,0,0,0,0,5,834,306,278,135,41,1594,0,0,0,0,0,0,19,0,0,0,0,19,177,41,18,4,0,240,525,185
LGA24330,9,4,4,0,0,17,60,8,5,0,3,76,1820,610,294,74,25,2823,2289,1668,1469,623,320,6369,287,304,443,316,312,1662,60,25,16,17,12,130,4525,2619,2231,1030,672,11077,3,0,3,0,0,6,31,5,3,0,0,39,327,138,45,12,4,526,198,163,93,57,28,539,17,17,26,18,17,95,8,4,3,3,0,18,584,327,173,90,49,1223,4,3,0,0,0,7,200,44,13,3,0,260,646,307,184,44,18,1199,68,52,38,15,15,188,6,0,0,0,5,11,21,7,5,3,3,39,945,413,240,65,41,1704,0,0,0,0,0,0,9,0,0,0,0,9,16,7,5,0,0,28,6,6,14,9,3,38,3,3,3,0,4,13,0,3,0,0,0,3,34,19,22,9,7,91,57,42,23,8,9,139,6145,3420,2689,1202,778,14234,3,3,3,3,3,15,80,6,5,3,0,94,1708,628,286,57,25,2704,2481,1664
LGA24410,7,4,3,0,0,14,58,5,4,3,0,70,1120,309,112,32,8,1581,5344,3154,3071,778,187,12534,1894,1662,2653,1957,733,8899,59,23,21,6,3,112,8482,5157,5864,2776,931,23210,0,0,0,0,0,0,34,0,3,0,0,37,928,178,57,6,3,1172,288,133,79,28,4,532,13,4,11,11,5,44,14,0,3,0,0,17,1277,315,153,45,12,1802,3,0,0,0,0,3,29,3,0,0,0,32,432,123,36,8,3,602,139,74,47,9,4,273,4,6,4,3,0,17,6,0,0,0,3,9,613,206,87,20,10,936,0,0,0,0,0,0,5,0,3,0,0,8,5,4,3,0,0,12,3,7,5,0,3,18,0,0,0,0,0,0,0,0,0,0,3,3,13,11,11,0,6,41,40,18,23,10,3,94,10425,5707,6138,2851,962,26083,6,0,0,3,0,9,30,7,3,3,0,43,1043,253,107,19,3,1425,5387,2897
