region_id,C01_SH_0b_NPFH_2,C01_SH_0b_NPFH_3,C01_SH_0b_NPFH_4,C01_SH_0b_NPFH_5,C01_SH_0b_NPFH_6_mor,C01_SH_0bTotal,C01_SH_1b_NPFH_2,C01_SH_1b_NPFH_3,C01_SH_1b_NPFH_4,C01_SH_1b_NPFH_5,C01_SH_1b_NPFH_6_mor,C01_SH_1b_Tot,C01_SH_2b_NPFH_2,C01_SH_2b_NPFH_3,C01_SH_2b_NPFH_4,C01_SH_2b_NPFH_5,C01_SH_2b_NPFH_6_mor,C01_SH_2b_Tot,C01_SH_3b_NPFH_2,C01_SH_3b_NPFH_3,C01_SH_3b_NPFH_4,C01_SH_3b_NPFH_5,C01_SH_3b_NPFH_6_mor,C01_SH_3b_Tot,C01_SH_4mb_NPFH_2,C01_SH_4mb_NPFH_3,C01_SH_4mb_NPFH_4,C01_SH_4mb_NPFH_5,C01_SH_4mb_NPFH_6_mor,C01_SH_4mb_Tot,C01_SH_NB_NS_NPFH_2,C01_SH_NB_NS_NPFH_3,C01_SH_NB_NS_NPFH_4,C01_SH_NB_NS_NPFH_5,C01_SH_NB_NS_NPFH_6_mor,C01_SH_NB_NS_T,C01_SH_Tot_NPFH_2,C01_SH_Tot_NPFH_3,C01_SH_Tot_NPFH_4,C01_SH_Tot_NPFH_5,C01_SH_Tot_NPFH_6_mor,C01_SH_T_T,C01_SDRTHT_0b_NPFH_2,C01_SDRTHT_0b_NPFH_3,C01_SDRTHT_0b_NPFH_4,C01_SDRTHT_0b_NPFH_5,C01_SDRTHT_0b_NPFH_6_mor,C01_SDRTHT_0bTotal,C01_SDRTHT_1b_NPFH_2,C01_SDRTHT_1b_NPFH_3,C01_SDRTHT_1b_NPFH_4,C01_SDRTHT_1b_NPFH_5,C01_SDRTHT_1b_NPFH_6_mor,C01_SDRTHT_1b_Tot,C01_SDRTHT_2b_NPFH_2,C01_SDRTHT_2b_NPFH_3,C01_SDRTHT_2b_NPFH_4,C01_SDRTHT_2b_NPFH_5,C01_SDRTHT_2b_NPFH_6_mor,C01_SDRTHT_2b_Tot,C01_SDRTHT_3b_NPFH_2,C01_SDRTHT_3b_NPFH_3,C01_SDRTHT_3b_NPFH_4,C01_SDRTHT_3b_NPFH_5,C01_SDRTHT_3b_NPFH_6_mor,C01_SDRTHT_3b_Tot,C01_SDRTHT_4mb_NPFH_2,C01_SDRTHT_4mb_NPFH_3,C01_SDRTHT_4mb_NPFH_4,C01_SDRTHT_4mb_NPFH_5,C01_SDRTHT_4mb_NPFH_6_mor,C01_SDRTHT_4mb_Tot,C01_SDRTHT_NB_NS_NPFH_2,C01_SDRTHT_NB_NS_NPFH_3,C01_SDRTHT_NB_NS_NPFH_4,C01_SDRTHT_NB_NS_NPFH_5,C01_SDRTHT_NB_NS_NPFH_6_mor,C01_SDRTHT_NB_NS_T,C01_SDRTHT_Tot_NPFH_2,C01_SDRTHT_Tot_NPFH_3,C01_SDRTHT_Tot_NPFH_4,C01_SDRTHT_Tot_NPFH_5,C01_SDRTHT_Tot_NPFH_6_mor,C01_SDRTHT_T_T,C01_FUA_0b_NPFH_2,C01_FUA_0b_NPFH_3,C01_FUA_0b_NPFH_4,C01_FUA_0b_NPFH_5,C01_FUA_0b_NPFH_6_mor,C01_FUA_0bTotal,C01_FUA_1b_NPFH_2,C01_FUA_1b_NPFH_3,C01_FUA_1b_NPFH_4,C01_FUA_1b_NPFH_5,C01_FUA_1b_NPFH_6_mor,C01_FUA_1b_Tot,C01_FUA_2b_NPFH_2,C01_FUA_2b_NPFH_3,C01_FUA_2b_NPFH_4,C01_FUA_2b_NPFH_5,C01_FUA_2b_NPFH_6_mor,C01_FUA_2b_Tot,C01_FUA_3b_NPFH_2,C01_FUA_3b_NPFH_3,C01_FUA_3b_NPFH_4,C01_FUA_3b_NPFH_5,C01_FUA_3b_NPFH_6_mor,C01_FUA_3b_Tot,C01_FUA_4mb_NPFH_2,C01_FUA_4mb_NPFH_3,C01_FUA_4mb_NPFH_4,C01_FUA_4mb_NPFH_5,C01_FUA_4mb_NPFH_6_mor,C01_FUA_4mb_Tot,C01_FUA_NB_NS_NPFH_2,C01_FUA_NB_NS_NPFH_3,C01_FUA_NB_NS_NPFH_4,C01_FUA_NB_NS_NPFH_5,C01_FUA_NB_NS_NPFH_6_mor,C01_FUA_NB_NS_T,C01_FUA_Tot_NPFH_2,C01_FUA_Tot_NPFH_3,C01_FUA_Tot_NPFH_4,C01_FUA_Tot_NPFH_5,C01_FUA_Tot_NPFH_6_mor,C01_FUA_T_T,C01_OD_0b_NPFH_2,C01_OD_0b_NPFH_3,C01_OD_0b_NPFH_4,C01_OD_0b_NPFH_5,C01_OD_0b_NPFH_6_mor,C01_OD_0bTotal,C01_OD_1b_NPFH_2,C01_OD_1b_NPFH_3,C01_OD_1b_NPFH_4,C01_OD_1b_NPFH_5,C01_OD_1b_NPFH_6_mor,C01_OD_1b_Tot,C01_OD_2b_NPFH_2,C01_OD_2b_NPFH_3,C01_OD_2b_NPFH_4,C01_OD_2b_NPFH_5,C01_OD_2b_NPFH_6_mor,C01_OD_2b_Tot,C01_OD_3b_NPFH_2,C01_OD_3b_NPFH_3,C01_OD_3b_NPFH_4,C01_OD_3b_NPFH_5,C01_OD_3b_NPFH_6_mor,C01_OD_3b_Tot,C01_OD_4mb_NPFH_2,C01_OD_4mb_NPFH_3,C01_OD_4mb_NPFH_4,C01_OD_4mb_NPFH_5,C01_OD_4mb_NPFH_6_mor,C01_OD_4mb_Tot,C01_OD_NB_NS_NPFH_2,C01_OD_NB_NS_NPFH_3,C01_OD_NB_NS_NPFH_4,C01_OD_NB_NS_NPFH_5,C01_OD_NB_NS_NPFH_6_mor,C01_OD_NB_NS_T,C01_OD_Tot_NPFH_2,C01_OD_Tot_NPFH_3,C01_OD_Tot_NPFH_4,C01_OD_Tot_NPFH_5,C01_OD_Tot_NPFH_6_mor,C01_OD_T_T,C01_DS_NS_NPFH_2,C01_DS_NS_NPFH_3,C01_DS_NS_NPFH_4,C01_DS_NS_NPFH_5,C01_DS_NS_NPFH_6_mor,C01_DS_NS_T,C01_Tot_NPFH_2,C01_Tot_NPFH_3,C01_Tot_NPFH_4,C01_Tot_NPFH_5,C01_Tot_NPFH_6_mor,C01_T_T,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3
LGA36710,51,9,9,7,0,76,314,36,31,12,4,397,2873,722,316,91,26,4028,15475,6462,5667,1750,485,29839,6701,3933,5417,3282,1512,20845,154,57,48,29,17,305,25568,11219,11488,5171,2044,55490,7,0,0,0,0,7,45,0,0,0,0,45,1858,277,73,9,0,2217,1231,481,209,42,12,1975,96,42,64,24,12,238,27,3,0,0,3,33,3264,803,346,75,27,4515,18,0,0,0,0,18,159,13,5,0,0,177,1877,413,128,19,3,2440,940,329,194,42,6,1511,48,14,21,11,3,97,37,4,0,3,0,44,3079,773,348,75,12,4287,48,5,3,3,3,62,203,18,9,3,0,233,247,43,18,3,6,317,82,31,20,13,3,149,23,14,12,4,4,57,23,0,3,3,3,32,626,111,65,29,19,850,282,71,55,29,9,446,32819,12977,12302,5379,2111,65588,36,9,10,8,3,66,295,54,30,9,3,391,3003,697,332,71,28,4131,16097,6649
LGA36810,22,4,3,0,0,29,204,31,17,11,3,266,914,219,153,48,19,1353,2555,1061,1053,429,188,5286,784,491,622,414,295,2606,53,12,23,9,11,108,4532,1818,1871,911,516,9648,0,0,0,0,0,0,12,0,0,0,0,12,64,14,8,0,3,89,14,7,9,5,4,39,0,3,0,0,0,3,0,0,3,0,0,3,90,24,20,5,7,146,0,0,0,0,0,0,13,0,0,0,0,13,103,21,10,3,8,145,27,8,5,0,0,40,7,3,0,0,0,10,3,0,0,0,3,6,153,32,15,3,11,214,11,0,3,0,0,14,59,4,4,0,0,67,33,21,14,6,0,74,27,12,8,3,3,53,7,3,5,3,6,24,9,3,0,0,3,15,146,43,34,12,12,247,30,7,11,7,3,58,4951,1924,1951,938,549,10313,31,6,8,3,0,48,227,22,20,4,3,276,976,255,122,43,14,1410,2697,1051
LGA36910,12,6,5,0,3,26,85,12,16,4,3,120,1447,381,175,61,16,2080,8422,4027,3554,1232,435,17670,3445,2274,3006,2111,1126,11962,102,28,27,20,12,189,13513,6728,6783,3428,1595,32047,0,0,0,0,0,0,8,3,0,0,0,11,310,48,16,0,3,377,98,43,26,6,5,178,3,6,3,3,0,15,3,0,0,0,0,3,422,100,45,9,8,584,0,0,0,0,0,0,51,5,0,0,0,56,617,129,42,9,4,801,142,81,33,6,3,265,17,5,9,0,0,31,11,3,3,3,0,20,838,223,87,18,7,1173,15,0,0,3,0,18,48,6,3,3,0,60,53,11,10,0,3,77,31,6,8,3,0,48,15,4,6,8,5,38,8,4,0,0,0,12,170,31,27,17,8,253,96,22,34,16,10,178,15039,7104,6976,3488,1628,34235,17,0,4,0,0,21,107,17,10,8,7,149,1420,355,137,50,16,1978,8705,3803
LGA36950,0,0,0,0,0,0,4,3,0,0,3,10,22,11,6,7,4,50,39,42,31,36,41,189,8,16,15,24,49,112,0,0,3,0,4,7,73,72,55,67,101,368,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,4,5,7,10,3,4,29,3,3,0,0,3,9,0,0,0,0,0,0,8,17,10,3,7,45,0,0,0,0,3,3,5,3,0,0,0,8,31,16,14,7,6,74,9,4,11,10,7,41,3,3,3,0,6,15,0,0,0,0,3,3,48,26,28,17,25,144,0,0,0,0,0,0,6,0,0,0,0,6,4,3,0,0,0,7,4,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,17,6,0,0,0,23,4,0,0,3,0,7,150,121,93,90,133,587,3,0,0,0,0,3,3,3,0,0,3,9,19,12,9,6,3,49,30,47
LGA36960,0,0,3,0,0,3,6,5,3,0,0,14,29,19,10,5,5,68,48,62,54,51,112,327,21,22,43,45,111,242,3,3,0,3,0,9,107,111,113,104,228,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,12,3,3,0,0,3,9,3,3,3,3,0,12,3,3,0,3,4,13,0,0,0,0,3,3,0,3,3,3,3,12,12,15,6,9,19,61,6,4,8,3,4,25,125,130,127,116,251,749,0,0,0,0,0,0,5,3,4,0,0,12,25,26,18,7,10,86,69,63
LGA37010,16,4,3,3,0,26,181,29,15,5,0,230,1674,520,207,72,18,2491,7587,4665,4128,1318,511,18209,2384,2018,3131,2081,1060,10674,93,37,35,20,20,205,11935,7273,7519,3499,1609,31835,0,0,0,0,0,0,28,3,0,0,0,31,604,145,31,7,0,787,127,72,57,24,4,284,10,15,23,10,9,67,8,0,3,0,0,11,777,235,114,41,13,1180,4,0,0,3,0,7,104,10,0,0,0,114,1286,327,89,23,13,1738,196,91,41,14,6,348,7,6,8,3,4,28,16,0,3,0,3,22,1613,434,141,43,26,2257,27,4,3,0,0,34,94,8,3,3,0,108,38,19,13,3,0,73,24,11,17,3,0,55,7,3,4,5,3,22,8,0,3,0,0,11,198,45,43,14,3,303,82,17,27,20,7,153,14605,8004,7844,3617,1658,35728,23,5,5,0,4,37,181,27,15,11,4,238,1592,382,162,43,23,2202,8329,4324
LGA37300,0,0,0,0,0,0,0,0,0,3,0,3,14,4,0,0,0,18,116,76,107,27,9,335,18,11,30,32,17,108,0,0,0,0,0,0,148,91,137,62,26,464,0,0,0,0,0,0,0,0,0,0,0,0,21,7,4,0,3,35,0,0,3,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,21,13,7,0,3,44,3,0,0,0,0,3,0,0,0,0,0,0,15,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,196,107,144,62,29,538,0,0,0,0,0,0,0,3,0,0,0,3,23,6,3,0,0,32,88,75
LGA37310,6,3,0,0,0,9,63,5,6,0,0,74,466,125,81,24,11,707,1829,804,746,290,124,3793,836,489,535,435,242,2537,25,13,6,7,7,58,3225,1439,1374,756,384,7178,0,0,0,0,0,0,4,0,0,0,0,4,15,3,0,0,0,18,8,6,3,0,0,17,5,3,0,3,3,14,0,0,0,0,0,0,32,12,3,3,3,53,0,0,0,0,0,0,0,0,0,0,0,0,54,9,4,0,0,67,6,5,3,0,0,14,0,0,0,0,3,3,0,0,0,0,0,0,60,14,7,0,3,84,3,3,3,0,0,9,22,4,3,3,3,35,18,9,7,6,3,43,9,10,10,0,0,29,4,4,3,5,0,16,3,0,3,0,0,6,59,30,29,14,6,138,12,7,7,3,0,29,3388,1502,1420,776,396,7482,10,0,4,0,3,17,71,9,0,0,3,83,468,110,71,21,9,679,1803,691
LGA37340,10,0,3,0,0,13,82,15,9,3,0,109,530,161,79,18,5,793,1501,723,696,268,80,3268,437,312,332,250,151,1482,23,6,11,5,0,45,2583,1217,1130,544,236,5710,0,0,0,0,0,0,10,3,0,0,0,13,72,35,5,3,3,118,22,17,10,4,0,53,0,3,0,0,0,3,0,0,0,0,0,0,104,58,15,7,3,187,9,0,0,0,0,9,45,5,6,0,0,56,192,59,20,4,4,279,41,23,17,6,3,90,0,3,3,3,0,9,6,3,3,3,0,15,293,93,49,16,7,458,30,3,3,0,0,36,79,10,0,0,0,89,33,17,3,4,3,60,26,6,9,3,0,44,6,5,0,0,0,11,11,3,3,3,0,20,185,44,18,10,3,260,42,17,11,8,5,83,3207,1429,1223,585,254,6698,18,3,3,0,0,24,77,8,5,0,0,90,498,152,69,20,3,742,1548,696
LGA37400,0,0,0,0,0,0,8,3,3,0,0,14,35,14,9,4,0,62,51,38,39,20,11,159,32,21,24,16,13,106,0,0,0,0,0,0,126,76,75,40,24,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,0,0,8,3,0,0,3,3,9,5,0,0,3,0,8,0,0,0,0,0,0,16,3,0,6,3,28,0,3,0,0,0,3,148,85,75,46,27,381,0,0,0,0,0,0,4,0,0,0,0,4,40,6,5,3,0,54,54,24
LGA37550,0,0,0,0,0,0,5,4,4,0,0,13,10,12,6,3,7,38,5,12,10,13,31,71,5,3,5,3,21,37,3,3,0,0,0,6,28,34,25,19,59,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,28,34,28,19,62,171,0,0,0,0,0,0,6,0,0,0,0,6,9,4,3,3,8,27,6,8
LGA37570,3,0,0,0,0,3,7,0,0,0,0,7,3,4,4,3,0,14,11,7,9,5,8,40,3,0,0,3,0,6,0,0,0,0,0,0,27,11,13,11,8,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,13,11,8,70,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,3,0,8,3,5
LGA37600,0,0,0,0,0,0,5,3,3,0,0,11,8,4,12,5,10,39,4,5,21,26,64,120,3,6,15,12,83,119,5,0,0,0,3,8,25,18,51,43,160,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,5,0,0,3,0,8,3,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,12,14,3,6,6,6,35,3,0,0,0,4,7,42,21,57,49,170,339,0,4,0,0,0,4,7,0,0,0,0,7,8,8,3,5,10,34,10,11
LGA39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,0,0,0,0,21,0,0,0,0,21,137,22,4,0,0,163,108,56,37,5,0,206,47,31,38,21,12,149,0,3,3,0,0,6,313,112,82,26,12,545,0,0,0,0,0,0,65,0,3,0,0,68,423,76,13,0,0,512,248,117,45,14,0,424,30,24,16,12,0,82,5,0,0,0,0,5,771,217,77,26,0,1091,3,0,0,0,0,3,69,3,0,0,0,72,258,41,12,0,0,311,70,25,14,5,0,114,5,4,3,3,0,15,0,0,0,0,0,0,405,73,29,8,0,515,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,4,3,0,0,10,3,3,3,3,0,12,0,0,0,0,0,0,13,7,6,3,0,29,16,3,0,0,0,19,1518,412,194,63,12,2199,3,0,0,0,0,3,14,3,0,0,0,17,140,31,10,0,0,181,140,56
LGA40120,7,0,0,0,0,7,87,6,5,3,0,101,810,216,107,24,6,1163,2398,1212,1420,331,71,5432,898,637,998,643,289,3465,24,5,8,6,3,46,4224,2076,2538,1007,369,10214,0,0,0,0,0,0,8,0,0,0,0,8,57,4,3,0,0,64,29,11,8,0,3,51,6,0,4,3,0,13,0,0,0,0,0,0,100,15,15,3,3,136,3,0,0,0,0,3,6,0,0,0,0,6,24,6,3,0,0,33,3,3,0,0,3,9,0,3,0,0,0,3,0,0,0,0,0,0,36,12,3,0,3,54,0,0,0,0,0,0,4,0,3,0,0,7,9,0,0,0,0,9,8,3,3,3,0,17,3,3,4,0,0,10,0,0,0,0,0,0,24,6,10,3,0,43,26,13,16,8,0,63,4410,2122,2582,1021,375,10510,5,0,0,0,0,5,73,4,3,0,0,80,733,209,69,13,6,1030,2536,1156
LGA40220,9,3,0,3,0,15,49,9,3,0,0,61,550,109,48,8,5,720,1523,544,562,160,39,2828,348,223,257,188,117,1133,14,4,3,0,0,21,2493,892,873,359,161,4778,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,31,12,3,0,0,0,15,3,3,0,0,0,6,0,0,0,0,0,0,43,9,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,38,8,3,3,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,52,3,3,0,0,58,4,0,0,3,0,7,9,0,0,0,0,9,8,0,3,0,0,11,6,0,3,0,0,9,3,3,0,0,4,10,3,0,0,0,0,3,33,3,6,3,4,49,21,8,6,3,3,41,2642,915,888,365,168,4978,3,0,0,3,0,6,48,4,4,0,0,56,538,83,43,6,3,673,1846,577
LGA40250,0,0,0,0,0,0,6,3,0,0,0,9,16,7,9,8,15,55,26,21,39,24,129,239,3,0,3,3,25,34,3,0,0,0,0,3,54,31,51,35,169,340,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,8,0,3,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,24,0,7,0,0,31,0,0,3,0,0,3,81,31,61,35,169,377,0,0,0,0,0,0,3,0,3,0,0,6,27,6,3,5,5,46,20,23
LGA40310,3,0,0,0,0,3,31,3,0,0,0,34,431,98,37,5,3,574,1432,627,653,198,37,2947,409,251,457,252,112,1481,6,0,3,0,0,9,2312,979,1150,455,152,5048,0,0,0,0,0,0,5,0,0,0,0,5,44,4,0,0,0,48,50,30,10,8,3,101,3,3,3,3,0,12,0,0,0,0,0,0,102,37,13,11,3,166,0,0,0,0,0,0,9,3,0,0,0,12,32,3,0,0,0,35,8,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,49,6,3,0,0,58,5,0,0,3,0,8,6,0,0,0,0,6,4,3,3,0,0,10,8,5,7,3,3,26,5,3,0,3,0,11,3,0,0,0,0,3,31,11,10,9,3,64,4,4,0,3,0,11,2498,1037,1176,478,158,5347,3,3,0,0,0,6,33,3,0,0,0,36,403,81,44,10,0,538,1592,625
LGA40430,0,0,0,0,0,0,6,3,0,0,0,9,98,12,9,0,0,119,222,63,62,37,11,395,44,37,26,32,15,154,3,0,0,0,0,3,373,115,97,69,26,680,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,389,118,100,69,26,702,0,0,0,0,0,0,4,0,0,0,0,4,81,12,9,3,0,105,240,59
LGA40520,3,0,0,0,0,3,18,3,0,0,0,21,217,52,19,6,0,294,776,403,354,123,40,1696,168,132,173,144,57,674,11,7,3,0,0,21,1193,597,549,273,97,2709,0,0,0,0,0,0,0,0,0,0,0,0,43,7,0,0,0,50,46,20,12,4,0,82,0,0,0,0,0,0,3,0,0,0,0,3,92,27,12,4,0,135,0,0,0,0,0,0,0,3,0,0,0,3,36,4,3,0,0,43,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,39,10,3,0,0,52,0,0,0,0,0,0,8,0,0,0,0,8,7,3,3,0,0,13,4,3,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,19,6,7,3,0,35,40,11,7,3,0,61,1383,651,578,283,97,2992,4,0,0,0,0,4,13,0,0,0,0,13,186,44,17,3,3,253,860,379
LGA40700,3,0,0,3,0,6,35,3,0,3,0,41,818,158,70,15,0,1061,2054,1025,1067,198,34,4378,865,674,1074,635,227,3475,10,6,5,0,0,21,3785,1866,2216,854,261,8982,4,0,0,0,0,4,18,0,0,0,0,18,394,60,11,0,0,465,452,131,79,11,3,676,18,15,16,9,3,61,4,0,0,0,0,4,890,206,106,20,6,1228,3,0,0,0,0,3,57,0,0,0,0,57,387,75,22,3,0,487,30,12,6,3,0,51,3,0,0,0,0,3,0,0,0,0,0,0,480,87,28,6,0,601,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,13,24,3,9,0,0,36,5182,2169,2362,880,267,10860,3,0,0,0,4,7,42,4,0,0,0,46,739,151,69,8,0,967,2041,982
LGA40910,7,0,0,0,0,7,37,3,3,0,0,43,581,148,64,8,0,801,3441,1711,1588,409,103,7252,725,636,903,544,197,3005,37,8,5,3,3,56,4828,2506,2563,964,303,11164,0,0,0,0,0,0,21,0,0,0,0,21,362,63,17,4,3,449,242,135,68,20,6,471,13,4,20,5,10,52,4,0,3,0,0,7,642,202,108,29,19,1000,0,0,0,0,0,0,26,5,0,0,0,31,203,36,17,0,0,256,49,25,18,5,3,100,3,3,4,3,3,16,3,0,0,0,0,3,284,69,39,8,6,406,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,20,8,3,0,0,31,5785,2785,2713,1001,328,12612,3,0,0,0,0,3,28,5,0,5,0,38,562,130,47,10,3,752,3346,1738
LGA41010,0,3,0,0,0,3,10,0,0,3,3,16,57,10,7,0,0,74,230,104,119,50,30,533,60,31,35,42,25,193,3,3,0,0,0,6,360,151,161,95,58,825,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,3,3,9,0,0,0,0,0,0,17,0,0,3,3,23,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,10,3,3,3,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,0,0,24,6,3,0,0,0,9,412,157,164,98,61,892,0,0,0,0,0,0,10,0,0,0,3,13,58,10,6,0,0,74,256,93
LGA41060,10,4,4,3,3,24,89,15,3,0,0,107,2207,585,299,54,18,3163,6134,3296,3289,886,237,13842,1110,916,1389,889,394,4698,78,23,21,9,9,140,9628,4839,5005,1841,661,21974,3,0,0,0,0,3,59,3,0,0,0,62,1200,205,60,6,0,1471,918,484,280,79,28,1789,33,29,28,30,23,143,10,4,4,0,0,18,2223,725,372,115,51,3486,4,0,0,0,0,4,60,5,0,0,0,65,761,182,43,5,5,996,101,54,24,7,0,186,9,0,5,5,3,22,13,0,0,0,0,13,948,241,72,17,8,1286,4,0,0,0,0,4,16,3,0,0,0,19,16,7,0,0,0,23,11,7,8,9,0,35,3,3,7,0,0,13,0,0,0,0,0,0,50,20,15,9,0,94,53,20,11,3,3,90,12902,5845,5475,1985,723,26930,10,0,6,0,0,16,71,13,9,4,0,97,2028,572,252,55,13,2920,6402,3179
