region_id,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000mo,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_199,C11_CFNC_1F1P_200_399,C11_CFNC_1F1P_400_599,C11_CFNC_1F1P_600_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_199,C11_CFNC_1E1A_200_399,C11_CFNC_1E1A_400_599,C11_CFNC_1E1A_600_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_199,C11_CFNC_1F1NW_200_399,C11_CFNC_1F1NW_400_599,C11_CFNC_1F1NW_600_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_199,C11_CFNC_1P1NW_200_399,C11_CFNC_1P1NW_400_599,C11_CFNC_1P1NW_600_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_mr,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_199,C11_CFNC_1A1NW_200_399,C11_CFNC_1A1NW_400_599,C11_CFNC_1A1NW_600_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_199,C11_CFNC_BA_200_399,C11_CFNC_BA_400_599,C11_CFNC_BA_600_799,C11_CFNC_BA_800_999,C11_CFNC_BA_1000_1499,C11_CFNC_BA_1500_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000m,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_N,C11_CFNC_BNW_1_199,C11_CFNC_BNW_200_399,C11_CFNC_BNW_400_599,C11_CFNC_BNW_600_799,C11_CFNC_BNW_800_999,C11_CFNC_BNW_1000_1499,C11_CFNC_BNW_1500_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000m,C11_CFNC_BNW_Ns,C11_CFNC_BNW_T,C11_CFNC_LFns_N,C11_CFNC_LFns_1_199,C11_CFNC_LFns_200_399,C11_CFNC_LFns_400_599,C11_CFNC_LFns_600_799,C11_CFNC_LFns_800_999,C11_CFNC_LFns_1000_1499,C11_CFNC_LFns_1500_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000mo,C11_CFNC_LFns_Ns,C11_CFNC_LFns_T,C11_CFNC_T_N,C11_CFNC_T_1_199,C11_CFNC_T_200_399,C11_CFNC_T_400_599,C11_CFNC_T_600_799,C11_CFNC_T_800_999,C11_CFNC_T_1000_1499,C11_CFNC_T_1500_1999,C11_CFNC_T_2000_2499,C11_CFNC_T_2500_2999,C11_CFNC_T_3000M,C11_CFNC_T_Ns,C11_CFNC_T_T,C11_CF_BFT_N,C11_CF_BFT_1_199,C11_CF_BFT_200_399,C11_CF_BFT_400_599,C11_CF_BFT_600_799,C11_CF_BFT_800_999,C11_CF_BFT_1000_1499,C11_CF_BFT_1500_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_mr,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_N,C11_CF_BPT_1_199,C11_CF_BPT_200_399,C11_CF_BPT_400_599,C11_CF_BPT_600_799,C11_CF_BPT_800_999,C11_CF_BPT_1000_1499,C11_CF_BPT_1500_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_mr,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_N,C11_CF_1F1P_1_199,C11_CF_1F1P_200_399,C11_CF_1F1P_400_599,C11_CF_1F1P_600_799,C11_CF_1F1P_800_999,C11_CF_1F1P_1000_1499,C11_CF_1F1P_1500_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000mo,C11_CF_1F1P_Ns,C11_CF_1F1P_T,C11_CF_1E1A_N,C11_CF_1E1A_1_199,C11_CF_1E1A_200_399,C11_CF_1E1A_400_599,C11_CF_1E1A_600_799,C11_CF_1E1A_800_999,C11_CF_1E1A_1000_1499,C11_CF_1E1A_1500_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_mr,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_N,C11_CF_1F1NW_1_199,C11_CF_1F1NW_200_399,C11_CF_1F1NW_400_599,C11_CF_1F1NW_600_799,C11_CF_1F1NW_800_999,C11_CF_1F1NW_1000_1499,C11_CF_1F1NW_1500_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000mo,C11_CF_1F1NW_Ns,C11_CF_1F1NW_T,C11_CF_1P1NW_N,C11_CF_1P1NW_1_199,C11_CF_1P1NW_200_399,C11_CF_1P1NW_400_599,C11_CF_1P1NW_600_799,C11_CF_1P1NW_800_999,C11_CF_1P1NW_1000_1499,C11_CF_1P1NW_1500_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_mr,C11_CF_1P1NW_Ns
LGA55880,0,0,0,0,0,0,3,0,0,0,4,5,4,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,0,4,9,18,7,6,0,7,10,64,0,0,0,0,0,4,3,5,4,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,3,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,3,0,0,3,0,6,0,0,0,0,3,0,3,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,17,12,6,14,11,7,6,9,4,89,0,0,0,0,6,0,0,5,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0
LGA56020,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,9,4,7,6,6,6,9,65,0,0,0,0,0,0,7,0,0,0,3,0,10,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,3,4,22,0,0,0,0,3,0,0,0,0,0,0,0
LGA56090,36,24,12,20,0,192,3,0,3,3,15,22,115,129,125,66,100,6,587,0,0,0,0,4,4,13,19,23,16,20,3,102,3,0,3,14,14,33,131,87,22,91,25,15,438,3,13,6,41,45,49,54,21,11,23,13,12,291,0,0,0,4,5,7,16,3,0,12,4,8,59,0,0,0,0,0,4,8,3,8,3,7,5,38,16,41,33,406,226,234,119,38,24,14,14,32,1197,3,0,0,12,0,0,9,3,3,3,0,312,345,34,57,50,492,337,382,564,449,446,351,469,405,4036,3,3,3,3,3,7,23,57,135,109,371,98,815,0,0,3,5,7,11,39,36,17,29,32,13,192,0,3,0,3,12,34,138,267,263,236,371,130,1457,0,0,0,0,4,4,19,35,46,26,58,21,213,3,3,0,6,18,37,174,220,63,268,94,62,948,0,3,3,8,16,11,33,22,14,15,7,22
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
LGA56230,13,10,0,4,0,84,3,0,0,3,3,15,41,48,38,27,28,0,206,0,0,0,0,0,4,9,8,6,0,13,0,40,0,0,0,6,12,10,38,26,10,47,3,9,161,0,0,5,21,30,13,22,9,0,0,4,8,112,0,7,0,4,6,4,7,7,0,0,3,0,38,0,0,0,4,0,0,3,3,7,0,3,5,25,15,37,11,305,144,153,63,13,11,9,0,34,795,0,0,0,3,0,4,3,0,3,0,0,162,175,24,47,19,349,216,233,217,167,139,109,133,218,1871,0,0,0,5,0,3,19,22,37,33,88,33,240,0,0,0,0,0,3,7,10,14,10,11,6,61,0,3,0,3,4,10,50,77,85,50,78,34,394,0,0,0,0,0,7,8,12,7,5,23,10,72,0,6,3,5,6,15,69,78,17,77,25,36,337,0,0,0,7,10,10,15,4,3,10,3,9
LGA56300,0,0,0,0,0,21,3,0,0,0,0,3,3,3,4,3,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,6,0,0,4,0,0,0,13,0,0,3,3,8,3,3,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,3,3,0,0,0,0,6,0,4,0,26,8,10,11,0,0,3,0,3,65,0,0,0,0,0,0,0,0,0,0,0,18,18,3,4,3,38,25,32,36,14,11,9,7,24,206,3,0,0,0,0,5,5,3,4,0,3,0,23,0,0,0,0,0,0,4,0,0,0,0,5,9,0,0,0,3,0,3,7,8,0,3,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,3,0,0,7,0,0,0,0,10,0,0,0,3,0,5,0,0,0,3,0,0
LGA56370,0,0,0,0,0,3,0,0,0,0,3,3,4,4,3,3,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,4,3,0,0,0,0,4,17,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,8,6,4,0,4,0,0,0,33,0,0,0,0,3,0,0,0,0,0,0,5,8,6,6,0,17,17,16,16,14,12,6,8,12,130,3,0,0,0,0,0,4,4,4,0,3,0,18,0,0,0,3,0,0,0,4,0,0,0,0,7,3,0,0,3,3,0,9,0,4,0,4,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0
LGA56450,0,0,0,0,0,4,3,0,0,0,0,3,3,3,3,3,4,0,22,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,13,13,3,0,0,3,10,12,19,12,13,3,14,13,102,0,0,0,0,0,0,5,3,0,6,7,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,8,4,4,0,39,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,0,6,4,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
LGA56520,3,0,3,0,3,26,0,0,0,0,0,5,18,21,8,5,12,0,69,0,0,0,0,0,4,0,3,3,0,0,0,10,0,0,0,4,10,6,17,3,3,0,0,3,46,0,0,0,3,8,9,4,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,7,0,7,7,45,24,16,10,3,0,0,0,3,115,0,0,0,3,0,0,0,0,0,0,0,45,48,0,7,7,58,48,48,68,52,46,14,34,54,436,0,0,0,3,0,0,10,8,17,0,12,12,62,0,0,0,0,0,0,4,5,0,6,0,0,15,0,0,0,3,3,5,20,19,26,11,13,12,112,0,0,0,0,0,0,3,9,4,7,3,0,26,0,0,0,0,4,13,28,23,5,8,3,0,84,0,0,0,0,7,5,5,0,3,0,0,3
LGA56580,10,11,12,38,0,93,0,0,0,0,3,4,20,39,27,28,100,0,221,0,0,0,0,3,0,0,3,4,5,21,0,36,0,0,0,0,6,6,20,15,14,78,54,7,200,6,4,0,13,13,17,29,13,13,25,33,7,173,0,0,0,0,3,0,5,7,3,3,3,0,24,0,0,0,0,0,0,3,0,0,0,4,0,7,20,9,3,72,55,83,108,55,33,21,68,26,553,0,5,0,0,3,0,0,0,0,0,0,161,169,26,18,3,85,89,116,212,154,142,196,501,205,1747,3,0,0,0,0,3,3,12,22,35,366,44,488,0,0,0,0,0,3,11,9,10,11,45,12,101,0,0,0,0,3,6,17,45,64,133,577,77,922,0,0,0,0,0,0,4,3,8,17,72,18,122,4,0,0,0,0,3,34,51,18,355,183,62,710,3,0,5,4,4,0,14,16,12,29,31,14
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,8,0,3,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,15,8,6,9,5,6,3,5,6,74,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,3,3,3,3,3,0,0,0,0,3,18,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,9,0,0,4,12,0,5,0,4,0,0,0,0
LGA56730,7,3,0,7,0,57,0,0,0,0,8,18,37,39,35,10,14,3,164,0,0,0,0,0,0,9,4,8,4,0,0,25,0,5,0,5,13,17,45,32,5,15,0,0,137,0,0,0,9,29,13,10,4,0,0,0,9,74,0,0,0,4,0,5,0,0,0,6,0,0,15,0,0,0,0,0,3,3,3,3,0,3,0,15,13,19,14,167,54,42,27,6,3,6,7,14,372,0,0,0,4,0,3,0,0,0,0,0,114,121,22,24,14,199,113,118,161,130,119,72,65,150,1187,0,0,0,0,3,7,23,31,35,17,50,32,198,0,0,0,3,0,7,11,4,0,5,0,4,34,0,3,0,3,3,12,39,66,46,29,39,23,263,0,0,0,0,0,0,10,8,9,11,8,5,51,0,0,0,4,13,19,64,34,17,36,13,12,212,0,0,0,3,9,9,14,4,4,0,0,4
LGA56790,3,3,0,0,0,19,0,0,0,4,5,12,23,5,4,3,8,3,67,0,0,0,0,0,0,5,3,5,3,0,0,16,3,0,0,4,4,5,6,3,3,0,0,3,31,0,0,0,4,8,8,0,0,0,3,0,5,28,0,0,0,3,3,0,0,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,75,31,31,14,0,0,0,0,8,177,0,3,0,0,0,0,0,0,0,0,0,68,71,13,15,5,96,56,63,69,27,27,15,19,93,498,0,0,3,0,3,0,6,9,7,3,3,13,47,3,0,0,0,0,0,5,3,3,3,0,0,17,0,0,0,0,3,4,10,13,4,5,4,17,60,0,0,0,3,3,0,0,3,3,0,0,3,15,3,0,3,0,0,11,18,8,7,3,0,5,58,0,3,0,0,5,6,0,0,0,0,3,3
LGA56860,3,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,3,3,3,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,4,0,8,0,15,0,0,0,0,0,3,3,0,3,3,7,0,19,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,4,0,0,9,4,3,20,0,0,3,0,0,0,0,5,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,3,4,5,19,4,52,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,3,6,3,7,14,8,11,20,59,22,153,0,0,0,0,0,0,0,0,3,0,11,3,17,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,3,3,3,3,27,7,46,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,0,0,0,4,5,21,21,9,63,0,0,0,0,3,0,0,0,0,6,0,3
LGA57000,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,9,4,9,6,5,7,3,11,7,68,0,3,0,0,0,3,3,4,3,0,3,3,22,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,4,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,17,11,7,26,0,128,0,0,0,0,3,12,41,55,51,38,85,3,288,0,0,0,4,0,0,5,11,13,5,31,0,69,3,0,4,4,12,19,70,58,12,159,45,3,389,4,3,6,12,8,17,12,7,4,12,19,3,107,0,0,0,0,0,0,5,4,0,7,4,0,20,0,3,0,0,0,3,3,3,3,3,16,0,34,23,10,5,35,32,30,43,16,19,10,28,13,264,0,0,0,3,3,0,0,0,0,0,0,233,239,36,16,15,61,78,103,229,234,291,362,727,259,2411,0,3,0,3,4,0,0,7,15,6,85,3,126,0,0,0,0,0,0,3,3,3,3,3,3,18,0,0,0,0,0,0,4,3,16,9,60,4,96,0,0,0,0,0,0,0,0,0,3,11,3,17,0,0,5,0,6,7,28,35,9,88,21,7,206,0,0,0,9,0,6,0,4,0,0,0,3
LGA57140,3,3,0,0,0,9,0,0,0,0,0,4,7,3,3,0,7,0,24,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,3,0,0,0,0,12,0,0,0,4,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,3,6,3,4,3,20,12,6,3,0,0,0,0,3,54,0,0,0,0,0,4,0,0,0,3,0,13,20,6,4,3,24,23,17,18,19,12,9,7,25,167,0,0,0,0,3,3,8,0,5,0,0,5,24,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,7,5,3,3,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,0,4,0,3,22,0,0,0,3,3,3,0,0,0,0,0,0
LGA57210,5,3,0,3,0,44,3,0,0,6,5,11,28,18,11,0,10,3,95,0,0,3,0,3,0,4,0,5,0,0,0,15,0,0,0,7,9,10,16,7,3,3,0,0,55,0,0,0,20,15,3,3,0,0,0,0,4,45,0,0,0,3,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,3,0,0,3,0,9,3,11,4,80,31,28,18,4,0,5,0,9,193,0,0,0,0,0,0,0,0,0,0,0,58,58,14,11,14,124,78,65,102,59,56,19,35,77,654,0,0,0,3,0,3,10,13,20,12,10,10,81,0,0,0,0,0,5,7,8,5,0,0,0,25,0,0,0,0,4,8,43,25,15,7,15,4,121,0,0,0,3,3,5,4,6,0,0,0,3,24,4,0,0,3,10,10,33,21,7,10,3,6,107,0,5,0,0,11,6,7,3,0,0,3,7
LGA57280,3,7,0,4,0,18,0,0,3,0,0,0,8,10,10,14,82,3,130,0,0,0,0,0,0,0,0,7,0,35,0,42,0,0,0,0,0,0,18,12,8,58,14,4,114,0,0,0,4,0,0,0,7,0,0,0,6,17,0,0,0,0,0,0,0,0,3,7,3,3,16,0,0,0,0,0,3,0,0,3,0,14,0,20,3,0,3,10,8,0,3,3,3,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,116,116,8,0,6,17,8,10,40,62,88,141,537,151,1068,0,0,3,0,0,0,4,6,24,37,278,41,393,0,0,0,0,4,0,5,3,3,0,11,0,26,3,0,0,0,0,0,3,15,26,68,167,19,301,0,0,0,0,0,0,4,3,11,15,48,7,88,0,0,3,0,0,5,19,49,12,193,49,20,350,0,0,0,0,0,8,0,3,5,9,4,5
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,18,8,6,0,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,9,0,0,0,0,4,4,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,3,0,0,3,0,0,0,0,6,0,4,0,28,12,6,6,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,15,15,4,4,0,31,22,15,27,15,15,3,10,21,167,0,0,0,0,0,0,3,0,3,0,0,5,11,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,5,3,3,7,3,3,0,6,30,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,3,0,0,4,0,0,3,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,4,0,0,0,0,7,3,0,0,3,3,3,5,3,3,3,9,3,38,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,0,0,0,14,3,0,10,0,4,34,0,0,3,3,3,4,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,5,3,18,9,10,8,0,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,18,18,8,5,9,30,15,20,34,26,15,26,27,28,243,0,0,0,3,0,3,5,7,3,7,6,14,48,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,5,0,6,7,6,11,13,0,48,0,0,3,0,0,0,0,3,3,3,0,0,12,0,0,0,3,3,4,10,14,4,28,5,6,77,0,0,0,0,0,0,0,3,0,0,0,0
LGA57490,35,35,17,15,7,292,4,3,3,6,29,56,257,326,266,152,185,23,1310,3,0,0,9,7,10,35,54,69,34,65,16,302,7,4,3,17,68,111,317,264,43,235,49,43,1161,0,4,30,78,122,78,108,31,9,17,7,14,498,0,3,4,15,15,10,23,22,15,20,4,9,140,0,0,3,4,0,6,10,15,29,15,24,10,116,91,116,75,1153,760,521,261,66,25,20,19,113,3220,0,0,0,27,9,14,11,4,0,4,4,1045,1118,118,138,121,1324,1059,887,1249,1174,1111,852,998,1316,10347,9,4,3,5,3,12,69,193,464,377,940,207,2286,0,0,3,3,6,17,64,57,47,38,42,24,301,3,3,3,10,18,46,396,732,729,544,820,243,3547,3,3,0,3,4,7,56,91,129,74,176,50,596,7,11,0,13,60,161,758,830,213,750,242,186,3231,3,3,14,28,36,66,127,84,39,42,24,40
LGA57560,0,0,0,3,0,9,3,0,0,0,0,3,17,23,31,30,103,0,210,0,0,0,0,0,0,0,4,8,3,37,5,57,3,0,0,0,3,0,17,16,11,74,27,3,154,0,0,3,3,3,3,0,3,0,0,3,0,18,0,0,0,0,3,4,0,5,0,8,0,3,23,3,0,0,3,0,0,4,3,0,3,13,3,32,3,8,4,18,5,3,6,0,3,0,3,4,57,0,0,0,5,3,0,0,0,0,0,0,141,149,15,8,7,29,17,17,66,94,132,213,768,168,1534,0,0,0,0,3,0,4,13,29,52,403,50,554,0,0,0,0,0,0,0,3,4,12,4,0,23,0,5,0,0,3,0,14,43,60,130,330,42,627,0,0,0,0,0,0,4,8,11,24,82,5,134,0,0,0,0,3,7,33,67,31,323,88,36,588,0,0,0,5,0,0,3,4,0,14,4,5
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,3,0,0,0,0,3,3,8,20,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
