region_id,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000mo,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_199,C11_CFNC_1F1P_200_399,C11_CFNC_1F1P_400_599,C11_CFNC_1F1P_600_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_199,C11_CFNC_1E1A_200_399,C11_CFNC_1E1A_400_599,C11_CFNC_1E1A_600_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_199,C11_CFNC_1F1NW_200_399,C11_CFNC_1F1NW_400_599,C11_CFNC_1F1NW_600_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_199,C11_CFNC_1P1NW_200_399,C11_CFNC_1P1NW_400_599,C11_CFNC_1P1NW_600_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_mr,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_199,C11_CFNC_1A1NW_200_399,C11_CFNC_1A1NW_400_599,C11_CFNC_1A1NW_600_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_199,C11_CFNC_BA_200_399,C11_CFNC_BA_400_599,C11_CFNC_BA_600_799,C11_CFNC_BA_800_999,C11_CFNC_BA_1000_1499,C11_CFNC_BA_1500_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000m,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_N,C11_CFNC_BNW_1_199,C11_CFNC_BNW_200_399,C11_CFNC_BNW_400_599,C11_CFNC_BNW_600_799,C11_CFNC_BNW_800_999,C11_CFNC_BNW_1000_1499,C11_CFNC_BNW_1500_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000m,C11_CFNC_BNW_Ns,C11_CFNC_BNW_T,C11_CFNC_LFns_N,C11_CFNC_LFns_1_199,C11_CFNC_LFns_200_399,C11_CFNC_LFns_400_599,C11_CFNC_LFns_600_799,C11_CFNC_LFns_800_999,C11_CFNC_LFns_1000_1499,C11_CFNC_LFns_1500_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000mo,C11_CFNC_LFns_Ns,C11_CFNC_LFns_T,C11_CFNC_T_N,C11_CFNC_T_1_199,C11_CFNC_T_200_399,C11_CFNC_T_400_599,C11_CFNC_T_600_799,C11_CFNC_T_800_999,C11_CFNC_T_1000_1499,C11_CFNC_T_1500_1999,C11_CFNC_T_2000_2499,C11_CFNC_T_2500_2999,C11_CFNC_T_3000M,C11_CFNC_T_Ns,C11_CFNC_T_T,C11_CF_BFT_N,C11_CF_BFT_1_199,C11_CF_BFT_200_399,C11_CF_BFT_400_599,C11_CF_BFT_600_799,C11_CF_BFT_800_999,C11_CF_BFT_1000_1499,C11_CF_BFT_1500_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_mr,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_N,C11_CF_BPT_1_199,C11_CF_BPT_200_399,C11_CF_BPT_400_599,C11_CF_BPT_600_799,C11_CF_BPT_800_999,C11_CF_BPT_1000_1499,C11_CF_BPT_1500_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_mr,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_N,C11_CF_1F1P_1_199,C11_CF_1F1P_200_399,C11_CF_1F1P_400_599,C11_CF_1F1P_600_799,C11_CF_1F1P_800_999,C11_CF_1F1P_1000_1499,C11_CF_1F1P_1500_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000mo,C11_CF_1F1P_Ns,C11_CF_1F1P_T,C11_CF_1E1A_N,C11_CF_1E1A_1_199,C11_CF_1E1A_200_399,C11_CF_1E1A_400_599,C11_CF_1E1A_600_799,C11_CF_1E1A_800_999,C11_CF_1E1A_1000_1499,C11_CF_1E1A_1500_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_mr,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_N,C11_CF_1F1NW_1_199,C11_CF_1F1NW_200_399,C11_CF_1F1NW_400_599,C11_CF_1F1NW_600_799,C11_CF_1F1NW_800_999,C11_CF_1F1NW_1000_1499,C11_CF_1F1NW_1500_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000mo,C11_CF_1F1NW_Ns,C11_CF_1F1NW_T,C11_CF_1P1NW_N,C11_CF_1P1NW_1_199,C11_CF_1P1NW_200_399,C11_CF_1P1NW_400_599,C11_CF_1P1NW_600_799,C11_CF_1P1NW_800_999,C11_CF_1P1NW_1000_1499,C11_CF_1P1NW_1500_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_mr,C11_CF_1P1NW_Ns
LGA11500,46,30,7,13,7,284,8,0,0,18,30,75,393,362,241,81,116,30,1354,0,0,0,3,12,13,55,68,55,21,30,17,274,9,7,14,68,189,252,482,262,59,109,35,62,1548,3,11,44,111,143,71,117,46,7,11,8,17,589,3,3,4,12,14,15,45,19,3,11,3,18,150,3,0,0,0,3,0,21,17,16,5,7,9,81,121,149,100,1270,601,422,244,56,17,10,10,106,3106,4,7,0,19,20,17,12,7,3,3,0,548,640,164,188,166,1518,1055,954,1820,1492,1287,581,680,863,10768,18,7,5,6,10,46,334,687,1074,715,1224,422,4548,0,0,3,10,29,50,104,74,86,34,37,40,467,10,13,6,24,45,95,754,950,827,412,671,309,4116,3,3,0,4,13,34,113,160,170,83,145,57,785,16,15,23,113,296,462,1350,866,384,441,254,377,4597,4,10,45,86,129,127,219,120,83,36,32,92
LGA11520,30,39,17,36,5,270,8,0,0,0,19,38,142,161,161,96,262,8,895,0,0,3,3,8,4,28,26,29,23,61,5,190,6,3,8,26,76,79,193,125,43,167,117,18,861,3,14,28,56,46,43,60,53,21,25,37,11,397,3,0,0,3,6,11,13,14,9,8,8,4,79,0,0,0,0,0,0,13,7,6,10,25,11,72,153,123,61,659,264,287,226,104,59,35,61,77,2109,0,3,3,11,10,3,4,0,3,0,0,487,524,182,146,106,780,463,521,851,774,851,710,1987,656,8027,3,3,3,8,8,19,69,142,224,224,1226,154,2083,0,3,3,6,21,16,64,43,38,23,78,27,322,5,3,3,8,25,45,208,293,389,413,1156,156,2704,0,3,3,3,3,5,42,39,61,37,241,42,479,10,3,5,32,71,104,272,294,102,619,290,125,1927,3,4,16,34,41,39,68,46,31,52,57,39
LGA11550,30,26,7,12,8,421,5,0,0,16,48,98,320,210,122,46,85,14,964,0,5,0,8,5,18,50,37,40,5,21,11,200,7,3,26,109,217,228,373,171,37,73,20,51,1315,8,26,96,156,134,66,87,28,13,7,6,28,655,0,3,14,11,17,21,28,10,0,6,0,11,121,3,0,0,3,3,9,20,8,14,6,8,11,85,316,287,170,1822,608,398,226,56,20,10,24,149,4086,12,5,6,59,14,22,8,4,0,0,7,580,717,360,348,318,2229,1157,1026,1480,967,728,371,621,894,10499,15,8,5,6,15,74,284,441,582,332,915,243,2920,5,7,9,20,66,110,155,93,54,36,58,55,668,8,8,3,17,62,146,572,603,556,343,621,188,3127,3,0,3,6,22,29,95,109,110,63,122,58,620,22,25,57,264,523,592,1198,645,231,380,207,303,4447,9,32,132,247,326,223,293,143,64,56,45,125
LGA11600,3,0,0,0,0,12,3,0,3,0,5,4,17,3,4,3,3,0,45,0,0,0,0,0,3,4,0,3,0,3,0,13,0,0,0,0,5,7,4,5,0,3,0,3,27,3,0,0,3,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,3,39,8,7,5,0,0,0,0,3,74,0,3,0,0,3,0,0,0,0,0,0,17,23,12,12,6,45,29,38,41,38,24,9,16,26,296,0,0,0,3,4,0,9,13,13,4,9,18,73,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,7,18,18,19,3,7,10,85,0,0,0,0,0,0,0,0,5,3,0,7,15,3,0,0,0,9,7,17,0,3,3,3,9,54,0,0,0,3,4,0,5,0,0,0,0,0
LGA11700,4,0,0,0,0,17,0,0,0,0,4,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,3,3,7,10,3,0,3,0,3,32,0,0,0,0,7,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,22,6,4,0,0,0,0,3,4,48,0,0,0,0,0,0,0,0,0,0,0,18,18,0,9,0,31,23,26,26,14,11,6,15,33,194,0,0,0,4,3,3,3,3,6,3,6,5,36,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,3,0,0,3,5,3,3,3,3,3,26,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,7,3,16,7,0,3,0,3,39,0,0,0,5,3,3,0,0,0,0,0,0
LGA11720,27,17,7,12,0,171,3,3,3,7,14,36,155,137,106,52,70,18,604,0,3,0,0,5,6,30,15,16,11,28,4,118,3,0,0,20,56,56,147,96,19,92,16,28,533,0,9,13,60,89,52,43,18,7,10,0,6,307,3,3,0,6,11,5,12,14,0,9,3,5,71,0,0,0,4,3,3,6,4,11,3,4,8,46,32,69,37,858,394,262,148,35,18,15,10,99,1977,0,4,5,16,4,8,7,0,4,0,0,289,337,45,97,62,986,603,492,704,521,435,289,341,473,5048,3,3,3,0,3,6,88,133,205,118,287,81,930,0,0,0,0,6,17,34,27,24,14,12,10,144,3,0,3,4,16,34,299,380,273,250,309,132,1703,3,0,0,4,3,8,55,63,49,44,48,18,295,3,9,0,18,47,110,330,252,88,220,80,117,1274,0,0,3,15,51,54,80,41,14,17,15,34
LGA11730,24,8,9,8,0,247,5,6,4,21,39,94,217,125,73,35,46,13,678,3,0,0,4,5,9,39,17,23,7,11,10,128,0,3,8,36,96,78,141,69,23,37,10,14,515,0,14,20,93,134,78,85,26,6,3,3,13,475,0,3,4,17,14,10,13,7,6,3,7,3,87,3,3,0,3,3,4,3,7,7,3,3,6,45,39,133,56,1290,601,478,271,64,34,14,23,109,3112,0,3,0,21,9,16,3,3,0,0,0,399,454,56,169,103,1531,971,887,975,463,301,151,192,582,6381,4,3,0,14,10,27,124,170,145,85,108,95,785,0,3,0,8,28,41,74,44,13,3,11,21,246,3,3,0,15,47,83,358,305,195,64,86,103,1262,0,0,4,4,6,10,43,30,12,13,14,21,157,3,3,11,29,83,107,272,137,43,37,23,50,798,3,3,5,36,73,73,81,30,9,6,0,35
LGA11750,0,3,0,0,0,11,4,0,0,3,0,4,17,20,16,11,7,0,82,0,0,0,0,0,3,3,0,3,0,6,0,15,0,0,0,0,10,7,14,8,3,7,3,3,55,0,0,3,9,0,6,3,0,0,0,0,3,24,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,5,3,5,3,48,16,11,3,4,3,0,3,8,107,0,0,0,4,0,0,0,0,0,0,0,52,56,11,8,6,71,36,37,55,43,56,32,63,69,487,3,0,0,0,3,3,12,4,10,23,50,12,120,0,0,0,0,0,3,4,0,0,0,0,0,7,3,0,0,3,0,7,17,24,23,24,16,16,133,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,3,5,0,22,24,7,48,9,10,128,0,0,0,3,3,3,3,3,0,0,0,0
LGA11800,33,26,11,20,5,356,3,3,3,14,47,88,315,229,161,57,89,11,1020,3,3,3,7,14,7,39,33,37,5,21,3,175,0,0,7,35,87,107,190,101,45,59,17,18,666,4,6,28,95,145,86,113,26,27,15,5,13,563,0,0,4,9,7,18,16,8,4,6,5,6,83,3,3,0,3,4,8,14,11,6,5,3,8,68,36,125,67,1193,706,581,363,102,42,17,23,104,3359,0,3,0,34,18,12,0,3,0,0,0,469,539,59,156,119,1438,1093,1039,1372,806,606,255,356,650,7949,6,0,3,6,17,37,145,255,296,140,251,131,1287,0,0,3,7,38,55,117,66,53,15,21,39,414,7,8,3,14,42,106,463,478,338,161,208,148,1976,0,0,3,0,11,16,57,79,66,37,33,26,328,3,9,7,18,78,118,386,229,70,137,33,62,1150,3,3,20,40,85,89,120,35,13,15,8,34
LGA11860,3,0,0,0,0,12,3,0,0,3,3,5,5,7,0,0,3,0,29,3,0,0,0,0,0,3,0,4,0,3,0,13,0,0,0,5,7,0,0,7,0,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,7,0,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,12,12,12,6,6,25,18,17,33,34,10,0,9,15,185,3,0,4,4,0,5,0,6,6,6,0,11,45,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,7,3,16,8,7,3,4,10,62,0,0,0,0,3,0,3,0,0,0,3,0,9,3,3,4,3,4,8,10,10,4,4,0,3,56,0,0,0,0,0,0,5,0,0,0,0,0
LGA12000,0,0,0,0,0,15,0,0,0,6,9,10,19,8,3,3,3,0,61,0,0,0,0,0,3,3,3,3,3,0,0,15,3,0,3,0,9,4,6,4,3,3,4,0,39,0,4,0,9,6,3,3,0,3,0,0,0,28,3,0,0,3,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,3,3,0,0,0,9,4,5,3,105,29,22,4,0,0,0,4,8,184,0,0,0,0,3,0,0,0,0,0,0,32,35,13,9,6,126,70,60,62,42,33,17,21,40,499,0,0,0,3,4,3,15,15,15,9,26,20,110,0,0,0,0,0,0,6,3,0,0,0,4,13,0,0,0,6,8,11,39,27,16,6,16,15,144,0,0,0,0,0,0,5,4,5,3,0,0,17,0,4,3,3,6,9,24,10,6,5,0,4,74,0,0,0,0,0,4,3,3,0,0,0,3
LGA12050,8,8,0,4,0,57,0,0,0,3,7,21,39,43,20,15,7,3,158,0,0,0,3,3,3,7,7,6,3,3,0,35,0,0,0,6,13,15,30,18,6,14,8,6,116,0,0,3,17,19,9,19,7,0,3,3,0,80,0,3,3,0,3,0,3,0,0,0,3,3,18,0,0,0,0,0,3,5,0,0,0,0,0,8,7,14,3,129,66,58,43,13,5,6,11,9,364,0,0,3,9,3,0,0,0,0,0,0,56,71,7,21,15,179,128,154,199,141,103,58,85,81,1171,3,3,0,0,5,11,24,35,48,25,49,30,233,0,0,0,0,0,5,4,7,0,4,5,5,30,0,0,0,0,4,16,54,62,48,31,45,35,295,0,0,0,0,3,0,9,12,11,6,10,3,54,0,0,0,5,11,19,54,33,7,22,7,11,169,0,0,0,0,10,7,9,7,5,0,0,5
LGA12150,3,0,0,0,0,12,0,0,0,0,6,8,19,8,8,0,4,4,57,0,0,0,0,3,0,4,3,3,0,0,0,13,0,0,0,8,6,11,7,3,4,0,3,5,47,0,0,3,6,8,4,5,0,0,0,0,3,29,0,0,0,0,0,3,3,0,3,0,0,3,12,0,0,0,0,0,0,0,3,0,0,3,4,10,6,5,3,65,21,18,6,3,0,3,0,5,135,4,0,0,0,0,0,0,0,0,0,0,23,27,10,8,9,79,44,63,66,38,32,15,27,51,442,0,0,0,0,0,4,13,21,15,7,11,23,94,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,22,14,20,3,7,13,85,0,0,0,0,0,0,5,0,5,0,0,4,14,0,0,0,0,5,8,21,7,0,4,5,8,58,0,0,0,3,3,7,3,0,0,0,0,5
LGA12200,5,0,3,0,0,34,0,0,0,4,5,13,33,20,16,4,16,3,114,0,0,0,3,3,0,3,3,3,0,0,0,15,0,0,0,8,20,7,25,15,4,5,3,3,90,3,0,4,11,10,6,12,0,0,0,3,0,49,0,0,0,0,3,6,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,4,4,9,13,201,88,53,37,7,5,3,3,18,441,0,3,0,4,3,0,3,0,0,0,0,72,85,7,15,17,240,140,106,155,88,65,30,44,99,1006,3,0,0,3,4,0,28,32,34,16,26,25,171,0,0,0,0,0,4,3,4,0,0,3,3,17,0,3,0,0,5,8,70,40,41,16,12,18,213,0,0,0,0,0,0,5,4,4,3,3,3,22,0,0,0,5,12,15,46,17,6,12,3,8,124,0,0,0,6,7,6,6,3,0,0,0,3
LGA12300,3,4,0,0,0,52,0,0,0,5,8,18,60,47,23,5,10,6,182,0,0,0,4,0,5,13,4,6,3,4,3,42,0,0,0,6,14,25,37,15,7,5,0,10,119,0,3,6,18,31,21,14,6,4,4,0,3,110,0,0,0,3,4,5,3,4,0,0,0,4,23,0,3,0,0,3,4,0,4,0,6,0,4,24,14,31,7,275,139,115,57,12,11,3,0,27,691,0,0,0,14,0,3,0,3,0,0,0,78,98,17,43,13,332,209,228,244,153,101,44,44,139,1567,0,0,0,0,3,6,37,41,56,29,45,38,255,0,0,0,0,0,4,4,4,0,0,4,3,19,3,0,5,4,8,22,109,109,62,20,18,34,394,0,3,0,0,0,3,15,15,5,3,3,3,50,3,0,0,0,20,12,64,33,14,9,6,13,174,0,0,0,6,5,5,11,9,0,3,0,3
LGA12350,6,4,3,4,0,55,3,3,3,6,14,39,59,38,19,4,16,6,210,0,0,0,0,3,8,7,6,5,0,6,5,40,0,0,3,16,22,22,42,6,6,9,3,8,137,0,3,3,19,23,15,16,3,3,3,0,7,95,0,0,0,3,0,3,4,0,0,0,0,3,13,0,3,0,0,0,3,0,3,3,0,0,3,15,10,33,9,275,102,91,39,10,5,4,3,30,611,3,3,0,7,3,3,0,0,0,0,0,82,101,19,48,18,344,180,216,238,119,72,39,65,150,1508,3,0,0,10,8,5,41,41,39,23,33,42,245,0,0,0,3,3,8,11,4,7,3,3,4,46,3,0,3,5,12,27,114,71,55,26,21,36,373,0,0,0,0,3,0,5,15,12,0,5,5,45,0,0,3,9,18,28,66,41,6,9,10,24,214,0,3,0,6,8,15,13,6,0,0,0,4
LGA12500,7,0,0,0,3,30,0,0,0,4,5,13,37,29,14,6,11,4,123,0,0,0,0,0,0,8,4,3,3,0,3,21,0,0,0,4,13,6,21,7,0,3,3,0,57,0,3,3,11,13,11,12,6,3,0,3,3,68,0,0,3,0,0,3,0,0,0,0,0,3,9,0,0,0,0,0,0,6,0,0,0,0,0,6,6,16,4,111,57,56,18,3,3,0,3,17,294,0,0,0,5,4,3,0,0,0,0,0,63,75,10,19,10,135,102,101,154,106,55,20,27,99,838,0,0,0,0,0,0,22,28,28,23,17,17,135,0,0,0,0,3,0,3,3,3,0,3,3,18,0,4,0,0,4,8,58,49,48,18,19,18,226,0,0,0,0,0,4,6,7,4,3,7,9,40,0,0,0,0,9,12,28,23,5,3,6,8,94,0,0,0,4,0,9,6,3,3,0,0,0
LGA12600,13,14,5,5,5,135,6,4,0,6,12,47,186,128,83,27,55,14,568,0,0,0,3,3,7,12,22,20,7,13,6,93,3,3,3,16,59,55,104,49,5,19,8,19,343,0,3,14,50,58,37,42,11,8,3,3,12,241,0,0,0,8,3,4,9,7,0,3,4,3,41,3,0,0,0,3,3,6,5,5,0,0,5,30,17,42,27,419,198,178,77,24,18,3,12,42,1057,3,5,0,13,3,9,0,0,0,0,0,277,310,39,60,50,529,363,419,642,484,406,168,254,391,3805,3,3,3,5,3,31,117,160,232,183,267,144,1151,0,0,0,0,7,13,24,23,15,11,8,13,114,4,3,3,11,17,45,261,304,267,119,173,118,1325,0,0,0,0,3,10,30,46,46,24,38,14,211,0,3,5,9,40,83,191,143,42,52,30,57,655,0,3,4,9,19,23,41,19,4,4,3,11
LGA12700,10,0,0,5,0,54,0,0,3,4,3,14,44,29,13,15,17,3,145,0,0,0,0,3,4,4,3,5,3,4,0,26,0,0,0,5,17,10,33,23,4,7,0,5,104,0,0,10,18,15,10,7,3,4,3,0,0,70,0,0,0,0,3,3,5,0,0,3,0,3,17,0,0,0,0,3,0,0,3,0,3,0,3,12,4,18,3,136,77,55,41,16,3,3,3,15,374,0,0,0,0,0,0,3,0,0,0,0,55,58,12,18,19,175,131,121,178,117,66,53,65,87,1042,0,0,0,5,0,4,16,18,41,27,51,20,182,0,0,0,6,0,3,12,5,3,3,0,3,35,0,0,3,4,7,6,49,64,70,32,48,28,311,0,0,0,0,0,0,8,7,10,8,7,3,43,0,0,0,0,8,20,44,40,13,22,11,19,177,0,0,3,3,14,3,15,10,3,3,0,7
LGA12750,21,15,7,7,3,249,0,3,3,14,29,57,146,84,64,20,23,7,450,0,3,3,4,12,6,28,16,19,4,3,0,98,0,0,3,22,47,48,86,56,12,30,9,15,328,0,4,18,72,113,66,84,22,13,11,8,8,419,7,3,3,13,9,8,14,6,0,0,6,6,75,0,0,3,3,3,3,8,3,3,3,0,3,32,39,80,48,968,505,515,350,103,67,23,27,91,2816,0,3,0,21,4,0,7,5,0,0,0,367,407,54,103,84,1140,775,804,887,418,281,133,135,512,5326,0,0,3,7,11,17,69,75,81,60,75,60,458,0,0,0,8,15,37,60,27,15,4,9,19,194,0,4,0,9,17,56,230,180,120,60,54,72,802,0,4,0,7,7,15,20,23,21,5,12,13,127,0,0,3,8,32,83,153,92,21,30,12,36,470,5,0,4,28,52,53,67,23,12,4,5,25
LGA12850,24,18,3,8,3,243,5,0,4,17,41,90,302,197,123,32,36,20,867,3,3,0,4,7,20,68,42,31,12,11,16,217,16,6,18,116,287,277,428,161,32,64,15,66,1486,7,17,62,138,155,70,80,29,8,8,3,27,604,5,3,10,31,26,20,34,12,3,6,3,15,168,3,0,0,0,3,11,15,9,12,3,10,16,82,287,384,210,2597,764,467,224,50,27,13,20,202,5245,8,12,4,63,29,20,10,5,3,3,4,604,765,348,434,320,2997,1365,1114,1590,970,721,322,379,1011,11571,30,16,11,12,37,109,473,689,884,505,1018,392,4176,6,6,9,34,99,89,152,117,67,36,48,63,726,19,19,8,31,92,169,725,739,637,314,505,268,3526,4,3,0,10,18,27,117,129,116,60,127,73,684,27,32,57,232,660,785,1595,875,428,424,311,415,5841,15,38,143,293,429,302,373,217,105,74,68,182
LGA12900,5,0,4,0,3,44,5,0,5,3,14,26,42,32,19,12,9,3,170,0,0,0,3,3,3,6,5,3,0,0,3,26,0,0,0,7,16,18,17,13,0,7,5,8,91,0,3,0,22,10,12,11,3,3,0,4,3,71,3,3,0,3,0,3,3,0,3,3,0,0,21,0,0,0,0,0,3,0,0,3,0,0,0,6,7,16,6,161,67,59,18,6,6,0,3,16,365,0,3,0,3,3,3,0,0,0,0,0,69,81,23,28,11,211,125,158,164,105,77,41,45,108,1096,0,4,0,0,5,6,27,43,55,8,29,35,212,0,0,0,0,0,7,4,0,0,3,3,0,17,4,3,0,3,9,22,77,53,43,17,17,26,274,0,0,0,0,3,0,14,9,8,5,8,3,50,3,0,0,9,23,18,47,16,10,13,7,12,158,0,0,0,3,4,5,10,0,0,0,0,3
LGA12950,3,0,0,0,3,13,0,3,0,7,8,14,24,10,7,3,7,4,87,0,0,0,0,3,0,0,3,0,0,3,0,9,0,0,0,0,5,7,10,8,0,0,0,0,30,0,0,3,9,11,11,5,0,0,0,0,0,39,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,3,0,6,0,7,5,71,33,20,6,3,3,0,0,16,164,0,0,0,0,0,0,0,0,0,0,0,50,50,7,14,8,99,72,68,81,50,23,9,19,79,529,0,0,0,0,0,9,12,13,13,4,13,31,95,0,0,0,0,3,7,4,3,0,0,0,4,21,0,0,0,3,9,8,29,24,16,10,4,16,119,0,0,0,4,4,0,4,0,7,3,0,0,22,3,4,0,3,8,12,22,4,0,3,3,7,69,0,0,0,4,6,0,4,3,0,0,0,0
LGA13010,3,3,0,0,0,50,3,3,0,3,11,27,46,24,15,3,4,4,143,3,0,0,3,0,3,9,3,0,0,3,0,24,0,4,0,8,20,13,15,12,0,4,3,8,87,0,4,6,21,20,8,12,4,0,0,0,3,78,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,3,3,0,0,0,0,0,3,0,9,7,21,15,210,76,68,31,3,4,0,3,11,449,0,4,0,8,4,0,0,0,0,0,0,77,93,16,39,27,264,149,155,182,97,51,21,30,106,1137,3,5,3,0,4,7,34,24,36,14,21,21,172,0,0,0,0,0,8,13,4,5,0,0,8,38,0,0,3,3,7,20,49,47,36,10,16,17,208,0,0,0,3,0,3,8,8,3,0,0,3,28,0,0,3,7,12,19,38,19,4,3,0,12,117,0,0,3,11,15,11,3,3,0,0,0,3
LGA13050,5,0,3,0,3,34,0,0,4,0,7,9,29,18,6,10,6,4,93,0,0,0,4,5,4,0,3,3,0,3,0,22,3,0,3,4,8,10,7,3,0,7,0,0,45,0,6,3,11,11,4,15,3,3,0,0,0,56,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,3,0,0,0,9,4,17,6,109,56,58,34,7,3,0,4,13,311,0,3,0,0,0,0,0,0,3,0,0,52,58,11,29,16,138,93,106,119,67,36,23,31,75,744,0,0,0,0,3,3,12,9,15,8,14,8,72,3,0,0,3,0,0,3,3,3,0,3,0,18,0,3,0,0,3,9,39,33,12,16,8,14,137,0,0,0,0,3,3,3,5,3,0,0,3,20,0,0,3,7,5,10,20,11,4,14,3,12,89,0,0,0,3,3,3,3,3,0,0,0,3
LGA13100,92,47,22,64,22,625,9,4,7,25,41,140,511,445,351,155,265,40,1993,0,0,3,7,14,32,69,60,64,23,56,19,347,0,7,12,66,136,171,404,302,77,218,59,53,1505,10,24,30,152,222,178,240,90,42,36,26,22,1072,0,0,4,22,25,33,48,17,8,16,4,12,189,3,0,0,6,3,11,21,21,26,12,31,12,146,116,227,128,2062,1491,1293,802,267,130,67,97,261,6941,7,5,0,55,26,19,14,6,3,0,7,911,1053,160,283,193,2435,2054,2070,2606,1833,1555,867,1274,1396,16726,8,3,4,10,18,39,255,404,657,491,1103,397,3389,0,3,8,16,39,76,182,139,108,57,76,80,784,8,9,10,29,55,148,990,1268,1162,753,1155,497,6084,0,3,0,5,18,34,153,174,190,108,183,102,970,10,12,10,42,134,242,953,850,217,722,255,281,3728,0,3,23,53,97,113,202,116,55,42,48,71
