region_id,Ot_ty_Ed_Ins_Pt_st_C01_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,O_t_E_I_F_P_s_s_ns_C01_M,O_t_E_I_F_P_s_s_ns_C01_F,O_t_E_I_F_P_s_s_ns_C01_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,Oth_ty_Edu_Ins_Tot_C01_M,Oth_ty_Edu_Ins_Tot_C01_F,Oth_ty_Edu_Ins_Tot_C01_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Type_Educ_Insti_ns_C01_M,Type_Educ_Insti_ns_C01_F,Type_Educ_Insti_ns_C01_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
LGA50350,58,9,39,48,22,38,60,0,0,0,0,0,0,3,0,3,34,50,84,21,48,69,35,46,81,241,287,528,495,471,966,449,486,935,25,32,57,51,41,92,51,40,91,1808,1889,3697,1864,1846,3710,1975,1945,3920
LGA50420,311,96,143,239,110,167,277,0,4,4,3,9,12,0,5,5,243,244,487,134,209,343,218,253,471,1090,1165,2255,2450,2100,4550,2183,1857,4040,166,216,382,152,199,351,249,304,553,7282,7511,14793,7941,7910,15851,8455,8502,16957
LGA50490,142,49,81,130,71,120,191,3,3,6,5,3,8,0,3,3,101,131,232,80,120,200,126,185,311,708,722,1430,1706,1520,3226,1891,1584,3475,108,125,233,141,127,268,213,225,438,3609,3745,7354,4404,4465,8869,5434,5259,10693
LGA50560,0,0,3,3,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,0,6,6,0,3,3,22,28,50,60,53,113,52,40,92,0,3,3,0,0,0,0,5,5,165,148,313,194,169,363,169,164,333
LGA50630,3,3,0,3,8,3,11,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,11,3,14,19,17,36,62,51,113,567,119,686,0,3,3,3,3,6,10,0,10,200,193,393,216,200,416,758,272,1030
LGA50770,4,0,4,4,3,4,7,0,0,0,0,0,0,0,0,0,0,7,7,0,4,4,3,4,7,24,28,52,33,32,65,39,34,73,6,8,14,8,7,15,0,5,5,203,203,406,166,185,351,168,192,360
LGA50840,10,0,11,11,4,4,8,0,0,0,0,3,3,0,0,0,6,10,16,3,14,17,10,4,14,55,44,99,107,145,252,90,97,187,5,10,15,14,12,26,5,3,8,515,470,985,502,535,1037,526,565,1091
LGA50910,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,7,0,7,6,0,6,0,0,0,22,21,43,25,33,58,26,24,50,4,4,8,3,0,3,3,3,6,118,127,245,106,135,241,91,105,196
LGA50980,49,17,28,45,22,46,68,0,0,0,0,0,0,3,0,3,25,32,57,17,36,53,28,51,79,779,642,1421,1696,1444,3140,1445,1159,2604,316,380,696,293,325,618,348,343,691,2580,2698,5278,3180,3163,6343,3396,3332,6728
LGA51080,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,6,9,0,3,3,0,3,3,27,26,53,78,72,150,51,44,95,0,0,0,0,0,0,3,0,3,141,161,302,191,151,342,149,165,314
LGA51120,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,47,37,84,36,22,58,27,41,68,3,3,6,5,0,5,0,0,0,156,142,298,123,104,227,119,127,246
LGA51190,108,38,64,102,47,83,130,0,0,0,3,0,3,0,0,0,58,88,146,47,79,126,69,109,178,695,511,1206,1591,1272,2863,1620,1255,2875,56,62,118,52,47,99,90,80,170,4135,4145,8280,4393,4254,8647,4347,4327,8674
LGA51260,58,23,49,72,33,71,104,0,0,0,0,0,0,0,4,4,20,46,66,28,60,88,42,87,129,501,537,1038,855,935,1790,876,953,1829,99,93,192,173,127,300,125,147,272,3162,3299,6461,3676,3797,7473,4088,4368,8456
LGA51310,142,29,54,83,27,72,99,0,3,3,3,0,3,0,0,0,78,104,182,47,63,110,38,90,128,379,449,828,821,808,1629,502,620,1122,110,157,267,110,129,239,127,150,277,3662,3845,7507,3987,4037,8024,4109,4144,8253
LGA51330,398,102,193,295,154,261,415,5,4,9,3,8,11,10,4,14,278,367,645,182,303,485,292,389,681,1169,1286,2455,2946,2687,5633,2525,2284,4809,351,518,869,346,437,783,490,575,1065,12215,12316,24531,13508,13344,26852,14684,14450,29134
LGA51400,20,7,26,33,20,38,58,0,0,0,0,0,0,0,0,0,8,17,25,17,31,48,23,48,71,98,103,201,265,265,530,452,497,949,5,12,17,15,20,35,24,32,56,990,1064,2054,1608,1660,3268,2349,2513,4862
LGA51470,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,8,28,48,35,83,26,33,59,0,3,3,6,3,9,3,0,3,119,79,198,132,113,245,68,74,142
LGA51540,18,8,10,18,5,11,16,0,0,0,3,3,6,0,0,0,11,22,33,11,13,24,8,14,22,352,274,626,492,461,953,561,533,1094,100,111,211,113,127,240,105,121,226,1127,1088,2215,1212,1247,2459,1206,1241,2447
LGA51610,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,16,9,25,18,30,48,37,23,60,6,5,11,0,0,0,0,5,5,118,91,209,120,113,233,136,152,288
LGA51680,6,0,7,7,3,12,15,0,0,0,0,0,0,0,0,0,0,6,6,0,11,11,12,12,24,91,82,173,112,123,235,115,115,230,13,16,29,18,17,35,6,18,24,432,439,871,551,587,1138,629,646,1275
LGA51750,54,9,23,32,12,20,32,0,0,0,0,0,0,0,0,0,28,43,71,21,30,51,19,25,44,137,177,314,338,361,699,439,294,733,79,92,171,86,76,162,72,74,146,1576,1514,3090,1704,1608,3312,1773,1571,3344
LGA51820,331,98,174,272,141,286,427,3,3,6,3,6,9,7,0,7,264,290,554,256,226,482,382,347,729,1091,1019,2110,3093,2844,5937,2566,2638,5204,220,201,421,306,212,518,281,318,599,9677,9592,19269,11708,11634,23342,12999,13519,26518
LGA51890,15,5,19,24,6,12,18,0,0,0,0,0,0,0,0,0,7,12,19,5,19,24,12,16,28,192,201,393,442,420,862,707,289,996,8,6,14,6,3,9,19,5,24,1237,1250,2487,1348,1332,2680,1601,1123,2724
LGA51960,20,5,9,14,10,9,19,0,0,0,0,0,0,0,0,0,6,17,23,5,14,19,13,13,26,125,103,228,368,301,669,409,245,654,6,5,11,15,9,24,13,12,25,670,595,1265,817,684,1501,807,687,1494
LGA52030,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,3,3,0,0,0,26,26,52,35,22,57,37,27,64,3,0,3,0,4,4,11,17,28,183,172,355,153,111,264,112,133,245
LGA52100,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,3,0,3,32,24,56,35,31,66,19,22,41,3,6,9,0,3,3,3,0,3,161,150,311,131,121,252,95,93,188
LGA52170,44,4,13,17,8,26,34,0,0,0,3,0,3,0,0,0,27,28,55,11,16,27,11,31,42,143,156,299,514,420,934,365,379,744,73,91,164,97,80,177,80,94,174,1068,1124,2192,1356,1365,2721,1328,1439,2767
LGA52240,3,4,4,8,3,0,3,0,0,0,0,0,0,0,0,0,3,7,10,4,4,8,6,0,6,19,21,40,32,26,58,47,36,83,3,0,3,11,7,18,15,13,28,121,128,249,129,139,268,140,141,281
LGA52310,3,3,0,3,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,3,3,6,3,3,6,9,5,14,22,23,45,12,9,21,0,0,0,0,3,3,0,3,3,87,87,174,101,111,212,79,109,188
LGA52380,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,33,13,46,30,30,60,46,35,81,0,0,0,0,0,0,0,3,3,70,39,109,56,56,112,65,54,119
LGA52450,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,3,3,0,0,0,29,13,42,39,36,75,44,35,79,0,0,0,0,3,3,5,3,8,234,164,398,206,136,342,223,166,389
LGA52520,6,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,6,7,13,0,6,6,3,3,6,21,15,36,53,36,89,30,18,48,4,3,7,3,4,7,3,11,14,247,229,476,212,169,381,152,132,284
LGA52590,14,3,7,10,0,7,7,0,0,0,0,0,0,3,0,3,6,8,14,3,7,10,3,12,15,92,75,167,213,131,344,199,154,353,43,47,90,49,53,102,68,53,121,406,398,804,528,432,960,515,446,961
LGA52660,31,3,24,27,13,31,44,0,0,0,3,0,3,0,0,0,11,23,34,13,32,45,17,37,54,114,119,233,324,298,622,357,348,705,7,11,18,31,10,41,6,20,26,1258,1235,2493,1562,1447,3009,1617,1707,3324
LGA52730,16,0,11,11,5,8,13,0,0,0,0,0,0,0,0,0,3,21,24,4,14,18,5,13,18,101,104,205,149,158,307,154,159,313,15,18,33,13,14,27,21,18,39,688,715,1403,636,661,1297,678,738,1416
LGA52800,35,9,16,25,13,8,21,3,0,3,0,0,0,0,3,3,18,28,46,13,20,33,16,17,33,1085,391,1476,458,397,855,2178,557,2735,70,80,150,51,48,99,88,112,200,1925,1269,3194,1169,1160,2329,3009,1449,4458
LGA52870,12,3,5,8,7,10,17,0,0,0,3,0,3,0,0,0,7,12,19,6,5,11,12,19,31,74,84,158,131,109,240,154,116,270,6,3,9,10,24,34,48,55,103,605,654,1259,641,608,1249,699,714,1413
LGA52940,0,3,3,6,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,7,7,11,11,22,23,20,43,16,8,24,0,0,0,3,3,6,0,0,0,96,94,190,88,77,165,76,65,141
LGA53010,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,6,15,21,18,16,34,15,13,28,0,0,0,0,0,0,6,3,9,76,74,150,59,63,122,59,70,129
LGA53080,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,59,39,98,127,63,190,196,71,267,12,3,15,13,11,24,14,16,30,218,153,371,225,144,369,289,174,463
LGA53150,45,10,15,25,16,19,35,0,0,0,0,0,0,0,0,0,21,38,59,13,18,31,19,19,38,143,156,299,312,318,630,234,191,425,26,30,56,32,26,58,33,40,73,897,1016,1913,1108,1157,2265,1128,1108,2236
LGA53220,19,7,16,23,17,18,35,0,0,0,0,0,0,0,0,0,11,13,24,13,25,38,22,23,45,322,207,529,2028,494,2522,3084,906,3990,31,23,54,52,25,77,84,41,125,980,857,1837,2771,1121,3892,4022,1685,5707
LGA53290,33,11,25,36,13,39,52,0,0,0,0,0,0,0,0,0,30,34,64,15,30,45,18,46,64,370,358,728,530,458,988,580,509,1089,35,33,68,28,26,54,31,25,56,1901,1951,3852,1919,2003,3922,1956,1964,3920
LGA53360,13,3,6,9,4,7,11,0,0,0,0,0,0,0,0,0,7,9,16,6,10,16,4,7,11,80,69,149,258,153,411,196,130,326,74,101,175,64,80,144,58,78,136,423,456,879,524,451,975,494,461,955
LGA53430,157,36,63,99,35,69,104,3,0,3,3,3,6,0,4,4,89,148,237,52,84,136,49,93,142,845,742,1587,1459,1195,2654,1162,1054,2216,270,216,486,267,245,512,325,256,581,3600,3740,7340,3954,4041,7995,3993,4214,8207
LGA53520,64,16,41,57,32,50,82,0,0,0,3,0,3,0,4,4,50,59,109,29,45,74,49,74,123,713,586,1299,1847,1775,3622,1649,1329,2978,67,66,133,61,84,145,108,98,206,4625,4838,9463,5329,5473,10802,5487,5556,11043
LGA53570,8,3,5,8,4,0,4,3,0,3,0,0,0,0,0,0,10,7,17,10,8,18,9,7,16,120,110,230,335,312,647,264,183,447,20,25,45,19,22,41,46,34,80,470,515,985,647,660,1307,676,629,1305
LGA53640,7,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,8,7,15,3,0,3,3,0,3,21,18,39,34,34,68,44,30,74,4,10,14,6,4,10,4,4,8,240,177,417,177,156,333,172,163,335
LGA53710,3,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6,0,5,5,0,3,3,28,26,54,26,36,62,29,38,67,0,0,0,0,0,0,0,4,4,132,117,249,114,128,242,109,126,235
LGA53780,346,117,235,352,171,329,500,7,3,10,5,6,11,8,4,12,201,322,523,169,306,475,309,461,770,1676,1599,3275,4077,3495,7572,4950,3881,8831,158,212,370,175,262,437,329,421,750,12020,11832,23852,14186,13927,28113,17307,16614,33921
LGA53920,9,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,6,9,15,0,0,0,9,4,13,192,184,376,362,259,621,213,116,329,18,25,43,28,32,60,63,51,114,677,611,1288,665,592,1257,747,661,1408
LGA53990,48,15,36,51,21,52,73,0,0,0,3,0,3,5,0,5,22,40,62,24,45,69,30,68,98,254,234,488,737,737,1474,773,799,1572,23,25,48,31,30,61,58,61,119,2666,2686,5352,3097,3002,6099,3410,3486,6896
LGA54060,7,3,5,8,0,10,10,3,0,3,0,0,0,0,0,0,6,4,10,3,5,8,0,10,10,37,34,71,130,103,233,129,105,234,9,17,26,22,23,45,39,19,58,350,346,696,437,400,837,509,461,970
LGA54130,6,0,5,5,3,4,7,0,0,0,0,0,0,0,0,0,3,3,6,0,5,5,3,4,7,21,13,34,57,25,82,47,21,68,5,3,8,0,0,0,6,11,17,158,137,295,156,129,285,146,110,256
LGA54170,642,175,331,506,201,345,546,0,0,0,10,13,23,6,5,11,357,543,900,244,431,675,311,448,759,1846,2065,3911,4323,4221,8544,3312,3470,6782,495,647,1142,564,697,1261,518,661,1179,23748,24564,48312,23397,24088,47485,22453,23424,45877
LGA54200,195,58,113,171,57,134,191,4,4,8,3,3,6,7,0,7,118,184,302,88,151,239,91,171,262,732,834,1566,1567,1640,3207,1585,1586,3171,84,102,186,135,162,297,125,169,294,6888,7340,14228,7239,7439,14678,7488,7768,15256
LGA54280,119,30,56,86,35,78,113,0,0,0,0,3,3,3,4,7,64,80,144,34,68,102,44,90,134,1191,1003,2194,2249,1860,4109,2468,1874,4342,43,43,86,122,71,193,150,107,257,4631,4304,8935,5481,4878,10359,5678,5130,10808
LGA54340,10,32,22,54,5,5,10,0,0,0,0,0,0,0,0,0,5,8,13,32,25,57,10,8,18,166,172,338,299,284,583,166,154,320,6,6,12,6,4,10,0,10,10,639,658,1297,742,732,1474,649,645,1294
LGA54410,0,0,3,3,4,0,4,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,9,3,12,16,14,30,42,42,84,48,37,85,3,0,3,0,6,6,0,0,0,130,148,278,142,165,307,163,145,308
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,7,7,6,13,8,5,13,0,0,0,3,4,7,3,0,3,59,70,129,59,45,104,58,52,110
LGA54550,9,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,8,5,13,4,0,4,3,9,12,27,27,54,119,98,217,58,52,110,0,4,4,4,4,8,8,8,16,278,248,526,299,272,571,202,228,430
LGA54620,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,6,11,6,17,30,22,52,128,24,152,5,4,9,9,4,13,17,5,22,123,106,229,129,100,229,207,115,322
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,9,11,20,6,5,11,0,0,0,0,0,0,4,0,4,53,37,90,39,36,75,42,41,83
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,6,19,31,26,57,8,13,21,3,3,6,6,3,9,3,3,6,83,99,182,115,109,224,79,102,181
LGA54830,74,16,44,60,35,75,110,0,3,3,0,0,0,0,5,5,60,56,116,24,62,86,42,105,147,1029,444,1473,1919,1240,3159,1974,1319,3293,20,27,47,19,36,55,57,57,114,3551,3011,6562,4213,3543,7756,4895,4431,9326
LGA54900,3,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,5,9,28,24,52,44,28,72,39,27,66,4,5,9,8,12,20,11,7,18,165,169,334,164,148,312,154,156,310
LGA54970,6,3,0,3,0,6,6,0,0,0,0,3,3,0,0,0,3,3,6,3,3,6,4,6,10,308,47,355,162,42,204,227,54,281,3,0,3,6,3,9,10,8,18,413,116,529,257,106,363,345,132,477
LGA55040,15,0,8,8,6,10,16,0,0,0,0,0,0,0,0,0,9,9,18,0,8,8,6,10,16,155,68,223,83,69,152,956,284,1240,13,4,17,14,3,17,14,5,19,375,216,591,259,184,443,1163,431,1594
LGA55110,158,27,133,160,70,147,217,3,0,3,0,6,6,4,3,7,85,151,236,42,174,216,105,213,318,1005,1058,2063,2493,2745,5238,2581,2658,5239,63,74,137,96,128,224,156,187,343,6043,6328,12371,7451,8125,15576,9049,9813,18862
LGA55180,23,4,24,28,5,5,10,0,0,0,3,0,3,0,0,0,10,20,30,13,27,40,12,5,17,135,124,259,353,365,718,288,278,566,81,69,150,80,78,158,64,54,118,1368,1369,2737,1437,1492,2929,1306,1329,2635
LGA55250,6,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,7,6,13,3,3,6,6,0,6,109,53,162,223,174,397,306,157,463,11,10,21,15,9,24,5,16,21,282,202,484,348,294,642,407,260,667
LGA55320,436,113,189,302,113,240,353,4,0,4,7,10,17,6,3,9,275,379,654,160,268,428,181,324,505,1162,1370,2532,2776,3147,5923,2318,2386,4704,475,643,1118,412,633,1045,509,609,1118,14391,15303,29694,14689,16042,30731,14661,15337,29998
LGA55390,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,15,5,20,20,18,38,39,11,50,9,0,9,0,0,0,3,3,6,59,30,89,38,40,78,72,46,118
LGA55460,8,0,6,6,3,9,12,3,0,3,0,0,0,0,0,0,11,5,16,0,6,6,54,12,66,63,66,129,140,119,259,119,104,223,32,3,35,127,4,131,22,8,30,556,523,1079,574,452,1026,519,430,949
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,32,20,9,29,18,18,36,3,0,3,3,0,3,3,0,3,70,75,145,73,53,126,66,56,122
LGA55600,7,0,3,3,3,3,6,0,0,0,0,0,0,0,4,4,3,4,7,0,3,3,3,7,10,52,67,119,90,83,173,78,83,161,13,13,26,10,11,21,7,3,10,382,395,777,361,349,710,301,359,660
LGA55670,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,18,15,33,40,37,77,62,35,97,5,5,10,0,0,0,6,3,9,168,127,295,163,130,293,190,135,325
LGA55740,42,16,29,45,12,21,33,0,0,0,0,0,0,0,0,0,32,30,62,26,39,65,19,27,46,172,192,364,373,408,781,275,303,578,52,77,129,68,79,147,68,82,150,1131,1575,2706,1300,1854,3154,1242,1800,3042
LGA55810,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,53,18,71,54,41,95,116,36,152,3,0,3,0,6,6,7,8,15,134,99,233,91,76,167,173,88,261
LGA55880,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,10,3,13,13,12,25,9,7,16,7,4,11,0,4,4,0,0,0,88,83,171,69,64,133,55,53,108
LGA55950,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,3,6,15,12,27,4,13,17,3,3,6,0,0,0,3,0,3,84,76,160,57,70,127,53,46,99
LGA56020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,47,91,34,125,56,22,78,0,3,3,0,3,3,3,7,10,218,154,372,221,117,338,119,85,204
LGA56090,138,34,103,137,36,95,131,4,0,4,3,3,6,0,0,0,75,123,198,59,142,201,59,130,189,802,467,1269,1976,1070,3046,2451,1120,3571,46,85,131,53,87,140,54,76,130,5436,5196,10632,6115,5321,11436,6501,5358,11859
LGA56160,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,13,6,19,0,0,0,0,0,0,13,5,18,10,8,18,5,7,12,3,0,3,0,0,0,14,0,14,43,21,64,22,13,35,29,20,49
LGA56230,31,5,25,30,6,29,35,0,0,0,0,0,0,0,0,0,12,33,45,5,34,39,12,39,51,192,207,399,560,489,1049,521,468,989,13,13,26,14,28,42,33,28,61,1260,1292,2552,1655,1682,3337,1835,1860,3695
LGA56300,9,0,4,4,3,4,7,0,0,0,0,0,0,0,0,0,3,6,9,0,4,4,3,7,10,16,17,33,35,41,76,51,27,78,6,4,10,8,9,17,9,5,14,160,165,325,143,146,289,170,139,309
LGA56370,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,17,11,28,26,21,47,30,30,60,3,5,8,0,0,0,7,3,10,132,115,247,107,79,186,91,93,184
LGA56450,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,12,11,23,26,31,57,24,17,41,0,3,3,0,0,0,4,0,4,187,117,304,161,143,304,157,132,289
LGA56520,8,3,12,15,3,4,7,0,0,0,0,0,0,0,0,0,5,7,12,3,12,15,3,7,10,64,63,127,118,148,266,153,149,302,4,7,11,8,11,19,3,8,11,642,695,1337,612,721,1333,617,674,1291
LGA56580,123,27,39,66,25,54,79,0,3,3,0,0,0,0,0,0,57,92,149,33,50,83,35,74,109,711,745,1456,972,1112,2084,719,705,1424,130,161,291,111,167,278,131,185,316,4073,4111,8184,4067,4163,8230,4053,4027,8080
LGA56620,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,21,21,42,57,80,137,62,31,93,9,3,12,0,4,4,4,3,7,169,174,343,163,212,375,229,170,399
LGA56730,20,7,18,25,10,25,35,0,0,0,0,0,0,3,3,6,10,23,33,13,21,34,22,36,58,267,275,542,481,485,966,542,494,1036,9,13,22,34,20,54,20,19,39,1533,1469,3002,1515,1536,3051,1534,1584,3118
LGA56790,3,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,6,9,3,0,3,82,78,160,152,184,336,160,153,313,72,90,162,74,77,151,48,54,102,474,510,984,516,539,1055,509,501,1010
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,9,8,4,12,0,0,0,0,0,0,0,4,4,35,32,67,31,38,69,37,34,71
LGA56930,11,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,3,11,14,0,8,8,0,8,8,16,32,48,67,64,131,64,74,138,5,8,13,10,19,29,6,14,20,226,445,671,267,454,721,270,406,676
LGA57000,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,10,5,15,17,15,32,119,20,139,0,0,0,0,3,3,15,5,20,74,65,139,58,73,131,200,73,273
LGA57080,91,41,51,92,63,81,144,0,3,3,0,3,3,0,3,3,87,74,161,79,89,168,127,153,280,1433,822,2255,2568,1603,4171,2660,1610,4270,1214,1024,2238,1601,1328,2929,1686,1150,2836,3846,2879,6725,5457,4166,9623,5974,4396,10370
LGA57140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,33,26,59,54,61,115,39,41,80,0,0,0,0,3,3,4,5,9,142,133,275,136,165,301,137,139,276
LGA57210,16,3,8,11,3,9,12,0,3,3,3,0,3,0,0,0,7,15,22,6,8,14,7,12,19,166,80,246,198,196,394,232,143,375,7,6,13,10,8,18,7,12,19,665,640,1305,638,671,1309,688,651,1339
LGA57280,27,8,16,24,19,25,44,0,3,3,0,0,0,3,3,6,11,30,41,16,22,38,31,32,63,979,602,1581,1999,1623,3622,2747,1365,4112,37,42,79,91,66,157,133,80,213,2451,2171,4622,3079,2691,5770,4059,2617,6676
LGA57350,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,5,5,3,0,3,16,15,31,38,29,67,22,16,38,4,3,7,0,4,4,3,5,8,137,136,273,128,132,260,96,106,202
LGA57420,11,3,4,7,0,0,0,0,0,0,3,0,3,0,0,0,6,8,14,6,7,13,0,0,0,38,22,60,92,49,141,113,84,197,3,7,10,29,4,33,11,17,28,156,166,322,280,180,460,303,261,564
LGA57490,280,76,179,255,118,272,390,3,0,3,3,4,7,5,8,13,169,233,402,112,226,338,200,371,571,1644,1787,3431,3799,3700,7499,3452,3341,6793,131,167,298,145,207,352,234,285,519,10726,11085,21811,13096,13590,26686,14980,15903,30883
LGA57560,51,16,30,46,51,49,100,0,0,0,0,3,3,0,0,0,20,34,54,21,36,57,61,55,116,663,424,1087,2180,1235,3415,5320,1884,7204,48,44,92,103,62,165,250,107,357,2646,2349,4995,4080,3041,7121,7539,3732,11271
LGA57630,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,3,13,14,8,22,16,5,21,0,0,0,0,0,0,0,4,4,25,11,36,21,15,36,16,15,31
LGA57700,47,8,36,44,15,46,61,0,0,0,0,0,0,0,3,3,30,30,60,20,46,66,27,64,91,365,171,536,545,307,852,667,421,1088,29,29,58,19,28,47,38,44,82,1824,1646,3470,2086,1930,4016,2696,2627,5323
LGA57770,3,3,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,3,3,60,50,110,98,88,186,81,65,146,50,78,128,79,112,191,79,107,186,203,241,444,262,277,539,225,241,466
LGA57840,220,69,109,178,62,134,196,0,0,0,0,3,3,0,0,0,147,190,337,107,172,279,103,180,283,669,922,1591,1789,1715,3504,1486,1457,2943,402,478,880,372,419,791,423,424,847,6111,6350,12461,7058,6819,13877,7089,6959,14048
LGA57910,1061,247,500,747,350,564,914,8,8,16,7,18,25,18,14,32,682,873,1555,399,707,1106,616,847,1463,3577,4043,7620,7604,7463,15067,7584,7155,14739,728,866,1594,629,818,1447,868,1046,1914,23669,25063,48732,26237,27625,53862,29097,29980,59077
LGA57980,106,34,41,75,39,48,87,0,0,0,0,0,0,0,3,3,45,98,143,45,60,105,48,78,126,353,401,754,833,722,1555,645,700,1345,213,271,484,239,274,513,221,292,513,2779,3102,5881,3172,3331,6503,3193,3494,6687
LGA58050,343,93,240,333,137,328,465,6,4,10,7,3,10,4,11,15,236,301,537,167,313,480,203,432,635,1732,1792,3524,4067,4078,8145,3753,3901,7654,182,198,380,218,232,450,256,292,548,13098,13077,26175,15245,15250,30495,16654,17112,33766
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,3,5,8,8,5,13,26,14,40,13,14,27,0,0,0,0,0,0,3,0,3,55,47,102,69,85,154,61,61,122
