Measure,Region Type,Frequency,Region,Time,Value,Flags
"Estimated Resident Population","Local Government Areas","Annual","Capel (S)","2011",15059,
"Estimated Resident Population","Local Government Areas","Annual","Capel (S)","2012",15734,
"Estimated Resident Population","Local Government Areas","Annual","Capel (S)","2013",16447,
"Estimated Resident Population","Local Government Areas","Annual","Carnamah (S)","2003",797,
"Estimated Resident Population","Local Government Areas","Annual","Carnamah (S)","2004",790,
"Estimated Resident Population","Local Government Areas","Annual","Carnamah (S)","2005",791,
"Estimated Resident Population","Local Government Areas","Annual","Carnamah (S)","2006",792,
"Estimated Resident Population","Local Government Areas","Annual","Carnamah (S)","2007",743,
"Estimated Resident Population","Local Government Areas","Annual","Carnamah (S)","2008",703,
"Estimated Resident Population","Local Government Areas","Annual","Carnamah (S)","2009",641,
"Estimated Resident Population","Local Government Areas","Annual","Carnamah (S)","2010",604,
"Estimated Resident Population","Local Government Areas","Annual","Carnamah (S)","2011",554,
"Estimated Resident Population","Local Government Areas","Annual","Carnamah (S)","2012",551,
"Estimated Resident Population","Local Government Areas","Annual","Carnamah (S)","2013",550,
"Estimated Resident Population","Local Government Areas","Annual","Carnarvon (S)","2003",6571,
"Estimated Resident Population","Local Government Areas","Annual","Carnarvon (S)","2004",6304,
"Estimated Resident Population","Local Government Areas","Annual","Carnarvon (S)","2005",6160,
"Estimated Resident Population","Local Government Areas","Annual","Carnarvon (S)","2006",6051,
"Estimated Resident Population","Local Government Areas","Annual","Carnarvon (S)","2007",5943,
"Estimated Resident Population","Local Government Areas","Annual","Carnarvon (S)","2008",5967,
"Estimated Resident Population","Local Government Areas","Annual","Carnarvon (S)","2009",5972,
"Estimated Resident Population","Local Government Areas","Annual","Carnarvon (S)","2010",5997,
"Estimated Resident Population","Local Government Areas","Annual","Carnarvon (S)","2011",6076,
"Estimated Resident Population","Local Government Areas","Annual","Carnarvon (S)","2012",6099,
"Estimated Resident Population","Local Government Areas","Annual","Carnarvon (S)","2013",6139,
"Estimated Resident Population","Local Government Areas","Annual","Chapman Valley (S)","2003",891,
"Estimated Resident Population","Local Government Areas","Annual","Chapman Valley (S)","2004",914,
"Estimated Resident Population","Local Government Areas","Annual","Chapman Valley (S)","2005",924,
"Estimated Resident Population","Local Government Areas","Annual","Chapman Valley (S)","2006",943,
"Estimated Resident Population","Local Government Areas","Annual","Chapman Valley (S)","2007",989,
"Estimated Resident Population","Local Government Areas","Annual","Chapman Valley (S)","2008",1086,
"Estimated Resident Population","Local Government Areas","Annual","Chapman Valley (S)","2009",1141,
"Estimated Resident Population","Local Government Areas","Annual","Chapman Valley (S)","2010",1160,
"Estimated Resident Population","Local Government Areas","Annual","Chapman Valley (S)","2011",1198,
"Estimated Resident Population","Local Government Areas","Annual","Chapman Valley (S)","2012",1214,
"Estimated Resident Population","Local Government Areas","Annual","Chapman Valley (S)","2013",1214,
"Estimated Resident Population","Local Government Areas","Annual","Chittering (S)","2003",3138,
"Estimated Resident Population","Local Government Areas","Annual","Chittering (S)","2004",3328,
"Estimated Resident Population","Local Government Areas","Annual","Chittering (S)","2005",3541,
"Estimated Resident Population","Local Government Areas","Annual","Chittering (S)","2006",3669,
"Estimated Resident Population","Local Government Areas","Annual","Chittering (S)","2007",3818,
"Estimated Resident Population","Local Government Areas","Annual","Chittering (S)","2008",3968,
"Estimated Resident Population","Local Government Areas","Annual","Chittering (S)","2009",4209,
"Estimated Resident Population","Local Government Areas","Annual","Chittering (S)","2010",4394,
"Estimated Resident Population","Local Government Areas","Annual","Chittering (S)","2011",4533,
"Estimated Resident Population","Local Government Areas","Annual","Chittering (S)","2012",4733,
"Estimated Resident Population","Local Government Areas","Annual","Chittering (S)","2013",4996,
"Estimated Resident Population","Local Government Areas","Annual","Claremont (T)","2003",9247,
"Estimated Resident Population","Local Government Areas","Annual","Claremont (T)","2004",9267,
"Estimated Resident Population","Local Government Areas","Annual","Claremont (T)","2005",9349,
"Estimated Resident Population","Local Government Areas","Annual","Claremont (T)","2006",9393,
"Estimated Resident Population","Local Government Areas","Annual","Claremont (T)","2007",9463,
"Estimated Resident Population","Local Government Areas","Annual","Claremont (T)","2008",9571,
"Estimated Resident Population","Local Government Areas","Annual","Claremont (T)","2009",9716,
"Estimated Resident Population","Local Government Areas","Annual","Claremont (T)","2010",9783,
"Estimated Resident Population","Local Government Areas","Annual","Claremont (T)","2011",9924,
"Estimated Resident Population","Local Government Areas","Annual","Claremont (T)","2012",10147,
"Estimated Resident Population","Local Government Areas","Annual","Claremont (T)","2013",10359,
"Estimated Resident Population","Local Government Areas","Annual","Cockburn (C)","2003",72207,
"Estimated Resident Population","Local Government Areas","Annual","Cockburn (C)","2004",73929,
"Estimated Resident Population","Local Government Areas","Annual","Cockburn (C)","2005",75741,
"Estimated Resident Population","Local Government Areas","Annual","Cockburn (C)","2006",77832,
"Estimated Resident Population","Local Government Areas","Annual","Cockburn (C)","2007",81453,
"Estimated Resident Population","Local Government Areas","Annual","Cockburn (C)","2008",84909,
"Estimated Resident Population","Local Government Areas","Annual","Cockburn (C)","2009",88935,
"Estimated Resident Population","Local Government Areas","Annual","Cockburn (C)","2010",91628,
"Estimated Resident Population","Local Government Areas","Annual","Cockburn (C)","2011",95036,
"Estimated Resident Population","Local Government Areas","Annual","Cockburn (C)","2012",99298,
"Estimated Resident Population","Local Government Areas","Annual","Cockburn (C)","2013",103351,
"Estimated Resident Population","Local Government Areas","Annual","Collie (S)","2003",9206,
"Estimated Resident Population","Local Government Areas","Annual","Collie (S)","2004",9107,
"Estimated Resident Population","Local Government Areas","Annual","Collie (S)","2005",9076,
"Estimated Resident Population","Local Government Areas","Annual","Collie (S)","2006",9012,
"Estimated Resident Population","Local Government Areas","Annual","Collie (S)","2007",8972,
"Estimated Resident Population","Local Government Areas","Annual","Collie (S)","2008",8997,
"Estimated Resident Population","Local Government Areas","Annual","Collie (S)","2009",9122,
"Estimated Resident Population","Local Government Areas","Annual","Collie (S)","2010",9218,
"Estimated Resident Population","Local Government Areas","Annual","Collie (S)","2011",9343,
"Estimated Resident Population","Local Government Areas","Annual","Collie (S)","2012",9526,
"Estimated Resident Population","Local Government Areas","Annual","Collie (S)","2013",9692,
"Estimated Resident Population","Local Government Areas","Annual","Coolgardie (S)","2003",4221,
"Estimated Resident Population","Local Government Areas","Annual","Coolgardie (S)","2004",4052,
"Estimated Resident Population","Local Government Areas","Annual","Coolgardie (S)","2005",4023,
"Estimated Resident Population","Local Government Areas","Annual","Coolgardie (S)","2006",4005,
"Estimated Resident Population","Local Government Areas","Annual","Coolgardie (S)","2007",3977,
"Estimated Resident Population","Local Government Areas","Annual","Coolgardie (S)","2008",4011,
"Estimated Resident Population","Local Government Areas","Annual","Coolgardie (S)","2009",4047,
"Estimated Resident Population","Local Government Areas","Annual","Coolgardie (S)","2010",4080,
"Estimated Resident Population","Local Government Areas","Annual","Coolgardie (S)","2011",4138,
"Estimated Resident Population","Local Government Areas","Annual","Coolgardie (S)","2012",4236,
"Estimated Resident Population","Local Government Areas","Annual","Coolgardie (S)","2013",4324,
"Estimated Resident Population","Local Government Areas","Annual","Coorow (S)","2003",1389,
"Estimated Resident Population","Local Government Areas","Annual","Coorow (S)","2004",1366,
"Estimated Resident Population","Local Government Areas","Annual","Coorow (S)","2005",1301,
"Estimated Resident Population","Local Government Areas","Annual","Coorow (S)","2006",1259,
"Estimated Resident Population","Local Government Areas","Annual","Coorow (S)","2007",1189,
"Estimated Resident Population","Local Government Areas","Annual","Coorow (S)","2008",1157,
"Estimated Resident Population","Local Government Areas","Annual","Coorow (S)","2009",1146,
"Estimated Resident Population","Local Government Areas","Annual","Coorow (S)","2010",1126,
"Estimated Resident Population","Local Government Areas","Annual","Coorow (S)","2011",1091,
"Estimated Resident Population","Local Government Areas","Annual","Coorow (S)","2012",1088,
"Estimated Resident Population","Local Government Areas","Annual","Coorow (S)","2013",1085,
"Estimated Resident Population","Local Government Areas","Annual","Corrigin (S)","2003",1264,
"Estimated Resident Population","Local Government Areas","Annual","Corrigin (S)","2004",1217,
"Estimated Resident Population","Local Government Areas","Annual","Corrigin (S)","2005",1204,
"Estimated Resident Population","Local Government Areas","Annual","Corrigin (S)","2006",1200,
"Estimated Resident Population","Local Government Areas","Annual","Corrigin (S)","2007",1176,
"Estimated Resident Population","Local Government Areas","Annual","Corrigin (S)","2008",1165,
"Estimated Resident Population","Local Government Areas","Annual","Corrigin (S)","2009",1146,
"Estimated Resident Population","Local Government Areas","Annual","Corrigin (S)","2010",1126,
"Estimated Resident Population","Local Government Areas","Annual","Corrigin (S)","2011",1104,
"Estimated Resident Population","Local Government Areas","Annual","Corrigin (S)","2012",1099,
"Estimated Resident Population","Local Government Areas","Annual","Corrigin (S)","2013",1099,
"Estimated Resident Population","Local Government Areas","Annual","Cottesloe (T)","2003",7523,
"Estimated Resident Population","Local Government Areas","Annual","Cottesloe (T)","2004",7595,
"Estimated Resident Population","Local Government Areas","Annual","Cottesloe (T)","2005",7581,
"Estimated Resident Population","Local Government Areas","Annual","Cottesloe (T)","2006",7652,
"Estimated Resident Population","Local Government Areas","Annual","Cottesloe (T)","2007",7733,
"Estimated Resident Population","Local Government Areas","Annual","Cottesloe (T)","2008",7884,
"Estimated Resident Population","Local Government Areas","Annual","Cottesloe (T)","2009",8059,
"Estimated Resident Population","Local Government Areas","Annual","Cottesloe (T)","2010",8106,
"Estimated Resident Population","Local Government Areas","Annual","Cottesloe (T)","2011",8236,
"Estimated Resident Population","Local Government Areas","Annual","Cottesloe (T)","2012",8396,
"Estimated Resident Population","Local Government Areas","Annual","Cottesloe (T)","2013",8572,
"Estimated Resident Population","Local Government Areas","Annual","Cranbrook (S)","2003",1102,
"Estimated Resident Population","Local Government Areas","Annual","Cranbrook (S)","2004",1115,
"Estimated Resident Population","Local Government Areas","Annual","Cranbrook (S)","2005",1125,
"Estimated Resident Population","Local Government Areas","Annual","Cranbrook (S)","2006",1132,
"Estimated Resident Population","Local Government Areas","Annual","Cranbrook (S)","2007",1111,
"Estimated Resident Population","Local Government Areas","Annual","Cranbrook (S)","2008",1094,
"Estimated Resident Population","Local Government Areas","Annual","Cranbrook (S)","2009",1113,
"Estimated Resident Population","Local Government Areas","Annual","Cranbrook (S)","2010",1089,
"Estimated Resident Population","Local Government Areas","Annual","Cranbrook (S)","2011",1110,
"Estimated Resident Population","Local Government Areas","Annual","Cranbrook (S)","2012",1101,
"Estimated Resident Population","Local Government Areas","Annual","Cranbrook (S)","2013",1101,
"Estimated Resident Population","Local Government Areas","Annual","Cuballing (S)","2003",754,
"Estimated Resident Population","Local Government Areas","Annual","Cuballing (S)","2004",769,
"Estimated Resident Population","Local Government Areas","Annual","Cuballing (S)","2005",804,
"Estimated Resident Population","Local Government Areas","Annual","Cuballing (S)","2006",817,
"Estimated Resident Population","Local Government Areas","Annual","Cuballing (S)","2007",830,
"Estimated Resident Population","Local Government Areas","Annual","Cuballing (S)","2008",836,
"Estimated Resident Population","Local Government Areas","Annual","Cuballing (S)","2009",851,
"Estimated Resident Population","Local Government Areas","Annual","Cuballing (S)","2010",873,
"Estimated Resident Population","Local Government Areas","Annual","Cuballing (S)","2011",891,
"Estimated Resident Population","Local Government Areas","Annual","Cuballing (S)","2012",893,
"Estimated Resident Population","Local Government Areas","Annual","Cuballing (S)","2013",878,
"Estimated Resident Population","Local Government Areas","Annual","Cue (S)","2003",376,
"Estimated Resident Population","Local Government Areas","Annual","Cue (S)","2004",373,
"Estimated Resident Population","Local Government Areas","Annual","Cue (S)","2005",352,
"Estimated Resident Population","Local Government Areas","Annual","Cue (S)","2006",342,
"Estimated Resident Population","Local Government Areas","Annual","Cue (S)","2007",320,
"Estimated Resident Population","Local Government Areas","Annual","Cue (S)","2008",307,
"Estimated Resident Population","Local Government Areas","Annual","Cue (S)","2009",303,
"Estimated Resident Population","Local Government Areas","Annual","Cue (S)","2010",287,
"Estimated Resident Population","Local Government Areas","Annual","Cue (S)","2011",279,
"Estimated Resident Population","Local Government Areas","Annual","Cue (S)","2012",287,
"Estimated Resident Population","Local Government Areas","Annual","Cue (S)","2013",298,
"Estimated Resident Population","Local Government Areas","Annual","Cunderdin (S)","2003",1406,
"Estimated Resident Population","Local Government Areas","Annual","Cunderdin (S)","2004",1344,
"Estimated Resident Population","Local Government Areas","Annual","Cunderdin (S)","2005",1322,
"Estimated Resident Population","Local Government Areas","Annual","Cunderdin (S)","2006",1317,
"Estimated Resident Population","Local Government Areas","Annual","Cunderdin (S)","2007",1295,
"Estimated Resident Population","Local Government Areas","Annual","Cunderdin (S)","2008",1295,
"Estimated Resident Population","Local Government Areas","Annual","Cunderdin (S)","2009",1297,
"Estimated Resident Population","Local Government Areas","Annual","Cunderdin (S)","2010",1322,
"Estimated Resident Population","Local Government Areas","Annual","Cunderdin (S)","2011",1347,
"Estimated Resident Population","Local Government Areas","Annual","Cunderdin (S)","2012",1339,
"Estimated Resident Population","Local Government Areas","Annual","Cunderdin (S)","2013",1302,
"Estimated Resident Population","Local Government Areas","Annual","Dalwallinu (S)","2003",1705,
"Estimated Resident Population","Local Government Areas","Annual","Dalwallinu (S)","2004",1588,
"Estimated Resident Population","Local Government Areas","Annual","Dalwallinu (S)","2005",1520,
"Estimated Resident Population","Local Government Areas","Annual","Dalwallinu (S)","2006",1441,
"Estimated Resident Population","Local Government Areas","Annual","Dalwallinu (S)","2007",1363,
"Estimated Resident Population","Local Government Areas","Annual","Dalwallinu (S)","2008",1340,
"Estimated Resident Population","Local Government Areas","Annual","Dalwallinu (S)","2009",1330,
"Estimated Resident Population","Local Government Areas","Annual","Dalwallinu (S)","2010",1333,
"Estimated Resident Population","Local Government Areas","Annual","Dalwallinu (S)","2011",1303,
"Estimated Resident Population","Local Government Areas","Annual","Dalwallinu (S)","2012",1301,
"Estimated Resident Population","Local Government Areas","Annual","Dalwallinu (S)","2013",1295,
"Estimated Resident Population","Local Government Areas","Annual","Dandaragan (S)","2003",2949,
"Estimated Resident Population","Local Government Areas","Annual","Dandaragan (S)","2004",2967,
"Estimated Resident Population","Local Government Areas","Annual","Dandaragan (S)","2005",2964,
"Estimated Resident Population","Local Government Areas","Annual","Dandaragan (S)","2006",3018,
"Estimated Resident Population","Local Government Areas","Annual","Dandaragan (S)","2007",3052,
"Estimated Resident Population","Local Government Areas","Annual","Dandaragan (S)","2008",3104,
"Estimated Resident Population","Local Government Areas","Annual","Dandaragan (S)","2009",3203,
"Estimated Resident Population","Local Government Areas","Annual","Dandaragan (S)","2010",3268,
"Estimated Resident Population","Local Government Areas","Annual","Dandaragan (S)","2011",3292,
"Estimated Resident Population","Local Government Areas","Annual","Dandaragan (S)","2012",3337,
"Estimated Resident Population","Local Government Areas","Annual","Dandaragan (S)","2013",3325,
"Estimated Resident Population","Local Government Areas","Annual","Dardanup (S)","2003",9415,
"Estimated Resident Population","Local Government Areas","Annual","Dardanup (S)","2004",9640,
"Estimated Resident Population","Local Government Areas","Annual","Dardanup (S)","2005",10219,
"Estimated Resident Population","Local Government Areas","Annual","Dardanup (S)","2006",10837,
"Estimated Resident Population","Local Government Areas","Annual","Dardanup (S)","2007",11147,
"Estimated Resident Population","Local Government Areas","Annual","Dardanup (S)","2008",11648,
"Estimated Resident Population","Local Government Areas","Annual","Dardanup (S)","2009",12144,
"Estimated Resident Population","Local Government Areas","Annual","Dardanup (S)","2010",12531,
"Estimated Resident Population","Local Government Areas","Annual","Dardanup (S)","2011",12852,
"Estimated Resident Population","Local Government Areas","Annual","Dardanup (S)","2012",13329,
"Estimated Resident Population","Local Government Areas","Annual","Dardanup (S)","2013",13791,
"Estimated Resident Population","Local Government Areas","Annual","Denmark (S)","2003",4837,
"Estimated Resident Population","Local Government Areas","Annual","Denmark (S)","2004",4796,
"Estimated Resident Population","Local Government Areas","Annual","Denmark (S)","2005",4798,
"Estimated Resident Population","Local Government Areas","Annual","Denmark (S)","2006",4797,
"Estimated Resident Population","Local Government Areas","Annual","Denmark (S)","2007",4858,
"Estimated Resident Population","Local Government Areas","Annual","Denmark (S)","2008",4987,
"Estimated Resident Population","Local Government Areas","Annual","Denmark (S)","2009",5153,
"Estimated Resident Population","Local Government Areas","Annual","Denmark (S)","2010",5248,
"Estimated Resident Population","Local Government Areas","Annual","Denmark (S)","2011",5373,
"Estimated Resident Population","Local Government Areas","Annual","Denmark (S)","2012",5557,
"Estimated Resident Population","Local Government Areas","Annual","Denmark (S)","2013",5748,
"Estimated Resident Population","Local Government Areas","Annual","Derby-West Kimberley (S)","2003",7801,
"Estimated Resident Population","Local Government Areas","Annual","Derby-West Kimberley (S)","2004",7821,
"Estimated Resident Population","Local Government Areas","Annual","Derby-West Kimberley (S)","2005",7882,
"Estimated Resident Population","Local Government Areas","Annual","Derby-West Kimberley (S)","2006",8095,
"Estimated Resident Population","Local Government Areas","Annual","Derby-West Kimberley (S)","2007",8267,
"Estimated Resident Population","Local Government Areas","Annual","Derby-West Kimberley (S)","2008",8521,
"Estimated Resident Population","Local Government Areas","Annual","Derby-West Kimberley (S)","2009",8698,
"Estimated Resident Population","Local Government Areas","Annual","Derby-West Kimberley (S)","2010",8826,
"Estimated Resident Population","Local Government Areas","Annual","Derby-West Kimberley (S)","2011",8966,
"Estimated Resident Population","Local Government Areas","Annual","Derby-West Kimberley (S)","2012",9395,
"Estimated Resident Population","Local Government Areas","Annual","Derby-West Kimberley (S)","2013",10047,
"Estimated Resident Population","Local Government Areas","Annual","Donnybrook-Balingup (S)","2003",4660,
"Estimated Resident Population","Local Government Areas","Annual","Donnybrook-Balingup (S)","2004",4680,
"Estimated Resident Population","Local Government Areas","Annual","Donnybrook-Balingup (S)","2005",4731,
"Estimated Resident Population","Local Government Areas","Annual","Donnybrook-Balingup (S)","2006",4951,
"Estimated Resident Population","Local Government Areas","Annual","Donnybrook-Balingup (S)","2007",4981,
"Estimated Resident Population","Local Government Areas","Annual","Donnybrook-Balingup (S)","2008",5095,
"Estimated Resident Population","Local Government Areas","Annual","Donnybrook-Balingup (S)","2009",5245,
"Estimated Resident Population","Local Government Areas","Annual","Donnybrook-Balingup (S)","2010",5349,
"Estimated Resident Population","Local Government Areas","Annual","Donnybrook-Balingup (S)","2011",5462,
"Estimated Resident Population","Local Government Areas","Annual","Donnybrook-Balingup (S)","2012",5594,
"Estimated Resident Population","Local Government Areas","Annual","Donnybrook-Balingup (S)","2013",5753,
"Estimated Resident Population","Local Government Areas","Annual","Dowerin (S)","2003",771,
"Estimated Resident Population","Local Government Areas","Annual","Dowerin (S)","2004",760,
"Estimated Resident Population","Local Government Areas","Annual","Dowerin (S)","2005",746,
"Estimated Resident Population","Local Government Areas","Annual","Dowerin (S)","2006",736,
"Estimated Resident Population","Local Government Areas","Annual","Dowerin (S)","2007",709,
"Estimated Resident Population","Local Government Areas","Annual","Dowerin (S)","2008",718,
"Estimated Resident Population","Local Government Areas","Annual","Dowerin (S)","2009",725,
"Estimated Resident Population","Local Government Areas","Annual","Dowerin (S)","2010",698,
"Estimated Resident Population","Local Government Areas","Annual","Dowerin (S)","2011",700,
"Estimated Resident Population","Local Government Areas","Annual","Dowerin (S)","2012",694,
"Estimated Resident Population","Local Government Areas","Annual","Dowerin (S)","2013",672,
"Estimated Resident Population","Local Government Areas","Annual","Dumbleyung (S)","2003",716,
"Estimated Resident Population","Local Government Areas","Annual","Dumbleyung (S)","2004",702,
"Estimated Resident Population","Local Government Areas","Annual","Dumbleyung (S)","2005",691,
"Estimated Resident Population","Local Government Areas","Annual","Dumbleyung (S)","2006",677,
"Estimated Resident Population","Local Government Areas","Annual","Dumbleyung (S)","2007",651,
"Estimated Resident Population","Local Government Areas","Annual","Dumbleyung (S)","2008",649,
"Estimated Resident Population","Local Government Areas","Annual","Dumbleyung (S)","2009",637,
"Estimated Resident Population","Local Government Areas","Annual","Dumbleyung (S)","2010",626,
"Estimated Resident Population","Local Government Areas","Annual","Dumbleyung (S)","2011",626,
"Estimated Resident Population","Local Government Areas","Annual","Dumbleyung (S)","2012",618,
"Estimated Resident Population","Local Government Areas","Annual","Dumbleyung (S)","2013",608,
"Estimated Resident Population","Local Government Areas","Annual","Dundas (S)","2003",1223,
"Estimated Resident Population","Local Government Areas","Annual","Dundas (S)","2004",1182,
"Estimated Resident Population","Local Government Areas","Annual","Dundas (S)","2005",1155,
"Estimated Resident Population","Local Government Areas","Annual","Dundas (S)","2006",1127,
"Estimated Resident Population","Local Government Areas","Annual","Dundas (S)","2007",1119,
"Estimated Resident Population","Local Government Areas","Annual","Dundas (S)","2008",1149,
"Estimated Resident Population","Local Government Areas","Annual","Dundas (S)","2009",1162,
"Estimated Resident Population","Local Government Areas","Annual","Dundas (S)","2010",1160,
"Estimated Resident Population","Local Government Areas","Annual","Dundas (S)","2011",1184,
"Estimated Resident Population","Local Government Areas","Annual","Dundas (S)","2012",1188,
"Estimated Resident Population","Local Government Areas","Annual","Dundas (S)","2013",1182,
"Estimated Resident Population","Local Government Areas","Annual","East Fremantle (T)","2003",6971,
"Estimated Resident Population","Local Government Areas","Annual","East Fremantle (T)","2004",6984,
"Estimated Resident Population","Local Government Areas","Annual","East Fremantle (T)","2005",6985,
"Estimated Resident Population","Local Government Areas","Annual","East Fremantle (T)","2006",7074,
"Estimated Resident Population","Local Government Areas","Annual","East Fremantle (T)","2007",7098,
"Estimated Resident Population","Local Government Areas","Annual","East Fremantle (T)","2008",7154,
"Estimated Resident Population","Local Government Areas","Annual","East Fremantle (T)","2009",7244,
"Estimated Resident Population","Local Government Areas","Annual","East Fremantle (T)","2010",7270,
"Estimated Resident Population","Local Government Areas","Annual","East Fremantle (T)","2011",7443,
"Estimated Resident Population","Local Government Areas","Annual","East Fremantle (T)","2012",7587,
"Estimated Resident Population","Local Government Areas","Annual","East Fremantle (T)","2013",7736,
"Estimated Resident Population","Local Government Areas","Annual","East Pilbara (S)","2003",6171,
"Estimated Resident Population","Local Government Areas","Annual","East Pilbara (S)","2004",6563,
"Estimated Resident Population","Local Government Areas","Annual","East Pilbara (S)","2005",6998,
"Estimated Resident Population","Local Government Areas","Annual","East Pilbara (S)","2006",7667,
"Estimated Resident Population","Local Government Areas","Annual","East Pilbara (S)","2007",8510,
"Estimated Resident Population","Local Government Areas","Annual","East Pilbara (S)","2008",9651,
"Estimated Resident Population","Local Government Areas","Annual","East Pilbara (S)","2009",10753,
"Estimated Resident Population","Local Government Areas","Annual","East Pilbara (S)","2010",11522,
"Estimated Resident Population","Local Government Areas","Annual","East Pilbara (S)","2011",12257,
"Estimated Resident Population","Local Government Areas","Annual","East Pilbara (S)","2012",12693,
"Estimated Resident Population","Local Government Areas","Annual","East Pilbara (S)","2013",12960,
"Estimated Resident Population","Local Government Areas","Annual","Esperance (S)","2003",13569,
"Estimated Resident Population","Local Government Areas","Annual","Esperance (S)","2004",13669,
"Estimated Resident Population","Local Government Areas","Annual","Esperance (S)","2005",13694,
"Estimated Resident Population","Local Government Areas","Annual","Esperance (S)","2006",13644,
"Estimated Resident Population","Local Government Areas","Annual","Esperance (S)","2007",13585,
"Estimated Resident Population","Local Government Areas","Annual","Esperance (S)","2008",13603,
"Estimated Resident Population","Local Government Areas","Annual","Esperance (S)","2009",13721,
"Estimated Resident Population","Local Government Areas","Annual","Esperance (S)","2010",13799,
"Estimated Resident Population","Local Government Areas","Annual","Esperance (S)","2011",13879,
"Estimated Resident Population","Local Government Areas","Annual","Esperance (S)","2012",14071,
"Estimated Resident Population","Local Government Areas","Annual","Esperance (S)","2013",14242,
"Estimated Resident Population","Local Government Areas","Annual","Exmouth (S)","2003",2282,
"Estimated Resident Population","Local Government Areas","Annual","Exmouth (S)","2004",2266,
"Estimated Resident Population","Local Government Areas","Annual","Exmouth (S)","2005",2233,
"Estimated Resident Population","Local Government Areas","Annual","Exmouth (S)","2006",2205,
"Estimated Resident Population","Local Government Areas","Annual","Exmouth (S)","2007",2217,
"Estimated Resident Population","Local Government Areas","Annual","Exmouth (S)","2008",2255,
"Estimated Resident Population","Local Government Areas","Annual","Exmouth (S)","2009",2317,
"Estimated Resident Population","Local Government Areas","Annual","Exmouth (S)","2010",2364,
"Estimated Resident Population","Local Government Areas","Annual","Exmouth (S)","2011",2458,
"Estimated Resident Population","Local Government Areas","Annual","Exmouth (S)","2012",2521,
"Estimated Resident Population","Local Government Areas","Annual","Exmouth (S)","2013",2570,
"Estimated Resident Population","Local Government Areas","Annual","Fremantle (C)","2003",26100,
"Estimated Resident Population","Local Government Areas","Annual","Fremantle (C)","2004",26101,
"Estimated Resident Population","Local Government Areas","Annual","Fremantle (C)","2005",26108,
"Estimated Resident Population","Local Government Areas","Annual","Fremantle (C)","2006",26124,
"Estimated Resident Population","Local Government Areas","Annual","Fremantle (C)","2007",26648,
"Estimated Resident Population","Local Government Areas","Annual","Fremantle (C)","2008",27148,
"Estimated Resident Population","Local Government Areas","Annual","Fremantle (C)","2009",27607,
"Estimated Resident Population","Local Government Areas","Annual","Fremantle (C)","2010",27957,
"Estimated Resident Population","Local Government Areas","Annual","Fremantle (C)","2011",28651,
"Estimated Resident Population","Local Government Areas","Annual","Fremantle (C)","2012",29602,
"Estimated Resident Population","Local Government Areas","Annual","Fremantle (C)","2013",30321,
"Estimated Resident Population","Local Government Areas","Annual","Gingin (S)","2003",4461,
"Estimated Resident Population","Local Government Areas","Annual","Gingin (S)","2004",4504,
"Estimated Resident Population","Local Government Areas","Annual","Gingin (S)","2005",4534,
"Estimated Resident Population","Local Government Areas","Annual","Gingin (S)","2006",4577,
"Estimated Resident Population","Local Government Areas","Annual","Gingin (S)","2007",4574,
"Estimated Resident Population","Local Government Areas","Annual","Gingin (S)","2008",4646,
"Estimated Resident Population","Local Government Areas","Annual","Gingin (S)","2009",4768,
"Estimated Resident Population","Local Government Areas","Annual","Gingin (S)","2010",4786,
"Estimated Resident Population","Local Government Areas","Annual","Gingin (S)","2011",4822,
"Estimated Resident Population","Local Government Areas","Annual","Gingin (S)","2012",4984,
"Estimated Resident Population","Local Government Areas","Annual","Gingin (S)","2013",5248,
"Estimated Resident Population","Local Government Areas","Annual","Gnowangerup (S)","2003",1523,
"Estimated Resident Population","Local Government Areas","Annual","Gnowangerup (S)","2004",1478,
"Estimated Resident Population","Local Government Areas","Annual","Gnowangerup (S)","2005",1456,
"Estimated Resident Population","Local Government Areas","Annual","Gnowangerup (S)","2006",1432,
"Estimated Resident Population","Local Government Areas","Annual","Gnowangerup (S)","2007",1395,
"Estimated Resident Population","Local Government Areas","Annual","Gnowangerup (S)","2008",1371,
"Estimated Resident Population","Local Government Areas","Annual","Gnowangerup (S)","2009",1358,
"Estimated Resident Population","Local Government Areas","Annual","Gnowangerup (S)","2010",1333,
"Estimated Resident Population","Local Government Areas","Annual","Gnowangerup (S)","2011",1307,
"Estimated Resident Population","Local Government Areas","Annual","Gnowangerup (S)","2012",1296,
"Estimated Resident Population","Local Government Areas","Annual","Gnowangerup (S)","2013",1303,
"Estimated Resident Population","Local Government Areas","Annual","Goomalling (S)","2003",965,
"Estimated Resident Population","Local Government Areas","Annual","Goomalling (S)","2004",967,
"Estimated Resident Population","Local Government Areas","Annual","Goomalling (S)","2005",961,
"Estimated Resident Population","Local Government Areas","Annual","Goomalling (S)","2006",973,
"Estimated Resident Population","Local Government Areas","Annual","Goomalling (S)","2007",970,
"Estimated Resident Population","Local Government Areas","Annual","Goomalling (S)","2008",981,
"Estimated Resident Population","Local Government Areas","Annual","Goomalling (S)","2009",1005,
"Estimated Resident Population","Local Government Areas","Annual","Goomalling (S)","2010",1019,
"Estimated Resident Population","Local Government Areas","Annual","Goomalling (S)","2011",1017,
"Estimated Resident Population","Local Government Areas","Annual","Goomalling (S)","2012",1008,
"Estimated Resident Population","Local Government Areas","Annual","Goomalling (S)","2013",976,
